"","fulltimes","avg"
"V229",237,4.17175350917758
"V230",238,4.15559909950641
"V231",239,4.1395683306926
"V232",240,4.12366000957528
"V233",241,4.10787308970472
"V234",242,4.09220598367809
"V235",243,4.07665766688215
"V236",244,4.06122658096338
"V237",245,4.04591203031326
"V238",246,4.03071242957645
"V239",247,4.01562651246816
"V240",248,4.00065370926894
"V241",249,3.98579245270511
"V242",250,3.97104161873043
"V243",251,3.95640010140371
"V244",252,3.94186681575464
"V245",253,3.92744068846966
"V246",254,3.91312065015011
"V247",255,3.89890563775921
"V248",256,3.88479460227656
"V249",257,3.87078650807606
"V250",258,3.85688032998227
"V251",259,3.84307505488335
"V252",260,3.82936968552971
"V253",261,3.81576324114344
"V254",262,3.80225476293444
"V255",263,3.78884330214428
"V256",264,3.77552791484188
"V257",265,3.76230766103156
"V258",266,3.74918161426053
"V259",267,3.73614872559567
"V260",268,3.72320830750836
"V261",269,3.71035923453299
"V262",270,3.69760104543587
"V263",271,3.6849325686077
"V264",272,3.6723529572066
"V265",273,3.65986137316978
"V266",274,3.64745698289512
"V267",275,3.63513895753956
"V268",276,3.62290647957536
"V269",277,3.61075873993499
"V270",278,3.59869493269679
"V271",279,3.58671426520489
"V272",280,3.57481595488147
"V273",281,3.56299923281508
"V274",282,3.55126334608324
"V275",283,3.53960754960304
"V276",284,3.5280311022858
"V277",285,3.5165332680544
"V278",286,3.50511329684822
"V279",287,3.49377047799598
"V280",288,3.48250413749969
"V281",289,3.47131354965546
"V282",290,3.46019802698728
"V283",291,3.44915685954263
"V284",292,3.43818936935408
"V285",293,3.42729489435791
"V286",294,3.41647277567934
"V287",295,3.40572235918341
"V288",296,3.39504299843108
"V289",297,3.38443405351801
"V290",298,3.3738948866415
"V291",299,3.36342486859827
"V292",300,3.35302337597776
"V293",301,3.34268979177637
"V294",302,3.33242344823317
"V295",303,3.32222370003616
"V296",304,3.31209038208218
"V297",305,3.30202257296136
"V298",306,3.29201969953647
"V299",307,3.28208119526013
"V300",308,3.27220649713126
"V301",309,3.26239504826752
"V302",310,3.25264624187029
"V303",311,3.24295943734766
"V304",312,3.2333343414177
"V305",313,3.22377048074337
"V306",314,3.21426705455001
"V307",315,3.2048237636322
"V308",316,3.19543997090375
"V309",317,3.18611530737289
"V310",318,3.17684909406927
"V311",319,3.16764083303154
"V312",320,3.15849003032789
"V313",321,3.14939619663836
"V314",322,3.14035884646708
"V315",323,3.13137750580337
"V316",324,3.12245171521373
"V317",325,3.11358100670957
"V318",326,3.1047647757359
"V319",327,3.09600258233306
"V320",328,3.08729445873028
"V321",329,3.07863956141174
"V322",330,3.07003744766941
"V323",331,3.06148767686461
"V324",332,3.05298980857637
"V325",333,3.04454341458289
"V326",334,3.03614808337786
"V327",335,3.02780339276555
"V328",336,3.0195089205676
"V329",337,3.01126424832623
"V330",338,3.00306896242093
"V331",339,2.99492265935039
"V332",340,2.98682493977325
"V333",341,2.97877540642501
"V334",342,2.97077366266412
"V335",343,2.96281932199633
"V336",344,2.95491201167882
"V337",345,2.94705135087941
"V338",346,2.93923695838714
"V339",347,2.93146845251215
"V340",348,2.92374545310082
"V341",349,2.91606759447076
"V342",350,2.90843451558217
"V343",351,2.90084585749642
"V344",352,2.89330126238402
"V345",353,2.8858003733117
"V346",354,2.87834275722683
"V347",355,2.87092824348804
"V348",356,2.86355651640345
"V349",357,2.85622711346079
"V350",358,2.84893969608056
"V351",359,2.84169393710203
"V352",360,2.83448951280147
"V353",361,2.8273261007808
"V354",362,2.82020337933263
"V355",363,2.8131210335016
"V356",364,2.80607875774497
"V357",365,2.79907624244502
"V358",366,2.79211317772042
"V359",367,2.78518925243999
"V360",368,2.778304068842
"V361",369,2.77145744559008
"V362",370,2.7646491294692
"V363",371,2.75787876224566
"V364",372,2.75114602304011
"V365",373,2.7444506229664
"V366",374,2.73779228295353
"V367",375,2.7311707278709
"V368",376,2.72458568254541
"V369",377,2.71803686606913
"V370",378,2.71152399762238
"V371",379,2.70504680226962
"V372",380,2.6986050072942
"V373",381,2.69219832585045
"V374",382,2.68582623815682
"V375",383,2.67948901706745
"V376",384,2.67318625064375
"V377",385,2.66691755650129
"V378",386,2.66068268844879
"V379",387,2.65448139429229
"V380",388,2.64831342156272
"V381",389,2.64217852111954
"V382",390,2.63607644554444
"V383",391,2.6300069505475
"V384",392,2.62396979377195
"V385",393,2.6179647317727
"V386",394,2.61199153040631
"V387",395,2.60604996434396
"V388",396,2.6001398086334
"V389",397,2.59426083338536
"V390",398,2.58841280866825
"V391",399,2.5825955073911
"V392",400,2.57680870398434
"V393",401,2.57105217548279
"V394",402,2.56532569997078
"V395",403,2.55962904894714
"V396",404,2.55396200417426
"V397",405,2.54832434220949
"V398",406,2.54271583460249
"V399",407,2.53713637141302
"V400",408,2.5315857066896
"V401",409,2.52606360030831
"V402",410,2.52056984851191
"V403",411,2.51510424948319
"V404",412,2.50966660211417
"V405",413,2.50425669970359
"V406",414,2.49887434385054
"V407",415,2.49351934594527
"V408",416,2.48819151829831
"V409",417,2.48289067024231
"V410",418,2.47761661075106
"V411",419,2.47236915019275
"V412",420,2.46714809999766
"V413",421,2.46195327328459
"V414",422,2.45678448389004
"V415",423,2.45164105497401
"V416",424,2.446523912196
"V417",425,2.4414322287744
"V418",426,2.43636583539971
"V419",427,2.43132456396453
"V420",428,2.4263082445218
"V421",429,2.4213167063392
"V422",430,2.41634977956687
"V423",431,2.41140729580293
"V424",432,2.40648908741359
"V425",433,2.4015949420338
"V426",434,2.39672456840009
"V427",435,2.39187822663447
"V428",436,2.3870554805188
"V429",437,2.38225617825686
"V430",438,2.37748016609184
"V431",439,2.37272728900607
"V432",440,2.36799739283959
"V433",441,2.36329032468193
"V434",442,2.35860593235158
"V435",443,2.35394405802872
"V436",444,2.34930453100601
"V437",445,2.34468719705248
"V438",446,2.34009191397038
"V439",447,2.33551854170089
"V440",448,2.33096693858285
"V441",449,2.32643696188213
"V442",450,2.32192846958735
"V443",451,2.31744132083671
"V444",452,2.31297537546935
"V445",453,2.30853048872109
"V446",454,2.30410650195809
"V447",455,2.29970326863286
"V448",456,2.29532065727186
"V449",457,2.29095852140883
"V450",458,2.28661674286059
"V451",459,2.28229522561039
"V452",460,2.27799381032893
"V453",461,2.27371236065414
"V454",462,2.26945074832177
"V455",463,2.26520884128231
"V456",464,2.26098649573599
"V457",465,2.25678357787578
"V458",466,2.25259996654398
"V459",467,2.24843554238031
"V460",468,2.24429018516446
"V461",469,2.24016377408571
"V462",470,2.2360561884894
"V463",471,2.23196730835397
"V464",472,2.22789701418303
"V465",473,2.22384518341138
"V466",474,2.2198114040878
"V467",475,2.21579607548407
"V468",476,2.21179897241542
"V469",477,2.20781983035051
"V470",478,2.20385854127204
"V471",479,2.19991499775334
"V472",480,2.1959890914754
"V473",481,2.19208071407564
"V474",482,2.18818975764292
"V475",483,2.18431611176518
"V476",484,2.18045965750626
"V477",485,2.17662027654916
"V478",486,2.17279786210285
"V479",487,2.16899231308153
"V480",488,2.16520352943165
"V481",489,2.16143141186689
"V482",490,2.15767586021163
"V483",491,2.15393677402997
"V484",492,2.15021405324395
"V485",493,2.14650759588877
"V486",494,2.14281729225788
"V487",495,2.13914302649928
"V488",496,2.13548469529859
"V489",497,2.13184220472934
"V490",498,2.12821546185848
"V491",499,2.12460437450185
"V492",500,2.12100884966321
"V493",501,2.11742879413462
"V494",502,2.11386411507575
"V495",503,2.11031471812605
"V496",504,2.10678050248301
"V497",505,2.10326136194606
"V498",506,2.09975720104032
"V499",507,2.09626793247009
"V500",508,2.09279346866953
"V501",509,2.0893337100037
"V502",510,2.085888589334
"V503",511,2.08245803912775
"V504",512,2.07904194656978
"V505",513,2.07564022504947
"V506",514,2.07225278243331
"V507",515,2.06887937444935
"V508",516,2.06552024999596
"V509",517,2.06217513026378
"V510",518,2.05884393617664
"V511",519,2.05552658924839
"V512",520,2.05222301054581
"V513",521,2.04893312094387
"V514",522,2.04565684145023
"V515",523,2.04239409196249
"V516",524,2.0391447878187
"V517",525,2.03590875409063
"V518",526,2.03268597981505
"V519",527,2.0294765533854
"V520",528,2.0262802364895
"V521",529,2.02309695689624
"V522",530,2.01992664325351
"V523",531,2.01676922432812
"V524",532,2.01362462798825
"V525",533,2.01049278120614
"V526",534,2.00737360703289
"V527",535,2.00426702386684
"V528",536,2.00117294906352
"V529",537,1.9980913089783
"V530",538,1.99502203515929
"V531",539,1.99196506002634
"V532",540,1.98892031716404
"V533",541,1.98588774037253
"V534",542,1.98286726235684
"V535",543,1.97985881511594
"V536",544,1.97686232735295
"V537",545,1.97387772374938
"V538",546,1.97090492518328
"V539",547,1.9679438594813
"V540",548,1.96499446256236
"V541",549,1.96205667130728
"V542",550,1.95913042362086
"V543",551,1.95621565764654
"V544",552,1.95331231054748
"V545",553,1.95042031883788
"V546",554,1.94753961646784
"V547",555,1.94467013377416
"V548",556,1.94181179771205
"V549",557,1.93896454134079
"V550",558,1.93612830470878
"V551",559,1.93330302877996
"V552",560,1.93048865207417
"V553",561,1.92768511554546
"V554",562,1.92489237196525
"V555",563,1.92211036126918
"V556",564,1.91933901439441
"V557",565,1.91657826731176
"V558",566,1.91382789082109
"V559",567,1.9110881322637
"V560",568,1.90835885699599
"V561",569,1.90563992944805
"V562",570,1.90293129688344
"V563",571,1.90023290686529
"V564",572,1.89754470628483
"V565",573,1.89486664149458
"V566",574,1.89219865687941
"V567",575,1.88954069420446
"V568",576,1.88689269206295
"V569",577,1.88425458152504
"V570",578,1.88162632848738
"V571",579,1.87900787083049
"V572",580,1.87639915871353
"V573",581,1.8738001430073
"V574",582,1.8712107744775
"V575",583,1.86863100323102
"V576",584,1.86606077745073
"V577",585,1.86350004297777
"V578",586,1.86094874242009
"V579",587,1.85840681545224
"V580",588,1.85587420930978
"V581",589,1.85335087632581
"V582",590,1.85083676967753
"V583",591,1.84833184325666
"V584",592,1.84583605096893
"V585",593,1.84334934624258
"V586",594,1.8408716806437
"V587",595,1.83840300375522
"V588",596,1.83594326231485
"V589",597,1.83349240032959
"V590",598,1.83105036828232
"V591",599,1.82861712148931
"V592",600,1.82619261599165
"V593",601,1.82377680842354
"V594",602,1.82136965550333
"V595",603,1.81897111353158
"V596",604,1.8165811372266
"V597",605,1.81419967959211
"V598",606,1.81182669112415
"V599",607,1.8094620873307
"V600",608,1.80710589653494
"V601",609,1.80475803276157
"V602",610,1.80241845492032
"V603",611,1.80008712251669
"V604",612,1.79776399216366
"V605",613,1.79544902247177
"V606",614,1.7931421836981
"V607",615,1.79084342391469
"V608",616,1.78855269586824
"V609",617,1.78626986819296
"V610",618,1.78399504923718
"V611",619,1.78172817581238
"V612",620,1.77946915823955
"V613",621,1.7772179593804
"V614",622,1.77497454211028
"V615",623,1.77273886906323
"V616",624,1.77051090179629
"V617",625,1.76829060043205
"V618",626,1.7660779231149
"V619",627,1.76387282544038
"V620",628,1.76167526428647
"V621",629,1.75948520186337
"V622",630,1.75730260247218
"V623",631,1.7551274308145
"V624",632,1.75295965164163
"V625",633,1.75079922984568
"V626",634,1.74864612973177
"V627",635,1.7465003140809
"V628",636,1.74436174380725
"V629",637,1.7422303772661
"V630",638,1.74010617197732
"V631",639,1.7379890908497
"V632",640,1.73587910013102
"V633",641,1.73377616651284
"V634",642,1.73168025670891
"V635",643,1.72959133773965
"V636",644,1.72750937612497
"V637",645,1.72543433706018
"V638",646,1.72336618402091
"V639",647,1.72130487813176
"V640",648,1.71925037979667
"V641",649,1.71720265418335
"V642",650,1.71516166948625
"V643",651,1.71312739428093
"V644",652,1.71109979722331
"V645",653,1.70907884714311
"V646",654,1.70706451263119
"V647",655,1.70505676103758
"V648",656,1.70305555814092
"V649",657,1.70106086772718
"V650",658,1.69907255778716
"V651",659,1.69709078874623
"V652",660,1.69511545715993
"V653",661,1.69314650233265
"V654",662,1.69118389552873
"V655",663,1.68922760781452
"V656",664,1.68727760807865
"V657",665,1.68533386916894
"V658",666,1.68339636519383
"V659",667,1.68146505723344
"V660",668,1.67953990309287
"V661",669,1.67762087162601
"V662",670,1.6757079641449
"V663",671,1.67380112933368
"V664",672,1.67190034032083
"V665",673,1.67000557036303
"V666",674,1.66811679255822
"V667",675,1.6662339790519
"V668",676,1.66435710082774
"V669",677,1.66248612720837
"V670",678,1.66062102636173
"V671",679,1.65876176566687
"V672",680,1.65690831631198
"V673",681,1.65506065262077
"V674",682,1.65321874898515
"V675",683,1.65138257988765
"V676",684,1.64955211984428
"V677",685,1.64772734274723
"V678",686,1.64590822157447
"V679",687,1.64409472762685
"V680",688,1.64228683104196
"V681",689,1.64048450083642
"V682",690,1.63868770936701
"V683",691,1.63689643228573
"V684",692,1.63511064523602
"V685",693,1.63333032416077
"V686",694,1.63155544491181
"V687",695,1.62978598292893
"V688",696,1.62802191285593
"V689",697,1.62626320778238
"V690",698,1.62450983975073
"V691",699,1.62276177764787
"V692",700,1.62101900030772
"V693",701,1.61928148178564
"V694",702,1.61754919905308
"V695",703,1.61582212930246
"V696",704,1.61410024974434
"V697",705,1.61238353721681
"V698",706,1.61067196787912
"V699",707,1.60896551649742
"V700",708,1.60726415682406
"V701",709,1.60556778081485
"V702",710,1.60387653564382
"V703",711,1.60219032034537
"V704",712,1.60050909643884
"V705",713,1.59883284298794
"V706",714,1.59716153902956
"V707",715,1.59549516310382
"V708",716,1.59383369142688
"V709",717,1.59217710536646
"V710",718,1.59052538006506
"V711",719,1.58887848879138
"V712",720,1.58723640709512
"V713",721,1.58559911419515
"V714",722,1.58396659005221
"V715",723,1.58233881486643
"V716",724,1.58071576886654
"V717",725,1.5790974319641
"V718",726,1.57748378360777
"V719",727,1.57587480216264
"V720",728,1.57427046504369
"V721",729,1.57267074846509
"V722",730,1.57107562750436
"V723",731,1.56948508152926
"V724",732,1.56789909148305
"V725",733,1.56631763842117
"V726",734,1.56474070347726
"V727",735,1.56316826756775
"V728",736,1.56160031127659
"V729",737,1.56003681428611
"V730",738,1.55847775549027
"V731",739,1.55692311248079
"V732",740,1.55537286180792
"V733",741,1.55382698391614
"V734",742,1.55228546070717
"V735",743,1.55074827425452
"V736",744,1.54921540657601
"V737",745,1.5476868396068
"V738",746,1.54616255498912
"V739",747,1.54464253354867
"V740",748,1.54312675546403
"V741",749,1.54161519813794
"V742",750,1.5401077601012
"V743",751,1.53860461007801
"V744",752,1.53710561963038
"V745",753,1.53561077227096
"V746",754,1.53412005164104
"V747",755,1.53263344112006
"V748",756,1.53115092389674
"V749",757,1.52967248254771
"V750",758,1.52819809889302
"V751",759,1.52672775371149
"V752",760,1.52526140816609
"V753",761,1.52379907400708
"V754",762,1.52234073612067
"V755",763,1.52088636389973
"V756",764,1.51943594193563
"V757",765,1.51798945469588
"V758",766,1.51654688638092
"V759",767,1.51510821984095
"V760",768,1.51367343901793
"V761",769,1.51224252726232
"V762",770,1.51081546423791
"V763",771,1.50939222933516
"V764",772,1.50797280653884
"V765",773,1.5065571811943
"V766",774,1.50514533869165
"V767",775,1.50373726427379
"V768",776,1.50233294303032
"V769",777,1.50093235951703
"V770",778,1.49953549781931
"V771",779,1.49814234105035
"V772",780,1.49675287077334
"V773",781,1.49536706769708
"V774",782,1.49398491612306
"V775",783,1.49260640200252
"V776",784,1.49123151140064
"V777",785,1.48986023024831
"V778",786,1.48849254431627
"V779",787,1.4871284389008
"V780",788,1.48576789894888
"V781",789,1.48441090856952
"V782",790,1.48305745046411
"V783",791,1.48170750645681
"V784",792,1.48036106157102
"V785",793,1.47901810248494
"V786",794,1.47767861584714
"V787",795,1.47634258834737
"V788",796,1.47501000643389
"V789",797,1.47368085614653
"V790",798,1.4723551231869
"V791",799,1.47103279264015
"V792",800,1.46971384288018
"V793",801,1.46839822426038
"V794",802,1.46708601742117
"V795",803,1.46577714967485
"V796",804,1.46447160868249
"V797",805,1.46316938206986
"V798",806,1.46187045733679
"V799",807,1.4605748216513
"V800",808,1.4592824617756
"V801",809,1.45799336392015
"V802",810,1.45670751309557
"V803",811,1.45542489311619
"V804",812,1.4541454898007
"V805",813,1.45286929112815
"V806",814,1.45159628529298
"V807",815,1.45032646048485
"V808",816,1.44905980482217
"V809",817,1.44779630611415
"V810",818,1.44653595177075
"V811",819,1.44527872840752
"V812",820,1.44402462219257
"V813",821,1.44277361820001
"V814",822,1.44152570142358
"V815",823,1.44028085989135
"V816",824,1.43903908241644
"V817",825,1.43780035771413
"V818",826,1.43656467446663
"V819",827,1.43533202120007
"V820",828,1.43410238594606
"V821",829,1.43287575634377
"V822",830,1.43165211902657
"V823",831,1.43043145932548
"V824",832,1.42921376347546
"V825",833,1.42799902028729
"V826",834,1.42678721902213
"V827",835,1.4255783489111
"V828",836,1.42437239915509
"V829",837,1.42316935873528
"V830",838,1.42196921639195
"V831",839,1.42077196030186
"V832",840,1.41957757779661
"V833",841,1.41838605041799
"V834",842,1.41719734489946
"V835",843,1.4160115149544
"V836",844,1.41482850874427
"V837",845,1.41364831626674
"V838",846,1.41247092749768
"V839",847,1.41129633210354
"V840",848,1.4101245196626
"V841",849,1.40895547924604
"V842",850,1.40778919908606
"V843",851,1.40662566643326
"V844",852,1.40546484911459
"V845",853,1.40430677826266
"V846",854,1.40315142535308
"V847",855,1.40199877644472
"V848",856,1.40084882209195
"V849",857,1.39970155269835
"V850",858,1.39855695834406
"V851",859,1.39741502893571
"V852",860,1.39627575346962
"V853",861,1.39513911996758
"V854",862,1.39400511658331
"V855",863,1.39287373207507
"V856",864,1.39174495700922
"V857",865,1.39061878236446
"V858",866,1.38949519909293
"V859",867,1.38837419799199
"V860",868,1.38725576976502
"V861",869,1.38613990472313
"V862",870,1.38502659221704
"V863",871,1.38391582052424
"V864",872,1.38280758010841
"V865",873,1.38170185861039
"V866",874,1.38059864680378
"V867",875,1.37949793605673
"V868",876,1.37839971775746
"V869",877,1.37730398312706
"V870",878,1.37621072330057
"V871",879,1.37511992905378
"V872",880,1.37403159049359
"V873",881,1.3729456969469
"V874",882,1.37186223772031
"V875",883,1.37078120222345
"V876",884,1.36970258165499
"V877",885,1.36862636775797
"V878",886,1.36755255226505
"V879",887,1.36648112675458
"V880",888,1.36541208273757
"V881",889,1.364345411366
"V882",890,1.36328110330031
"V883",891,1.36221914841475
"V884",892,1.36115953316707
"V885",893,1.36010221673648
"V886",894,1.35904727327087
"V887",895,1.35799464527549
"V888",896,1.35694432380456
"V889",897,1.35589630110523
"V890",898,1.35485056933481
"V891",899,1.35380712045825
"V892",900,1.3527659458906
"V893",901,1.3517270363228
"V894",902,1.35069038246066
"V895",903,1.34965597470396
"V896",904,1.34862380436571
"V897",905,1.3475938640411
"V898",906,1.3465661464615
"V899",907,1.34554064427033
"V900",908,1.34451734993658
"V901",909,1.34349625576766
"V902",910,1.34247735360607
"V903",911,1.34146063461467
"V904",912,1.34044608996596
"V905",913,1.3394337101992
"V906",914,1.33842348605472
"V907",915,1.33741541026505
"V908",916,1.33640947588307
"V909",917,1.335405675868
"V910",918,1.33440400309913
"V911",919,1.33340445012519
"V912",920,1.33240700919561
"V913",921,1.33141167128818
"V914",922,1.33041842959894
"V915",923,1.32942727407815
"V916",924,1.32843819600745
"V917",925,1.32745118839546
"V918",926,1.32646624457532
"V919",927,1.32548335790909
"V920",928,1.3245025214649
"V921",929,1.32352372824349
"V922",930,1.3225469708612
"V923",931,1.32157224136259
"V924",932,1.32059953178812
"V925",933,1.31962882257469
"V926",934,1.31866012334187
"V927",935,1.31769342874232
"V928",936,1.31672872303
"V929",937,1.31576599988697
"V930",938,1.31480525292149
"V931",939,1.31384647547817
"V932",940,1.31288966058706
"V933",941,1.31193480081276
"V934",942,1.31098188875614
"V935",943,1.31003091345894
"V936",944,1.30908186041187
"V937",945,1.30813474812853
"V938",946,1.30718955489925
"V939",947,1.30624627364012
"V940",948,1.30530489837587
"V941",949,1.30436542289426
"V942",950,1.30342784062603
"V943",951,1.30249214464396
"V944",952,1.30155832811642
"V945",953,1.30062638324608
"V946",954,1.29969630216155
"V947",955,1.29876807806112
"V948",956,1.29784170516579
"V949",957,1.29691717778076
"V950",958,1.29599449003147
"V951",959,1.29507363609789
"V952",960,1.29415460970067
"V953",961,1.29323740417237
"V954",962,1.29232201295618
"V955",963,1.29140842886739
"V956",964,1.29049664409028
"V957",965,1.28958665182615
"V958",966,1.28867844642256
"V959",967,1.28777202236661
"V960",968,1.28686737416958
"V961",969,1.28596449617386
"V962",970,1.28506338235729
"V963",971,1.28416402579996
"V964",972,1.28326642162059
"V965",973,1.28237056213111
"V966",974,1.28147643993331
"V967",975,1.28058404850962
"V968",976,1.27969338246029
"V969",977,1.27880443649075
"V970",978,1.27791720532784
"V971",979,1.27703168353507
"V972",980,1.27614786540798
"V973",981,1.27526574493443
"V974",982,1.27438531612659
"V975",983,1.27350657247746
"V976",984,1.27262949413215
"V977",985,1.2717540884148
"V978",986,1.27088036864692
"V979",987,1.2700083088488
"V980",988,1.2691379041322
"V981",989,1.26826914943829
"V982",990,1.26740203954852
"V983",991,1.26653656891556
"V984",992,1.2656727319957
"V985",993,1.2648105229129
"V986",994,1.26394993486752
"V987",995,1.26309096193832
"V988",996,1.26223359880594
"V989",997,1.26137784068789
"V990",998,1.26052368283952
"V991",999,1.25967112048757
"V992",1000,1.25882014861847
"V993",1001,1.25797076191473
"V994",1002,1.25712295511528
"V995",1003,1.25627672246032
"V996",1004,1.25543205770226
"V997",1005,1.25458895462291
"V998",1006,1.25374740765578
