"","times","avg"
"V1872",1871,7.25710695444527
"V1873",1872,7.25544964680558
"V1874",1873,7.25379287548876
"V1875",1874,7.25213664111191
"V1876",1875,7.2504809442894
"V1877",1876,7.24882578562938
"V1878",1877,7.24717116573995
"V1879",1878,7.24551708522108
"V1880",1879,7.24386354467198
"V1881",1880,7.24221054468526
"V1882",1881,7.24055808585081
"V1883",1882,7.23890616875445
"V1884",1883,7.23725479397553
"V1885",1884,7.23560396209133
"V1886",1885,7.23395367367417
"V1887",1886,7.2323039292936
"V1888",1887,7.23065472951587
"V1889",1888,7.22900607490286
"V1890",1889,7.22735796601224
"V1891",1890,7.22571040339772
"V1892",1891,7.22406338760972
"V1893",1892,7.22241691919362
"V1894",1893,7.22077099869011
"V1895",1894,7.21912562663798
"V1896",1895,7.21748080357172
"V1897",1896,7.21583653002168
"V1898",1897,7.21419280651632
"V1899",1898,7.212549633578
"V1900",1899,7.21090701172672
"V1901",1900,7.20926494147608
"V1902",1901,7.20762342334086
"V1903",1902,7.20598245782684
"V1904",1903,7.20434204543893
"V1905",1904,7.20270218667677
"V1906",1905,7.20106288203716
"V1907",1906,7.19942413201418
"V1908",1907,7.19778593709651
"V1909",1908,7.19614829777481
"V1910",1909,7.19451121452798
"V1911",1910,7.19287468783764
"V1912",1911,7.19123871817831
"V1913",1912,7.18960330602128
"V1914",1913,7.18796845183415
"V1915",1914,7.18633415607862
"V1916",1915,7.18470041921889
"V1917",1916,7.1830672417096
"V1918",1917,7.1814346240083
"V1919",1918,7.17980256656531
"V1920",1919,7.1781710698279
"V1921",1920,7.17654013424014
"V1922",1921,7.17490976024141
"V1923",1922,7.17327994827066
"V1924",1923,7.17165069875721
"V1925",1924,7.17002201213344
"V1926",1925,7.16839388882407
"V1927",1926,7.16676632925238
"V1928",1927,7.1651393338392
"V1929",1928,7.16351290299995
"V1930",1929,7.16188703715021
"V1931",1930,7.1602617366967
"V1932",1931,7.15863700204985
"V1933",1932,7.15701283361087
"V1934",1933,7.15538923177901
"V1935",1934,7.15376619695114
"V1936",1935,7.15214372951898
"V1937",1936,7.15052182987437
"V1938",1937,7.14890049840218
"V1939",1938,7.14727973549023
"V1940",1939,7.14565954151591
"V1941",1940,7.14403991685752
"V1942",1941,7.14242086188969
"V1943",1942,7.14080237698131
"V1944",1943,7.13918446250154
"V1945",1944,7.13756711881082
"V1946",1945,7.1359503462752
"V1947",1946,7.13433414524957
"V1948",1947,7.13271851609232
"V1949",1948,7.1311034591556
"V1950",1949,7.12948897478639
"V1951",1950,7.1278750633332
"V1952",1951,7.12626172513591
"V1953",1952,7.12464896053782
"V1954",1953,7.12303676987111
"V1955",1954,7.12142515347148
"V1956",1955,7.11981411166915
"V1957",1956,7.11820364478922
"V1958",1957,7.11659375316109
"V1959",1958,7.11498443710327
"V1960",1959,7.11337569693832
"V1961",1960,7.11176753297969
"V1962",1961,7.11015994554261
"V1963",1962,7.10855293493603
"V1964",1963,7.10694650146431
"V1965",1964,7.1053406454334
"V1966",1965,7.10373536714187
"V1967",1966,7.10213066688964
"V1968",1967,7.10052654497195
"V1969",1968,7.09892300168288
"V1970",1969,7.0973200373113
"V1971",1970,7.09571765214371
"V1972",1971,7.09411584646656
"V1973",1972,7.09251462055905
"V1974",1973,7.0909139747005
"V1975",1974,7.08931390916496
"V1976",1975,7.08771442422609
"V1977",1976,7.08611552015252
"V1978",1977,7.0845171972128
"V1979",1978,7.08291945567283
"V1980",1979,7.08132229579246
"V1981",1980,7.07972571783279
"V1982",1981,7.07812972204931
"V1983",1982,7.07653430869649
"V1984",1983,7.07493947802325
"V1985",1984,7.07334523027815
"V1986",1985,7.07175156570754
"V1987",1986,7.07015848455301
"V1988",1987,7.06856598705789
"V1989",1988,7.06697407345849
"V1990",1989,7.06538274399072
"V1991",1990,7.06379199888576
"V1992",1991,7.0622018383748
"V1993",1992,7.06061226268448
"V1994",1993,7.05902327203729
"V1995",1994,7.05743486665759
"V1996",1995,7.05584704676242
"V1997",1996,7.05425981256987
"V1998",1997,7.05267316429432
"V1999",1998,7.0510871021491
"V2000",1999,7.04950162634384
"V2001",2000,7.04791673708461
"V2002",2001,7.04633243457758
"V2003",2002,7.0447487190227
"V2004",2003,7.04316559061892
"V2005",2004,7.04158304956192
"V2006",2005,7.04000109604637
"V2007",2006,7.03841973026386
"V2008",2007,7.03683895240504
"V2009",2008,7.03525876265803
"V2010",2009,7.03367916120658
"V2011",2010,7.03210014823366
"V2012",2011,7.03052172391886
"V2013",2012,7.0289438884407
"V2014",2013,7.02736664197241
"V2015",2014,7.02578998468669
"V2016",2015,7.02421391675372
"V2017",2016,7.02263843834013
"V2018",2017,7.02106354961387
"V2019",2018,7.01948925073663
"V2020",2019,7.01791554187099
"V2021",2020,7.01634242317538
"V2022",2021,7.01476989480604
"V2023",2022,7.01319795691771
"V2024",2023,7.01162660966019
"V2025",2024,7.01005585318346
"V2026",2025,7.00848568763492
"V2027",2026,7.00691611315852
"V2028",2027,7.00534712989861
"V2029",2028,7.00377873799543
"V2030",2029,7.00221093758752
"V2031",2030,7.00064372881023
"V2032",2031,6.99907711179811
"V2033",2032,6.99751108668211
"V2034",2033,6.99594565359105
"V2035",2034,6.99438081265142
"V2036",2035,6.99281656398897
"V2037",2036,6.99125290772527
"V2038",2037,6.98968984398311
"V2039",2038,6.98812737288101
"V2040",2039,6.98656549453522
"V2041",2040,6.98500420906055
"V2042",2041,6.98344351656872
"V2043",2042,6.98188341717034
"V2044",2043,6.98032391097112
"V2045",2044,6.9787649980778
"V2046",2045,6.97720667859329
"V2047",2046,6.97564895261859
"V2048",2047,6.97409182025502
"V2049",2048,6.97253528159979
"V2050",2049,6.97097933674919
"V2051",2050,6.96942398579594
"V2052",2051,6.96786922883376
"V2053",2052,6.96631506595078
"V2054",2053,6.9647614972325
"V2055",2054,6.96320852276517
"V2056",2055,6.96165614263068
"V2057",2056,6.96010435691066
"V2058",2057,6.95855316568469
"V2059",2058,6.95700256903212
"V2060",2059,6.95545256702725
"V2061",2060,6.953903159743
"V2062",2061,6.95235434725278
"V2063",2062,6.95080612962459
"V2064",2063,6.94925850692599
"V2065",2064,6.94771147922196
"V2066",2065,6.9461650465776
"V2067",2066,6.94461920905291
"V2068",2067,6.94307396670928
"V2069",2068,6.94152931960571
"V2070",2069,6.93998526779682
"V2071",2070,6.93844181133748
"V2072",2071,6.9368989502801
"V2073",2072,6.93535668467665
"V2074",2073,6.93381501457315
"V2075",2074,6.93227394001679
"V2076",2075,6.93073346105348
"V2077",2076,6.92919357772442
"V2078",2077,6.92765429007377
"V2079",2078,6.92611559814035
"V2080",2079,6.92457750196286
"V2081",2080,6.92304000157649
"V2082",2081,6.92150309701527
"V2083",2082,6.9199667883129
"V2084",2083,6.91843107549631
"V2085",2084,6.91689595859592
"V2086",2085,6.91536143763843
"V2087",2086,6.91382751264838
"V2088",2087,6.91229418365117
"V2089",2088,6.91076145066788
"V2090",2089,6.90922931372004
"V2091",2090,6.90769777282449
"V2092",2091,6.90616682800016
"V2093",2092,6.90463647926068
"V2094",2093,6.90310672661831
"V2095",2094,6.90157757008481
"V2096",2095,6.90004900966912
"V2097",2096,6.89852104537927
"V2098",2097,6.89699367722207
"V2099",2098,6.89546690520387
"V2100",2099,6.89394072932697
"V2101",2100,6.8924151495932
"V2102",2101,6.89089016600335
"V2103",2102,6.88936577855505
"V2104",2103,6.88784198724455
"V2105",2104,6.88631879206602
"V2106",2105,6.88479619301367
"V2107",2106,6.88327419007774
"V2108",2107,6.88175278324994
"V2109",2108,6.88023197251884
"V2110",2109,6.87871175787109
"V2111",2110,6.87719213929219
"V2112",2111,6.87567311676611
"V2113",2112,6.87415469027577
"V2114",2113,6.87263685980004
"V2115",2114,6.87111962531859
"V2116",2115,6.86960298680929
"V2117",2116,6.86808694424687
"V2118",2117,6.86657149760831
"V2119",2118,6.86505664686547
"V2120",2119,6.86354239199065
"V2121",2120,6.86202873295313
"V2122",2121,6.86051566972203
"V2123",2122,6.85900320226461
"V2124",2123,6.85749133054324
"V2125",2124,6.85598005452527
"V2126",2125,6.85446937416976
"V2127",2126,6.85295928943899
"V2128",2127,6.85144980029383
"V2129",2128,6.84994090669138
"V2130",2129,6.8484326085903
"V2131",2130,6.8469249059434
"V2132",2131,6.84541779870764
"V2133",2132,6.8439112868332
"V2134",2133,6.84240537027071
"V2135",2134,6.84090004896935
"V2136",2135,6.83939532287535
"V2137",2136,6.83789119193736
"V2138",2137,6.83638765609956
"V2139",2138,6.83488471530802
"V2140",2139,6.8333823695042
"V2141",2140,6.83188061862937
"V2142",2141,6.83037946262425
"V2143",2142,6.82887890142577
"V2144",2143,6.82737893497198
"V2145",2144,6.82587956319616
"V2146",2145,6.82438078603466
"V2147",2146,6.82288260341821
"V2148",2147,6.82138501527993
"V2149",2148,6.81988802155023
"V2150",2149,6.81839162215641
"V2151",2150,6.81689581702861
"V2152",2151,6.81540060609115
"V2153",2152,6.8139059892715
"V2154",2153,6.81241196649038
"V2155",2154,6.81091853767099
"V2156",2155,6.80942570273501
"V2157",2156,6.80793346159942
"V2158",2157,6.80644181418669
"V2159",2158,6.80495076041161
"V2160",2159,6.8034603001922
"V2161",2160,6.80197043344179
"V2162",2161,6.80048116007425
"V2163",2162,6.79899248000264
"V2164",2163,6.79750439313425
"V2165",2164,6.79601689938169
"V2166",2165,6.794529998651
"V2167",2166,6.79304369085098
"V2168",2167,6.7915579758877
"V2169",2168,6.79007285366676
"V2170",2169,6.78858832409207
"V2171",2170,6.78710438706386
"V2172",2171,6.78562104248636
"V2173",2172,6.7841382902572
"V2174",2173,6.78265613027548
"V2175",2174,6.78117456243814
"V2176",2175,6.77969358664153
"V2177",2176,6.77821320278087
"V2178",2177,6.77673341074952
"V2179",2178,6.77525421044279
"V2180",2179,6.77377560175067
"V2181",2180,6.77229758456548
"V2182",2181,6.77082015877656
"V2183",2182,6.76934332427278
"V2184",2183,6.76786708093944
"V2185",2184,6.76639142866176
"V2186",2185,6.76491636732604
"V2187",2186,6.76344189681416
"V2188",2187,6.76196801701077
"V2189",2188,6.76049472779696
"V2190",2189,6.75902202905376
"V2191",2190,6.75754992066027
"V2192",2191,6.75607840249456
"V2193",2192,6.75460747443564
"V2194",2193,6.75313713635624
"V2195",2194,6.75166738813379
"V2196",2195,6.75019822964121
"V2197",2196,6.74872966075093
"V2198",2197,6.74726168133584
"V2199",2198,6.74579429126572
"V2200",2199,6.74432749041203
"V2201",2200,6.74286127864094
"V2202",2201,6.74139565582261
"V2203",2202,6.73993062182319
"V2204",2203,6.73846617650658
"V2205",2204,6.73700231973793
"V2206",2205,6.73553905137978
"V2207",2206,6.73407637129534
"V2208",2207,6.73261427934604
"V2209",2208,6.73115277539389
"V2210",2209,6.72969185929766
"V2211",2210,6.72823153091592
"V2212",2211,6.72677179010626
"V2213",2212,6.72531263672463
"V2214",2213,6.72385407062572
"V2215",2214,6.72239609166329
"V2216",2215,6.72093869969233
"V2217",2216,6.71948189456359
"V2218",2217,6.71802567613091
"V2219",2218,6.71657004424431
"V2220",2219,6.7151149987533
"V2221",2220,6.71366053950758
"V2222",2221,6.7122066663544
"V2223",2222,6.71075337914207
"V2224",2223,6.70930067771361
"V2225",2224,6.70784856191562
"V2226",2225,6.70639703159072
"V2227",2226,6.70494608658104
"V2228",2227,6.70349572673095
"V2229",2228,6.70204595188086
"V2230",2229,6.70059676187238
"V2231",2230,6.69914815654346
"V2232",2231,6.6977001357352
"V2233",2232,6.6962526992837
"V2234",2233,6.69480584702537
"V2235",2234,6.69335957879588
"V2236",2235,6.69191389443056
"V2237",2236,6.69046879376257
"V2238",2237,6.68902427662586
"V2239",2238,6.68758034285368
"V2240",2239,6.68613699227608
"V2241",2240,6.6846942247247
"V2242",2241,6.6832520400293
"V2243",2242,6.68181043801944
"V2244",2243,6.68036941852157
"V2245",2244,6.67892898136309
"V2246",2245,6.67748912637139
"V2247",2246,6.67604985337036
"V2248",2247,6.67461116218652
"V2249",2248,6.67317305264358
"V2250",2249,6.6717355245647
"V2251",2250,6.67029857777179
"V2252",2251,6.66886221208684
"V2253",2252,6.66742642733075
"V2254",2253,6.66599122332112
"V2255",2254,6.66455659987794
"V2256",2255,6.66312255681928
"V2257",2256,6.66168909396183
"V2258",2257,6.66025621112355
"V2259",2258,6.65882390812032
"V2260",2259,6.65739218476796
"V2261",2260,6.6559610408799
"V2262",2261,6.65453047627027
"V2263",2262,6.65310049075258
"V2264",2263,6.65167108413634
"V2265",2264,6.65024225623366
"V2266",2265,6.64881400685444
"V2267",2266,6.6473863358081
"V2268",2267,6.64595924290443
"V2269",2268,6.6445327279514
"V2270",2269,6.64310679075715
"V2271",2270,6.64168143112811
"V2272",2271,6.64025664887081
"V2273",2272,6.63883244379115
"V2274",2273,6.63740881569248
"V2275",2274,6.6359857643779
"V2276",2275,6.63456328965107
"V2277",2276,6.63314139131344
"V2278",2277,6.63172006916753
"V2279",2278,6.63029932301441
"V2280",2279,6.62887915265409
"V2281",2280,6.62745955788694
"V2282",2281,6.62604053851083
"V2283",2282,6.6246220943253
"V2284",2283,6.62320422512603
"V2285",2284,6.6217869307101
"V2286",2285,6.62037021087425
"V2287",2286,6.61895406541254
"V2288",2287,6.61753849412183
"V2289",2288,6.61612349679476
"V2290",2289,6.61470907322555
"V2291",2290,6.61329522320659
"V2292",2291,6.61188194652989
"V2293",2292,6.61046924298765
"V2294",2293,6.6090571123687
"V2295",2294,6.60764555446441
"V2296",2295,6.60623456906314
"V2297",2296,6.60482415595349
"V2298",2297,6.60341431492508
"V2299",2298,6.60200504576537
"V2300",2299,6.60059634826176
"V2301",2300,6.59918822219979
"V2302",2301,6.59778066736613
"V2303",2302,6.59637368354535
"V2304",2303,6.59496727052043
"V2305",2304,6.59356142807567
"V2306",2305,6.59215615599408
"V2307",2306,6.59075145405776
"V2308",2307,6.58934732204939
"V2309",2308,6.58794375975074
"V2310",2309,6.58654076694241
"V2311",2310,6.58513834340449
"V2312",2311,6.58373648891767
"V2313",2312,6.58233520326107
"V2314",2313,6.58093448621155
"V2315",2314,6.57953433754709
"V2316",2315,6.57813475704506
"V2317",2316,6.57673574448078
"V2318",2317,6.57533729963168
"V2319",2318,6.57393942227345
"V2320",2319,6.57254211218126
"V2321",2320,6.57114536912911
"V2322",2321,6.56974919289134
"V2323",2322,6.56835358324189
"V2324",2323,6.56695853995136
"V2325",2324,6.56556406279319
"V2326",2325,6.56417015153893
"V2327",2326,6.56277680595869
"V2328",2327,6.56138402582433
"V2329",2328,6.55999181090534
"V2330",2329,6.55860016097168
"V2331",2330,6.55720907579128
"V2332",2331,6.55581855513352
"V2333",2332,6.55442859876688
"V2334",2333,6.55303920645683
"V2335",2334,6.55165037797097
"V2336",2335,6.55026211307562
"V2337",2336,6.54887441153555
"V2338",2337,6.54748727311788
"V2339",2338,6.54610069758696
"V2340",2339,6.5447146847077
"V2341",2340,6.54332923424313
"V2342",2341,6.54194434595718
"V2343",2342,6.54056001961316
"V2344",2343,6.53917625497092
"V2345",2344,6.5377930517936
"V2346",2345,6.53641040984196
"V2347",2346,6.53502832887646
"V2348",2347,6.53364680865837
"V2349",2348,6.53226584894765
"V2350",2349,6.53088544950419
"V2351",2350,6.52950561008658
"V2352",2351,6.52812633045415
"V2353",2352,6.52674761036503
"V2354",2353,6.52536944957497
"V2355",2354,6.52399184784148
"V2356",2355,6.5226148049214
"V2357",2356,6.5212383205697
"V2358",2357,6.51986239454344
"V2359",2358,6.51848702659804
"V2360",2359,6.51711221648798
"V2361",2360,6.51573796396805
"V2362",2361,6.51436426879197
"V2363",2362,6.5129911307145
"V2364",2363,6.5116185494868
"V2365",2364,6.51024652486262
"V2366",2365,6.50887505659367
"V2367",2366,6.50750414443125
"V2368",2367,6.50613378812739
"V2369",2368,6.50476398743281
"V2370",2369,6.50339474209822
"V2371",2370,6.50202605187369
"V2372",2371,6.50065791650951
"V2373",2372,6.49929033575465
"V2374",2373,6.49792330935734
"V2375",2374,6.4965568370655
"V2376",2375,6.49519091862753
"V2377",2376,6.49382555379106
"V2378",2377,6.49246074230429
"V2379",2378,6.49109648391429
"V2380",2379,6.48973277836687
"V2381",2380,6.48836962540915
"V2382",2381,6.48700702478559
"V2383",2382,6.48564497624225
"V2384",2383,6.48428347952266
"V2385",2384,6.48292253437191
"V2386",2385,6.48156214053412
"V2387",2386,6.48020229775193
"V2388",2387,6.47884300577132
"V2389",2388,6.47748426433347
"V2390",2389,6.47612607318232
"V2391",2390,6.47476843206006
"V2392",2391,6.47341134070887
"V2393",2392,6.47205479887099
"V2394",2393,6.4706988062852
"V2395",2394,6.46934336269474
"V2396",2395,6.46798846783756
"V2397",2396,6.46663412145412
"V2398",2397,6.46528032328543
"V2399",2398,6.46392707307055
"V2400",2399,6.46257437054939
"V2401",2400,6.46122221545968
"V2402",2401,6.4598706075417
"V2403",2402,6.45851954653283
"V2404",2403,6.45716903216993
"V2405",2404,6.45581906419097
"V2406",2405,6.45446964233297
"V2407",2406,6.45312076633167
"V2408",2407,6.45177243592469
"V2409",2408,6.45042465084855
"V2410",2409,6.44907741083798
"V2411",2410,6.44773071562924
"V2412",2411,6.44638456495745
"V2413",2412,6.44503895855809
"V2414",2413,6.44369389616412
"V2415",2414,6.44234937751054
"V2416",2415,6.44100540233203
"V2417",2416,6.43966197036043
"V2418",2417,6.43831908133068
"V2419",2418,6.43697673497571
"V2420",2419,6.43563493102803
"V2421",2420,6.43429366922016
"V2422",2421,6.4329529492841
"V2423",2422,6.43161277095316
"V2424",2423,6.43027313395622
"V2425",2424,6.42893403802541
"V2426",2425,6.42759548289186
"V2427",2426,6.42625746828509
"V2428",2427,6.42491999393735
"V2429",2428,6.42358305957849
"V2430",2429,6.42224666493953
"V2431",2430,6.42091080974866
"V2432",2431,6.41957549373601
"V2433",2432,6.41824071663092
"V2434",2433,6.41690647816045
"V2435",2434,6.41557277805373
"V2436",2435,6.41423961603879
"V2437",2436,6.41290699184371
"V2438",2437,6.41157490519621
"V2439",2438,6.41024335582414
"V2440",2439,6.40891234345464
"V2441",2440,6.40758186781477
"V2442",2441,6.40625192863215
"V2443",2442,6.40492252563333
"V2444",2443,6.4035936585437
"V2445",2444,6.4022653270888
"V2446",2445,6.40093753099458
"V2447",2446,6.39961026998535
"V2448",2447,6.39828354378778
"V2449",2448,6.39695735212661
"V2450",2449,6.39563169472693
"V2451",2450,6.39430657131336
"V2452",2451,6.39298198160995
"V2453",2452,6.39165792534154
"V2454",2453,6.39033440223012
"V2455",2454,6.38901141200079
"V2456",2455,6.38768895437667
"V2457",2456,6.38636702908004
"V2458",2457,6.38504563583566
"V2459",2458,6.38372477436507
"V2460",2459,6.38240444439105
"V2461",2460,6.38108464563552
"V2462",2461,6.37976537782131
"V2463",2462,6.37844664067063
"V2464",2463,6.3771284339036
"V2465",2464,6.37581075724271
"V2466",2465,6.37449361040845
"V2467",2466,6.37317699312115
"V2468",2467,6.37186090510362
"V2469",2468,6.37054534607619
"V2470",2469,6.36923031575923
"V2471",2470,6.36791581387321
"V2472",2471,6.36660184013834
"V2473",2472,6.36528839427442
"V2474",2473,6.3639754759996
"V2475",2474,6.36266308503413
"V2476",2475,6.36135122109773
"V2477",2476,6.36003988390802
"V2478",2477,6.35872907318569
"V2479",2478,6.35741878864858
"V2480",2479,6.35610903001576
"V2481",2480,6.35479979700561
"V2482",2481,6.35349108933697
"V2483",2482,6.3521829067287
"V2484",2483,6.35087524889644
"V2485",2484,6.34956811555893
"V2486",2485,6.34826150643292
"V2487",2486,6.34695542123481
"V2488",2487,6.34564985968317
"V2489",2488,6.34434482149497
"V2490",2489,6.3430403063876
"V2491",2490,6.34173631407686
"V2492",2491,6.34043284428022
"V2493",2492,6.33912989671404
"V2494",2493,6.33782747109332
"V2495",2494,6.33652556713486
"V2496",2495,6.33522418455467
"V2497",2496,6.33392332306797
"V2498",2497,6.33262298239076
"V2499",2498,6.33132316223898
"V2500",2499,6.3300238623267
"V2501",2500,6.32872508236984
"V2502",2501,6.32742682208345
"V2503",2502,6.32612908118328
"V2504",2503,6.32483185938222
"V2505",2504,6.32353515639538
"V2506",2505,6.32223897193782
"V2507",2506,6.32094330572229
"V2508",2507,6.31964815746501
"V2509",2508,6.31835352687924
"V2510",2509,6.31705941367964
"V2511",2510,6.31576581757944
"V2512",2511,6.31447273829228
"V2513",2512,6.31318017553256
"V2514",2513,6.31188812901135
"V2515",2514,6.31059659844331
"V2516",2515,6.30930558354092
"V2517",2516,6.30801508401716
"V2518",2517,6.30672509958587
"V2519",2518,6.30543562995935
"V2520",2519,6.30414667485144
"V2521",2520,6.3028582339735
"V2522",2521,6.30157030703901
"V2523",2522,6.30028289376028
"V2524",2523,6.29899599384848
"V2525",2524,6.29770960701617
"V2526",2525,6.29642373297477
"V2527",2526,6.29513837143607
"V2528",2527,6.2938535221122
"V2529",2528,6.29256918471498
"V2530",2529,6.29128535895609
"V2531",2530,6.29000204454704
"V2532",2531,6.28871924119987
"V2533",2532,6.28743694862613
"V2534",2533,6.28615516653608
"V2535",2534,6.2848738946407
"V2536",2535,6.28359313265104
"V2537",2536,6.28231288027716
"V2538",2537,6.28103313723131
"V2539",2538,6.27975390322411
"V2540",2539,6.27847517796566
"V2541",2540,6.277196961167
"V2542",2541,6.27591925253812
"V2543",2542,6.27464205179016
"V2544",2543,6.27336535863173
"V2545",2544,6.27208917277428
"V2546",2545,6.27081349392857
"V2547",2546,6.26953832180288
"V2548",2547,6.26826365610922
"V2549",2548,6.26698949655619
"V2550",2549,6.2657158428542
"V2551",2550,6.26444269471242
"V2552",2551,6.26317005184122
"V2553",2552,6.26189791395119
"V2554",2553,6.26062628074926
"V2555",2554,6.25935515194669
"V2556",2555,6.25808452725158
"V2557",2556,6.25681440637289
"V2558",2557,6.25554478902101
"V2559",2558,6.25427567490563
"V2560",2559,6.25300706373645
"V2561",2560,6.25173895522138
"V2562",2561,6.25047134907058
"V2563",2562,6.24920424499267
"V2564",2563,6.24793764269517
"V2565",2564,6.24667154188713
"V2566",2565,6.24540594227812
"V2567",2566,6.24414084357633
"V2568",2567,6.24287624549055
"V2569",2568,6.24161214773
"V2570",2569,6.24034855000269
"V2571",2570,6.23908545201733
"V2572",2571,6.23782285348285
"V2573",2572,6.23656075410843
"V2574",2573,6.23529915360175
"V2575",2574,6.23403805167027
"V2576",2575,6.23277744802318
"V2577",2576,6.23151734236716
"V2578",2577,6.23025773441192
"V2579",2578,6.22899862386482
"V2580",2579,6.22774001043506
"V2581",2580,6.22648189383072
"V2582",2581,6.22522427375921
"V2583",2582,6.22396714992969
"V2584",2583,6.22271052204818
"V2585",2584,6.22145438982417
"V2586",2585,6.22019875296485
"V2587",2586,6.21894361117811
"V2588",2587,6.21768896417319
"V2589",2588,6.21643481165641
"V2590",2589,6.21518115333661
"V2591",2590,6.21392798892052
"V2592",2591,6.21267531811687
"V2593",2592,6.2114231406335
"V2594",2593,6.21017145617691
"V2595",2594,6.20892026445601
"V2596",2595,6.20766956517722
"V2597",2596,6.20641935804841
"V2598",2597,6.20516964277796
"V2599",2598,6.20392041907362
"V2600",2599,6.20267168664304
"V2601",2600,6.20142344519368
"V2602",2601,6.20017569443373
"V2603",2602,6.19892843407042
"V2604",2603,6.19768166381018
"V2605",2604,6.19643538336094
"V2606",2605,6.19518959243031
"V2607",2606,6.19394429072491
"V2608",2607,6.19269947795327
"V2609",2608,6.1914551538233
"V2610",2609,6.19021131804196
"V2611",2610,6.18896797031729
"V2612",2611,6.18772511035678
"V2613",2612,6.18648273786861
"V2614",2613,6.18524085255864
"V2615",2614,6.18399945413463
"V2616",2615,6.18275854230478
"V2617",2616,6.18151811677473
"V2618",2617,6.18027817725378
"V2619",2618,6.17903872344866
"V2620",2619,6.17779975506734
"V2621",2620,6.17656127181687
"V2622",2621,6.17532327340493
"V2623",2622,6.17408575954041
"V2624",2623,6.17284872992855
"V2625",2624,6.17161218427841
"V2626",2625,6.17037612229682
"V2627",2626,6.169140543691
"V2628",2627,6.16790544816919
"V2629",2628,6.16667083543855
"V2630",2629,6.16543670520725
"V2631",2630,6.16420305718183
"V2632",2631,6.16296989107111
"V2633",2632,6.16173720658237
"V2634",2633,6.16050500342244
"V2635",2634,6.15927328129924
"V2636",2635,6.15804203992048
"V2637",2636,6.15681127899387
"V2638",2637,6.15558099822732
"V2639",2638,6.15435119732908
"V2640",2639,6.1531218760064
"V2641",2640,6.15189303396721
"V2642",2641,6.15066467091933
"V2643",2642,6.14943678657084
"V2644",2643,6.14820938062873
"V2645",2644,6.1469824528008
"V2646",2645,6.14575600279542
"V2647",2646,6.14453003031929
"V2648",2647,6.14330453508172
"V2649",2648,6.14207951679066
"V2650",2649,6.14085497515412
"V2651",2650,6.13963090988065
"V2652",2651,6.13840732067779
"V2653",2652,6.13718420725485
"V2654",2653,6.13596156931776
"V2655",2654,6.1347394065759
"V2656",2655,6.13351771873691
"V2657",2656,6.13229650550836
"V2658",2657,6.1310757666002
"V2659",2658,6.12985550171932
"V2660",2659,6.12863571057544
"V2661",2660,6.12741639287582
"V2662",2661,6.1261975483299
"V2663",2662,6.12497917664669
"V2664",2663,6.12376127753321
"V2665",2664,6.1225438506993
"V2666",2665,6.12132689585255
"V2667",2666,6.12011041270149
"V2668",2667,6.1188944009552
"V2669",2668,6.11767886032247
"V2670",2669,6.11646379051209
"V2671",2670,6.11524919123304
"V2672",2671,6.11403506219421
"V2673",2672,6.1128214031051
"V2674",2673,6.11160821367336
"V2675",2674,6.1103954936086
"V2676",2675,6.10918324262005
"V2677",2676,6.10797146041623
"V2678",2677,6.10676014670772
"V2679",2678,6.10554930120291
"V2680",2679,6.10433892361142
"V2681",2680,6.10312901364253
"V2682",2681,6.1019195710054
"V2683",2682,6.10071059540996
"V2684",2683,6.0995020865648
"V2685",2684,6.09829404418011
"V2686",2685,6.09708646796519
"V2687",2686,6.09587935762912
"V2688",2687,6.09467271288296
"V2689",2688,6.09346653343597
"V2690",2689,6.09226081899877
"V2691",2690,6.0910555692808
"V2692",2691,6.08985078399255
"V2693",2692,6.08864646284418
"V2694",2693,6.08744260554467
"V2695",2694,6.0862392118046
"V2696",2695,6.0850362813342
"V2697",2696,6.08383381384293
"V2698",2697,6.08263180904256
"V2699",2698,6.0814302666431
"V2700",2699,6.0802291863552
"V2701",2700,6.07902856788938
"V2702",2701,6.07782841095695
"V2703",2702,6.07662871526902
"V2704",2703,6.07542948053475
"V2705",2704,6.07423070646623
"V2706",2705,6.07303239277392
"V2707",2706,6.07183453916813
"V2708",2707,6.07063714536108
"V2709",2708,6.06944021106317
"V2710",2709,6.06824373598654
"V2711",2710,6.06704771984137
"V2712",2711,6.06585216233997
"V2713",2712,6.0646570631943
"V2714",2713,6.06346242211434
"V2715",2714,6.06226823881298
"V2716",2715,6.06107451300148
"V2717",2716,6.05988124439141
"V2718",2717,6.05868843269498
"V2719",2718,6.05749607762401
"V2720",2719,6.0563041788911
"V2721",2720,6.05511273620734
"V2722",2721,6.05392174928583
"V2723",2722,6.05273121783885
"V2724",2723,6.05154114157786
"V2725",2724,6.05035152021532
"V2726",2725,6.04916235346403
"V2727",2726,6.04797364103621
"V2728",2727,6.04678538264545
"V2729",2728,6.04559757800461
"V2730",2729,6.04441022682634
"V2731",2730,6.04322332882391
"V2732",2731,6.04203688370975
"V2733",2732,6.04085089119774
"V2734",2733,6.03966535100011
"V2735",2734,6.03848026283024
"V2736",2735,6.03729562640201
"V2737",2736,6.03611144142763
"V2738",2737,6.03492770762236
"V2739",2738,6.03374442469876
"V2740",2739,6.03256159237131
"V2741",2740,6.03137921035392
"V2742",2741,6.03019727836084
"V2743",2742,6.02901579610673
"V2744",2743,6.02783476330398
"V2745",2744,6.0266541796679
