"koutb","koutn","k1b","k1n","k12b","k21b","k13b","k31b","k12n","k21n","A1","B1","n","A2","B2","n2"
0.002234605,0.004417297,0.000113208,0.00170349372985538,0.001857464,0.000974212,0.001912298,0.000165303,0.007350221,0.000877805,5.1e-05,0.0001949,0.6245,0.0001701,0.04276,0.8588
0.002078762,0.005261848,6.52e-05,0.00171287827032823,0.002081028,0.001225864,0.001826679,0.000145391,0.005944724,0.000662181,6.258e-05,0.0001935,0.589,0.0002656,0.0572,0.8194
0.002533284,0.004606475,0.000115995,0.00153741729058474,0.003278639,0.001699688,0.001865556,0.000125377,0.006755824,0.000798408,9.448e-05,0.0001915,0.5,0.0002319,0.04851,0.8411
0.001953474,0.004780908,0.000144484,0.00185586489264031,0.001824052,0.001167507,0.001353397,0.000120409,0.007819703,0.000844821,9.904e-05,0.0001944,0.5,0.0002982,0.06525,0.8185
0.001949999,0.004938988,0.000155061,0.00176765777936777,0.002506933,0.00108514,0.001906997,0.000170935,0.006890384,0.000791171,4.502e-05,0.0001923,0.6349,0.0002297,0.05423,0.8342
0.001825285,0.00531702,0.000140856,0.00186411601389979,0.001868453,0.001033925,0.001819348,0.000161324,0.00704909,0.000782956,6.943e-05,0.0001945,0.5676,0.0001907,0.04061,0.849
0.001978334,0.004571433,0.000130266,0.00176798114470814,0.002369208,0.001038912,0.001570951,0.000134769,0.005780984,0.000668944,9.892e-05,0.0001947,0.5035,0.0002117,0.02963,0.7915
0.002243911,0.004727291,0.000118755,0.00163587275833767,0.003142318,0.000992905,0.001889379,0.000140143,0.00512009,0.000743821,6.647e-05,0.0001951,0.5754,0.0002244,0.048,0.838
0.002196025,0.004975883,0.000172111,0.00165307414524626,0.002072983,0.000909415,0.00200299,0.000164853,0.005255089,0.000673633,9.787e-05,0.0001928,0.506,0.0001769,0.03335,0.8256
0.001844911,0.004457214,6.27e-05,0.00188652131863712,0.001853675,0.001220103,0.001459447,0.000136926,0.005401094,0.000749928,6.058e-05,0.0001922,0.5884,0.0001651,0.03781,0.8527
0.001948242,0.004570147,0.000169765,0.00187477352311267,0.002082527,0.001458216,0.001503533,0.000131853,0.006066671,0.000802706,5.243e-05,0.000193,0.613,0.000116,0.02667,0.8646
0.002301979,0.004726867,0.000142506,0.00161371838293662,0.002324365,0.000892805,0.002275523,0.000166558,0.006250636,0.000692036,9.638e-05,0.0001925,0.5,0.0002229,0.05895,0.85
0.001896368,0.004276453,0.000140856,0.00182174663055988,0.001987436,0.00113739,0.001445775,0.000130976,0.004997887,0.000626676,6.535e-05,0.0001927,0.5757,0.0002755,0.06856,0.8507
0.002404792,0.004929198,0.000198689,0.00163151935422973,0.002851132,0.001271959,0.001800205,0.000122655,0.007816283,0.000880185,7.504e-05,0.0001936,0.5468,0.0002113,0.04888,0.8487
0.001868321,0.005825438,0.000159293,0.00180404987210442,0.002512953,0.001117456,0.001382185,0.000118351,0.007241987,0.000692603,5.215e-05,0.0001936,0.6106,0.0002198,0.04644,0.8288
0.00194375,0.005002246,0.000250572,0.00179225117045086,0.0016838,0.000807143,0.001540337,0.000129239,0.004924683,0.000563363,6.368e-05,0.0001931,0.5773,0.0001255,0.02572,0.8536
0.002411966,0.005935415,0.000150996,0.00162134694908804,0.002741675,0.001126518,0.001937598,0.00015645,0.007388881,0.000718926,6.246e-05,0.0001935,0.5776,0.0001466,0.03654,0.8709
0.001878269,0.00438535,0.000165425,0.00189112340102619,0.001560774,0.001218192,0.001787221,0.000154048,0.007625516,0.000969173,5.524e-05,0.0001939,0.6055,0.000138,0.04889,0.9156
0.002268515,0.003936081,0.000156731,0.00169054038612377,0.001508016,0.000653012,0.001697305,0.000138463,0.00554413,0.000760036,5.392e-05,0.000194,0.608,0.0001535,0.03267,0.8574
0.002105214,0.00398139,0.000166893,0.00174283471375273,0.002137209,0.00117217,0.001674923,0.000147249,0.006845633,0.0008853,8.367e-05,0.0001924,0.5222,0.0001401,0.04583,0.8964
0.002330889,0.004750211,0.000134413,0.00167490745170758,0.001981144,0.000978886,0.00198104,0.000158569,0.00535539,0.000667562,7.952e-05,0.0001926,0.5415,0.0001189,0.04174,0.9084
0.001920628,0.00503382,8.14e-05,0.00183490732917811,0.00139779,0.000663535,0.001419516,0.000140592,0.006552054,0.000786786,6.584e-05,0.0001918,0.5728,6.854e-05,0.02895,0.9671
0.001774589,0.005284751,0.000121632,0.00193702903571065,0.001800599,0.001177044,0.001735457,0.000172319,0.00743254,0.000766045,9.198e-05,0.0001924,0.5095,0.0001457,0.0317,0.849
0.001839968,0.004150434,0.000202827,0.00188202525811842,0.001857254,0.000798581,0.001495373,0.000145043,0.005037379,0.000618327,5.011e-05,0.0001942,0.6186,0.0002994,0.04593,0.7952
0.002311878,0.004610383,0.000126713,0.00164904527466715,0.002306755,0.001369794,0.001641752,0.000122647,0.007616252,0.000919772,9.332e-05,0.0001916,0.5188,0.0001647,0.03422,0.8385
0.002115106,0.004965309,0.000165182,0.00166870400027437,0.001855565,0.000689485,0.001557159,0.000118749,0.005911954,0.000730151,9.836e-05,0.0001932,0.5,7.781e-05,0.04155,0.958
0.001984645,0.005111068,0.000130269,0.00179875739844442,0.001980731,0.000853639,0.001609783,0.000143467,0.006588601,0.000715384,3.618e-05,0.0001936,0.6804,6.971e-05,0.03373,0.9582
0.001974994,0.005032183,0.000108966,0.00177794945441919,0.002353201,0.000902251,0.001715393,0.000145871,0.006330287,0.000724192,3.456e-05,0.0001955,0.6886,0.0001702,0.03814,0.8602
0.001733771,0.004614449,0.000110644,0.00198236552609402,0.001746487,0.000822454,0.001431227,0.000150942,0.005457507,0.000652791,9.581e-05,0.0001925,0.5,0.0001877,0.02616,0.8109
0.00226586,0.003575546,0.00011764,0.00168389342931092,0.00160232,0.001037541,0.001738392,0.000139914,0.005152867,0.000683916,3.617e-05,0.0001931,0.6832,0.0001645,0.02738,0.8259
0.002190778,0.0038406,0.000194464,0.00168153434988821,0.00272079,0.001494842,0.00184467,0.000144037,0.00604302,0.000783,5.27e-05,0.0001916,0.6115,0.0001557,0.03141,0.8456
0.001890972,0.004550624,0.000214347,0.00188146336578204,0.001693457,0.001105251,0.001516141,0.000130634,0.006062131,0.000771844,8.493e-05,0.0001951,0.532,0.0001211,0.03328,0.8866
0.001726876,0.004204409,0.000222447,0.00198378927628331,0.002388564,0.001840377,0.001227927,0.00013021,0.006792716,0.000877718,2.126e-05,0.0001942,0.771,0.0001489,0.04878,0.9007
0.002006024,0.005007102,0.000193512,0.00182849213706038,0.001930495,0.001039631,0.001738451,0.000145791,0.004402816,0.00048347,3.394e-05,0.0001936,0.6861,0.0001615,0.041,0.8583
0.002257597,0.005066023,9.85e-05,0.00164618131603632,0.001988771,0.000927972,0.002212345,0.000186677,0.007636231,0.000848518,8.095e-05,0.0001937,0.546,0.0001676,0.04033,0.8518
0.00216322,0.005260827,0.000145564,0.00165438642211761,0.002574459,0.001329223,0.001720113,0.000122532,0.007462873,0.000877484,9.028e-05,0.0001944,0.5161,0.0001366,0.03156,0.862
0.002280363,0.004841567,0.000113547,0.00167250131049166,0.002223045,0.000983679,0.001726034,0.000130473,0.005655239,0.000677347,5.424e-05,0.0001947,0.6016,0.0002464,0.03837,0.7871
0.002353289,0.004494974,9.98e-05,0.00161678174793492,0.002322899,0.000996815,0.002046038,0.000156808,0.005985164,0.000699901,7.769e-05,0.0001935,0.5438,0.0002229,0.0514,0.8282
0.002120102,0.004080375,0.000186142,0.00174981204584943,0.001874954,0.000630438,0.001980114,0.000172284,0.005652064,0.000854272,6.195e-05,0.0001922,0.5771,8.638e-05,0.035,0.9409
0.001940643,0.005645353,0.000122685,0.0018289994151395,0.002153021,0.000995558,0.00175699,0.00017015,0.007593957,0.000765645,4.658e-05,0.0001924,0.6323,0.0001573,0.03743,0.8624
0.002015019,0.004727379,0.000189721,0.00181951466664885,0.001747503,0.000786058,0.001680085,0.000175293,0.005856299,0.000691323,4.985e-05,0.0001923,0.6275,0.0001174,0.02992,0.8951
0.002235015,0.004675368,0.000131878,0.00165469752643477,0.002346256,0.000984545,0.001786247,0.000138488,0.006003271,0.000756726,7.32e-05,0.0001947,0.5535,0.0001177,0.03268,0.8889
0.001862993,0.004882097,0.000215012,0.00188853693298706,0.001382363,0.000579608,0.001202511,0.000116081,0.007534544,0.000856242,8.895e-05,0.0001928,0.5166,0.0001981,0.04569,0.8572
0.002523776,0.00457052,0.000175528,0.00157120335984023,0.00238857,0.001025219,0.002018203,0.000137661,0.006466029,0.000751061,6.621e-05,0.000193,0.5755,0.0001491,0.03497,0.8554
0.001618567,0.005257023,0.000153285,0.00203996265587989,0.001466692,0.00131311,0.001468027,0.000164179,0.007064284,0.000839918,8.259e-05,0.0001937,0.5325,0.0003594,0.06059,0.7894
0.002026903,0.005193957,0.000145382,0.00180784684441168,0.001746472,0.001013829,0.001562365,0.000126338,0.005054936,0.000498307,6.446e-05,0.0001933,0.5747,0.0002538,0.04831,0.8169
0.002465133,0.00470372,0.000129542,0.00160761567708414,0.002674778,0.000860455,0.001927265,0.000133066,0.00633685,0.000776013,9.96e-05,0.0001917,0.5,0.0001348,0.04752,0.889
0.002034925,0.005112136,0.000182203,0.00169621791646917,0.002369381,0.000892052,0.002097693,0.000159583,0.005017112,0.000587949,3.979e-05,0.0001939,0.6615,0.0002327,0.05404,0.8347
0.002196549,0.004902153,0.000159814,0.00167057984197088,0.002097262,0.000706855,0.001921106,0.000143072,0.00750832,0.000949262,8.345e-05,0.0001942,0.5278,0.000105,0.03342,0.9011
0.00214599,0.005687605,0.000191877,0.00171746379756679,0.002229908,0.001238287,0.001707971,0.000131766,0.008098973,0.000699453,6.356e-05,0.000193,0.5791,9.986e-05,0.02628,0.8959
0.001955204,0.005217623,0.000171024,0.00187990713834342,0.002022969,0.00131566,0.001628009,0.00014044,0.00692937,0.000834526,9.707e-05,0.0001929,0.5,0.0001357,0.03113,0.8571
0.002251683,0.004443728,0.000167307,0.00163276758244613,0.002491157,0.00187124,0.00178788,0.000131387,0.005878021,0.000736591,7.864e-05,0.0001937,0.5429,8.37e-05,0.0334,0.9412
0.002846688,0.004775542,0.000143924,0.00147799201657833,0.002548373,0.000678706,0.002322656,0.000144784,0.006200622,0.000731321,7.125e-05,0.0001932,0.5621,0.000182,0.04183,0.8566
0.00246813,0.005396018,0.000106626,0.0016118827112313,0.002200709,0.000690835,0.001841043,0.000133858,0.007425226,0.000779312,9.825e-05,0.0001944,0.5,0.0001873,0.03766,0.8404
0.001915896,0.004351704,0.000139278,0.00181097966114173,0.002591769,0.001352682,0.001815421,0.000184899,0.005072697,0.000690282,6.882e-05,0.000192,0.5646,0.0001335,0.0483,0.9116
0.002462291,0.004904649,0.0001755,0.0015726036164582,0.002540762,0.002462369,0.001903283,0.000132845,0.006379146,0.000675396,5.587e-05,0.0001934,0.5983,0.0001722,0.03362,0.8333
0.002248948,0.003681883,0.00015097,0.00166324722144659,0.001771533,0.000885108,0.001561818,0.0001211,0.005868271,0.000921345,3.648e-05,0.000195,0.6783,0.0002028,0.03773,0.8191
0.002055942,0.005049098,0.000166736,0.00177642604015493,0.001958489,0.001315937,0.001948597,0.000174348,0.007802591,0.000963381,9.053e-05,0.0001937,0.5214,0.0001458,0.02792,0.8371
0.00180148,0.004583827,0.000161326,0.00184985977501309,0.002036574,0.00108971,0.001517224,0.000146025,0.004756778,0.000605851,3.251e-05,0.000194,0.6942,0.0001551,0.04721,0.8872
0.002164899,0.004149945,0.000169844,0.00160479787809349,0.002719055,0.001276634,0.001952531,0.000135552,0.005253395,0.000744447,5.912e-05,0.0001924,0.589,0.0001374,0.04123,0.8936
0.001983867,0.005946951,0.000147947,0.00183595221488821,0.002434773,0.001017788,0.001571664,0.000133838,0.008641756,0.000931818,4.74e-05,0.0001937,0.6277,9.45e-05,0.03501,0.9199
0.001821306,0.005429432,0.000215228,0.00190918695187637,0.001934147,0.000846678,0.001384717,0.000143033,0.006524754,0.000581055,9.81e-05,0.0001926,0.5,0.0002864,0.04952,0.7989
0.001821506,0.005235533,0.000115382,0.00189820973294684,0.001832535,0.001123281,0.001638316,0.000151152,0.006836713,0.000777412,6.084e-05,0.0001942,0.5853,0.0002434,0.03262,0.7834
0.001979716,0.00632534,0.000106573,0.00181829551314218,0.002141731,0.000805618,0.001814363,0.000171299,0.007303265,0.000634362,4.086e-05,0.0001948,0.6468,0.0001524,0.03792,0.8671
0.001952435,0.00432967,0.000162004,0.00182803722150538,0.001999714,0.001058322,0.001608451,0.000139085,0.005636394,0.000777807,5.026e-05,0.0001938,0.6163,0.0001165,0.03408,0.8952
0.002481806,0.00522395,0.000134132,0.00159671763516463,0.002966067,0.001454924,0.001876855,0.000132253,0.008906343,0.00097531,9.785e-05,0.0001926,0.5019,0.0001608,0.03867,0.8616
0.002008824,0.004023933,0.000176415,0.00171611798141871,0.002211783,0.000914575,0.002131962,0.000184112,0.006411957,0.000910168,5.329e-05,0.0001935,0.6096,0.0001638,0.02605,0.8322
0.001692096,0.004727844,0.000196885,0.00193358119946383,0.001662293,0.00112622,0.001360144,0.000137124,0.007150276,0.000774956,3.174e-05,0.0001941,0.6961,0.0001848,0.03805,0.8495
0.002227184,0.004523237,0.000171038,0.00172819310743328,0.001756292,0.000754731,0.001758825,0.000140632,0.005780795,0.000623267,3.742e-05,0.0001949,0.6707,0.0001379,0.02795,0.8687
0.001902372,0.004753265,0.000169773,0.00179526454440606,0.002235139,0.000766915,0.001693803,0.000150724,0.007299139,0.000844526,9.778e-05,0.0001962,0.5,0.0003205,0.0487,0.7863
0.002108853,0.00493022,0.000135503,0.00168047297176049,0.001838173,0.001136429,0.002284343,0.000155167,0.004558565,0.000599222,5.146e-05,0.000192,0.6083,0.0001335,0.05408,0.9155
0.002129021,0.003831667,0.000115435,0.00172429371609527,0.001857527,0.000830407,0.001637839,0.000134054,0.004378659,0.000720099,7.209e-05,0.0001926,0.5588,0.0001677,0.05078,0.8815
0.001923478,0.006017064,9.23e-05,0.00184296587239577,0.001416344,0.000811862,0.001591263,0.00013746,0.007568258,0.000768975,6.591e-05,0.0001955,0.5802,0.0001869,0.04261,0.8525
0.002048062,0.004322143,0.000122301,0.00172020467831035,0.00188531,0.000819183,0.001931008,0.000163748,0.006028956,0.000769451,2.786e-05,0.0001951,0.7164,0.0002113,0.06678,0.8705
0.002611879,0.004617796,0.000158183,0.0015145006522445,0.002533052,0.001100706,0.002259793,0.000159801,0.007740619,0.000995971,3.699e-05,0.000194,0.6824,0.0002826,0.04286,0.794
0.002088987,0.004904281,0.000164165,0.0017642882785404,0.001983703,0.001562611,0.001714799,0.000150986,0.007975114,0.00083714,7.533e-05,0.0001947,0.5498,0.0002036,0.03479,0.8094
0.001956626,0.004190167,0.000234795,0.00179969523217353,0.001947715,0.000809085,0.001406487,0.000114629,0.006441936,0.000846429,9.986e-05,0.0001915,0.5,0.0001902,0.04602,0.8474
0.002289439,0.005135791,0.00017105,0.00164734232823253,0.002835569,0.000973334,0.001628785,0.000129485,0.00762558,0.000962144,9.629e-05,0.000193,0.5,0.000266,0.03719,0.78
0.002145899,0.004615454,0.00010198,0.00175812636875503,0.002357788,0.00150762,0.001285197,0.00010992,0.008040472,0.000954087,4.643e-05,0.0001923,0.6278,0.0002831,0.05982,0.8296
0.001852999,0.004422132,0.00016494,0.00185854357250321,0.002713626,0.00190561,0.001588397,0.000146114,0.005639366,0.000782892,4.806e-05,0.0001926,0.6253,0.0001783,0.02796,0.8203
0.002354408,0.005173095,0.000145868,0.00163729943173376,0.002437118,0.000753508,0.00188407,0.000139912,0.007348096,0.000823279,9.742e-05,0.0001949,0.5,0.0001512,0.03352,0.8525
0.001655943,0.004828015,0.000167918,0.0019651632317692,0.001499662,0.000986612,0.001259767,0.000132187,0.005569362,0.00063264,7.231e-05,0.0001936,0.5592,0.0001819,0.04718,0.8605
0.002000173,0.004438166,0.000153481,0.00177720585993022,0.002147354,0.001598329,0.001700094,0.000134908,0.005788669,0.000746957,7.505e-05,0.0001944,0.5491,0.0001635,0.03242,0.8444
0.001780846,0.005149821,0.000194366,0.00201391466671262,0.002010874,0.001917187,0.001506253,0.000170351,0.006308206,0.000634548,9.54e-05,0.0001943,0.512,0.0001682,0.03966,0.8613
0.00199385,0.004857112,0.000150909,0.00181262626729219,0.001857126,0.001289999,0.001695969,0.000160313,0.006128145,0.000620088,6.136e-05,0.0001929,0.5882,0.0001507,0.02652,0.8526
0.002117233,0.005524477,0.000155162,0.00176295329765808,0.002394615,0.001170928,0.001537166,0.000122868,0.008895808,0.000956666,7.419e-05,0.0001945,0.5517,0.0001386,0.02764,0.8603
0.002469701,0.004501832,0.00014697,0.00161276053896615,0.002232545,0.001288449,0.002137391,0.000163774,0.005399031,0.000631727,5.185e-05,0.0001949,0.6104,0.0001444,0.03355,0.8593
0.002012479,0.005045054,0.000170732,0.00178423453563768,0.00224325,0.00130232,0.00157508,0.000132147,0.008455371,0.001061039,5.761e-05,0.0001928,0.6012,6.455e-05,0.02366,0.9545
0.001970909,0.003925617,0.000170787,0.00181328350877034,0.002147651,0.001251444,0.00144342,0.000127138,0.005600174,0.000832133,6.861e-05,0.0001936,0.5629,0.0001652,0.05267,0.8896
0.002460319,0.004475306,0.000130294,0.00160990897346057,0.002563928,0.001279378,0.001917068,0.000151117,0.006358421,0.000718567,9.916e-05,0.0001937,0.5032,0.0002124,0.04759,0.8396
0.002075493,0.004462352,0.000147021,0.0017607107300657,0.00205167,0.000933645,0.001949579,0.000158251,0.006380638,0.00078424,9.693e-05,0.000193,0.5103,9.531e-05,0.02612,0.9002
0.001742283,0.004459152,0.00013421,0.00192533976358687,0.001967054,0.000920495,0.001614897,0.000156372,0.006011295,0.000783612,0.0001007,0.0001935,0.5,0.0001932,0.05405,0.862
0.002038572,0.005326629,0.000136358,0.00175700188321457,0.001961458,0.001786203,0.001599188,0.00013476,0.007751735,0.000748855,8.916e-05,0.0001938,0.5206,0.0001626,0.03835,0.8558
0.002178115,0.003547402,0.000144633,0.00171253238230128,0.002095479,0.00093687,0.001705212,0.000133221,0.006156817,0.000836036,6.434e-05,0.0001956,0.5784,0.0002153,0.04096,0.8246
0.001991774,0.004263783,0.000198629,0.00179469829683508,0.002193801,0.001014923,0.001601595,0.000142366,0.005573408,0.000687715,5.488e-05,0.0001927,0.6067,0.0001222,0.03287,0.8978
0.003160118,0.004947116,0.00013071,0.0013585610226487,0.003789121,0.000899608,0.002940224,0.000165217,0.006781124,0.000793893,5.961e-05,0.0001942,0.5901,0.0001445,0.04064,0.8743
0.001945868,0.005641762,0.000144755,0.00182884164318464,0.001771484,0.000660204,0.001723663,0.000154772,0.006709812,0.00067482,3.307e-05,0.0001929,0.6992,8.54e-05,0.02234,0.9138
0.002004698,0.005089212,0.000141517,0.00178397688660891,0.002484595,0.001054946,0.001454206,0.000120471,0.004545935,0.0005185,5.448e-05,0.0001934,0.606,0.000102,0.03465,0.9205
0.002492923,0.004327005,0.00010943,0.00160038871151132,0.00232147,0.001178407,0.00214747,0.000149635,0.004692212,0.000585715,0.0001006,0.0001932,0.5,0.0001262,0.03697,0.8892
0.002365701,0.005907081,0.000156327,0.00161191182781322,0.002987308,0.001323952,0.002093475,0.000161153,0.007420058,0.000745536,5.248e-05,0.0001948,0.6127,0.0002165,0.04057,0.8268
0.001694513,0.004606522,0.000117487,0.00205112535369369,0.001716254,0.000780885,0.0013802,0.000143766,0.00626885,0.000784774,8.746e-05,0.0001934,0.5245,0.0001143,0.04135,0.9126
0.002123372,0.004709869,0.000153173,0.00169397992921196,0.001823328,0.000735961,0.001667305,0.000126085,0.005218027,0.000604364,4.871e-05,0.0001942,0.6257,0.0002018,0.0392,0.8276
0.001685152,0.005620421,0.000174311,0.0019903761866106,0.001725634,0.000862262,0.001410384,0.000142843,0.008215857,0.000698071,2.797e-05,0.0001934,0.7167,0.0001527,0.04267,0.8849
0.002274608,0.005356493,0.000140491,0.00160569321606678,0.002524145,0.000908431,0.002122456,0.000158696,0.007546229,0.00076224,7.456e-05,0.0001927,0.5494,0.0002514,0.05803,0.8421
0.002229272,0.004297588,0.000119248,0.00167770033905238,0.002089783,0.001136503,0.001870989,0.000159737,0.006883823,0.001002697,2.645e-05,0.0001951,0.7269,0.0001551,0.03285,0.8445
0.002001679,0.004507293,0.000152809,0.00177520513029549,0.001585178,0.000667931,0.001452227,0.000123604,0.005205648,0.000649195,6.9e-05,0.0001931,0.5607,0.0001132,0.03262,0.8923
0.002109957,0.004705089,0.000176227,0.00165397878207145,0.002385303,0.000883625,0.001554602,0.000122171,0.006114471,0.000676542,8.114e-05,0.0001945,0.5368,0.0002662,0.04645,0.8026
0.00184815,0.004638772,0.000126015,0.00186429462515308,0.002239168,0.001207411,0.001652059,0.000174914,0.007205004,0.000873928,3.6e-05,0.0001919,0.6797,0.0001952,0.03199,0.8256
0.001704526,0.004116925,0.000178829,0.0019377782646749,0.001772121,0.001010969,0.001679568,0.000151699,0.005433057,0.000750651,7.072e-05,0.0001933,0.5628,0.000133,0.02693,0.8564
0.001917316,0.006075418,7.92e-05,0.00185552669709478,0.00212319,0.001031818,0.001740156,0.00015182,0.008458219,0.000679689,5.721e-05,0.0001931,0.6023,0.000132,0.04706,0.9061
0.002106052,0.004960374,0.000181685,0.00172605700465538,0.002341322,0.000810153,0.002059251,0.000170143,0.007051911,0.000816262,3.698e-05,0.0001948,0.6672,0.0001153,0.03269,0.8931
0.002613869,0.003841433,0.000210388,0.00147521924855632,0.002711124,0.000726802,0.00245705,0.000156763,0.005579051,0.000749715,8.706e-05,0.0001933,0.5204,0.0001302,0.02787,0.8557
0.00215301,0.005366604,0.000133244,0.00172061059010915,0.0019822,0.001424133,0.001844028,0.00014832,0.00789595,0.000798645,9.658e-05,0.0001924,0.5116,0.00021,0.04138,0.8447
0.001869446,0.004731158,0.000126617,0.00186231967583467,0.001745059,0.000792431,0.001520467,0.00013744,0.00592164,0.000683031,0.0001025,0.0001923,0.5,0.0002209,0.04202,0.8092
0.002149702,0.005209496,0.000156969,0.00179028028369559,0.001788158,0.001123292,0.001290391,0.000112444,0.007482019,0.000794621,2.472e-05,0.0001927,0.7387,0.0001327,0.03893,0.8867
0.002482275,0.005810269,0.000195648,0.00158716739983294,0.002492892,0.000884959,0.002498399,0.000158704,0.008646239,0.000861909,9.76e-05,0.0001922,0.5,0.0002043,0.04679,0.8488
0.002225967,0.005569541,0.000174255,0.00166075200417569,0.002270683,0.001117797,0.00184269,0.000137497,0.008118127,0.00086394,5.672e-05,0.000195,0.6005,6.996e-05,0.02832,0.9505
0.001980816,0.004431252,0.000132132,0.00181974096836785,0.001781865,0.000844829,0.001647954,0.000161631,0.007717749,0.000921251,8.075e-05,0.0001949,0.5402,0.0002003,0.03237,0.8164
0.002270222,0.006005738,0.000165906,0.00165654218038858,0.001940437,0.000696639,0.00204581,0.000160939,0.007929339,0.000879337,9.491e-05,0.0001934,0.5,0.0001417,0.03238,0.8633
0.002012133,0.005340984,0.000165712,0.00180257566657877,0.002001356,0.001096603,0.001459357,0.000133586,0.007759064,0.000842113,3.076e-05,0.0001943,0.6975,0.0001207,0.04016,0.898
0.002286933,0.005055725,0.000171356,0.00171572131367462,0.002626736,0.001563271,0.002294383,0.00018576,0.005406509,0.000591698,5.258e-05,0.0001928,0.6115,0.0001822,0.03446,0.8205
0.002160044,0.003957877,0.000113729,0.00169148133249477,0.002601612,0.000978498,0.002116549,0.000183687,0.005581952,0.000766321,4.491e-05,0.000193,0.6464,0.0001905,0.04981,0.861
0.002111058,0.004339592,0.000150901,0.00175328542220756,0.002468179,0.00130273,0.001833931,0.000154807,0.005950665,0.000708884,3.911e-05,0.0001936,0.6603,0.0001325,0.032,0.8632
0.00212054,0.004834083,0.000229682,0.00176957228203811,0.001987054,0.00112034,0.001474281,0.000126575,0.006242601,0.000745687,8.257e-05,0.000195,0.5347,0.0001096,0.03084,0.8978
0.002131918,0.005581164,0.000145624,0.00169510636855707,0.002489427,0.001346439,0.001825307,0.000148985,0.006293601,0.000692982,9.948e-05,0.0001953,0.5132,0.0001622,0.05014,0.8879
0.00230884,0.005189451,0.000144755,0.00160113736775579,0.001562296,0.000675539,0.002140357,0.000162322,0.008137359,0.000852805,4.291e-05,0.0001926,0.6583,0.0002207,0.04183,0.814
0.001813939,0.005773298,0.000104507,0.00190236906004708,0.001994671,0.000883226,0.00150441,0.000145289,0.007024672,0.000628198,7.383e-05,0.0001935,0.5526,0.0001348,0.03578,0.8833
0.001862124,0.004823287,0.000143327,0.00188303883414177,0.001679712,0.000573648,0.001815084,0.000182681,0.008054994,0.001046985,5.841e-05,0.0001937,0.595,0.0002853,0.0331,0.7594
0.002326631,0.00478032,0.000139446,0.00164298259843328,0.002329894,0.001113665,0.001580111,0.000109456,0.006683763,0.000785165,4.81e-05,0.0001936,0.6252,0.0001097,0.03425,0.9004
0.001795575,0.005140478,0.000197675,0.00194698944965562,0.001640496,0.001367788,0.001602976,0.000160513,0.006207609,0.00072393,8.087e-05,0.000196,0.5369,9.546e-05,0.02175,0.9001
0.002007829,0.004627193,0.000108347,0.0017593340026228,0.002221224,0.000785077,0.001691314,0.000158541,0.005403611,0.000665459,4.753e-05,0.0001929,0.6311,0.0001777,0.04007,0.8615
0.002068564,0.005476192,0.000153585,0.00181246558149249,0.002563714,0.00164184,0.001517132,0.000121718,0.008024091,0.000832362,5.336e-05,0.0001944,0.6189,9.35e-05,0.03306,0.9251
0.002260577,0.004601949,0.00010982,0.0017091088601065,0.001886271,0.000762332,0.002006219,0.000167983,0.004688563,0.000635257,6.45e-05,0.0001935,0.5716,0.0002453,0.04467,0.8225
0.002012075,0.005669704,0.000138448,0.00175355489628089,0.002006108,0.000893475,0.001648014,0.000130925,0.008419937,0.00088033,2.244e-05,0.000193,0.7616,0.0001662,0.04014,0.8675
0.00191793,0.005507855,0.000160745,0.00185700648929204,0.002289521,0.001278006,0.001498225,0.000152287,0.006764282,0.000694783,5.178e-05,0.0001932,0.6186,0.0001534,0.03683,0.8472
0.001831824,0.005281609,0.000143121,0.00191655510452069,0.001839433,0.000836795,0.001648051,0.000153191,0.003953483,0.000456675,0.0001013,0.0001959,0.5,0.0001785,0.03009,0.8136
0.002557658,0.004295119,0.000176771,0.00152098848087987,0.002276561,0.001110838,0.002165027,0.00014838,0.006100841,0.000774835,6.503e-05,0.0001942,0.5773,8.486e-05,0.03604,0.9463
0.00181746,0.004079755,0.000111335,0.00193845264244789,0.001253757,0.001026797,0.001486206,0.000146948,0.005196667,0.000667366,3.646e-05,0.0001935,0.6793,0.0002168,0.0321,0.8017
0.002156572,0.003824976,0.000101281,0.00171330466659779,0.002449222,0.00101797,0.001635517,0.00013283,0.005430707,0.000778767,9.29e-05,0.0001929,0.5138,0.0001183,0.03428,0.8939
0.001959524,0.004507856,0.000165541,0.00189697727396812,0.001585091,0.000990714,0.001608516,0.000145812,0.007182391,0.000891849,3.685e-05,0.0001937,0.6767,0.0001615,0.04039,0.8561
0.001853218,0.004755442,0.000223161,0.00183922622983231,0.001714029,0.000773644,0.001295467,0.000121778,0.005746159,0.00061527,0.000104,0.000194,0.5,0.0001361,0.04356,0.8913
0.002149053,0.004630478,0.000171347,0.00168150878323125,0.002461235,0.001717796,0.001761742,0.000143606,0.006407375,0.000921097,5.469e-05,0.0001923,0.6034,0.0001312,0.05365,0.9108
0.002542361,0.004033643,0.000145716,0.00158840749557429,0.002468314,0.001068634,0.001838973,0.000133766,0.005195521,0.00086147,5.228e-05,0.0001928,0.6117,0.0003192,0.05189,0.7883
0.002009282,0.003892037,0.00011519,0.00178190197581208,0.002007843,0.000929285,0.001645339,0.000152076,0.006385401,0.00094532,6.63e-05,0.0001935,0.5699,0.0001111,0.03488,0.897
