"koutb","koutn","k1b","k1n","k12b","k21b","k13b","k31b","k12n","k21n","A1","B1","n","A2","B2","n2"
0.002230349,0.004166032,0.000175395,0.00171454373827972,0.002319656,0.000779004,0.001681933,0.00014324,0.008061618,0.000969525,3.108e-05,0.0001939,0.7023,0.0002456,0.05055,0.8199
0.002768406,0.004836545,0.000238206,0.00149607771807156,0.002800454,0.000833288,0.002350298,0.000151084,0.007607998,0.001003823,3.341e-05,0.0001935,0.6967,0.0001796,0.04661,0.8713
0.002417412,0.005132942,0.00013077,0.00162326849651826,0.002341416,0.001272222,0.001909292,0.000138297,0.006473753,0.000723411,4.609e-05,0.0001915,0.6288,0.0001238,0.03338,0.8925
0.002213521,0.005883186,0.000109358,0.00167433749049283,0.002346869,0.001109993,0.002065043,0.000155833,0.00843717,0.000822487,6.77e-05,0.000195,0.5686,0.0001455,0.03903,0.866
0.001850176,0.005122994,0.000147786,0.00188927305669002,0.001546465,0.000863937,0.001562273,0.000145223,0.00815026,0.000883171,9.82e-05,0.0001942,0.5,8.671e-05,0.03909,0.9378
0.00232071,0.004762487,0.000207501,0.00165856798702871,0.002765539,0.001542842,0.001891135,0.00014745,0.006062893,0.000691732,7.585e-05,0.0001944,0.5493,0.0001059,0.03196,0.911
0.001918962,0.00464689,0.000184156,0.00185531028030364,0.001188253,0.000741279,0.001284317,0.000125398,0.005587699,0.00069233,4.52e-05,0.0001934,0.6391,0.0001505,0.05024,0.8997
0.002175185,0.003816093,0.000132117,0.00173117304167702,0.002089591,0.001179748,0.002024249,0.000190692,0.005125178,0.000710554,2.963e-05,0.0001937,0.7115,0.0001703,0.04103,0.8493
0.002013552,0.005132985,0.000117749,0.00180599925241619,0.002366702,0.00134198,0.001860824,0.000158193,0.006427639,0.00078951,3.034e-05,0.0001936,0.7032,0.0001226,0.03773,0.8936
0.002122002,0.005258319,0.00018548,0.00173683622743506,0.002018573,0.001385505,0.00139538,0.000124525,0.007499188,0.000805348,3.844e-05,0.0001928,0.6646,0.0001376,0.02309,0.8312
0.001748153,0.003987161,0.000137972,0.00195200975787207,0.001544047,0.000946107,0.00142631,0.000148995,0.005128693,0.000716524,4.706e-05,0.0001947,0.6339,0.0001194,0.03346,0.8811
0.002209352,0.005759208,0.000109086,0.00169519173205599,0.002545163,0.000924185,0.001638991,0.000121541,0.010565307,0.001021079,9.783e-05,0.0001937,0.5,0.00019,0.03298,0.8277
0.001917546,0.003701374,0.000127944,0.00178840212101841,0.002087757,0.001188659,0.001622974,0.000137162,0.006441913,0.0008648,5.077e-05,0.0001935,0.6142,0.0001552,0.04201,0.8679
0.00201945,0.004507314,8.11e-05,0.00175413169254228,0.002204684,0.000842812,0.001927374,0.000163055,0.006919103,0.000780215,9.77e-05,0.000195,0.5,9.889e-05,0.04281,0.9468
0.00206308,0.004202492,0.000201754,0.00178738308147607,0.001789323,0.001403584,0.001631486,0.000146521,0.003465065,0.00049346,8.355e-05,0.0001934,0.5271,0.0001949,0.03926,0.8201
0.002104931,0.005384919,0.000118164,0.00167527208790844,0.00171882,0.00066812,0.001747381,0.000131143,0.007593428,0.000822292,6.481e-05,0.0001919,0.5772,9.724e-05,0.03216,0.9122
0.00227487,0.004669436,7.65e-05,0.00168364425335404,0.00150125,0.000679445,0.002288896,0.000200564,0.005857643,0.000650083,5.053e-05,0.000194,0.6225,0.0001263,0.03259,0.8715
0.002462614,0.005407705,0.000148258,0.00158146822811845,0.002729329,0.001078085,0.00212227,0.000154369,0.005837174,0.000628707,4.913e-05,0.0001934,0.6279,0.0002278,0.0473,0.8249
0.001991399,0.00408262,0.00018734,0.00176484907796993,0.001926157,0.001164881,0.001793492,0.00017003,0.005172697,0.000667269,7.057e-05,0.000194,0.5645,0.000107,0.0321,0.902
0.002348891,0.00453184,0.000144242,0.0016440760145495,0.001417515,0.0004764,0.001947146,0.000152354,0.005623635,0.00065489,5.498e-05,0.0001958,0.6027,0.0001444,0.03237,0.8689
0.001726076,0.004467318,0.000168584,0.00198434468310942,0.001570226,0.001026712,0.001388454,0.000136745,0.006511439,0.000748643,7.843e-05,0.0001954,0.546,0.0001516,0.03887,0.8788
0.001541825,0.004670804,0.00016418,0.0020911196796098,0.001788926,0.001044035,0.001476446,0.00016177,0.006213012,0.000767222,5.648e-05,0.0001935,0.602,0.0002041,0.04011,0.8347
0.002153989,0.005464948,0.000166732,0.00169149772104765,0.002058834,0.001080924,0.001934913,0.000155959,0.007546738,0.00075724,8.514e-05,0.000194,0.528,0.0002479,0.03684,0.7946
0.002300513,0.005923132,0.000165927,0.00161507289181731,0.002556513,0.00096222,0.002382335,0.000178439,0.007542558,0.000823975,4.52e-05,0.0001944,0.6448,0.0001476,0.03218,0.8594
0.001973361,0.004722163,0.000122319,0.00188948017042886,0.002297347,0.001030014,0.00163857,0.00014989,0.006931627,0.000725757,6.772e-05,0.0001942,0.5656,0.0003045,0.04102,0.7638
0.001691963,0.00410755,0.000133879,0.0019582312359368,0.001705945,0.00097158,0.001454313,0.000143716,0.005387753,0.000756954,7.405e-05,0.0001923,0.5527,0.0002124,0.03815,0.8224
0.001816421,0.005645041,0.000128839,0.00183251478626159,0.001947942,0.001706437,0.001485912,0.000129616,0.007917973,0.000779186,4.722e-05,0.0001929,0.636,7.379e-05,0.0331,0.9568
0.002014026,0.004886949,0.000150746,0.00182325740969366,0.002069569,0.001617899,0.001602615,0.000145688,0.008039571,0.000938709,9.726e-05,0.0001935,0.5,0.0003866,0.05907,0.7913
0.002180012,0.004657814,0.000120659,0.00173600597532578,0.001605068,0.000646299,0.001700761,0.000160615,0.005868109,0.000677941,8.364e-05,0.0001939,0.5273,9.52e-05,0.02662,0.9076
0.001990316,0.004264586,0.000153346,0.00182019575085896,0.002141578,0.001265989,0.001655111,0.00014202,0.006979096,0.000825997,5.027e-05,0.0001936,0.6313,4.756e-05,0.02767,1.003
0.002260967,0.005233044,0.000100722,0.00169380206411246,0.002273884,0.001186452,0.001963891,0.000150025,0.007706138,0.000762367,5.921e-05,0.0001954,0.591,0.0001777,0.03727,0.8339
0.002306497,0.003490298,0.000156726,0.00167482556417197,0.002011566,0.000955876,0.001546737,0.000124062,0.006413703,0.000956627,4.766e-05,0.0001939,0.6318,0.0001773,0.03671,0.8418
0.002500449,0.005957523,0.000100665,0.00158480178096634,0.002646922,0.000942657,0.001698412,0.000116154,0.008885853,0.000871942,9.368e-05,0.0001937,0.5164,5.762e-05,0.03178,0.9822
0.002077997,0.005376433,0.000107611,0.00175640834315673,0.00233025,0.000776649,0.001673237,0.000150193,0.00747793,0.000744817,4.606e-05,0.0001947,0.6457,0.0001912,0.0467,0.8525
0.002140458,0.004686183,0.000174149,0.00175261559351754,0.002208244,0.000891606,0.001531358,0.000139329,0.006832533,0.000827084,4.627e-05,0.000193,0.6299,0.0001354,0.03406,0.8779
0.001924952,0.005577398,0.000149969,0.00182505480762583,0.00155706,0.001961405,0.001770041,0.000175436,0.007695252,0.000777354,5.452e-05,0.0001943,0.6061,0.0002515,0.0464,0.8178
0.002098516,0.004932431,0.00014862,0.00172891681058028,0.00245494,0.002031094,0.001739429,0.000150357,0.006801772,0.000716388,7.703e-05,0.0001938,0.5451,0.000124,0.04044,0.9023
0.001850168,0.004686359,0.000185167,0.00185016473149593,0.001718264,0.001023868,0.001316794,0.000134527,0.006600689,0.000778189,6.479e-05,0.0001936,0.5779,0.0002202,0.04128,0.8266
0.002435711,0.004386535,0.000110741,0.00155365789039945,0.001755582,0.001132082,0.00213808,0.000139686,0.00595113,0.000802651,8.612e-05,0.0001922,0.5271,0.0001612,0.04828,0.8715
0.002333428,0.006230124,0.000129194,0.00164536957824231,0.001756278,0.000830013,0.001819705,0.000128613,0.00950155,0.000944639,6.663e-05,0.0001942,0.576,0.0002701,0.04454,0.8079
0.00251593,0.004474887,0.000102053,0.00155668538155246,0.002793413,0.001427588,0.00211846,0.000149605,0.004669245,0.000637597,3.839e-05,0.000194,0.6719,0.0001358,0.02593,0.8618
0.002287555,0.004664663,0.000126015,0.00161882358920916,0.002312052,0.000982216,0.001703543,0.000134265,0.00514067,0.000649023,6.293e-05,0.0001929,0.5807,0.0001755,0.04544,0.8604
0.001920407,0.004697017,0.000114358,0.00185752563105392,0.000934412,0.000494574,0.001409963,0.000139608,0.005578434,0.000667606,5.164e-05,0.0001933,0.611,0.0002072,0.04612,0.8512
0.00179768,0.004720889,0.000171827,0.00191706577814922,0.001577685,0.001036435,0.001530498,0.000137017,0.007129515,0.000802389,9.193e-05,0.0001942,0.5,9.494e-05,0.03427,0.9262
0.001778349,0.004702231,0.00012713,0.00191146388481244,0.001732465,0.001724427,0.001659409,0.000170304,0.006596366,0.000656258,3.689e-05,0.0001934,0.6678,0.0001799,0.03121,0.8244
0.00233026,0.005577043,0.000179755,0.00162304904954863,0.002190983,0.000742079,0.002036244,0.000157929,0.006772593,0.000723926,7.802e-05,0.0001948,0.5458,0.0001477,0.03211,0.8517
0.002293514,0.005350485,0.000130421,0.0016399358722003,0.001687443,0.001086859,0.002075831,0.000167131,0.006175167,0.000643391,9.911e-05,0.0001918,0.5,0.0001536,0.05345,0.8915
0.002535236,0.004587278,0.000148056,0.00155289820912949,0.002468219,0.001042593,0.001994641,0.000127911,0.006228304,0.000774255,8.089e-05,0.0001943,0.5391,9.73e-05,0.02849,0.8893
0.001837594,0.00467891,0.000153696,0.0018988949121503,0.001262851,0.000574679,0.00130025,0.000126782,0.005865169,0.000767175,9.772e-05,0.000193,0.5,6.863e-05,0.03488,0.9808
0.001903419,0.005059755,0.000174846,0.00187280800231482,0.001959301,0.000994827,0.001745112,0.000168646,0.008002908,0.000885338,8.099e-05,0.0001924,0.5368,0.0002346,0.047,0.8242
0.001863006,0.005628138,8.86e-05,0.00187533054948948,0.002301494,0.00142046,0.001914371,0.000184382,0.008004967,0.000854693,0.000101,0.0001918,0.5,0.000269,0.06598,0.838
0.002038578,0.004862919,0.000144786,0.00175437149285416,0.001634254,0.000926705,0.001391384,0.00011204,0.008343597,0.000941575,9.89e-05,0.0001927,0.5,0.0001139,0.03139,0.9074
0.002145581,0.004943672,0.000185143,0.00172529329552642,0.002051501,0.001358374,0.002038737,0.000163856,0.006508504,0.000741598,0.0001003,0.0001936,0.5,0.0001449,0.02816,0.8425
0.001627993,0.004279495,0.000150531,0.00202358824302961,0.001232925,0.000787243,0.001236845,0.000138566,0.006062613,0.000819216,6.58e-05,0.0001941,0.5775,0.0001965,0.04494,0.847
0.002218705,0.00480197,0.000198129,0.00167650252608565,0.0021894,0.001115429,0.001855819,0.000142791,0.005868326,0.000684942,5.709e-05,0.0001936,0.5921,0.000153,0.05872,0.9143
0.002093839,0.005429846,0.000123524,0.00176016367195138,0.002388145,0.001034357,0.00165879,0.000135443,0.008155619,0.000815229,3.674e-05,0.0001949,0.6719,0.0003336,0.05587,0.7907
0.001992118,0.005145013,0.000140383,0.00178256790829915,0.002006971,0.000834023,0.001689257,0.000148241,0.006209804,0.000621767,6.317e-05,0.0001958,0.5783,0.0001418,0.03224,0.8699
0.002510984,0.00668709,0.000112773,0.00159327865227152,0.002299519,0.00071565,0.002277821,0.000156314,0.008440872,0.000773512,9.732e-05,0.0001921,0.5,0.0001216,0.03391,0.8896
0.001871981,0.004162679,0.000211486,0.00184518020647074,0.001910003,0.000865555,0.00138714,0.000118381,0.004726196,0.000715179,3.415e-05,0.0001913,0.6867,0.0001866,0.0485,0.8728
0.002349486,0.004734015,0.000196012,0.0016288157371107,0.002537075,0.001092039,0.002368352,0.000164405,0.006028248,0.000641821,7.191e-05,0.0001934,0.5566,0.0001607,0.0421,0.8666
0.002326709,0.004642477,0.000125764,0.00160829492947539,0.002433926,0.001094244,0.002000016,0.000146038,0.006791189,0.00089148,7.556e-05,0.0001939,0.5519,0.0001752,0.04255,0.847
0.002511926,0.005415529,0.000156803,0.00152347307809484,0.002539234,0.001511319,0.00247747,0.000160108,0.007209992,0.000915718,4.205e-05,0.0001933,0.657,0.0001861,0.03863,0.8372
0.001997124,0.004612932,0.000144634,0.00177940857299332,0.001501833,0.000620573,0.001401565,0.000113933,0.005204773,0.000672174,7.109e-05,0.0001941,0.5553,0.000147,0.04095,0.8803
0.002070337,0.005178703,0.000125666,0.00179192842673182,0.001829799,0.000867268,0.001760133,0.000161101,0.00690122,0.000596796,4.592e-05,0.0001926,0.6298,9.724e-05,0.03454,0.921
0.001957585,0.004805101,0.000185592,0.00181456304728078,0.002611737,0.001255061,0.001701193,0.000165422,0.008610276,0.000837014,3.951e-05,0.0001949,0.6537,0.0002539,0.03399,0.775
0.001827587,0.005096672,0.000184147,0.00189042126885366,0.001652176,0.000860545,0.001488009,0.000138611,0.006863249,0.000846476,7.859e-05,0.0001934,0.5432,0.0001011,0.03405,0.9093
0.002361449,0.004656671,0.000116204,0.00165365509683706,0.002271242,0.000761546,0.00171012,0.000132941,0.007189627,0.00088594,5.179e-05,0.0001946,0.6163,0.0001542,0.03295,0.8608
0.002194241,0.004833743,0.000123766,0.00171591504265666,0.002716521,0.000805003,0.001779811,0.000134583,0.005912943,0.000726971,3.846e-05,0.0001934,0.6679,0.0001145,0.035,0.914
0.002075519,0.004366215,0.000122913,0.00178261652446291,0.00178799,0.000681514,0.0019785,0.000170939,0.00640539,0.000852393,2.814e-05,0.0001922,0.72,0.000146,0.03418,0.851
0.001883353,0.00534708,0.000160873,0.0018899885244777,0.001367067,0.000457158,0.001413067,0.000134331,0.007979466,0.00077726,6.01e-05,0.0001925,0.5893,0.0002911,0.06058,0.823
0.00203362,0.003960572,0.000132834,0.00178687716293962,0.002060355,0.000984061,0.001562037,0.000128636,0.003408656,0.000473789,7.163e-05,0.000196,0.5506,0.0001594,0.03137,0.8443
0.001599383,0.005913162,0.000163171,0.00206880403486999,0.001532453,0.000772006,0.001183842,0.000125757,0.006620004,0.000666274,9.836e-05,0.0001928,0.5,0.0004009,0.0605,0.7712
0.001792783,0.005342542,0.000138054,0.00194382128383969,0.002015003,0.001201544,0.001614288,0.000173028,0.006221987,0.00070167,9.987e-05,0.0001942,0.5081,0.0001715,0.03331,0.8427
0.002140396,0.007743174,0.00015841,0.00168113793865573,0.002211838,0.00133705,0.001906123,0.000149208,0.011420238,0.000935145,8.951e-05,0.0001934,0.5186,0.0003298,0.04704,0.775
0.002075997,0.004549749,0.000173211,0.00175151723811474,0.002321653,0.000838469,0.00153523,0.00012775,0.006497352,0.000827535,9.535e-05,0.0001939,0.5149,9.643e-05,0.02711,0.8968
0.002227464,0.004611988,0.000131312,0.00168954854667588,0.002104033,0.000983067,0.002111515,0.000185756,0.006149,0.000805978,0.0001009,0.0001928,0.5,0.0001386,0.03357,0.8874
0.002597799,0.005792499,0.00014477,0.00154103778625959,0.002828764,0.001481897,0.001846416,0.000125266,0.007099488,0.000701711,6.191e-05,0.000194,0.5871,0.0001943,0.062,0.8783
0.002113535,0.00376693,0.000190881,0.00173190372556739,0.001719912,0.000912352,0.001928511,0.000167898,0.004401513,0.000695027,6.559e-05,0.0001916,0.5691,0.0001426,0.03985,0.8776
0.001998534,0.005055421,0.000105356,0.00174591630418057,0.001459428,0.00047725,0.002067745,0.00015947,0.007260695,0.000754351,4.592e-05,0.0001938,0.644,0.000226,0.04754,0.8305
0.002019178,0.004306123,0.000174893,0.00179504639797126,0.002009651,0.001281677,0.001447987,0.000125971,0.006777135,0.000920809,7.885e-05,0.0001942,0.5415,0.0001262,0.03702,0.8963
0.00200183,0.003827322,0.000170146,0.0018216337292198,0.001852149,0.000974767,0.00137795,0.000116901,0.005072689,0.000756495,4.634e-05,0.0001935,0.6308,0.0001339,0.04038,0.8914
0.002056417,0.004769781,0.000107631,0.00180786586398236,0.001649499,0.000841383,0.001479239,0.000128779,0.006732743,0.000811479,5.124e-05,0.0001931,0.6128,0.0001468,0.0439,0.8952
0.002132982,0.005054015,0.000172214,0.00168389742607541,0.002209037,0.001019628,0.002189373,0.000158642,0.006514668,0.000762952,9.648e-05,0.0001928,0.5025,0.000115,0.03365,0.8795
0.001869904,0.004700049,0.000111283,0.00187573582947657,0.001525454,0.000703216,0.001337417,0.000117877,0.006364923,0.00070797,2.776e-05,0.0001929,0.7164,0.0001225,0.03975,0.909
0.002390356,0.004225737,0.000147866,0.00161557313786883,0.002502061,0.001022441,0.001890568,0.00013769,0.004548387,0.000591099,4.902e-05,0.0001907,0.6221,0.0001583,0.03275,0.8431
0.001738082,0.004645688,0.000192965,0.00199613995415072,0.001696556,0.001033424,0.001390527,0.000169246,0.006561933,0.000841615,9.089e-05,0.0001948,0.5233,0.0001456,0.04116,0.8859
0.001672264,0.006306747,0.000154054,0.0020191219001879,0.001545224,0.001311408,0.001349179,0.00013777,0.007494592,0.000801118,6.554e-05,0.0001939,0.5876,0.0001905,0.05838,0.8753
0.002050513,0.004658617,0.000179745,0.00177201389464825,0.002130872,0.0011869,0.001197022,9.61e-05,0.005586614,0.000731143,5.727e-05,0.0001933,0.6012,9.697e-05,0.02877,0.9025
0.002130401,0.0050111,0.000130734,0.00173876221443492,0.002557813,0.001009662,0.001814419,0.000151124,0.007122576,0.000814652,8.159e-05,0.0001919,0.5414,0.0001663,0.03549,0.8519
0.002329106,0.004746939,0.000158445,0.00163834612105616,0.002634156,0.00125339,0.002016311,0.000149451,0.006442925,0.000792555,6.533e-05,0.0001945,0.5836,0.0002052,0.04037,0.8435
0.001891079,0.005614492,0.000164217,0.00175540562587832,0.002328102,0.002468825,0.001807106,0.000151245,0.008431061,0.000880309,7.18e-05,0.0001944,0.5597,0.0002006,0.05872,0.8664
0.002117016,0.005226064,0.000145408,0.0017299787430898,0.002917662,0.001263742,0.0018216,0.00017337,0.006951554,0.000749228,7.054e-05,0.0001957,0.5604,0.0003358,0.0501,0.7721
0.002029653,0.005611097,0.000153677,0.0017872603425727,0.001935348,0.001023898,0.001684151,0.000142008,0.006786551,0.000703436,6.195e-05,0.0001941,0.5833,0.0002056,0.03245,0.8032
0.001709008,0.004330114,0.000145411,0.0020268698610518,0.001526971,0.000626326,0.0012335,0.000130553,0.006556028,0.000811305,3.181e-05,0.0001915,0.695,0.0001623,0.03416,0.8432
0.001993603,0.00574727,0.000103561,0.00177062106060706,0.001746358,0.000965131,0.001778651,0.000168191,0.007579926,0.000764464,9.476e-05,0.0001927,0.5071,0.000182,0.03986,0.8546
0.003010571,0.004274496,0.00013384,0.00143358358456724,0.003137197,0.001320303,0.002496912,0.000151076,0.005994421,0.000765399,7.316e-05,0.0001934,0.5586,0.0003544,0.05826,0.7816
0.001854166,0.006010909,0.000170206,0.00185126080866771,0.001968489,0.000900247,0.001573863,0.000133013,0.008792802,0.000859342,5.723e-05,0.0001926,0.5934,7.638e-05,0.03303,0.9455
0.002152197,0.005060546,0.00015009,0.00175665075510984,0.002107812,0.002071615,0.001684311,0.000136425,0.006169966,0.000706884,4.496e-05,0.0001936,0.6369,0.000346,0.04708,0.7743
0.002354221,0.004158199,0.000136707,0.0016133197641463,0.002639213,0.001038893,0.002110719,0.000163879,0.00486804,0.000605552,9.749e-05,0.0001939,0.5,0.0001292,0.0498,0.9225
0.001842302,0.004606997,0.000173177,0.00191175946510186,0.001997398,0.001202786,0.001533517,0.000147315,0.00619256,0.00077073,6.032e-05,0.0001941,0.5922,0.0001065,0.04088,0.9324
0.002401676,0.005046959,0.000154275,0.00168316327635428,0.002689753,0.000940657,0.002155086,0.000164712,0.005785272,0.000756689,7.896e-05,0.0001935,0.5455,0.0001883,0.04087,0.8296
0.001854207,0.005274015,0.000178006,0.00188654451513222,0.002015323,0.001130519,0.001364201,0.000139541,0.008321585,0.00083565,7.136e-05,0.0001934,0.5616,0.0001751,0.03649,0.8327
0.002213033,0.004855077,0.000116514,0.00165827758961886,0.002237443,0.000803464,0.002200708,0.000161051,0.005098337,0.000617358,6.816e-05,0.0001935,0.5702,0.0001406,0.03913,0.8831
0.002050266,0.004849573,0.000178968,0.00179122546712812,0.001531707,0.000765042,0.001578026,0.000133612,0.004743148,0.000606471,3.832e-05,0.0001943,0.6654,0.0001026,0.04212,0.9525
0.001977194,0.004226307,0.000173931,0.00184325869792149,0.001900196,0.001422219,0.001529853,0.000137557,0.005369171,0.000731423,8.104e-05,0.0001935,0.5324,0.0002115,0.04182,0.815
0.001982536,0.004780489,0.00016239,0.00188638051487324,0.00187601,0.010713046,0.001655553,0.00015553,0.005568266,0.000653698,6.561e-05,0.0001928,0.5706,0.0001367,0.04646,0.9071
0.002080143,0.005050364,0.000134244,0.00179853865463182,0.001809518,0.000718321,0.00179011,0.000166217,0.007641148,0.000941407,6.638e-05,0.0001935,0.5676,0.0002913,0.03983,0.7802
0.001659713,0.004981839,0.000232018,0.00200017439264736,0.002079848,0.001054762,0.001469855,0.000154136,0.007924576,0.00095042,0.0001018,0.0001944,0.5,0.0001647,0.03151,0.838
0.002372109,0.005042424,0.000172478,0.00162285591952461,0.00252285,0.000941261,0.001650243,0.000122164,0.007542686,0.000870511,6.014e-05,0.0001936,0.5936,0.0001288,0.03942,0.8921
0.002258231,0.00460439,0.000168878,0.00167608141560112,0.00227545,0.001037294,0.001826974,0.00014769,0.007550168,0.00091038,5.864e-05,0.0001942,0.5925,0.0001436,0.033,0.872
0.002013338,0.005277484,0.000157208,0.00178657121083872,0.002057995,0.001123633,0.001586863,0.00014304,0.008062715,0.000941604,3.868e-05,0.0001941,0.6582,0.0001335,0.05259,0.9161
0.001894347,0.004345926,0.00013574,0.00180651265894245,0.001385341,0.000582198,0.001752083,0.000153851,0.005411419,0.000757636,9.418e-05,0.0001948,0.5142,0.000236,0.06655,0.858
0.001846361,0.004826587,0.00016131,0.00180551380816667,0.001394405,0.001237319,0.001192298,0.000121003,0.0069289,0.000711772,3.77e-05,0.0001946,0.6728,7.268e-05,0.03298,0.9626
0.001815018,0.005196242,0.00012904,0.00193597934364745,0.001977776,0.001607422,0.001666795,0.000158751,0.007472716,0.00091711,4.726e-05,0.0001947,0.6254,0.0001742,0.03959,0.862
0.002196135,0.00415788,0.000135649,0.00170465712156915,0.002040897,0.001153896,0.001778426,0.000142577,0.005061625,0.000774991,6.904e-05,0.0001931,0.5585,0.0001646,0.03893,0.8499
0.002190114,0.005068094,0.00016764,0.00172107025678161,0.002173508,0.000825583,0.00180689,0.000146712,0.006810802,0.000663021,6.139e-05,0.0001941,0.578,0.0001077,0.04914,0.9441
0.001648054,0.00525896,0.000192911,0.00197898568780579,0.001543015,0.000914429,0.001185247,0.000110695,0.010595714,0.000991406,4.349e-05,0.0001926,0.6484,0.0002806,0.04781,0.795
0.002489367,0.007010748,0.000166568,0.00156844985130415,0.001969897,0.000858817,0.002278155,0.000171728,0.009607911,0.000851207,6.307e-05,0.0001942,0.5867,0.0002296,0.04351,0.8199
0.001462865,0.006656609,0.000138502,0.00215744388583741,0.001767363,0.001053038,0.001345755,0.000161308,0.008851204,0.000783529,6.446e-05,0.0001945,0.5765,0.0001223,0.02687,0.8603
0.002180739,0.004148764,0.000166808,0.00169922026968543,0.002559475,0.001044814,0.002071517,0.00016676,0.00573156,0.000757347,4.029e-05,0.0001929,0.6609,0.0001561,0.02603,0.8367
0.002105528,0.005697464,0.000156763,0.00173621722959223,0.002056903,0.000983501,0.001955985,0.000177286,0.007986232,0.000855207,9.639e-05,0.0001934,0.5,6.987e-05,0.03383,0.9746
0.001841979,0.004831824,0.000135184,0.00183260684369708,0.001671916,0.000730226,0.001471555,0.000140859,0.007696916,0.000885201,6.418e-05,0.0001928,0.5777,8.446e-05,0.03249,0.9294
0.0017884,0.004619709,0.00013988,0.00195586151888619,0.001788624,0.000956763,0.001681187,0.000163884,0.005170249,0.000687375,9.44e-05,0.0001929,0.5084,0.0001287,0.03238,0.8725
0.001920461,0.005761358,0.000209582,0.00178515048601415,0.002589975,0.001539,0.00183775,0.000158808,0.005923174,0.000592602,4.876e-05,0.0001945,0.6314,0.0002118,0.05549,0.8584
0.002150338,0.005737016,0.000152939,0.0017310112497972,0.002150533,0.000777568,0.001428509,0.000109522,0.007365622,0.000694568,9.716e-05,0.0001947,0.5,6.557e-05,0.03298,0.9682
0.002169365,0.005288601,0.000164364,0.00171160989357536,0.001897303,0.000707089,0.001935229,0.000158714,0.007153748,0.000835109,7.456e-05,0.0001934,0.5526,0.0001934,0.04067,0.8431
0.002336877,0.00451325,0.000221287,0.00164858852040506,0.001979832,0.000817675,0.001975302,0.000159709,0.004997018,0.000693035,3.983e-05,0.0001942,0.6589,0.0003714,0.03883,0.7439
0.001947687,0.004079178,0.000132686,0.00183208621348298,0.001847126,0.000933016,0.001501081,0.000130171,0.006782453,0.000810158,0.0001046,0.0001941,0.5,9.894e-05,0.03165,0.9219
0.002028842,0.003871926,0.000168689,0.0017318806005189,0.002082339,0.000998368,0.00155653,0.000131325,0.005557964,0.000913031,6.191e-05,0.0001918,0.5804,0.0001729,0.03249,0.8159
0.002075524,0.004766172,0.000127157,0.00177727897223976,0.001867508,0.000957371,0.001463202,0.000112883,0.007334643,0.000733826,2.356e-05,0.0001942,0.7491,9.191e-05,0.02348,0.8945
0.002352844,0.004608771,0.000177312,0.00164748405571001,0.002195141,0.00106685,0.001804612,0.000148019,0.005229968,0.000615941,4.64e-05,0.0001926,0.6374,0.0001985,0.04576,0.8501
0.002162045,0.004126913,0.000136779,0.00168718385264148,0.001963295,0.00080738,0.001936845,0.000173921,0.005947389,0.000663652,5.901e-05,0.0001946,0.5961,0.0002721,0.03379,0.7769
0.002474779,0.005641178,0.000194504,0.00152387356524227,0.002780007,0.001171891,0.002196142,0.000151008,0.008761533,0.000863447,8.129e-05,0.0001922,0.5309,0.0001587,0.03753,0.8578
0.002030426,0.00442104,0.000163329,0.00178902511696679,0.001414895,0.000470998,0.001346099,0.000113714,0.003755664,0.000462405,4.572e-05,0.0001935,0.6338,0.0001843,0.03142,0.8183
0.001901022,0.004495127,0.000125886,0.00194148518308811,0.001787742,0.000989066,0.00157926,0.000152341,0.005952215,0.000734143,3.637e-05,0.0001937,0.6772,9.353e-05,0.03414,0.9325
0.001902865,0.00549699,0.000148387,0.00186535516060135,0.002019953,0.000902256,0.001815934,0.000180685,0.005890291,0.000670918,6.876e-05,0.0001935,0.558,0.0001013,0.03438,0.9141
0.001745235,0.005604387,0.000145529,0.00192539394986996,0.002167636,0.001254527,0.001425546,0.000142544,0.0065075,0.000694734,6.882e-05,0.0001943,0.567,0.0001157,0.03141,0.8807
0.001588705,0.00475543,0.000169585,0.0019895602822322,0.002006787,0.00138559,0.001172889,0.000117013,0.007131067,0.00081295,4.343e-05,0.0001959,0.6464,0.0001045,0.02855,0.8925
0.001657468,0.005637079,0.00018538,0.00193972952565829,0.001660928,0.000902651,0.001403984,0.000132619,0.006463835,0.000621163,6.034e-05,0.000193,0.5826,0.0001368,0.04078,0.8708
0.001923461,0.004535487,9.86e-05,0.00187877405490787,0.002045045,0.000759997,0.001362841,0.000140056,0.006590381,0.00090767,6.727e-05,0.0001936,0.5756,0.0002445,0.03795,0.8005
0.001798364,0.004992895,0.000183405,0.00193535370570685,0.001806146,0.000914262,0.001680438,0.000179139,0.007879417,0.000948896,5.248e-05,0.0001932,0.6105,0.0001297,0.03688,0.8891
0.001976909,0.004096197,0.000183856,0.00176800687660038,0.002123451,0.000892299,0.001723691,0.00013487,0.004341899,0.000606977,4.572e-05,0.0001932,0.632,0.0003837,0.07898,0.8134
0.00213194,0.00469079,0.000149134,0.00176153506039453,0.001800049,0.000709319,0.001874933,0.000155868,0.00520243,0.000698637,7.699e-05,0.0001944,0.5499,0.0001198,0.03367,0.9047
0.002244803,0.005095016,0.000243291,0.00171124078294064,0.002775206,0.000967342,0.001665406,0.000132817,0.006374682,0.000671177,6.561e-05,0.0001924,0.5789,0.0002039,0.05196,0.8567
