alpha
0.461289072
0.585853766
0.544488057
0.734306422
0.582991873
0.62262993
0.445643223
0.70044855
0.397787007
0.489265499
0.57766802
0.578923708
0.52036683
0.705423049
0.584251475
0.554237508
0.483566809
0.660413906
0.380380684
0.473889033
0.710183755
0.611491111
0.712020408
0.399925639
0.473818156
0.418433252
0.605394457
0.332436697
0.608565257
0.542090718
0.905429752
0.532888556
0.538143807
0.424370785
0.516404126
0.595952334
0.642029065
0.769415481
0.750702909
0.540023757
0.835813678
0.210756982
0.682430814
0.457339984
0.819897717
0.488562169
0.819275562
0.568605214
0.1907314
0.472125458
0.218261187
0.595157675
0.932965858
0.113430326
0.752720031
0.285046837
0.918696923
0.831508078
0.395115275
0.508502111
0.546468018
0.485526648
0.585520198
0.41984781
0.685404148
0.599644499
0.546257125
0.54182019
0.648236427
0.350790249
0.331514858
0.884033435
0.154674406
0.562506085
0.346235428
0.613177243
0.7582213
0.152255002
0.736279386
0.550172832
0.29555814
0.180401061
0.699475356
0.528962187
0.602529269
0.72066069
0.899493666
0.539602911
0.450492043
0.840746929
0.384480293
0.332467797
0.455764929
0.396364626
0.641281461
0.328318042
0.329231728
0.494560586
0.82793363
0.467784399
0.725675634
0.273416754
0.481315868
0.407387418
0.487411078
0.803754343
0.538882811
0.59392498
0.610044425
0.439207231
0.279073481
0.494943469
0.585235565
0.760121666
0.509764435
0.500532539
0.877481881
0.407918903
0.643341912
0.445219381
0.641579413
0.256263369
0.458034597
0.505004172
0.758025823
0.46770133
0.618554642
0.477878326
0.392849155
0.69543892
0.469543836
0.824999121
0.647090111
0.530333948
0.649542683
0.552107196
0.649655152
0.479719976
0.140050768
0.590824916
0.689739212
0.367010628
0.341102194
0.474034941
0.458553173
0.642357852
0.586369593
0.76337797
0.885012594
0.556472374
0.555242595
0.609188531
0.493734801
0.537719196
0.540563574
0.611908906
0.587318633
0.512379507
0.571603208
0.525155442
0.716202354
0.561324379
0.43620842
0.510370608
0.42429062
0.599811684
0.726364735
0.684240478
0.599589842
0.542099154
0.616901
0.549251128
0.158653993
0.630441058
0.486761577
0.809298786
0.986260078
0.316320078
0.675945611
0.584377231
0.457059997
0.681912016
0.699208035
0.541680932
0.501976136
0.346572158
0.437186353
0.514200234
0.510699437
0.747497667
0.507720444
0.93253544
0.475481003
0.869689517
0.591831162
0.346643377
0.673402796
0.565537442
0.489886379
0.72759224
0.660907073
0.760137981
0.359218071
0.449598485
0.360971977
0.625326769
0.803834953
0.691960477
0.298568495
0.392809934
0.208387429
0.802067947
0.4942704
0.369863168
0.732849036
0.510156573
0.261646335
0.555305507
0.565240186
0.592173177
0.640591161
0.436685607
0.685192603
0.323747699
0.824676377
0.442306297
0.646919704
0.680594751
0.501209617
0.245388404
0.493274375
0.445738149
0.483270443
0.726194302
0.694589979
0.606724884
0.420320162
0.240266197
0.244067875
0.626892797
0.495687526
0.312944375
0.475204388
0.408372043
0.460276787
0.506924361
0.707049792
0.691418799
0.470506495
0.181062743
0.929921412
0.31435678
0.463814353
0.602337311
0.642969681
0.319971094
0.6213715
0.734242997
0.65332879
0.730976017
0.385744883
0.534711469
0.775530103
0.661823888
0.638237401
0.769662574
0.471638402
0.683066606
0.399049606
0.508203254
0.590383318
0.671733657
0.037119014
0.783396836
0.642903657
0.825372235
0.776954453
0.687183383
0.594522975
0.688463319
0.547127226
0.686883838
0.631605636
0.725786875
0.427031314
0.483059949
0.639595133
0.342435855
0.484658472
0.61779262
0.912444005
0.720006164
0.300536005
0.195293686
0.35979092
0.354572965
0.431982899
0.635220102
0.762830207
0.585764097
0.634140807
0.188954655
0.662254326
0.728875145
0.40226283
0.463300241
0.518534819
0.468859726
0.618865704
0.440988065
0.473707775
0.418328666
0.713475037
0.319747803
0.7351731
0.609911074
0.547063123
0.599600163
0.652727729
0.820677495
0.691419718
0.532993754
0.282620091
0.795943372
0.618789152
0.649675956
0.646108699
0.517735445
0.498649206
0.423856565
0.088997093
0.248594919
0.905699553
0.095550973
0.637281902
0.671240747
0.354793253
0.761103149
0.459230761
0.569383121
0.833783903
0.474987972
0.53343141
0.815082821
0.546098002
0.47728201
0.784341861
0.476044018
0.834332818
0.50178145
0.674527573
0.033960359
0.284682534
0.728408194
0.788209392
0.614827834
0.557336908
0.033930966
0.583845569
0.46161322
0.83118949
0.480199263
0.834384383
0.70517846
0.704788878
0.415904232
0.186851272
0.647642035
0.649682635
0.260010677
0.544160681
0.493167515
0.570551498
0.424052254
0.500345043
0.325108039
0.760439292
0.465957004
0.430370243
0.693440585
0.539291357
0.470817254
0.823673177
0.753799747
0.325019444
0.447005799
0.753020222
0.234224753
0.339922199
0.329862755
0.336108015
0.307454081
0.532131382
0.842807535
0.35556629
0.358754412
0.775188736
0.164142532
0.354284865
0.72381506
0.679626898
0.773082309
0.59394796
0.858022698
0.517305506
0.538722234
0.489687235
0.624283844
0.164335684
0.530576039
0.376768492
0.614724871
0.72055734
0.475428042
0.672497192
0.594789892
0.77888366
0.444598659
0.218332858
0.688485656
0.523310815
0.685671969
0.553741268
0.756999479
0.433991944
0.609343834
0.673028966
0.435180037
0.728507645
0.777175686
0.087228919
0.422218323
0.565592005
0.897590234
0.338222362
0.773512539
0.816684747
0.365746708
0.515298735
0.532068169
0.637840307
0.178783796
0.745175617
0.567302478
0.509178427
0.627694112
0.589357264
0.744857551
0.124049199
0.207458091
0.89260053
0.231254157
0.218537376
0.554764652
0.572934517
0.272565705
0.477561812
0.673385049
0.440703342
0.546394208
0.822200001
0.40909262
0.668735944
0.224146203
0.456466324
0.965653498
0.643288027
0.758241714
0.827546031
0.539173512
0.568157377
0.780127096
0.607009854
0.355757661
0.463340498
0.635516313
0.531012852
0.432142599
0.571067093
0.511528064
0.802991711
0.524948065
0.803040461
0.347289288
0.462861974
0.223663622
0.56787381
0.449701637
0.057324914
0.423041157
0.275717738
0.622084609
0.492629549
0.180373235
0.607728897
0.488694332
0.676381444
0.446741977
0.639926847
0.551104749
0.646663309
0.999385546
0.444785404
0.677810251
0.810463267
0.380782262
0.289639768
0.503444408
0.576016379
0.626416703
0.671279995
0.37636914
0.899413875
0.872199182
0.356079495
0.632630378
0.64622264
0.387421098
0.709565969
0.572635267
0.304476328
0.347786506
0.85254486
0.5146411
0.690726916
0.331928073
0.772587671
0.64338309
0.712541631
0.41792865
0.660063863
0.590391119
0.620785637
0.622213932
0.69910156
0.469103712
0.893818388
0.390568118
0.353252365
0.6644753
0.575190942
0.358557236
0.58833595
0.516580637
0.367895721
0.625902682
0.872012783
0.809596974
0.694297441
0.42693358
0.527789628
0.699481259
0.352890794
0.372043726
0.37421397
0.604184417
0.630654509
0.429541079
0.535133552
0.882825081
0.460324722
0.458086187
0.824108435
0.577196448
0.665684953
0.853304154
0.732342371
0.657471202
0.511380114
0.416751473
0.731831487
0.410495867
0.639197865
0.455480796
0.560002346
0.720821143
0.612898072
0.483734496
0.496165467
0.890222516
0.682287467
0.126869754
0.506399706
0.378748183
0.499797078
0.940193848
0.55752656
0.313929465
0.712293934
0.718012611
0.265403272
0.675155755
0.394760566
0.407865637
0.322447237
0.56370012
0.291237182
0.16882419
0.136178285
0.573204032
0.729091437
0.406036831
0.450677167
0.698958234
0.597654589
0.88229512
0.525496451
0.488753271
0.984880566
0.53443288
0.301922402
0.689681873
0.57804484
0.648073092
0.66694507
0.878580008
0.819712964
0.540768231
0.635524944
0.712342231
0.639891444
0.554735507
0.823598686
0.706419365
0.472202764
0.415168627
0.392811291
0.296595033
0.689391095
0.489954874
0.569718268
0.346665345
0.567204484
0.044304795
0.137924187
0.774738582
0.228925672
0.460453089
0.306437294
0.430199305
0.58184891
0.891829006
0.843429592
0.600848251
0.454767797
0.609573212
0.369632366
0.570211686
0.81013891
0.46809662
0.454658511
0.723443936
0.629782571
0.648852779
0.73287715
0.538692659
0.080762934
0.704572808
0.27136284
0.634141438
0.690626972
0.549176522
0.593340628
0.795696834
0.723067679
0.815514564
0.308230506
0.376098573
0.632211754
0.557973932
0.443987537
0.741860877
0.541524478
0.752422087
0.383355947
0.60664495
0.420855551
0.303489703
0.722629165
0.674426207
0.293207961
0.622676605
0.508355414
0.327271118
0.596806391
0.659683867
0.570944435
0.831190916
0.735059376
0.269621925
0.954904177
0.737921078
0.683777091
0.811712159
0.285520174
0.575307762
0.220453825
0.711627364
0.590737005
0.459286811
0.61107656
0.796197897
0.645576532
0.623645237
0.77866676
0.705117689
0.382926114
0.708980841
0.816954489
0.647835488
0.39268234
0.354015487
0.560785013
0.280966526
0.65739392
0.749541795
0.661176336
0.341678848
0.50251262
0.938185348
0.095978115
0.476375565
0.520724784
0.772535838
0.445828076
0.518380535
0.478946969
0.637732167
0.297164554
0.491107483
0.496883931
0.475683309
0.514867611
0.549008755
0.486870748
0.653228402
0.547871337
0.141781437
0.363000284
0.458220344
0.994438828
0.623878941
0.30903045
0.968574792
0.668288608
0.955180041
0.503474081
0.654644773
0.289037615
0.741407295
0.398881573
0.4323461
0.852698356
0.37499481
0.329237588
0.715894081
0.403521831
0.754485862
0.974191809
0.919175466
0.637204423
0.541197951
0.705518903
0.783156659
0.715957292
0.708771804
0.498442357
0.070017474
0.545247662
0.37772658
0.802716453
0.596032117
0.724789219
0.691818751
0.291880275
0.690766142
0.70274632
0.617738024
0.376259853
0.805400631
0.227871318
0.85137608
0.774494777
0.497981772
0.927708407
0.614405422
0.435714435
0.740518254
0.601402275
0.183726882
0.502569109
0.238355377
0.439863439
0.470869308
0.826833461
0.270451235
0.580229501
0.598956948
0.473591725
0.413711668
0.705829366
0.653412578
0.607814448
0.612040479
0.883016588
0.754006995
0.491812238
0.530915813
0.506101134
0.802240796
0.479903086
0.345428185
0.675130222
0.750882806
0.694392634
0.765510818
0.592302467
0.218512267
0.630669755
0.777018179
0.700556883
0.425770281
0.715690427
0.819964947
0.95420541
0.812680169
0.583008807
0.743776884
0.822017594
0.752930351
0.688973073
0.757927856
0.243375307
0.509701611
0.935070942
0.697896658
0.425219744
0.493635921
0.359235261
0.884447586
0.215647155
0.914494536
0.285276193
0.859690953
0.6483983
0.589113294
0.499562458
0.830429905
0.865116583
0.551807277
0.36364375
0.790745556
0.585430819
0.544177011
0.608155933
0.468152299
0.569783526
0.756910904
0.468454248
0.65842704
0.337110846
0.305022713
0.384774345
0.430748487
0.507234927
0.20039841
0.604890421
0.697499563
0.812911061
0.293148945
0.573067581
0.670497382
0.595459242
0.189639635
0.719680961
0.553094007
0.385676991
0.652191199
0.8943238
0.888508098
0.594889254
0.460987731
0.580644901
0.328225554
0.724500576
0.611336793
0.367192691
0.998854851
0.444973748
0.381819919
0.383796551
0.456035578
0.610947221
0.516696019
0.862785451
0.315233729
0.806400158
0.512171188
0.437594166
0.360654757
0.549795571
0.383545916
0.377027446
0.806047104
0.913800804
0.43648085
0.522400407
0.315713518
0.521920994
0.644418068
0.58819235
0.509887958
0.418375801
0.588601124
0.180969871
0.405411695
0.715324376
0.413562145
0.068086664
0.253276169
0.860123461
0.926758956
0.201386734
0.670864644
0.488920409
0.445148428
0.67970699
0.663742369
0.492209631
0.427475465
0.500747236
0.448447905
0.262643719
0.793380019
0.309217818
0.427336659
0.476996918
0.312930839
0.402972495
0.783626953
0.704771616
0.871595102
0.776773864
0.366861763
0.723642121
0.25156424
0.819003473
0.861552653
0.555256586
0.440166828
0.581943191
0.635219855
0.373126536
0.813080186
0.728659669
0.753164497
0.498011059
0.566380591
0.715486194
0.626731458
0.745671495
0.671801904
0.610794405
0.51517053
0.621010163
0.243955348
0.383605042
0.728195532
0.174336981
0.746480593
0.580452854
