F1,kin,kout,ktr,kout2,k1,k2,k12,k21,A1,B1,n,A2,B2,n2,V1
0.6349,0.0001775,0.000803254,0.004741,89.26,0.000846376,0.001774,0.003162536,0.000488759,1.00E-06,0.0001882,1.418,0.00008478,0.0233,0.8464,3224
0.6349,0.0001775,0.000688265,0.004741,89.26,0.000865365,0.001774,0.00223179,0.00038743,5.83E-06,0.000328,1.054,0.00008922,0.0233,0.8343,3224
0.6349,0.0001775,0.000911908,0.004741,89.26,0.000797531,0.001774,0.003240301,0.000458493,1.52E-06,0.0002133,1.336,0.00007611,0.0222,0.8527,3224
0.6349,0.0001775,0.000886922,0.004741,89.26,0.000574883,0.001774,0.002832394,0.000324299,2.02E-06,0.0002409,1.272,0.00006802,0.0229,0.8801,3224
0.6349,0.0001775,0.000712434,0.004741,89.26,0.000685119,0.001774,0.004014815,0.000474452,1.13E-05,0.0003529,0.9174,0.0001342,0.02365,0.7731,3224
0.6349,0.0001775,0.001030506,0.004741,89.26,0.000610056,0.001774,0.003624492,0.000421522,1.00E-06,0.0001836,1.432,0.00009937,0.02347,0.8243,3224
0.6349,0.0001775,0.000983401,0.004741,89.26,0.00057787,0.001774,0.003399179,0.00036923,8.48E-06,0.0003428,0.9798,0.00007155,0.02347,0.8772,3224
0.6349,0.0001775,0.000935489,0.004741,89.26,0.000780251,0.001774,0.002877762,0.000333938,1.95E-05,0.0003799,0.8214,0.00006283,0.02212,0.8884,3224
0.6349,0.0001775,0.000778001,0.004741,89.26,0.00063148,0.001774,0.002431521,0.000331357,2.20E-06,0.0002355,1.255,0.0001017,0.0233,0.8175,3224
0.6349,0.0001775,0.000907662,0.004741,89.26,0.000788641,0.001774,0.002037592,0.000273428,2.68E-06,0.0002656,1.218,0.0001099,0.0236,0.8068,3224
0.6349,0.0001775,0.000869253,0.004741,89.26,0.000653032,0.001774,0.003409886,0.000384066,1.84E-05,0.0004087,0.834,0.00007757,0.02294,0.8567,3224
0.6349,0.0001775,0.000762355,0.004741,89.26,0.000847936,0.001774,0.002549411,0.000354746,5.23E-06,0.0002846,1.062,0.0001608,0.02404,0.7486,3224
0.6349,0.0001775,0.00117222,0.004741,89.26,0.000755368,0.001774,0.004160151,0.000428209,3.53E-06,0.0002797,1.162,0.000091,0.02332,0.8387,3224
0.6349,0.0001775,0.000577346,0.004741,89.26,0.00070322,0.001774,0.002069087,0.000385513,2.69E-06,0.0002566,1.208,0.00007309,0.02207,0.8592,3224
0.6349,0.0001775,0.000901988,0.004741,89.26,0.000684691,0.001774,0.003431085,0.000484851,1.34E-06,0.0002109,1.354,0.0001216,0.0234,0.7887,3224
0.6349,0.0001775,0.001193212,0.004741,89.26,0.000647556,0.001774,0.004150966,0.000413172,7.02E-06,0.0003213,1.008,0.0001419,0.02319,0.7635,3224
0.6349,0.0001775,0.000584678,0.004741,89.26,0.000771016,0.001774,0.003629366,0.000414371,7.85E-06,0.0003293,0.9993,0.0001274,0.02329,0.7813,3224
0.6349,0.0001775,0.000843052,0.004741,89.26,0.000718527,0.001774,0.003725317,0.000401569,5.60E-06,0.0002892,1.06,0.00008833,0.02331,0.8392,3224
0.6349,0.0001775,0.000891476,0.004741,89.26,0.000793698,0.001774,0.003575985,0.000458897,3.38E-06,0.0002702,1.171,0.000047,0.023,0.9396,3224
0.6349,0.0001775,0.000931012,0.004741,89.26,0.000744807,0.001774,0.003153284,0.000486328,5.78E-06,0.0003362,1.056,0.00008859,0.02335,0.8366,3224
0.6349,0.0001775,0.000823247,0.004741,89.26,0.000736094,0.001774,0.003737928,0.000461658,1.55E-06,0.0002277,1.321,0.0001089,0.02379,0.8073,3224
0.6349,0.0001775,0.001455015,0.004741,89.26,0.000681274,0.001774,0.004678628,0.000375943,1.07E-06,0.0001817,1.4,0.0001152,0.02247,0.7928,3224
0.6349,0.0001775,0.001216612,0.004741,89.26,0.00059383,0.001774,0.003767237,0.000373983,4.20E-06,0.0002838,1.113,0.00006126,0.02205,0.8914,3224
0.6349,0.0001775,0.000679715,0.004741,89.26,0.00067038,0.001774,0.00213996,0.000295962,1.83E-06,0.0002329,1.293,0.00009067,0.02287,0.8342,3224
0.6349,0.0001775,0.001040968,0.004741,89.26,0.000755302,0.001774,0.003981103,0.000471564,1.35E-05,0.0003772,0.8786,0.00007099,0.02234,0.8662,3224
0.6349,0.0001775,0.000930235,0.004741,89.26,0.000697794,0.001774,0.003428606,0.000406196,9.71E-06,0.000342,0.9342,0.00005564,0.02203,0.9025,3224
0.6349,0.0001775,0.00087721,0.004741,89.26,0.000734755,0.001774,0.002766875,0.000391198,3.62E-06,0.0002559,1.149,0.0001118,0.02323,0.8011,3224
0.6349,0.0001775,0.000543672,0.004741,89.26,0.000722073,0.001774,0.002500742,0.000359861,6.16E-06,0.0003295,1.049,0.00005847,0.02159,0.8873,3224
0.6349,0.0001775,0.000519658,0.004741,89.26,0.000742043,0.001774,0.004101689,0.000448657,1.70E-06,0.0002357,1.311,0.00006349,0.0231,0.8935,3224
0.6349,0.0001775,0.000884852,0.004741,89.26,0.000690704,0.001774,0.003160708,0.000421398,2.72E-06,0.0002681,1.205,0.00009283,0.02359,0.8373,3224
0.6349,0.0001775,0.000723891,0.004741,89.26,0.000848442,0.001774,0.00224392,0.000321206,1.00E-06,0.0001446,1.427,0.0001107,0.02348,0.8057,3224
0.6349,0.0001775,0.000699745,0.004741,89.26,0.000614359,0.001774,0.00280414,0.000433527,2.59E-06,0.0002562,1.213,0.0002065,0.02518,0.7218,3224
0.6349,0.0001775,0.00083135,0.004741,89.26,0.000593707,0.001774,0.002546837,0.000324404,1.34E-06,0.0002085,1.366,0.0000787,0.02258,0.8543,3224
0.6349,0.0001775,0.00079993,0.004741,89.26,0.000723662,0.001774,0.003057294,0.000430647,2.23E-06,0.0002385,1.253,0.0001241,0.02313,0.785,3224
0.6349,0.0001775,0.001186252,0.004741,89.26,0.000658316,0.001774,0.003967282,0.000433932,3.54E-06,0.0002769,1.156,0.00008743,0.02374,0.8452,3224
0.6349,0.0001775,0.000595327,0.004741,89.26,0.000757447,0.001774,0.002852613,0.000340704,3.78E-06,0.0002727,1.14,0.0001355,0.02403,0.7827,3224
0.6349,0.0001775,0.000515128,0.004741,89.26,0.000805438,0.001774,0.002399981,0.000390186,1.43E-06,0.0002271,1.347,0.00005176,0.02346,0.9237,3224
0.6349,0.0001775,0.001097214,0.004741,89.26,0.00074484,0.001774,0.00335985,0.000410128,7.68E-06,0.0003397,0.9958,0.00008272,0.02223,0.8371,3224
0.6349,0.0001775,0.000608898,0.004741,89.26,0.000741876,0.001774,0.00283367,0.000344109,1.99E-05,0.0003371,0.7435,0.00006719,0.02162,0.8713,3224
0.6349,0.0001775,0.000688919,0.004741,89.26,0.000661532,0.001774,0.004427888,0.000558454,5.85E-06,0.0002947,1.052,0.00008386,0.02242,0.8474,3224
0.6349,0.0001775,0.000876908,0.004741,89.26,0.000614482,0.001774,0.003201936,0.000393356,1.77E-06,0.0002343,1.307,0.00008221,0.02233,0.8483,3224
0.6349,0.0001775,0.000777745,0.004741,89.26,0.000560225,0.001774,0.003087754,0.000448863,5.23E-06,0.0002932,1.086,0.00004455,0.02063,0.9282,3224
0.6349,0.0001775,0.000691987,0.004741,89.26,0.00063058,0.001774,0.002972209,0.000361055,1.00E-06,0.0001856,1.418,0.0001267,0.02311,0.7787,3224
0.6349,0.0001775,0.00110488,0.004741,89.26,0.000714704,0.001774,0.003713762,0.000356218,5.19E-06,0.0003168,1.088,0.00008555,0.02375,0.8494,3224
0.6349,0.0001775,0.000912088,0.004741,89.26,0.000728729,0.001774,0.002836273,0.000407641,1.14E-05,0.0003637,0.8929,0.0000675,0.02217,0.8761,3224
0.6349,0.0001775,0.000734048,0.004741,89.26,0.000894316,0.001774,0.003368202,0.000434773,1.85E-06,0.0002432,1.291,0.00007476,0.02235,0.8618,3224
0.6349,0.0001775,0.000960438,0.004741,89.26,0.000744869,0.001774,0.003222882,0.000341116,2.08E-05,0.0003973,0.765,0.0001006,0.02222,0.8178,3224
0.6349,0.0001775,0.001014022,0.004741,89.26,0.000582938,0.001774,0.002996711,0.000412234,1.24E-06,0.0002211,1.375,0.00004964,0.02223,0.9193,3224
0.6349,0.0001775,0.000671061,0.004741,89.26,0.000730544,0.001774,0.002757574,0.000424084,2.57E-06,0.0002444,1.219,0.00006758,0.0222,0.8783,3224
0.6349,0.0001775,0.001064648,0.004741,89.26,0.000685832,0.001774,0.003672589,0.000372795,2.42E-06,0.0002518,1.232,0.00004806,0.02093,0.9168,3224
0.6349,0.0001775,0.000508557,0.004741,89.26,0.000737526,0.001774,0.002254322,0.000373326,1.03E-05,0.0003893,0.9427,0.00007816,0.02236,0.8588,3224
0.6349,0.0001775,0.000762649,0.004741,89.26,0.000703679,0.001774,0.003499484,0.000504527,1.00E-06,0.0001583,1.432,0.00008312,0.02187,0.8406,3224
0.6349,0.0001775,0.00085318,0.004741,89.26,0.000799532,0.001774,0.001985474,0.000366675,1.55E-06,0.0002354,1.325,0.00006265,0.02318,0.8936,3224
0.6349,0.0001775,0.000845891,0.004741,89.26,0.000697649,0.001774,0.002529978,0.00037252,1.57E-06,0.0002217,1.331,0.00005636,0.02204,0.9064,3224
0.6349,0.0001775,0.0009676,0.004741,89.26,0.000707622,0.001774,0.003427381,0.000446669,3.53E-06,0.0002902,1.153,0.00008546,0.0238,0.8474,3224
0.6349,0.0001775,0.001223499,0.004741,89.26,0.000688416,0.001774,0.003390541,0.000390665,2.31E-06,0.0002632,1.241,0.00008672,0.02248,0.834,3224
0.6349,0.0001775,0.000808097,0.004741,89.26,0.000744124,0.001774,0.003162046,0.000437227,6.79E-06,0.0003306,1.038,0.00004201,0.02151,0.9491,3224
0.6349,0.0001775,0.000800004,0.004741,89.26,0.000744253,0.001774,0.002924787,0.000415687,1.03E-05,0.0003723,0.9354,0.0001833,0.02379,0.7302,3224
0.6349,0.0001775,0.001191669,0.004741,89.26,0.000649319,0.001774,0.003186421,0.00035533,2.07E-06,0.000228,1.264,0.00007426,0.02248,0.8682,3224
0.6349,0.0001775,0.000873423,0.004741,89.26,0.000688534,0.001774,0.00332489,0.000424733,5.89E-06,0.0003129,1.057,0.00008054,0.0235,0.8571,3224
0.6349,0.0001775,0.000598909,0.004741,89.26,0.000658501,0.001774,0.002590221,0.000382478,2.00E-06,0.0002388,1.267,0.000179,0.02462,0.7378,3224
0.6349,0.0001775,0.000784937,0.004741,89.26,0.000663536,0.001774,0.003084682,0.000450138,9.73E-06,0.0003721,0.9444,0.00008993,0.02207,0.8318,3224
0.6349,0.0001775,0.00094419,0.004741,89.26,0.000682935,0.001774,0.003481654,0.000422827,1.00E-06,0.0001762,1.42,0.00006396,0.0216,0.8806,3224
0.6349,0.0001775,0.000793679,0.004741,89.26,0.000809527,0.001774,0.002838781,0.000375568,5.12E-06,0.0003133,1.082,0.0001001,0.02349,0.8236,3224
0.6349,0.0001775,0.001422297,0.004741,89.26,0.000650295,0.001774,0.005313594,0.000343571,6.20E-06,0.000307,1.019,0.00007214,0.02157,0.8618,3224
0.6349,0.0001775,0.000788401,0.004741,89.26,0.000683222,0.001774,0.002841936,0.000364092,2.47E-05,0.0004233,0.7416,0.0001061,0.02309,0.8174,3224
0.6349,0.0001775,0.00079112,0.004741,89.26,0.000675631,0.001774,0.0032393,0.000414936,3.90E-06,0.0002935,1.135,0.0001133,0.0237,0.8014,3224
0.6349,0.0001775,0.001225691,0.004741,89.26,0.000600404,0.001774,0.004062748,0.000449577,5.84E-06,0.0003185,1.051,0.00007063,0.02319,0.8706,3224
0.6349,0.0001775,0.000991344,0.004741,89.26,0.000710353,0.001774,0.003355905,0.00036529,7.71E-06,0.0003168,0.9753,0.00005972,0.02241,0.896,3224
0.6349,0.0001775,0.000747874,0.004741,89.26,0.000619294,0.001774,0.002403704,0.000384475,2.98E-06,0.0002767,1.199,0.00009949,0.02355,0.821,3224
0.6349,0.0001775,0.000766459,0.004741,89.26,0.000702958,0.001774,0.00366623,0.0004257,9.21E-06,0.0003598,0.9468,0.0001226,0.02366,0.7893,3224
0.6349,0.0001775,0.000617468,0.004741,89.26,0.000752514,0.001774,0.002458588,0.00038767,3.44E-06,0.0002659,1.164,0.00005663,0.02162,0.8985,3224
0.6349,0.0001775,0.000765395,0.004741,89.26,0.000673225,0.001774,0.003547251,0.000363728,8.65E-06,0.0003471,0.9672,0.00008526,0.02293,0.8484,3224
0.6349,0.0001775,0.000938376,0.004741,89.26,0.000623423,0.001774,0.002835959,0.000347575,3.57E-05,0.0004448,0.6915,0.0001392,0.02414,0.7741,3224
0.6349,0.0001775,0.000760129,0.004741,89.26,0.000702105,0.001774,0.003058328,0.000387897,7.07E-06,0.0003586,1.021,0.00008907,0.02354,0.8392,3224
0.6349,0.0001775,0.000595409,0.004741,89.26,0.000757007,0.001774,0.003316127,0.000361135,7.35E-06,0.0003145,1.012,0.000106,0.02327,0.8124,3224
0.6349,0.0001775,0.000675044,0.004741,89.26,0.000639286,0.001774,0.002050141,0.000299179,4.11E-06,0.0003052,1.133,0.00006686,0.02281,0.8779,3224
0.6349,0.0001775,0.000549284,0.004741,89.26,0.000763107,0.001774,0.002977304,0.000467181,4.24E-06,0.0002874,1.125,0.0001074,0.02304,0.8035,3224
0.6349,0.0001775,0.000795895,0.004741,89.26,0.000529424,0.001774,0.003050258,0.000430575,5.10E-06,0.0003009,1.066,0.00009619,0.02282,0.8232,3224
0.6349,0.0001775,0.000833668,0.004741,89.26,0.000769802,0.001774,0.003145876,0.000360491,6.12E-06,0.0003198,1.044,0.0001312,0.02284,0.7775,3224
0.6349,0.0001775,0.000896204,0.004741,89.26,0.000837094,0.001774,0.004459535,0.000357707,2.26E-06,0.0002435,1.25,0.0001091,0.02358,0.8083,3224
0.6349,0.0001775,0.000916325,0.004741,89.26,0.000656234,0.001774,0.003306415,0.000447349,1.00E-06,0.0001834,1.422,0.00008303,0.02316,0.8507,3224
0.6349,0.0001775,0.000713986,0.004741,89.26,0.000640698,0.001774,0.00286023,0.000398745,8.01E-06,0.0003673,1.003,0.00008613,0.02281,0.8413,3224
0.6349,0.0001775,0.001111121,0.004741,89.26,0.000711857,0.001774,0.002946168,0.000416518,1.12E-05,0.0003368,0.9233,0.00007304,0.02248,0.8677,3224
0.6349,0.0001775,0.001147866,0.004741,89.26,0.000802539,0.001774,0.004787814,0.000478882,1.03E-05,0.0003379,0.9331,0.00006446,0.02239,0.8816,3224
0.6349,0.0001775,0.000871596,0.004741,89.26,0.000752383,0.001774,0.003690604,0.000434612,1.46E-06,0.0002199,1.343,0.0001093,0.02325,0.8121,3224
0.6349,0.0001775,0.000837372,0.004741,89.26,0.000653628,0.001774,0.002348411,0.000319589,1.97E-06,0.0002321,1.259,0.00005248,0.02148,0.9102,3224
0.6349,0.0001775,0.000952259,0.004741,89.26,0.00073281,0.001774,0.003315122,0.000358828,1.17E-06,0.0002001,1.386,0.00008769,0.02165,0.831,3224
0.6349,0.0001775,0.000857317,0.004741,89.26,0.000732355,0.001774,0.002687267,0.00037308,4.37E-06,0.0002956,1.096,0.00007929,0.02283,0.8554,3224
0.6349,0.0001775,0.001185897,0.004741,89.26,0.000745585,0.001774,0.003254083,0.000422868,1.00E-06,0.0001788,1.419,0.00005756,0.02211,0.9061,3224
0.6349,0.0001775,0.000836611,0.004741,89.26,0.000610482,0.001774,0.002767844,0.000314451,4.86E-06,0.0003059,1.097,0.00009586,0.02327,0.8268,3224
0.6349,0.0001775,0.000926633,0.004741,89.26,0.000697631,0.001774,0.003066989,0.00040323,4.70E-06,0.0002963,1.088,0.00009436,0.02303,0.828,3224
0.6349,0.0001775,0.000993325,0.004741,89.26,0.000882328,0.001774,0.002995637,0.000405949,4.45E-06,0.0002878,1.095,0.0001327,0.02246,0.7761,3224
0.6349,0.0001775,0.000788548,0.004741,89.26,0.000685259,0.001774,0.003158589,0.000393869,4.65E-06,0.0002823,1.104,0.00007383,0.02228,0.856,3224
0.6349,0.0001775,0.000822043,0.004741,89.26,0.000683222,0.001774,0.003433657,0.000366972,1.67E-06,0.0002277,1.309,0.00008064,0.02219,0.8409,3224
0.6349,0.0001775,0.000693706,0.004741,89.26,0.000588863,0.001774,0.002568897,0.00036702,3.09E-06,0.0002811,1.192,0.00007499,0.02201,0.8617,3224
0.6349,0.0001775,0.000747929,0.004741,89.26,0.000679873,0.001774,0.002328559,0.000302481,1.75E-06,0.0002283,1.301,0.0001313,0.02318,0.7824,3224
0.6349,0.0001775,0.001025246,0.004741,89.26,0.000670776,0.001774,0.004202831,0.000482163,1.72E-06,0.0002322,1.302,0.000141,0.02267,0.7612,3224
0.6349,0.0001775,0.000752583,0.004741,89.26,0.00080729,0.001774,0.002453246,0.000419803,4.69E-06,0.0002963,1.101,0.0000924,0.02156,0.8226,3224
0.6349,0.0001775,0.000727129,0.004741,89.26,0.000597866,0.001774,0.002471373,0.000293723,3.20E-06,0.0002762,1.177,0.00004631,0.0207,0.9259,3224
0.6349,0.0001775,0.001000546,0.004741,89.26,0.000703924,0.001774,0.003488402,0.00050541,6.46E-06,0.0003103,1.036,0.00008406,0.02222,0.841,3224
0.6349,0.0001775,0.001109064,0.004741,89.26,0.000601318,0.001774,0.003027142,0.000356898,6.42E-06,0.0003307,1.018,0.0001012,0.02335,0.8223,3224
0.6349,0.0001775,0.000718944,0.004741,89.26,0.000668435,0.001774,0.003449837,0.000435358,1.43E-06,0.0002064,1.35,0.0001161,0.02285,0.7983,3224
0.6349,0.0001775,0.000800738,0.004741,89.26,0.000720711,0.001774,0.002235057,0.000326838,1.90E-05,0.000412,0.7992,0.00007502,0.02221,0.8639,3224
0.6349,0.0001775,0.000761427,0.004741,89.26,0.000679391,0.001774,0.002791328,0.000406228,3.15E-06,0.0002698,1.188,0.00006058,0.0228,0.8984,3224
0.6349,0.0001775,0.001013736,0.004741,89.26,0.000758281,0.001774,0.003985395,0.000395176,1.01E-05,0.0003452,0.9242,0.00006105,0.02264,0.8905,3224
0.6349,0.0001775,0.000779047,0.004741,89.26,0.000604872,0.001774,0.002503724,0.000424097,2.34E-06,0.0002421,1.237,0.0001502,0.02326,0.7582,3224
0.6349,0.0001775,0.00090077,0.004741,89.26,0.000581299,0.001774,0.00322905,0.000385135,2.81E-05,0.0004282,0.7262,0.00009702,0.02301,0.8296,3224
0.6349,0.0001775,0.000978231,0.004741,89.26,0.000731952,0.001774,0.002898403,0.000449577,1.33E-06,0.0002092,1.353,0.00005018,0.0227,0.928,3224
0.6349,0.0001775,0.000623469,0.004741,89.26,0.000867039,0.001774,0.002607413,0.000356086,9.54E-06,0.0003306,0.9519,0.0001555,0.02375,0.7538,3224
0.6349,0.0001775,0.000778962,0.004741,89.26,0.000745566,0.001774,0.00313718,0.000404911,1.59E-05,0.000403,0.849,0.00009455,0.02329,0.8309,3224
0.6349,0.0001775,0.001286419,0.004741,89.26,0.000685475,0.001774,0.003705626,0.00039024,1.48E-05,0.0003703,0.8583,0.00007585,0.02289,0.8622,3224
0.6349,0.0001775,0.000794914,0.004741,89.26,0.000613907,0.001774,0.002594323,0.000339356,1.43E-06,0.0002108,1.353,0.0001271,0.02384,0.7851,3224
0.6349,0.0001775,0.001066067,0.004741,89.26,0.00086249,0.001774,0.003335449,0.000394016,4.03E-06,0.0002823,1.118,0.00006974,0.02169,0.8658,3224
0.6349,0.0001775,0.000714195,0.004741,89.26,0.00068147,0.001774,0.003063674,0.000392018,7.11E-06,0.0003586,1.008,0.00007915,0.02185,0.8477,3224
0.6349,0.0001775,0.001076969,0.004741,89.26,0.000747913,0.001774,0.003241137,0.000406585,4.36E-06,0.0002894,1.109,0.0001064,0.02246,0.8069,3224
0.6349,0.0001775,0.000808042,0.004741,89.26,0.000666545,0.001774,0.002901731,0.000473324,7.91E-06,0.0003482,1,0.000102,0.0232,0.8145,3224
0.6349,0.0001775,0.001013511,0.004741,89.26,0.000646473,0.001774,0.00340688,0.000432456,8.09E-06,0.0003274,0.9859,0.00003832,0.02145,0.9574,3224
0.6349,0.0001775,0.000630309,0.004741,89.26,0.000724142,0.001774,0.002774156,0.000442251,1.11E-06,0.0002024,1.384,0.00008628,0.02327,0.8473,3224
0.6349,0.0001775,0.000988774,0.004741,89.26,0.000629278,0.001774,0.003793009,0.000474675,1.98E-06,0.0002344,1.265,0.0001352,0.02361,0.7774,3224
0.6349,0.0001775,0.000832877,0.004741,89.26,0.000855491,0.001774,0.003073282,0.000388191,9.84E-06,0.0003706,0.9372,0.00007826,0.02233,0.8534,3224
0.6349,0.0001775,0.000817481,0.004741,89.26,0.000792655,0.001774,0.002045286,0.000287308,1.28E-05,0.0003547,0.89,0.0000576,0.022,0.9023,3224
0.6349,0.0001775,0.000972423,0.004741,89.26,0.000745651,0.001774,0.003622029,0.000438115,3.55E-06,0.0002859,1.153,0.0001238,0.02276,0.7798,3224
0.6349,0.0001775,0.001159148,0.004741,89.26,0.000732899,0.001774,0.003564569,0.000350328,4.09E-06,0.0002874,1.119,0.00007231,0.02235,0.8646,3224
0.6349,0.0001775,0.000845648,0.004741,89.26,0.000702919,0.001774,0.003111222,0.000434108,1.00E-06,0.000191,1.42,0.0000561,0.02146,0.9047,3224
0.6349,0.0001775,0.001045675,0.004741,89.26,0.000677314,0.001774,0.003088193,0.000363889,3.01E-06,0.0002818,1.179,0.00005755,0.02153,0.8947,3224
0.6349,0.0001775,0.000693003,0.004741,89.26,0.000673927,0.001774,0.00296925,0.000405028,1.16E-06,0.0001946,1.391,0.00007244,0.02228,0.8675,3224
0.6349,0.0001775,0.00078642,0.004741,89.26,0.000728113,0.001774,0.003672063,0.000442961,1.00E-06,0.0001347,1.428,0.00008814,0.02149,0.8329,3224
0.6349,0.0001775,0.000968264,0.004741,89.26,0.000654922,0.001774,0.003276818,0.000415962,4.75E-06,0.00031,1.113,0.00007379,0.02219,0.86,3224
0.6349,0.0001775,0.000903228,0.004741,89.26,0.000617642,0.001774,0.002935587,0.000350558,1.00E-06,0.0001718,1.422,0.0001342,0.024,0.7759,3224
0.6349,0.0001775,0.00061615,0.004741,89.26,0.000690761,0.001774,0.003142988,0.000468728,1.00E-06,0.0001757,1.421,0.0001037,0.02312,0.8154,3224
0.6349,0.0001775,0.000991731,0.004741,89.26,0.000796219,0.001774,0.003489627,0.00041649,9.21E-06,0.0003625,0.9457,0.0001279,0.02372,0.7861,3224
0.6349,0.0001775,0.000664605,0.004741,89.26,0.000621966,0.001774,0.002512538,0.000387006,1.31E-05,0.0003698,0.8905,0.00007053,0.02185,0.8685,3224
0.6349,0.0001775,0.000575827,0.004741,89.26,0.000484872,0.001774,0.002335267,0.000379848,3.31E-06,0.0002758,1.168,0.0000831,0.02266,0.8474,3224
0.6349,0.0001775,0.000869117,0.004741,89.26,0.000676288,0.001774,0.002784166,0.000353779,1.00E-06,0.0001909,1.423,0.0001167,0.02234,0.7878,3224
0.6349,0.0001775,0.001288091,0.004741,89.26,0.000733809,0.001774,0.00381086,0.00040986,1.10E-06,0.0002096,1.396,0.00007304,0.02392,0.8719,3224
0.6349,0.0001775,0.000882937,0.004741,89.26,0.000652973,0.001774,0.002398153,0.000346329,1.88E-06,0.0002308,1.287,0.0000723,0.02236,0.8624,3224
0.6349,0.0001775,0.001443634,0.004741,89.26,0.000525614,0.001774,0.003976396,0.000506832,1.95E-05,0.0003746,0.7926,0.000071,0.02141,0.8672,3224
0.6349,0.0001775,0.00082267,0.004741,89.26,0.000887618,0.001774,0.002866664,0.000420822,3.78E-06,0.0002633,1.143,0.0000573,0.02172,0.9,3224
0.6349,0.0001775,0.000602423,0.004741,89.26,0.000729006,0.001774,0.002049704,0.000344181,1.00E-06,0.0002025,1.416,0.00008939,0.02403,0.8433,3224
0.6349,0.0001775,0.000777305,0.004741,89.26,0.000638721,0.001774,0.002976754,0.00039359,4.32E-06,0.0002985,1.12,0.00007424,0.02256,0.8682,3224
0.6349,0.0001775,0.000864234,0.004741,89.26,0.000747353,0.001774,0.003482877,0.000474833,2.99E-06,0.0002697,1.175,0.00007568,0.02184,0.8511,3224
0.6349,0.0001775,0.000902837,0.004741,89.26,0.000595527,0.001774,0.003814499,0.000386099,3.86E-06,0.0002804,1.119,0.00007486,0.0233,0.8697,3224
0.6349,0.0001775,0.000793698,0.004741,89.26,0.000676088,0.001774,0.00402686,0.000501103,8.78E-06,0.0003623,0.9583,0.000069,0.02314,0.876,3224
0.6349,0.0001775,0.000656257,0.004741,89.26,0.000676872,0.001774,0.002810929,0.000394849,3.42E-06,0.0002845,1.161,0.0001092,0.02223,0.7986,3224
0.6349,0.0001775,0.000926618,0.004741,89.26,0.000709228,0.001774,0.003659024,0.000409736,7.41E-06,0.0003033,0.9853,0.0001227,0.0237,0.7982,3224
0.6349,0.0001775,0.00092921,0.004741,89.26,0.00064198,0.001774,0.003302781,0.000446663,2.47E-06,0.0002588,1.228,0.000149,0.02436,0.7666,3224
0.6349,0.0001775,0.000911342,0.004741,89.26,0.000753098,0.001774,0.003979465,0.000421971,5.15E-06,0.0003012,1.064,0.00008132,0.02249,0.8447,3224
0.6349,0.0001775,0.000726968,0.004741,89.26,0.000721961,0.001774,0.002432065,0.000370118,4.82E-06,0.0003023,1.085,0.00008912,0.02294,0.8349,3224
0.6349,0.0001775,0.00133391,0.004741,89.26,0.000578861,0.001774,0.003497898,0.000364727,1.00E-06,0.0001853,1.426,0.00007278,0.02279,0.8647,3224
0.6349,0.0001775,0.000751054,0.004741,89.26,0.000641399,0.001774,0.003609217,0.000484485,1.83E-06,0.0002362,1.298,0.0000386,0.02156,0.9639,3224
0.6349,0.0001775,0.001013941,0.004741,89.26,0.000647578,0.001774,0.004070356,0.000384813,1.00E-06,0.0001832,1.418,0.00008927,0.02284,0.8329,3224
0.6349,0.0001775,0.001463741,0.004741,89.26,0.00074598,0.001774,0.003946109,0.000357443,1.79E-06,0.0002351,1.302,0.00009515,0.02411,0.8326,3224
0.6349,0.0001775,0.000850118,0.004741,89.26,0.000624196,0.001774,0.002549619,0.000343826,3.30E-06,0.0002865,1.17,0.00007721,0.02189,0.8491,3224
0.6349,0.0001775,0.000937363,0.004741,89.26,0.000768536,0.001774,0.003498489,0.000411644,2.36E-06,0.0002275,1.232,0.0001336,0.0229,0.7773,3224
0.6349,0.0001775,0.001180193,0.004741,89.26,0.000571663,0.001774,0.003445792,0.000377984,1.97E-06,0.0002379,1.277,0.00007429,0.02266,0.8595,3224
0.6349,0.0001775,0.001418886,0.004741,89.26,0.000706533,0.001774,0.004311819,0.000379282,1.00E-06,0.0001688,1.426,0.00006409,0.02188,0.8774,3224
0.6349,0.0001775,0.000802294,0.004741,89.26,0.000702648,0.001774,0.003062733,0.000414111,1.00E-06,0.0001625,1.421,0.00005679,0.02273,0.906,3224
0.6349,0.0001775,0.000784382,0.004741,89.26,0.000774359,0.001774,0.002691124,0.000397701,7.07E-06,0.0003465,1.011,0.00006961,0.02363,0.8774,3224
0.6349,0.0001775,0.000692574,0.004741,89.26,0.000629774,0.001774,0.002750153,0.000346225,9.34E-06,0.0003368,0.9536,0.00006549,0.02205,0.8729,3224
0.6349,0.0001775,0.001036362,0.004741,89.26,0.0005362,0.001774,0.003614831,0.000406969,2.64E-06,0.0002687,1.219,0.00005214,0.02255,0.9171,3224
0.6349,0.0001775,0.000621313,0.004741,89.26,0.000683745,0.001774,0.002587478,0.000428855,6.79E-06,0.0003135,1.021,0.0000895,0.02287,0.8359,3224
0.6349,0.0001775,0.000769685,0.004741,89.26,0.000665632,0.001774,0.002572567,0.0003757,1.60E-06,0.0002172,1.32,0.00007018,0.02171,0.8674,3224
0.6349,0.0001775,0.000750283,0.004741,89.26,0.000771095,0.001774,0.002895714,0.000394636,1.48E-05,0.0003919,0.8361,0.00006582,0.02328,0.8953,3224
