"","V1","F","Kin","Kout","Ktr","k12","k21","V2"
"1",58083.5953298373,0.307802806046667,0.00474925553465867,42.5966492499256,0.00894816395524991,35.9092773289912,0.00168441269530532,97079.3531389719
"2",206488.330998802,0.592275529678601,0.0286503081774918,28.8591738364424,0.00714733247833052,31.7449452564638,0.00206933917694389,104461.160120354
"3",170722.398685787,0.742609576148197,0.00694037163630395,28.0450644228743,0.0104885002346363,104.041113969933,5.42195619514092e-05,54393.7749392462
"4",170513.30341791,0.662913828709733,0.00883739061486344,37.0895388141451,0.0110825693526959,45.048464258739,3.3352004166462e-05,97081.5642465268
"5",86427.025624711,0.354803967190236,0.00175023500207651,45.9222946455785,0.00181815787211073,71.9080314690869,0.0105099552365457,162341.012308926
"6",144363.364102973,0.394522516778016,0.00475896138530028,41.3458513282141,0.00212539682562551,51.4985126098126,0.00250997215293787,114816.638600809
"7",129484.703503729,0.760051369856521,0.0245595340350553,18.6553258072483,0.0233960928507702,58.0946872086187,9.96081558143082e-05,243210.932749048
"8",140596.993794853,0.330382525759243,0.0055065044809005,58.1628343007206,0.0139976761910974,31.8007415463378,0.00303882758333714,115249.103205573
"9",147129.140154684,0.85809144025139,0.00325403456226899,42.613028049737,0.00983123464387013,41.4201092637352,0.000327829178925381,63031.4926357868
"10",75164.3130546477,0.562997939717693,0.0123499802743837,28.145393156253,0.00457701066245889,57.8814436717664,0.00183124633591645,228643.479856886
"11",111118.445582551,0.702084080208922,0.00722680081411448,28.2690559887074,0.00227433009108426,22.6667630363188,9.54359317371924e-05,211616.390822012
"12",180242.596079852,0.623135932373425,0.0595224044742067,18.2402660168112,0.00468193861280312,63.6990944401598,0.00022339320238395,101660.237375533
"13",112228.471525837,0.9,0.0035219755602768,31.3752840985355,0.0234635153296233,36.4410787724745,0.00255505307869394,58765.6007990525
"14",126752.305347065,0.9,0.0014311947537981,37.2477546263425,0.00367791659380833,96.571053607814,0.00176019376207701,127927.807360968
"15",78404.0210439205,0.741235605925472,0.00146201415233091,25.4154461042978,0.00696402373620956,60.8899041284082,0.0020665307895749,149636.130438052
"16",126349.109726917,0.52248026566073,0.00747848244895194,32.8286883419114,0.0154911342329214,9.69180780847831,7.71877180268865e-05,146636.714677807
"17",119027.077539594,0.606239678880164,0.00428389203219754,24.0326276939452,0.00309251086864141,19.3931344274698,0.000555012702472474,128048.735330484
"18",192427.812266863,0.516925603675594,0.00632859159932217,29.7953661954859,0.00771056916405932,35.9625679596234,0.000242596795438749,69327.0091149704
"19",158497.493766765,0.629107363660168,0.00453409229525045,19.5929692557848,0.00216000180004659,92.7517273137371,0.000839145184454592,102888.929118663
"20",189001.36797237,0.402187323621938,0.00554019283766924,27.3694798845445,0.0107170449504197,13.1508252125567,0.00521424864360002,142324.1666665
"21",107565.490201993,0.635702434634157,0.0188808792303671,21.4490886361617,0.00775849969116508,81.371361737089,0.00115041181375202,144956.770737524
"22",200128.177711894,0.864941653099609,0.00460321525329481,33.0258921298193,0.0438388490243864,36.6706303839011,0.000149542126389145,72926.65026202
"23",90256.1214168213,0.812840084149985,0.00671722056384851,65.8488623356822,0.00442824112796149,22.8186854171346,0.000206811145109808,143178.684616514
"24",122887.037111027,0.9,0.0180285888368692,34.0915134838947,0.0150111264866792,17.5465496397092,3.89151409067993e-05,97746.3332722036
"25",153262.313961402,0.53992211218728,0.00600674137702083,27.5871385365583,0.00223204888565449,5.30349798870464,0.00166293338671243,78147.8014194261
"26",160638.291394817,0.88911251745454,0.00748582310014586,19.162520859361,0.0161251615534314,37.8416012431177,2.01386220539119e-06,76613.3713177986
"27",158117.662829311,0.841379960715875,0.00449295753296164,37.5362032810189,0.0128222767770858,48.3072318274432,0.0419364301232152,114866.147665545
"28",83011.2824270209,0.528199231884306,0.0134444251336209,26.666556195279,0.0119381994955135,52.2003123543386,0.000107233583950489,195321.552864679
"29",62591.2800646789,0.679191951218642,0.0242130366778997,31.8332395550685,0.00752773599775926,25.8459044243302,6.06122133714856e-05,145915.825936501
"30",80728.2432820802,0.471602052177006,0.0197756748010597,67.4913280331398,0.0144038073468657,55.1706447581664,0.000218465855908314,131067.021599966
"31",152824.552347143,0.660195122675542,0.0159125102505876,77.3655936522196,0.0241948069948204,132.469189297462,0.000430932766606233,101953.831790124
"32",185736.79462209,0.729296288212553,0.00334366494414127,42.4086992363299,0.0173909289054186,30.7388395469863,0.0114570542302768,99011.0136436862
"33",77664.8232179806,0.555077463569815,0.00695629287971888,33.5669589784488,0.0111805007031491,43.791006623065,0.000809832345912788,100262.188528677
"34",157229.108400807,0.755521744002108,0.00855434131549812,16.0777728048746,0.0430017556580521,23.4707218314626,0.000733850812102681,182854.767244894
"35",138661.096368896,0.738751625593194,0.0048027530064385,45.8819660896965,0.0542123127671561,28.2622288043146,0.000374658502310457,88608.3717462838
"36",222630.168976709,0.37013172511897,0.00495344311002464,30.8157403341926,0.0471313819128592,67.1895254704461,7.3395072260839e-05,92392.8055120053
"37",119689.098457079,0.434799027530079,0.0143660836848691,19.7229028979224,0.0105258848110157,38.3386848004695,8.3395560746178e-05,98008.2900560838
"38",203578.829599617,0.407687015796739,0.00388642555867978,36.1518549694757,0.0079962613916671,20.8030051968258,4.3422513078305e-05,68920.2861600984
"39",111562.599977985,0.497642409576797,0.00856340510462301,39.4477901241319,0.00858647833504913,8.92416168068243,0.0049776732885994,53811.5907335453
"40",194669.083652909,0.9,0.00561899499470099,11.5339010666812,0.00479846299368042,45.2204136411322,0.00984368692442777,100744.670419863
"41",153299.803695232,0.456292496340941,0.0112729812984254,47.4236220375438,0.0177931364531421,135.322672993694,0.0118834587028726,57860.2788260887
"42",94346.8621402304,0.407025999070595,0.0102817166810245,25.3233583555892,0.00237108529406091,33.0037230709499,0.000196796798653255,132371.675924151
"43",156428.557772322,0.9,0.00355250367483352,40.9226012742032,0.00501652718521235,125.379618997937,0.0013861952927048,171543.63550818
"44",76989.7663451135,0.749380672140761,0.00934292409454937,73.767760796032,0.0315567681224579,11.4604523439646,0.000316266578399827,62077.4561958693
"45",277907.101084303,0.574200783871039,0.00809698263705804,33.9313718476995,0.0038842184320877,44.0207159649745,0.000187065181535424,157510.39731608
"46",177272.272631833,0.890450312296127,0.00466438024580388,14.4280158604446,0.00984503254608413,37.8453751573167,0.00205187937109721,134552.826556231
"47",82709.1446173606,0.587727520456457,0.00930504180458906,40.11899591663,0.0156490643878883,91.7168623941975,0.0012539232233764,140526.805694501
"48",67904.762943511,0.9,0.0117004621813094,97.2991012089599,0.00251628491418312,11.0062689588468,0.00365232842012074,43412.7042291128
"49",98783.9655451394,0.504985859097709,0.0102984997049377,15.1395744824305,0.00351319085132845,33.7986918982111,6.8324208415719e-05,96096.2109431331
"50",110627.841421938,0.413655625570696,0.00213750718348972,46.3335462582437,0.0029535972430916,35.1331605466559,0.000142034121672789,57269.437821352
"51",89423.3445618451,0.374030513487227,0.0245233434502846,22.589348337803,0.0111453930670578,35.8373992523869,0.00802348866614548,117355.095843311
"52",131013.531378059,0.541056755658794,0.00125131701292264,17.2197043702756,0.0180190060324963,36.2548101133423,0.00304111565421586,56536.9015659571
"53",73856.3708866225,0.773302762525813,0.00339443739489736,49.6008870993181,0.0083652609503399,89.2337247800197,6.90361839190301e-05,100272.142231074
"54",155790.592976976,0.9,0.00664422655667034,27.5220880997812,0.00233175001543648,19.7322274381601,6.36575703265285e-05,100063.702194377
"55",173446.232004637,0.70614712339065,0.00471337668165464,26.7302443535508,0.0052192179051827,55.39777978351,0.000944949456758456,114639.348046792
"56",96087.5926987038,0.384795261882532,0.00420946660324756,14.1607481639592,0.000575583905980313,45.6474214394189,0.00303212582521873,119257.391622595
"57",93282.1128766343,0.457294469069249,0.00445691645559385,27.4924694051716,0.0079171281896346,111.545541095049,4.19138541994202e-05,112606.048238326
"58",71317.9099248096,0.369702361974504,0.0123764452909336,35.0366051692084,0.00778990518790548,73.6599480022253,4.79468581831538e-05,78898.7414421399
"59",60401.9093302589,0.449488353120069,0.0352277944433225,30.6977783816031,0.00410985877540456,79.0916663724548,0.00108029413102627,105066.175395028
"60",122178.778653471,0.671479792494515,0.00198331592886074,20.6845553957323,0.00354053653233985,53.2396132021697,3.54055237840691e-05,66507.3608447288
"61",89504.3384358263,0.502886332916443,0.00442947652268696,48.4766656602605,0.008972310492113,52.9514045527028,0.000533037252325566,115504.238389929
"62",104596.079118658,0.620449083147093,0.00319851352055384,38.3177132367579,0.0531243922210556,37.3473462654944,0.000469636206293839,137870.744386106
"63",59816.3363690923,0.811850570016993,0.0211544823492747,50.6563402899236,0.00303504828670502,131.163609721641,0.000576117321093657,130155.554899307
"64",298405.951646783,0.322470943451906,0.00869604650305013,34.7730503981955,0.00615590715023098,11.940919297208,0.000377297543153829,170844.078604729
"65",194125.200303799,0.469609685347197,0.00185927067685809,34.3995138237318,0.00378845917088356,56.4037170959501,0.0147025864950227,108361.909632174
"66",158720.834415527,0.296137529861721,0.00380161731767614,33.6095133881543,0.00223642325831177,18.3393116254841,0.000182735068607524,65693.4910655346
"67",115472.091948433,0.364547808738558,0.00211546323140164,25.1358305316797,0.0389360848447439,23.2098785980273,1.76911819124507e-05,68047.3286400251
"68",158333.627241088,0.581271025367005,0.00327714985076921,26.9584048363032,0.0106506996234357,36.9983401688374,0.00028612952944325,70737.6657180879
"69",213910.114166461,0.437828501970315,0.00708438447048633,48.780363604151,0.0049472505996875,37.3017926910706,0.044200283003713,133911.566263725
"70",96985.3505682278,0.67592965227846,0.00471749805063453,35.1341165218183,0.00865666157775159,70.6310564640882,0.000255721242349105,67373.7079129948
"71",162808.612550915,0.835207073306898,0.00576264678324366,28.166707095146,0.00806111881578474,39.181408538905,0.0136975079674031,114613.41156767
"72",106287.921805017,0.610973662662985,0.00599046288407693,92.2257844673336,0.00893249344768946,53.5138957649748,7.99203056793882e-05,107864.829069338
"73",121616.934042052,0.379587194192571,0.00802152187033403,28.455077644998,0.00378637028710256,78.3207743224073,0.00114897562744429,68400.2243478273
"74",209091.995456056,0.682286784464566,0.00852681463373737,86.0472684216826,0.0170558296942112,47.9771008768702,0.000384518966775728,144002.987167278
"75",188352.5377708,0.549552638017647,0.0110465176899224,16.3096186105584,0.00360965735152816,70.3886915154399,0.000163670718157165,94995.7834401922
"76",151840.609660674,0.9,0.00634425918997365,27.1925398428975,0.0117017411228562,31.1058440788109,0.00550401151764799,146470.067462666
"77",59712.9103702435,0.9,0.00870154945676736,21.1828703333411,0.0107857104528886,34.7553114655245,3.34618757978826e-05,133834.817403508
"78",146745.4956579,0.617491213750147,0.00540547194936297,32.3727845831565,0.0169807884171343,166.657601541287,0.0011211552254913,70012.2052052559
"79",102432.359578184,0.680555079209505,0.00439227965564441,25.463419806911,0.014654900080496,79.386651138713,0.000520667161523093,138074.540607587
"80",166328.006982237,0.437157716244552,0.00394520763196934,96.0302779439751,0.00951945709532112,174.433680032395,0.00023572630347852,52825.5280541472
"81",94437.5645108443,0.504414275248327,0.00162929139652587,22.9655331283473,0.0140579605213436,53.76407493054,0.0193153451445299,106118.03184355
"82",118229.857095639,0.615401173671642,0.0156422902487507,30.6160940508115,0.00705281001048008,72.434603393891,1.76874219414922e-05,101387.896477338
"83",110090.79912696,0.555049602747869,0.00272156001944605,23.1828785390959,0.0041933181588663,11.0929580739952,0.0241739561527309,88544.1352054241
"84",215280.232958732,0.637586606647377,0.0131104840829808,29.351910710182,0.00348833116026113,46.3423592538468,0.000500427069507245,144643.611097183
"85",189052.479069214,0.9,0.00491914087747239,21.8131605551777,0.0199573868012024,42.7149892477458,0.0197646877073921,142069.931140759
"86",151584.504067842,0.801077464817336,0.00861890026708664,18.7122069268068,0.00705251359217069,83.6215503320574,0.000772627975548256,97141.6337394638
"87",104281.100674831,0.558326540002537,0.00260527162397468,48.7614408854283,0.00510606440816657,22.4236570867114,0.000224765906083065,170805.438561898
"88",65162.8737089744,0.427113486037647,0.00240779340800868,20.6634070160969,0.0147163487691663,14.4947178058055,0.00256833159394894,118355.207039205
"89",120037.759465695,0.678093760158512,0.00894153901103023,63.2383471085969,0.0181874723724081,24.4620815268007,0.00183353590168196,153264.283734182
"90",79163.5089047514,0.828557410196012,0.0177757424726252,15.6164926146091,0.0088283911644172,67.4872978947163,0.00305041937134888,128840.060757956
"91",82196.7237690516,0.838625798825741,0.00609233484679027,39.3125724480233,0.00208015299769217,13.5224018773085,9.50898407896688e-06,100656.131124745
"92",53818.597403911,0.9,0.017583436855797,16.2932919841155,0.0206170594997705,112.915870591888,0.000282680994631418,78992.6856892083
"93",100533.958358266,0.552363325387787,0.0060816933628964,42.6651890113285,0.00488807834175471,33.9306044031004,0.000477554438547918,99126.8881136073
