"","V1","F","Kin","Kout","Ktr","k12","k21","V2"
"1",167373.257824692,0.519690076007834,0.000167436692887472,32.6489775854478,0.0169428526501203,224.692469383895,0.106292822379899,523919.0326782
"2",185096.956292916,0.327324482913484,0.0384694308196995,29.0773678169619,0.00558848461439812,868.222362775491,0.0664761951297047,268990.21401292
"3",47470.6472072942,0.580933516500203,0.00230503673084004,30.6465900870413,0.00713457792689365,186.500700526512,0.0260150467648521,193593.347768716
"4",261984.336625472,0.9,0.0023681545540626,29.5325729829816,0.00271317848760888,1141.90132360474,0.0442868346520264,970682.747795054
"5",200455.425011438,0.9,0.0014929771658116,17.2122074391644,0.00966132942693544,1053.3229497783,0.00572789641410179,320165.9326366
"6",224610.456599717,0.427698442941592,0.00518133561037123,47.1914936528409,0.00316158695225313,1067.6843888061,0.0404790442017876,196738.021770063
"7",109314.97657996,0.459973900934754,0.0107879995130574,56.3085818560823,0.00774081753942324,499.807461233234,0.103384316497659,152380.284788418
"8",99955.8664475244,0.695824150482628,0.00541304639842068,33.2064009368861,0.0183336595722876,1021.59021999434,0.0225230962114369,610494.570281405
"9",402986.092596316,0.9,0.000963603863219461,28.2429606894873,0.00197707010905474,445.485831009024,0.0315412701131388,460353.198629903
"10",88894.4412372718,0.9,0.00735305991392262,28.4701374278237,0.0123127152859825,546.105261537621,0.0171594621186139,181605.438414148
"11",130678.989288307,0.529038337770901,0.00185587536166988,19.751949411631,0.00617150979852764,953.354660494802,0.0691309328136926,365668.651206967
"12",307005.020728103,0.9,0.00808188993963315,51.9464663593739,0.018547915128916,509.267405189059,0.00885277399262447,276410.480355978
"13",299573.266006123,0.519917389026861,0.00197314781514568,43.6148960058237,0.000724214379062531,282.013895039992,0.00967666003581096,399237.080482836
"14",84324.2838958377,0.351642473382056,0.0243805539906266,42.2159637577746,0.00721460827368592,600.709775152564,0.0354127285671965,266647.4009982
