kout,k12,k13,k21,k31,A1,B1,n,A2,B2,n2
0.002105169,0.003327994,0.003196279,0.003024155,0.000221688,3.28E-05,0.003374,0.8641,0.0001783,0.02796,0.8203
0.002065576,0.003148006,0.003259704,0.001660206,0.000218772,3.82E-05,0.003732,0.849,0.0001512,0.03352,0.8525
0.001940791,0.002955459,0.004383223,0.002570978,0.000227093,2.78E-05,0.003227,0.8941,0.0001819,0.04718,0.8605
0.002125083,0.00240443,0.002799595,0.002722662,0.000218289,3.49E-05,0.003258,0.8465,0.0001635,0.03242,0.8444
0.00192302,0.003232651,0.002924647,0.003837157,0.000225577,3.54E-05,0.003399,0.8509,0.0001682,0.03966,0.8613
0.001989975,0.002885384,0.003224489,0.002327422,0.000255441,3.76E-05,0.003535,0.8508,0.0001507,0.02652,0.8526
0.003390099,0.003025163,0.003536754,0.001767359,0.000240898,3.54E-05,0.003416,0.8531,0.0001386,0.02764,0.8603
0.00190638,0.003026414,0.004168986,0.001166183,0.000224968,4.17E-05,0.003411,0.8215,0.0001444,0.03355,0.8593
0.002215982,0.00307779,0.00334662,0.002152276,0.000186177,3.51E-05,0.003562,0.8603,6.46E-05,0.02366,0.9545
0.002052701,0.002722108,0.003340946,0.001731485,0.000216818,3.69E-05,0.003704,0.8552,0.0001652,0.05267,0.8896
0.003466789,0.003367284,0.003288625,0.002130977,0.000183036,3.14E-05,0.003309,0.8753,0.0002124,0.04759,0.8396
0.001900923,0.00297566,0.003222627,0.005721185,0.000261378,3.47E-05,0.003493,0.8572,9.53E-05,0.02612,0.9002
0.002167126,0.003412178,0.002782419,0.001968702,0.000239303,3.26E-05,0.003371,0.8658,0.0001932,0.05405,0.862
0.002537296,0.004907579,0.003880369,0.002096828,0.00025856,3.96E-05,0.003615,0.8408,0.0001626,0.03835,0.8558
0.002052439,0.004340045,0.003503314,0.002363117,0.000207442,2.90E-05,0.003255,0.8834,0.0002153,0.04096,0.8246
0.002329763,0.003934682,0.003920671,0.002390617,0.000224181,3.76E-05,0.003484,0.8429,0.0001222,0.03287,0.8978
0.00222355,0.003631016,0.003749687,0.001721601,0.000222326,3.48E-05,0.003617,0.8608,0.0001445,0.04064,0.8743
0.001918192,0.002859205,0.002816712,0.002262851,0.000219165,3.57E-05,0.003621,0.8559,8.54E-05,0.02234,0.9138
0.001880494,0.002437723,0.004154906,0.00204736,0.000233808,3.50E-05,0.003365,0.8561,0.000102,0.03465,0.9205
0.001573868,0.00297993,0.003765593,0.002048985,0.000188953,3.56E-05,0.003607,0.8597,0.0001262,0.03697,0.8892
0.001926991,0.00332326,0.003704474,0.002897748,0.000223761,4.53E-05,0.003425,0.8092,0.0002165,0.04057,0.8268
0.002674528,0.004035839,0.003708581,0.002913711,0.000238981,3.27E-05,0.003352,0.8618,0.0001143,0.04135,0.9126
0.001946178,0.00292274,0.00479632,0.002588367,0.000274063,3.28E-05,0.003499,0.869,0.0002018,0.0392,0.8276
0.001724907,0.003104203,0.004136331,0.001460424,0.000213138,3.28E-05,0.003426,0.8699,0.0001527,0.04267,0.8849
0.002589358,0.002975445,0.003636976,0.003906987,0.000228662,3.26E-05,0.003462,0.8676,0.0002514,0.05803,0.8421
0.001634192,0.003904792,0.003713511,0.00306151,0.000216667,3.68E-05,0.003414,0.8447,0.0001551,0.03285,0.8445
0.001905229,0.002946753,0.003931734,0.001624077,0.000193469,3.59E-05,0.003417,0.8485,0.0001132,0.03262,0.8923
0.001694353,0.002516108,0.003866496,0.002844827,0.000253784,3.93E-05,0.003566,0.838,0.0002662,0.04645,0.8026
0.002748531,0.003391175,0.003383824,0.002082382,0.000233987,3.10E-05,0.003342,0.8749,0.0001952,0.03199,0.8256
0.002501101,0.002252148,0.002823576,0.001731361,0.000211874,3.56E-05,0.00353,0.8567,0.000133,0.02693,0.8564
0.001991398,0.00233648,0.003817047,0.002307146,0.000255508,3.37E-05,0.003489,0.8637,0.000132,0.04706,0.9061
0.001873393,0.003762971,0.00336985,0.001469192,0.000191005,2.64E-05,0.003407,0.9039,0.0001153,0.03269,0.8931
0.002278617,0.003192802,0.004399611,0.002813609,0.000194644,3.63E-05,0.003374,0.8457,0.0001302,0.02787,0.8557
0.001962498,0.003583715,0.005379822,0.002881707,0.000190158,2.88E-05,0.003148,0.8756,0.00021,0.04138,0.8447
0.002384387,0.003689974,0.003327236,0.003146654,0.000251117,4.16E-05,0.003699,0.8332,0.0002209,0.04202,0.8092
0.001796558,0.002636875,0.003848327,0.003050173,0.000191939,3.73E-05,0.003457,0.8452,0.0001327,0.03893,0.8867
0.00232663,0.003004321,0.003978977,0.002065612,0.000232566,3.90E-05,0.003653,0.8448,0.0002043,0.04679,0.8488
0.00168211,0.002548914,0.004410137,0.002117361,0.000221703,3.73E-05,0.003552,0.8505,7.00E-05,0.02832,0.9505
0.001959265,0.002713469,0.003556597,0.002555642,0.000225128,3.74E-05,0.00332,0.8384,0.0002003,0.03237,0.8164
0.001732115,0.002624464,0.00338727,0.001607489,0.000234625,2.98E-05,0.003406,0.882,0.0001417,0.03238,0.8633
0.001905895,0.003361693,0.003589196,0.003053998,0.000213667,3.92E-05,0.0037,0.8421,0.0001207,0.04016,0.898
0.001616547,0.00304021,0.003672896,0.002552103,0.000221945,3.81E-05,0.003469,0.838,0.0001822,0.03446,0.8205
0.002413719,0.003203582,0.003633804,0.002405307,0.000286059,3.87E-05,0.003462,0.8388,0.0001905,0.04981,0.861
0.002383418,0.00324841,0.00332558,0.003025823,0.000226008,3.54E-05,0.003465,0.8544,0.0001325,0.032,0.8632
0.002111702,0.00343255,0.003978698,0.003113913,0.000264343,3.61E-05,0.003425,0.8507,0.0001096,0.03084,0.8978
0.0021396,0.00282141,0.00367834,0.003058192,0.000239223,4.15E-05,0.00368,0.8317,0.0001622,0.05014,0.8879
0.002082351,0.002212023,0.002713194,0.001453347,0.000213279,3.46E-05,0.003581,0.8633,0.0002207,0.04183,0.814
0.001598912,0.002907677,0.003808962,0.002762626,0.000269334,3.89E-05,0.003532,0.8322,0.0001348,0.03578,0.8833
0.001883216,0.002785189,0.005224003,0.002303618,0.000212597,3.77E-05,0.003736,0.8541,0.0002853,0.0331,0.7594
0.001888595,0.003969714,0.003926989,0.001429445,0.000255559,4.34E-05,0.004031,0.8329,0.0001097,0.03425,0.9004
0.002704625,0.002912831,0.003709811,0.002771341,0.000238972,3.25E-05,0.003475,0.8661,9.55E-05,0.02175,0.9001
0.001995904,0.007667828,0.003633775,0.002352301,0.00023085,3.24E-05,0.00326,0.8598,0.0001777,0.04007,0.8615
0.001733748,0.004155455,0.002962067,0.002137082,0.000253837,3.93E-05,0.003756,0.8426,9.35E-05,0.03306,0.9251
0.002298055,0.003947121,0.00319896,0.002439012,0.000251461,3.00E-05,0.003355,0.8809,0.0002453,0.04467,0.8225
0.002195083,0.002022771,0.00332791,0.002514638,0.000229164,3.97E-05,0.00352,0.8315,0.0001662,0.04014,0.8675
0.001784936,0.003079581,0.002651854,0.001685369,0.000238581,3.68E-05,0.003612,0.8504,0.0001534,0.03683,0.8472
0.00234622,0.002417969,0.003173954,0.002171217,0.000260023,3.56E-05,0.003469,0.8495,0.0001785,0.03009,0.8136
0.001802621,0.003725839,0.003638314,0.002894858,0.000200219,3.22E-05,0.003331,0.8632,8.49E-05,0.03604,0.9463
0.002421422,0.002664245,0.003352401,0.001880906,0.000216071,3.87E-05,0.003766,0.8468,0.0002168,0.0321,0.8017
0.00236051,0.003852216,0.004941068,0.003044844,0.000236749,3.72E-05,0.003474,0.8448,0.0001183,0.03428,0.8939
0.002109666,0.003242667,0.003814236,0.001914541,0.000213794,3.50E-05,0.003662,0.8598,0.0001615,0.04039,0.8561
0.002215815,0.004344247,0.002960267,0.002655334,0.000314108,4.10E-05,0.003539,0.8302,0.0001361,0.04356,0.8913
0.001925879,0.002871226,0.004555742,0.001644843,0.000239585,4.19E-05,0.003436,0.8191,0.0001312,0.05365,0.9108
0.002357202,0.002941132,0.004434732,0.002295495,0.000230863,3.98E-05,0.003629,0.8383,0.0003192,0.05189,0.7883
0.002043349,0.00295524,0.003826198,0.001891296,0.000226976,3.89E-05,0.00352,0.8389,0.0001111,0.03488,0.897
0.002743471,0.003737644,0.003545199,0.002676405,0.000221673,3.50E-05,0.00331,0.8518,0.0001403,0.03912,0.8881
0.002089647,0.002949948,0.003044497,0.002492819,0.000264305,4.03E-05,0.003866,0.8412,0.0003329,0.05553,0.7933
0.00155317,0.005735876,0.003711898,0.001556755,0.000216887,3.84E-05,0.003495,0.8388,0.0001366,0.02798,0.8584
0.002316166,0.003499916,0.005379599,0.002159816,0.000238822,4.28E-05,0.003697,0.828,0.0001812,0.03766,0.8366
0.002244145,0.002931519,0.003720883,0.002764391,0.000216366,3.52E-05,0.003302,0.8475,0.0001324,0.04049,0.8925
0.001547851,0.003460202,0.004451987,0.00203849,0.000242585,4.37E-05,0.003878,0.828,0.0001447,0.02636,0.8424
0.00169982,0.002474462,0.003164993,0.001655419,0.00022594,3.90E-05,0.003857,0.8531,0.0002231,0.03905,0.8049
0.001999388,0.00381616,0.00351591,0.001542963,0.00020862,3.08E-05,0.003432,0.8761,0.0001596,0.03289,0.8547
0.00203274,0.002023872,0.004239023,0.002810606,0.000217544,3.28E-05,0.003542,0.8692,0.0001067,0.0332,0.8974
0.00156944,0.003790971,0.005093808,0.002357943,0.000204807,4.31E-05,0.003714,0.8286,0.000258,0.047,0.8116
0.001753177,0.003139962,0.003254801,0.002951994,0.000248684,3.14E-05,0.003344,0.8703,0.0001347,0.02653,0.8612
0.001859279,0.003517477,0.004941348,0.002801529,0.000225785,3.73E-05,0.003686,0.8476,0.0002397,0.0537,0.8429
0.001724084,0.003888687,0.004313469,0.002031221,0.000290299,3.79E-05,0.003466,0.8405,8.79E-05,0.02575,0.9084
0.002070697,0.003556545,0.003294761,0.002357827,0.000174929,4.57E-05,0.003989,0.8279,0.0002339,0.04717,0.8403
0.001924228,0.004363032,0.003021981,0.002661128,0.000216411,3.19E-05,0.00341,0.8685,0.0002351,0.04964,0.8234
0.001800782,0.004271048,0.00406672,0.002154511,0.00022193,3.51E-05,0.003732,0.8618,0.0002088,0.03605,0.8193
0.002027712,0.003633175,0.003814461,0.002421926,0.000214826,3.08E-05,0.003349,0.8714,0.0001415,0.02497,0.8518
0.001655582,0.003031927,0.004158824,0.001934197,0.000247742,3.39E-05,0.003613,0.8639,0.0002289,0.06091,0.858
0.002156337,0.003580279,0.00390994,0.002353766,0.000253355,3.74E-05,0.003599,0.8497,0.0001889,0.04882,0.8695
0.001764516,0.00380616,0.003786175,0.002329695,0.000212572,3.82E-05,0.003707,0.8494,0.0001471,0.04644,0.8887
0.001767426,0.003501438,0.003837522,0.002054598,0.000242167,3.91E-05,0.003571,0.8412,0.0001531,0.03189,0.8517
0.001797283,0.002837978,0.002977334,0.001705467,0.000261586,3.04E-05,0.003317,0.8801,0.0002377,0.04812,0.8209
0.001738293,0.003005067,0.003893001,0.00352419,0.000242538,3.63E-05,0.0037,0.8574,0.0003924,0.05902,0.7813
0.001735169,0.004104937,0.004589233,0.003041318,0.000195543,3.63E-05,0.003473,0.8521,0.0001795,0.03179,0.8349
0.001639173,0.003516324,0.00437651,0.003059439,0.000260435,3.64E-05,0.00352,0.8475,0.000314,0.06885,0.8237
0.001990107,0.003211436,0.003723131,0.001853005,0.000207241,3.72E-05,0.003465,0.8412,0.0001612,0.04228,0.8659
0.003269596,0.002430401,0.003062111,0.002327893,0.000233092,3.64E-05,0.003545,0.8467,0.0001308,0.03499,0.8787
0.001891553,0.003092238,0.003655679,0.001943293,0.000222548,2.95E-05,0.003465,0.8861,0.000101,0.04041,0.9302
0.001822572,0.002527672,0.003637602,0.003350681,0.00024629,3.31E-05,0.003495,0.8638,0.000195,0.04002,0.8273
0.003126196,0.003465632,0.003596708,0.001543084,0.000235387,3.53E-05,0.003523,0.8531,0.0002613,0.07417,0.8621
0.00144618,0.003234347,0.003422295,0.001720981,0.000242949,3.30E-05,0.003333,0.8617,6.77E-05,0.03899,0.9739
0.001546193,0.003527447,0.004337024,0.001595153,0.000251478,3.28E-05,0.003388,0.8627,0.0001269,0.04277,0.8903
0.001673161,0.002706762,0.003663404,0.001764454,0.000239169,3.70E-05,0.003582,0.8497,0.0001931,0.03777,0.8299
0.002038186,0.00267419,0.00342859,0.002463334,0.000260707,3.75E-05,0.003353,0.8404,0.0001933,0.05011,0.8699
0.002038046,0.002794734,0.003910299,0.001471237,0.000222665,3.81E-05,0.003685,0.8448,0.0001291,0.03761,0.8933
0.00183264,0.002960076,0.004854661,0.001944726,0.000203369,3.82E-05,0.003505,0.8431,0.0001837,0.03948,0.8443
0.00220898,0.002671869,0.00354801,0.002763622,0.000220258,2.68E-05,0.0033,0.8925,9.68E-05,0.04022,0.9427
0.001815752,0.003611156,0.00345821,0.001974063,0.000227986,3.39E-05,0.003472,0.8587,0.0001161,0.03333,0.8953
0.002333987,0.002672262,0.004733605,0.00267321,0.000219544,4.69E-05,0.003692,0.808,0.0002353,0.0343,0.7948
0.002399661,0.00239287,0.005008058,0.001513078,0.000224806,3.65E-05,0.003591,0.8534,0.0002716,0.06526,0.8428
0.002166028,0.004169354,0.004313725,0.002784527,0.000233812,3.60E-05,0.003345,0.8471,0.0001103,0.03233,0.904
0.00193859,0.002805933,0.003130615,0.002981336,0.000260412,3.48E-05,0.003392,0.8538,0.0001581,0.03096,0.8457
0.001641845,0.003553144,0.003642109,0.00195256,0.000311065,3.70E-05,0.003751,0.8541,0.0001566,0.03853,0.8664
0.00220311,0.002204052,0.002848527,0.002737169,0.000237456,3.51E-05,0.003482,0.8555,0.0002353,0.04671,0.8283
0.001540021,0.002775131,0.002839993,0.003484914,0.000225471,3.55E-05,0.003407,0.8491,6.90E-05,0.04702,1.002
0.002291731,0.003250487,0.00362744,0.00236944,0.000227322,3.82E-05,0.003582,0.8452,0.0001811,0.02775,0.8271
0.002146117,0.003231463,0.003735124,0.003087075,0.000226492,4.23E-05,0.003654,0.8273,0.000179,0.03445,0.8335
0.002326902,0.003260624,0.003953839,0.0026927,0.00024065,3.49E-05,0.003487,0.8534,0.0002178,0.05296,0.8445
0.002111368,0.003186203,0.004504422,0.001513423,0.000280462,4.32E-05,0.003886,0.831,0.0002204,0.0416,0.813
0.002447071,0.003768962,0.004025493,0.003661655,0.0002614,3.75E-05,0.00343,0.8411,0.0001338,0.03542,0.8898
0.001924554,0.002791407,0.00351722,0.002452921,0.000242351,4.18E-05,0.003649,0.8251,0.0001245,0.03584,0.8743
0.00245532,0.002973151,0.003480625,0.002048587,0.000242696,3.29E-05,0.003391,0.864,0.0001269,0.03316,0.8891
0.002297975,0.003684297,0.003148895,0.002472723,0.000236538,3.53E-05,0.003477,0.8534,0.0001268,0.03302,0.8798
0.0028742,0.002891983,0.00286863,0.002293314,0.000214009,3.46E-05,0.003377,0.8526,8.62E-05,0.02819,0.9221
0.001656364,0.002682893,0.002675672,0.00260194,0.000237481,3.99E-05,0.003606,0.836,0.0001696,0.04962,0.8711
0.001491797,0.002716168,0.003229252,0.001705357,0.000236781,3.26E-05,0.003268,0.8626,0.0001993,0.03799,0.8334
0.001998194,0.002156152,0.00527373,0.002049545,0.000222227,3.46E-05,0.003546,0.8631,0.0001581,0.04542,0.884
0.002161958,0.003066857,0.003289187,0.001988514,0.000230194,3.29E-05,0.003315,0.8612,0.0002611,0.05054,0.8161
0.001769548,0.002148205,0.003720395,0.001733296,0.000224534,4.26E-05,0.003605,0.8271,0.0001959,0.02269,0.782
0.00233929,0.003727603,0.003091228,0.002601325,0.000240405,3.91E-05,0.003493,0.838,0.0001576,0.02764,0.8328
0.001824859,0.003724852,0.003262889,0.00206155,0.000216832,4.24E-05,0.003669,0.8292,0.0001415,0.03437,0.8695
0.001735176,0.002569576,0.003814526,0.002923738,0.000253387,3.35E-05,0.003663,0.869,0.0001134,0.03428,0.8828
0.001534538,0.004879081,0.003183455,0.001539796,0.000188127,3.61E-05,0.003396,0.8476,0.0002373,0.03867,0.8041
0.001588699,0.002084439,0.003438855,0.001745334,0.000251425,3.85E-05,0.003446,0.8371,0.0001247,0.04151,0.9031
0.001903437,0.003597132,0.004644609,0.002130962,0.000252458,3.06E-05,0.003492,0.8812,0.0002027,0.03672,0.8331
0.002023358,0.003904691,0.003553615,0.002893769,0.000223782,3.48E-05,0.003314,0.8499,0.0003332,0.04501,0.7723
0.001976979,0.003760258,0.004355542,0.002258812,0.000201324,3.42E-05,0.003372,0.8568,0.0002148,0.03474,0.8015
0.001784843,0.003235971,0.002828612,0.001568168,0.000209417,3.52E-05,0.003306,0.8487,0.0001311,0.03873,0.9146
0.001822948,0.003118065,0.004224207,0.002829511,0.000251907,3.21E-05,0.003509,0.8719,0.000197,0.0313,0.8228
0.001853587,0.004713975,0.004033793,0.00231501,0.000232768,3.48E-05,0.003543,0.8637,0.0001284,0.0485,0.9334
0.001256757,0.005301339,0.003983377,0.004700455,0.000251913,4.33E-05,0.003735,0.8308,0.0001281,0.03281,0.8696
0.00215531,0.003308412,0.003006637,0.003189804,0.000247733,3.53E-05,0.003321,0.8489,0.000211,0.0498,0.847
0.001739718,0.003510816,0.003380462,0.002511082,0.000218191,4.04E-05,0.003597,0.8362,0.000169,0.05294,0.8865
0.002093622,0.00345606,0.003855513,0.001408192,0.000248982,3.43E-05,0.003341,0.8532,0.0001002,0.04205,0.9339
0.001709247,0.002636419,0.004543078,0.002352508,0.00024695,3.85E-05,0.00363,0.8446,0.0001751,0.03457,0.8399
0.001803345,0.002959435,0.003102165,0.005006882,0.000211081,2.74E-05,0.003342,0.8961,8.93E-05,0.04018,0.9553
0.001808808,0.00267379,0.004250502,0.002188487,0.000211044,4.65E-05,0.003861,0.8167,0.000146,0.02816,0.8344
0.002106388,0.003053826,0.004025879,0.002675026,0.000236825,4.03E-05,0.003523,0.8345,0.0003612,0.05918,0.7717
0.001514077,0.003089323,0.004661982,0.002061462,0.000206574,3.66E-05,0.003474,0.8491,0.0002317,0.04998,0.8268
0.002216651,0.003851672,0.00325792,0.003825565,0.000193128,3.07E-05,0.00323,0.8738,0.0002112,0.066,0.8701
0.002482693,0.003390787,0.00535368,0.003402203,0.000272666,3.83E-05,0.003686,0.8457,0.0001765,0.05156,0.8702
0.001948936,0.003058171,0.002922536,0.002027064,0.000204355,3.64E-05,0.003835,0.86,0.0002155,0.03936,0.8164
0.0016588,0.002628068,0.003820411,0.003091344,0.00022999,3.26E-05,0.003306,0.8596,0.0002097,0.04485,0.8538
0.002052462,0.003241425,0.004941119,0.002493,0.000208968,3.57E-05,0.00348,0.855,0.0001561,0.03197,0.8341
0.002171438,0.003725203,0.003995537,0.002745758,0.000206179,3.36E-05,0.00342,0.8592,0.0001233,0.0338,0.8875
0.002125811,0.00278621,0.003068374,0.002162343,0.000261547,3.50E-05,0.003508,0.8602,0.0001502,0.03704,0.8734
0.002282771,0.003159941,0.00405994,0.001967799,0.000287461,3.33E-05,0.003633,0.8677,8.92E-05,0.02649,0.9031
0.002138604,0.003354598,0.004166845,0.002378954,0.000239031,3.60E-05,0.003548,0.8538,0.0001786,0.04065,0.847
0.001761567,0.002757217,0.003756527,0.001746469,0.000206154,3.57E-05,0.003428,0.8481,0.0001178,0.03195,0.8859
0.003050267,0.003132776,0.002839766,0.001789737,0.000198768,3.65E-05,0.003448,0.8487,0.0001831,0.02725,0.8243
0.00214106,0.002744874,0.003587374,0.001480992,0.000220902,3.81E-05,0.003461,0.8415,0.0001399,0.0274,0.8539
0.001834679,0.003662001,0.003656458,0.002783008,0.000220979,4.21E-05,0.003685,0.829,0.0003157,0.05072,0.7873
0.001863776,0.003037041,0.003597793,0.001828712,0.000287805,3.57E-05,0.00361,0.8597,0.0001137,0.03861,0.9045
0.002153442,0.002475751,0.004147378,0.002272315,0.000232069,3.69E-05,0.003563,0.8515,0.0003284,0.02907,0.7409
0.002350732,0.003291391,0.003351489,0.002176316,0.000206208,3.68E-05,0.003531,0.8471,9.28E-05,0.04257,0.9406
0.002001607,0.00335149,0.003205141,0.001763254,0.000260992,3.48E-05,0.003547,0.8626,0.0001653,0.03051,0.8511
0.001782719,0.002360382,0.003486618,0.002079205,0.000206494,3.48E-05,0.003566,0.8577,0.000224,0.03901,0.8122
0.001825087,0.002520271,0.00382744,0.00257928,0.000251715,4.11E-05,0.00386,0.836,0.000116,0.0348,0.8965
0.001695031,0.003094192,0.003259612,0.002657716,0.000225741,3.55E-05,0.003611,0.8606,7.69E-05,0.03872,0.9589
0.001797275,0.003721347,0.002876994,0.00288793,0.000239503,4.26E-05,0.003699,0.8303,0.0002759,0.04907,0.8106
0.001754777,0.003057732,0.003482668,0.003457072,0.000236948,3.71E-05,0.003775,0.8569,0.0003257,0.05994,0.7988
0.002697921,0.002209508,0.003269678,0.00180926,0.000238464,3.58E-05,0.003614,0.8589,0.0001788,0.0291,0.8286
0.002334137,0.003102846,0.003697959,0.001856213,0.000222778,3.53E-05,0.003349,0.849,0.0001827,0.04286,0.849
0.002410966,0.002509084,0.00376377,0.002387488,0.000296556,3.72E-05,0.003737,0.8526,0.0001945,0.02615,0.7932
0.002221727,0.002616697,0.003526723,0.00262674,0.00023781,4.07E-05,0.003565,0.8291,0.0002532,0.03697,0.791
0.001935112,0.003584804,0.00291062,0.00146808,0.000215037,3.28E-05,0.003502,0.8669,0.0001687,0.03769,0.8626
0.002349733,0.003065018,0.00298528,0.001799915,0.000205923,4.13E-05,0.00385,0.8359,0.0001551,0.03457,0.8537
0.002404319,0.002358045,0.003206425,0.002276013,0.000193295,3.67E-05,0.003692,0.8545,0.0001341,0.04983,0.9064
0.002262508,0.003349585,0.004893727,0.002934875,0.000256998,3.60E-05,0.003625,0.8555,0.0002726,0.04641,0.8025
0.001678151,0.004519661,0.003954025,0.002676247,0.000218729,3.56E-05,0.003617,0.8605,0.0001251,0.03242,0.8902
0.002262442,0.003138052,0.005076221,0.002496064,0.000236035,3.70E-05,0.003531,0.8452,9.38E-05,0.03228,0.9176
0.001833009,0.003607619,0.00284915,0.00269511,0.000206561,3.10E-05,0.003253,0.8707,0.000204,0.04228,0.844
0.00205414,0.003645417,0.004392102,0.002935101,0.000220384,3.47E-05,0.003326,0.8546,0.0001878,0.0484,0.8594
0.002461816,0.00353729,0.003884139,0.003811587,0.000226007,3.26E-05,0.003437,0.8665,0.0001217,0.02634,0.8657
0.001813645,0.003021444,0.004305329,0.002167721,0.000232754,3.19E-05,0.003207,0.8624,0.0001058,0.03175,0.8945
0.001601105,0.002948916,0.002552492,0.002707233,0.000205158,4.74E-05,0.003491,0.8043,0.0001515,0.05409,0.9045
0.002246487,0.00293989,0.00453391,0.00195885,0.000236905,4.28E-05,0.003723,0.8303,0.0001647,0.03743,0.8659
0.001814469,0.003148671,0.003096912,0.001827135,0.000241928,3.60E-05,0.003261,0.8449,0.0001589,0.03382,0.8601
0.00356905,0.002261981,0.00445785,0.002676892,0.000217876,4.18E-05,0.003675,0.8305,0.0001365,0.03162,0.8587
0.002019108,0.002451398,0.004395554,0.002750474,0.000220739,3.76E-05,0.003501,0.8431,0.0002019,0.05158,0.8368
0.002069787,0.003696698,0.004446111,0.00202437,0.000221741,3.54E-05,0.003413,0.8522,0.000231,0.06037,0.8592
0.002623393,0.002982943,0.003597265,0.003982437,0.00022141,3.63E-05,0.003431,0.8458,0.0001167,0.04051,0.9102
0.001707832,0.003289834,0.004504589,0.002867712,0.000217532,3.54E-05,0.003553,0.8553,0.0001298,0.03274,0.883
0.001724747,0.004391641,0.002718085,0.002799482,0.000261417,3.51E-05,0.003381,0.8517,0.000176,0.04818,0.8616
0.001965838,0.002902619,0.003107284,0.001823518,0.000222697,3.37E-05,0.003452,0.8647,0.0001452,0.02676,0.8461
0.001888661,0.004195833,0.003370849,0.003173986,0.000256642,4.11E-05,0.003708,0.8332,0.0001502,0.0379,0.873
0.00170197,0.003732386,0.003591137,0.003357808,0.000211008,4.43E-05,0.00343,0.8098,0.0002096,0.02656,0.8077
0.002801303,0.003511854,0.003536944,0.002439043,0.000236148,4.06E-05,0.003698,0.84,0.000126,0.03432,0.8898
0.002020413,0.00282439,0.005316828,0.002350226,0.000280357,3.44E-05,0.003486,0.8607,0.0001647,0.05251,0.8983
0.002027711,0.002950399,0.003071186,0.00175211,0.000217736,3.96E-05,0.003604,0.836,0.0001618,0.03726,0.8555
0.001685986,0.004004532,0.003703173,0.003190483,0.000226462,3.77E-05,0.003602,0.8414,0.0001635,0.03782,0.8608
0.002474261,0.003088837,0.004264044,0.002698145,0.000248291,3.61E-05,0.003529,0.8517,0.0001174,0.04151,0.9057
0.001813569,0.005047551,0.003794552,0.002249335,0.000227942,3.48E-05,0.003262,0.8483,7.00E-05,0.03464,0.9773
0.002705698,0.0027402,0.005379573,0.001903671,0.000232666,3.22E-05,0.003477,0.8711,0.0002078,0.04424,0.8486
0.001856374,0.003431532,0.003393799,0.002559281,0.000238434,3.21E-05,0.003313,0.8652,0.0002528,0.04767,0.8327
0.001676269,0.003210225,0.003543,0.003595358,0.000234907,3.55E-05,0.003358,0.8484,0.0001175,0.03419,0.9006
0.001877819,0.002496337,0.003003435,0.002609724,0.000215725,4.00E-05,0.003606,0.8345,0.0002074,0.04125,0.8162
0.001853856,0.003135943,0.004203644,0.001878853,0.000206219,3.45E-05,0.003424,0.8575,0.0001739,0.04816,0.8679
0.001516804,0.004496608,0.002502919,0.001958959,0.000293416,3.60E-05,0.003403,0.8521,0.0002404,0.03854,0.8116
0.002113076,0.003997803,0.003186659,0.002520763,0.000227596,3.44E-05,0.003346,0.8559,0.0001895,0.03588,0.8403
0.002117139,0.003293415,0.004066084,0.001817792,0.000248977,3.00E-05,0.003458,0.884,0.0001117,0.02763,0.8658
0.001849968,0.003253126,0.003273251,0.002012703,0.000233134,4.02E-05,0.003543,0.8336,0.0002026,0.0499,0.8358
0.001909263,0.003085618,0.00422595,0.003614889,0.000236939,3.11E-05,0.003388,0.8741,5.77E-05,0.02374,0.9719
0.002156697,0.002141716,0.003849501,0.001895034,0.000208856,3.88E-05,0.003505,0.8376,0.0001342,0.0337,0.8789
0.002277447,0.003059533,0.004036248,0.002001975,0.000203743,4.39E-05,0.003655,0.8173,0.0002135,0.04969,0.8337
0.002129884,0.003060069,0.003854183,0.002527686,0.000226408,3.54E-05,0.003657,0.8605,0.0001746,0.04525,0.8681
0.002587482,0.003334657,0.002994696,0.002329762,0.000259802,3.30E-05,0.003584,0.8657,0.0001054,0.02695,0.8862
0.002536931,0.004286375,0.003135931,0.001789366,0.000226709,3.74E-05,0.003519,0.8426,0.0001335,0.03312,0.8791
0.002628405,0.00310453,0.003073321,0.001971791,0.000274211,3.88E-05,0.003508,0.8376,0.0001478,0.03755,0.8626
0.002202377,0.003039743,0.00354044,0.002106657,0.000192854,3.47E-05,0.003577,0.8634,0.0001712,0.03949,0.8554
0.001971375,0.002810124,0.003035581,0.002906574,0.000231465,4.48E-05,0.003587,0.8148,0.0001215,0.03648,0.8984
0.002048279,0.003208313,0.003182445,0.001932542,0.000214657,3.69E-05,0.003573,0.851,0.0002247,0.05705,0.8519
0.001777097,0.003583255,0.004152183,0.002404157,0.000243444,3.31E-05,0.003363,0.8647,0.000101,0.03265,0.9195
0.001776094,0.002789654,0.005505617,0.002166714,0.000218945,3.39E-05,0.003603,0.8679,0.0001328,0.03998,0.8924
0.002212452,0.003899171,0.003611752,0.002198165,0.00024615,3.30E-05,0.00354,0.8693,0.0002622,0.0451,0.8083
0.001639915,0.002058625,0.002722332,0.003452784,0.000185334,4.16E-05,0.003778,0.8354,0.0001897,0.03503,0.8317
0.001831962,0.003450131,0.003278213,0.001675882,0.000222641,3.31E-05,0.003451,0.8679,0.0001383,0.0396,0.8849
