kout,k12,k13,k21,k31,A1,B1,n,A2,B2,n2
0.002354725,0.002853918,0.003920114,0.003163042,0.000240817,2.97E-05,0.003249,0.882,5.76E-05,0.03178,0.9822
0.001992937,0.003978145,0.003867727,0.002079483,0.00022849,3.71E-05,0.003474,0.8473,0.0001912,0.0467,0.8525
0.001746808,0.003215875,0.004059632,0.002159825,0.000232923,3.70E-05,0.003358,0.8431,0.0001354,0.03406,0.8779
0.002116842,0.003899609,0.004267543,0.001897171,0.000228643,3.28E-05,0.003456,0.8698,0.0002515,0.0464,0.8178
0.002399442,0.003093156,0.004307252,0.005211118,0.000178754,3.26E-05,0.00329,0.8632,0.000124,0.04044,0.9023
0.001742648,0.002763757,0.003767964,0.001937897,0.000188709,3.48E-05,0.00353,0.8615,0.0002202,0.04128,0.8266
0.001501745,0.003293949,0.003597413,0.002149356,0.00022457,3.65E-05,0.003471,0.8487,0.0001612,0.04828,0.8715
0.00196343,0.003974817,0.004194946,0.002084549,0.000216675,3.76E-05,0.003603,0.8458,0.0002701,0.04454,0.8079
0.001699668,0.003801443,0.004110478,0.002256335,0.000223806,3.37E-05,0.003328,0.8569,0.0001358,0.02593,0.8618
0.001972265,0.003664589,0.004027766,0.002106862,0.000210103,3.31E-05,0.003542,0.8685,0.0001755,0.04544,0.8604
0.002133308,0.003693807,0.003754091,0.002408421,0.00024757,3.69E-05,0.003665,0.8507,0.0002072,0.04612,0.8512
0.001622891,0.003911462,0.003189742,0.001655705,0.000238551,3.32E-05,0.00339,0.8599,9.49E-05,0.03427,0.9262
0.002121504,0.003229804,0.004851554,0.003707429,0.000207983,3.78E-05,0.003483,0.8383,0.0001799,0.03121,0.8244
0.001774994,0.003375826,0.004882709,0.001426593,0.000224342,4.03E-05,0.003703,0.8383,0.0001477,0.03211,0.8517
0.001944022,0.004629863,0.003295995,0.002923009,0.000259589,3.88E-05,0.003523,0.8399,0.0001536,0.05345,0.8915
0.002030005,0.003622405,0.002978792,0.002188706,0.000245472,3.87E-05,0.003704,0.8463,9.73E-05,0.02849,0.8893
0.001412197,0.003346265,0.004156032,0.00194489,0.000207743,3.71E-05,0.003477,0.8465,6.86E-05,0.03488,0.9808
0.001573309,0.002681507,0.003619356,0.005548771,0.00020596,3.43E-05,0.003371,0.8572,0.0002346,0.047,0.8242
0.00219535,0.003979395,0.003096016,0.001661726,0.000234108,3.46E-05,0.003376,0.8558,0.000269,0.06598,0.838
0.002182286,0.004728754,0.003344022,0.002408703,0.000259136,3.31E-05,0.003405,0.8675,0.0001139,0.03139,0.9074
0.001705312,0.004567828,0.003352783,0.001913141,0.000231523,4.15E-05,0.003645,0.8335,0.0001449,0.02816,0.8425
0.001802577,0.003490096,0.004695049,0.001576633,0.00023967,2.89E-05,0.003343,0.8852,0.0001965,0.04494,0.847
0.001812315,0.003087976,0.003679784,0.002582382,0.000261765,3.32E-05,0.003431,0.8616,0.000153,0.05872,0.9143
0.002217786,0.004136316,0.004538085,0.00363812,0.000219804,3.09E-05,0.003718,0.8854,0.0003336,0.05587,0.7907
0.001939713,0.003689858,0.002884634,0.001988745,0.000234501,3.39E-05,0.003356,0.8542,0.0001418,0.03224,0.8699
0.001598144,0.00227329,0.003284342,0.001598509,0.000222906,3.82E-05,0.003425,0.8407,0.0001216,0.03391,0.8896
0.002125239,0.002456711,0.004121333,0.003357578,0.000231029,3.36E-05,0.003515,0.8607,0.0001866,0.0485,0.8728
0.001760089,0.003054571,0.002698022,0.00215164,0.000222418,3.73E-05,0.003343,0.8373,0.0001607,0.0421,0.8666
0.002174394,0.003704098,0.003506526,0.00372032,0.00024534,3.32E-05,0.003378,0.8631,0.0001752,0.04255,0.847
0.002221077,0.003283919,0.003595671,0.003371941,0.000181119,4.01E-05,0.003768,0.8442,0.0001861,0.03863,0.8372
0.001934272,0.002825097,0.003663202,0.002049837,0.000238491,4.97E-05,0.003923,0.811,0.000147,0.04095,0.8803
0.001816443,0.003057527,0.004453555,0.0020238,0.000220663,3.89E-05,0.003536,0.8401,9.72E-05,0.03454,0.921
0.001829279,0.004420024,0.003761126,0.00263357,0.000257699,3.96E-05,0.00374,0.8418,0.0002539,0.03399,0.775
0.00216805,0.00370402,0.003668782,0.003329006,0.000227003,4.38E-05,0.003594,0.8237,0.0001011,0.03405,0.9093
0.001687998,0.003071551,0.002656674,0.002572773,0.000231996,3.40E-05,0.003346,0.8615,0.0001542,0.03295,0.8608
0.002136994,0.002428924,0.004237487,0.001594702,0.000237166,3.30E-05,0.003297,0.863,0.0001145,0.035,0.914
0.001458481,0.002872103,0.003530012,0.002336256,0.000252034,3.87E-05,0.003521,0.8401,0.000146,0.03418,0.851
0.002070124,0.002968169,0.004299163,0.002380779,0.000252835,3.90E-05,0.003717,0.8428,0.0002911,0.06058,0.823
0.002225083,0.003476448,0.0036003,0.001506548,0.000242631,4.05E-05,0.003484,0.8333,0.0001594,0.03137,0.8443
0.002389685,0.00371617,0.003120417,0.002855167,0.000222121,4.13E-05,0.003595,0.8285,0.0004009,0.0605,0.7712
0.002144378,0.003186427,0.004061915,0.001431863,0.00022238,3.45E-05,0.003334,0.8534,0.0001715,0.03331,0.8427
0.001949471,0.003038162,0.003124195,0.002500856,0.000238501,3.81E-05,0.003776,0.85,0.0003298,0.04704,0.775
0.002028819,0.004050146,0.003902848,0.0016331,0.00025924,3.44E-05,0.003533,0.8656,9.64E-05,0.02711,0.8968
0.001852406,0.003309263,0.003852848,0.002422581,0.000209971,3.18E-05,0.003254,0.8667,0.0001386,0.03357,0.8874
0.00210067,0.003241165,0.003347037,0.002187733,0.000231727,3.25E-05,0.003407,0.867,0.0001943,0.062,0.8783
0.002268826,0.003042855,0.005129357,0.003256278,0.000232621,3.54E-05,0.003433,0.849,0.0001426,0.03985,0.8776
0.002230447,0.00248749,0.003678893,0.002309141,0.000221897,3.24E-05,0.00337,0.865,0.000226,0.04754,0.8305
0.002347013,0.002199777,0.00318925,0.002673703,0.00027626,3.35E-05,0.003267,0.8593,0.0001262,0.03702,0.8963
0.001967116,0.004127289,0.003010036,0.002193239,0.000220851,3.15E-05,0.00355,0.8721,0.0001339,0.04038,0.8914
0.002135981,0.003563838,0.004733759,0.002491029,0.000198515,3.34E-05,0.003372,0.8628,0.0001468,0.0439,0.8952
0.001559216,0.002728533,0.003607708,0.002351395,0.000241566,3.35E-05,0.003416,0.8602,0.000115,0.03365,0.8795
0.001594412,0.003066734,0.002650983,0.002470025,0.000237165,2.88E-05,0.003295,0.886,0.0001225,0.03975,0.909
0.00157618,0.003480593,0.004126904,0.002519159,0.000230007,4.07E-05,0.003322,0.8231,0.0001583,0.03275,0.8431
0.002044516,0.003281574,0.002745265,0.002171437,0.000236404,3.58E-05,0.003447,0.8484,0.0001456,0.04116,0.8859
0.002216779,0.003502948,0.005318744,0.002522941,0.000214701,3.96E-05,0.003521,0.8359,0.0001905,0.05838,0.8753
0.001909016,0.003079774,0.004132778,0.002441337,0.000196931,3.92E-05,0.003526,0.8353,9.70E-05,0.02877,0.9025
0.003067919,0.004201672,0.004199274,0.002462907,0.00025545,3.70E-05,0.00351,0.8469,0.0001663,0.03549,0.8519
0.002187397,0.003995008,0.003144139,0.00200467,0.000191666,4.03E-05,0.003518,0.8327,0.0002052,0.04037,0.8435
0.001921202,0.003111608,0.003572396,0.002472315,0.000256307,3.67E-05,0.003638,0.8513,0.0002006,0.05872,0.8664
0.001854379,0.003008644,0.004343617,0.00269213,0.000245053,4.01E-05,0.003483,0.8333,0.0003358,0.0501,0.7721
0.001689689,0.003736597,0.003838919,0.002353927,0.000248164,3.96E-05,0.003778,0.8432,0.0002056,0.03245,0.8032
0.002185494,0.003238662,0.004548938,0.002284708,0.000226886,3.60E-05,0.003481,0.8522,0.0001623,0.03416,0.8432
0.002233986,0.002829258,0.003923504,0.002119263,0.000248964,3.33E-05,0.00341,0.8626,0.000182,0.03986,0.8546
0.001935148,0.004133785,0.004079443,0.00227419,0.000239236,4.26E-05,0.003669,0.8272,0.0003544,0.05826,0.7816
0.002545446,0.002549812,0.003125488,0.002078705,0.000234914,3.57E-05,0.003664,0.8605,7.64E-05,0.03303,0.9455
0.002945558,0.003213604,0.003800002,0.002692064,0.000254282,3.55E-05,0.003587,0.8566,0.000346,0.04708,0.7743
0.002011308,0.002600192,0.004802174,0.002533258,0.000227737,3.79E-05,0.003444,0.84,0.0001292,0.0498,0.9225
0.001694243,0.002921661,0.003321432,0.002387842,0.000271667,3.77E-05,0.003489,0.8404,0.0001065,0.04088,0.9324
0.002074923,0.002465773,0.003416071,0.003487496,0.000240213,3.97E-05,0.003573,0.8352,0.0001883,0.04087,0.8296
0.001818288,0.003215296,0.004258714,0.00291843,0.00018645,4.23E-05,0.003843,0.8341,0.0001751,0.03649,0.8327
0.001889119,0.002779669,0.003974526,0.002939089,0.000220171,2.64E-05,0.003094,0.8932,0.0001406,0.03913,0.8831
0.00275108,0.004328874,0.003990123,0.002221494,0.000202276,3.80E-05,0.00348,0.8392,0.0001026,0.04212,0.9525
0.001498202,0.002378403,0.003673241,0.002395992,0.000234556,4.57E-05,0.003692,0.818,0.0002115,0.04182,0.815
0.001699892,0.003046532,0.003963064,0.003881732,0.00023049,3.14E-05,0.003505,0.8756,0.0001367,0.04646,0.9071
0.001954768,0.003172883,0.004402122,0.002693616,0.000241199,3.89E-05,0.003651,0.8428,0.0002913,0.03983,0.7802
0.001405032,0.002730559,0.003774847,0.003124795,0.000253899,3.82E-05,0.003736,0.8457,0.0001647,0.03151,0.838
0.001920153,0.003739101,0.00342468,0.002797034,0.000213858,2.98E-05,0.003301,0.8827,0.0001288,0.03942,0.8921
0.002106957,0.00441456,0.004711969,0.002517581,0.00020549,3.36E-05,0.003277,0.8562,0.0001436,0.033,0.872
0.00317747,0.00378856,0.004488153,0.002971497,0.000219748,2.78E-05,0.003267,0.8931,0.0001335,0.05259,0.9161
0.001644104,0.002740216,0.004019546,0.002650777,0.000243175,3.05E-05,0.003466,0.8818,0.000236,0.06655,0.858
0.001534195,0.003562985,0.003271432,0.002680478,0.00024012,3.59E-05,0.003394,0.8489,7.27E-05,0.03298,0.9626
0.00174026,0.004203273,0.003192529,0.002240029,0.000220849,3.44E-05,0.003415,0.8568,0.0001742,0.03959,0.862
0.002112378,0.003954645,0.00426798,0.001769547,0.000237554,4.18E-05,0.003659,0.8304,0.0001646,0.03893,0.8499
0.002036633,0.002357031,0.004167717,0.002664853,0.000262272,3.88E-05,0.003426,0.8339,0.0001077,0.04914,0.9441
0.002110298,0.002911734,0.003553175,0.002320474,0.000195049,3.42E-05,0.003455,0.8629,0.0002806,0.04781,0.795
0.00173307,0.002713286,0.004099365,0.001647962,0.000220724,3.85E-05,0.003519,0.8397,0.0002296,0.04351,0.8199
0.001867835,0.003284282,0.003573908,0.002731837,0.000300994,3.10E-05,0.003228,0.8696,0.0001223,0.02687,0.8603
0.001445619,0.002824024,0.006093888,0.002578255,0.000230656,3.77E-05,0.00337,0.8371,0.0001561,0.02603,0.8367
0.002183334,0.004308473,0.005204745,0.002557121,0.000213903,3.93E-05,0.003531,0.8334,6.99E-05,0.03383,0.9746
0.002019675,0.00428732,0.003773216,0.00287485,0.000246358,3.88E-05,0.003457,0.8333,8.45E-05,0.03249,0.9294
0.001619914,0.002933681,0.004062883,0.002873136,0.000250078,3.08E-05,0.00332,0.8752,0.0001287,0.03238,0.8725
0.002069036,0.002529941,0.002706244,0.001780487,0.000262538,3.66E-05,0.003646,0.8523,0.0002118,0.05549,0.8584
0.002029715,0.004038573,0.003157285,0.003111966,0.000169715,3.07E-05,0.003231,0.8685,6.56E-05,0.03298,0.9682
0.001708904,0.004128462,0.00302494,0.002235905,0.000287408,3.55E-05,0.003464,0.8533,0.0001934,0.04067,0.8431
0.002385395,0.003337828,0.003638892,0.005526908,0.000254261,3.36E-05,0.003299,0.8568,0.0003714,0.03883,0.7439
0.001712262,0.00394489,0.002971319,0.001817733,0.000227818,3.49E-05,0.00354,0.8574,9.89E-05,0.03165,0.9219
0.001985495,0.002503318,0.002861036,0.001703009,0.000219739,3.21E-05,0.00358,0.8769,0.0001729,0.03249,0.8159
0.001814773,0.002852775,0.003417813,0.001788519,0.000247132,3.19E-05,0.003395,0.8733,9.19E-05,0.02348,0.8945
0.002981458,0.004631067,0.003308701,0.002812418,0.000217428,3.64E-05,0.003487,0.8517,0.0001985,0.04576,0.8501
0.001982796,0.002948057,0.003253281,0.001713221,0.00018153,3.76E-05,0.003646,0.8454,0.0002721,0.03379,0.7769
0.002141219,0.002096398,0.004570962,0.002276144,0.000244318,2.72E-05,0.003395,0.8991,0.0001587,0.03753,0.8578
0.001883056,0.002832357,0.004787557,0.002736965,0.000284667,3.67E-05,0.003467,0.8478,0.0001843,0.03142,0.8183
0.001856148,0.002971594,0.003448923,0.002327401,0.000242609,3.54E-05,0.003628,0.8552,9.35E-05,0.03414,0.9325
0.00206279,0.003382688,0.002763069,0.001827073,0.000267442,3.50E-05,0.003523,0.8597,0.0001013,0.03438,0.9141
0.00212518,0.003671738,0.003305108,0.002749653,0.000283725,3.57E-05,0.003416,0.851,0.0001157,0.03141,0.8807
0.002258984,0.003340064,0.003480398,0.002568681,0.000271504,3.75E-05,0.003713,0.8531,0.0001045,0.02855,0.8925
0.001799767,0.003067065,0.005862947,0.002309102,0.000215122,4.21E-05,0.003682,0.8291,0.0001368,0.04078,0.8708
0.003188844,0.002845662,0.003766223,0.002454365,0.00020368,3.27E-05,0.003527,0.8685,0.0002445,0.03795,0.8005
0.001843827,0.0029647,0.003101927,0.002864331,0.000226777,3.45E-05,0.003469,0.8565,0.0001297,0.03688,0.8891
0.002174694,0.003076947,0.004042404,0.001693741,0.000201356,3.98E-05,0.003435,0.8329,0.0003837,0.07898,0.8134
0.002344828,0.002990457,0.00327992,0.001640858,0.000234379,4.03E-05,0.003505,0.8329,0.0001198,0.03367,0.9047
0.001804568,0.002903928,0.004181047,0.002120643,0.000229196,3.48E-05,0.003577,0.8618,0.0002039,0.05196,0.8567
0.001661095,0.003934994,0.003624673,0.001854256,0.000226987,3.51E-05,0.003337,0.8539,0.0001273,0.03442,0.8763
0.002169734,0.002656688,0.004377922,0.001638208,0.000264531,3.49E-05,0.003661,0.8648,0.0002465,0.03031,0.7744
0.001847874,0.003506094,0.003508193,0.002004417,0.000167785,3.52E-05,0.003512,0.8559,9.30E-05,0.02803,0.9016
0.002216277,0.002952698,0.004356864,0.002830007,0.000236837,3.90E-05,0.003626,0.8382,0.0003059,0.03781,0.7654
0.002067769,0.00327004,0.003562503,0.002628622,0.000219815,3.97E-05,0.003453,0.8297,0.0001162,0.02601,0.8755
0.00198751,0.002899915,0.003407377,0.001937708,0.000255367,4.50E-05,0.003737,0.8196,0.0001884,0.03456,0.8257
0.002041996,0.002965835,0.003038006,0.00171395,0.000248254,3.13E-05,0.003324,0.8698,0.0001759,0.06168,0.8898
0.001514185,0.003576356,0.004206476,0.00171337,0.000215129,3.85E-05,0.003505,0.8384,0.0001402,0.02807,0.8383
0.001850325,0.002972866,0.003454878,0.002041126,0.000221296,3.15E-05,0.003493,0.8731,0.0001441,0.0263,0.8385
0.002650434,0.003284828,0.004397773,0.001853727,0.000212603,4.20E-05,0.003555,0.8263,0.0001266,0.03414,0.8941
0.002186114,0.002660053,0.004131762,0.002011476,0.000257791,3.60E-05,0.003561,0.8555,0.0001867,0.04011,0.8385
0.001868736,0.002174528,0.005323116,0.002670852,0.000219277,4.28E-05,0.003657,0.8277,0.000153,0.03882,0.8738
0.001726886,0.003710556,0.004630013,0.00229992,0.00021967,3.40E-05,0.003538,0.8651,0.000246,0.03872,0.8094
0.001771444,0.003679397,0.003900959,0.002138077,0.00024135,4.46E-05,0.00358,0.8131,0.0001793,0.04095,0.8604
0.001904417,0.00451077,0.003951068,0.001226434,0.000224008,3.11E-05,0.003462,0.8808,0.0002955,0.05885,0.8183
0.001824631,0.002586174,0.005468141,0.001924915,0.000269367,3.03E-05,0.003218,0.8709,0.0001109,0.03187,0.9003
0.001779986,0.002927424,0.004306516,0.001947205,0.000259425,3.87E-05,0.003822,0.8505,0.0002394,0.04884,0.8279
0.002105528,0.004468257,0.003078504,0.002390174,0.000248707,3.30E-05,0.003348,0.8639,7.27E-05,0.0231,0.928
0.001747444,0.003536555,0.003632319,0.001868934,0.00027105,3.42E-05,0.003353,0.8557,0.000139,0.05696,0.933
0.002187987,0.003837403,0.003330218,0.002220411,0.000274755,3.83E-05,0.003721,0.8479,0.000321,0.05068,0.7923
0.001972659,0.002997108,0.002371875,0.002632995,0.00023545,3.43E-05,0.003519,0.8637,0.0001502,0.03998,0.8802
0.00159794,0.003166314,0.003968059,0.003276226,0.000205642,2.89E-05,0.003199,0.8784,0.0001183,0.027,0.8762
0.002518993,0.002812641,0.003232411,0.002276835,0.00021973,3.63E-05,0.003564,0.8543,0.0001507,0.04804,0.888
0.001896993,0.00486146,0.004067923,0.002588129,0.00021876,3.89E-05,0.003656,0.8436,0.0001477,0.0433,0.8834
0.001992504,0.00371974,0.003094278,0.002216877,0.00023291,3.33E-05,0.003269,0.8573,0.0001894,0.0505,0.8594
0.001921562,0.003149156,0.003129425,0.001970785,0.000250507,3.24E-05,0.003279,0.8656,0.0001812,0.04016,0.8567
0.002291819,0.003105146,0.003284741,0.001920613,0.000232008,3.07E-05,0.003408,0.8795,0.0001858,0.04561,0.8575
0.002062967,0.003756613,0.003721489,0.002905926,0.000256842,3.34E-05,0.003477,0.8636,0.0002795,0.03905,0.7779
0.001460637,0.00335647,0.002955238,0.003142789,0.000211895,3.76E-05,0.003599,0.8473,0.0001635,0.03815,0.8449
0.001906615,0.005356993,0.003275496,0.002390456,0.000207763,3.63E-05,0.003593,0.8529,0.0001885,0.04053,0.8409
0.001780592,0.003191255,0.002844048,0.002536877,0.000191063,3.84E-05,0.003564,0.8442,0.0002927,0.04696,0.8003
0.001746858,0.003363392,0.002993988,0.002560031,0.000190553,3.84E-05,0.003613,0.8442,0.0001212,0.02795,0.8679
0.00194534,0.003566913,0.004563266,0.002688686,0.000243905,3.33E-05,0.003221,0.8568,0.0001789,0.03874,0.8456
0.002149705,0.003249297,0.004104921,0.00219087,0.000190341,3.80E-05,0.003517,0.8378,0.0002393,0.04366,0.8215
0.001559176,0.003969235,0.004012236,0.001662755,0.000219333,3.46E-05,0.003453,0.858,0.0001126,0.02691,0.88
0.001913129,0.003362511,0.003362757,0.00214793,0.000232426,3.61E-05,0.003506,0.8514,0.0001126,0.04409,0.9285
0.001809466,0.002526234,0.003336138,0.002859822,0.000265502,3.27E-05,0.003444,0.8658,0.0001993,0.04385,0.8489
0.002114301,0.003476784,0.003417091,0.002274696,0.000285085,3.94E-05,0.003582,0.8381,0.0002611,0.04883,0.8157
0.002110675,0.002668003,0.003868276,0.002704447,0.000236347,3.89E-05,0.003535,0.8414,0.0001311,0.0511,0.9094
0.001679029,0.002861304,0.003907958,0.002294843,0.000206579,3.82E-05,0.003569,0.8412,0.0001297,0.03418,0.8726
0.002873608,0.004774992,0.003742446,0.002361552,0.000218103,4.42E-05,0.003668,0.8188,0.0001162,0.03459,0.8994
0.001539319,0.002566858,0.003511953,0.002387377,0.000245194,3.50E-05,0.003458,0.8544,0.0001301,0.03457,0.8816
0.001806498,0.002481073,0.004289753,0.002984035,0.000237452,3.89E-05,0.003474,0.8379,0.0001178,0.03298,0.8896
0.003000298,0.003647965,0.003295328,0.002981242,0.00025197,3.86E-05,0.003532,0.841,0.0001717,0.03196,0.8265
0.001831015,0.00258188,0.003377448,0.002432468,0.00019719,3.87E-05,0.003763,0.8467,0.0001035,0.03458,0.9105
0.001948873,0.003293201,0.003536872,0.003225801,0.000255281,3.47E-05,0.003233,0.8474,0.0002125,0.04089,0.8323
0.001634323,0.00330906,0.003560042,0.002338296,0.000217184,3.08E-05,0.003613,0.8838,0.0001115,0.02629,0.8782
0.001688737,0.003939121,0.003155391,0.003927404,0.000244278,3.52E-05,0.00344,0.8534,0.0001604,0.04736,0.8916
0.001921766,0.003743749,0.003676415,0.001559608,0.000259122,3.04E-05,0.003276,0.876,0.0001459,0.04644,0.8752
0.001772518,0.003111737,0.004361153,0.002263496,0.000216161,3.60E-05,0.003424,0.8502,8.73E-05,0.0416,0.9446
0.002235096,0.003627351,0.004172326,0.001731731,0.000194709,3.98E-05,0.003659,0.8408,0.0001727,0.02677,0.8217
0.00176496,0.003645658,0.004237815,0.002350934,0.000256483,3.22E-05,0.003398,0.8725,0.0003231,0.05689,0.797
0.00241934,0.002914396,0.003137932,0.003603753,0.000245442,4.24E-05,0.003772,0.8287,0.0001096,0.03881,0.9036
0.00198531,0.002833058,0.002835886,0.001402412,0.000187149,3.64E-05,0.00335,0.8457,0.0001477,0.06674,0.9302
0.002260432,0.003373494,0.003861341,0.002004069,0.000212314,3.87E-05,0.003768,0.8464,0.0002208,0.0489,0.8445
0.001506115,0.003786331,0.003358982,0.003255705,0.000222954,3.88E-05,0.003736,0.8455,0.0001668,0.04155,0.8418
0.00235874,0.00267607,0.00452112,0.001900355,0.000184163,3.88E-05,0.003658,0.8401,0.0001656,0.03321,0.8461
0.002334013,0.002088003,0.003511454,0.002364502,0.000220453,3.47E-05,0.003554,0.8614,0.0002098,0.0403,0.8206
0.001771784,0.002778491,0.003584916,0.002983984,0.000246393,3.07E-05,0.00329,0.8719,0.0001878,0.05115,0.8632
0.002451165,0.002916728,0.003186185,0.001234104,0.000268915,2.81E-05,0.003271,0.8894,0.0002684,0.04576,0.7943
0.002300578,0.004250813,0.004068722,0.002489109,0.000267789,3.74E-05,0.003667,0.8464,0.0001435,0.05143,0.8937
0.001810082,0.002629964,0.00421425,0.002492721,0.000242049,3.60E-05,0.003644,0.8575,0.0002115,0.04776,0.8406
0.001449924,0.003094069,0.002909893,0.002163262,0.000218359,2.95E-05,0.003184,0.8755,0.0001129,0.03191,0.9019
0.00180635,0.003094952,0.002925462,0.001924833,0.000234905,3.52E-05,0.003448,0.855,0.0002924,0.04499,0.7924
0.001616992,0.002345444,0.003853622,0.002558904,0.000245757,4.01E-05,0.003574,0.8336,0.0001591,0.04903,0.8821
0.002302324,0.003560324,0.003839677,0.00227129,0.000223335,3.52E-05,0.003302,0.8477,9.01E-05,0.05779,0.9748
0.001954652,0.004271512,0.003369326,0.00208696,0.000264283,3.38E-05,0.003456,0.8635,0.0002076,0.06478,0.8841
0.002072541,0.004105332,0.003655651,0.002025131,0.00025187,3.63E-05,0.003565,0.8529,0.0004318,0.0361,0.7072
0.00155972,0.003699703,0.003762715,0.002741574,0.000230006,3.12E-05,0.003226,0.8652,0.0002349,0.05723,0.8589
0.00247315,0.004347009,0.005079975,0.002556136,0.000215712,3.94E-05,0.003534,0.8357,0.0001486,0.03106,0.8566
0.002139119,0.003909665,0.002956036,0.002234225,0.000216956,4.17E-05,0.003506,0.8258,7.80E-05,0.02813,0.9384
0.001906747,0.00276253,0.003590752,0.002065666,0.000226389,3.37E-05,0.003438,0.8644,0.0002262,0.04343,0.819
0.002145809,0.004066887,0.003850263,0.001483808,0.000202455,3.20E-05,0.003514,0.8749,0.0001513,0.03982,0.8822
0.001835731,0.003838144,0.004083277,0.002197114,0.000249497,3.36E-05,0.003341,0.8567,8.15E-05,0.04381,0.9594
0.002170302,0.002011505,0.00405613,0.002116067,0.000223127,2.92E-05,0.003212,0.8831,0.0001603,0.03072,0.8508
0.001833261,0.005433092,0.004097639,0.002584373,0.000244957,3.73E-05,0.003706,0.8518,0.0002005,0.0366,0.8207
0.002200281,0.002472329,0.003628765,0.001760974,0.000204467,3.13E-05,0.003336,0.8738,0.0001377,0.03112,0.8688
0.001835925,0.002720625,0.003189761,0.002017215,0.000261541,3.90E-05,0.003588,0.8405,0.0001414,0.03402,0.859
0.001728918,0.003295632,0.004215707,0.002093048,0.000177223,4.07E-05,0.003567,0.831,0.0002661,0.0417,0.7931
0.001690924,0.003139647,0.003249349,0.001640206,0.000220888,3.87E-05,0.003608,0.8431,0.0001651,0.03803,0.8601
0.002427439,0.004198831,0.00311695,0.002077063,0.00025823,4.79E-05,0.004004,0.8175,0.0005196,0.07761,0.7585
0.001870848,0.003345572,0.003233677,0.002072693,0.00020978,3.64E-05,0.003665,0.8555,0.00014,0.04748,0.9004
0.001885517,0.004211179,0.004432822,0.003388328,0.000252807,3.42E-05,0.003557,0.8619,0.0001523,0.03011,0.849
0.002120599,0.004437017,0.00383489,0.002112611,0.000245108,4.26E-05,0.003617,0.8273,0.0003026,0.05629,0.8115
0.002256971,0.003811557,0.003511103,0.002250741,0.000265677,4.66E-05,0.003889,0.8184,0.0002551,0.03169,0.7667
0.002373236,0.002173262,0.003242987,0.001570199,0.000233612,3.98E-05,0.003508,0.8356,0.000259,0.05106,0.8254
0.001985736,0.003451147,0.004026549,0.002478294,0.000260974,3.80E-05,0.003634,0.8421,0.000129,0.03725,0.9018
0.002361458,0.003214724,0.003217681,0.002647212,0.000272737,3.91E-05,0.003464,0.8361,9.86E-05,0.04113,0.9377
0.001796581,0.002860538,0.003908557,0.001737865,0.000273978,3.60E-05,0.003589,0.8545,6.24E-05,0.02801,0.9685
0.002723749,0.003855777,0.003336698,0.001728513,0.000266981,3.85E-05,0.003523,0.8385,0.0001197,0.03278,0.9122
0.00192697,0.003857215,0.004010926,0.002341591,0.000236569,3.48E-05,0.003532,0.8587,0.0001331,0.05806,0.9186
0.002142756,0.004074854,0.00315018,0.002517647,0.000210889,3.71E-05,0.0034,0.8418,0.0002063,0.05186,0.8577
0.002141768,0.003726991,0.004256549,0.00184943,0.000243186,3.98E-05,0.003573,0.8377,0.0002413,0.06674,0.8594
0.001777575,0.003031118,0.003615134,0.00241692,0.000228561,3.38E-05,0.003352,0.8543,0.0002575,0.03787,0.8109
0.002202144,0.005548344,0.003303434,0.003227571,0.00019654,3.51E-05,0.003398,0.8554,0.0002112,0.03834,0.8189
0.001925188,0.002472274,0.003381353,0.002240273,0.000240255,2.95E-05,0.003214,0.8762,0.000136,0.03804,0.8833
0.001884425,0.002949936,0.003839732,0.003914639,0.000219853,4.05E-05,0.003493,0.828,0.0002585,0.04963,0.8134
0.001766443,0.003210804,0.003676508,0.002193399,0.000199678,3.63E-05,0.003667,0.8589,0.0001011,0.02629,0.8862
0.002033445,0.002754252,0.003356832,0.002253391,0.000225679,3.97E-05,0.003659,0.8383,0.0002506,0.0519,0.8208
0.002310034,0.003243648,0.003305096,0.002353567,0.00024077,3.51E-05,0.003533,0.8573,0.0001301,0.04024,0.8942
0.002203723,0.003568333,0.005370135,0.002216853,0.000233695,3.97E-05,0.0035,0.8344,0.0001555,0.03995,0.8592
0.002363567,0.003007339,0.003158173,0.003542165,0.000227863,3.52E-05,0.003451,0.854,0.0003308,0.0361,0.7479
0.001863069,0.003711513,0.003497922,0.002771917,0.000227996,3.41E-05,0.003362,0.8561,0.0001575,0.03882,0.8668
0.0017428,0.002644235,0.003668128,0.003550175,0.000221051,3.41E-05,0.003447,0.8587,0.0001294,0.03992,0.8916
0.002443106,0.003381958,0.002826888,0.002562666,0.000229038,3.50E-05,0.003564,0.8577,0.0001688,0.03931,0.8509
0.001927704,0.002644627,0.003464964,0.002493073,0.000185538,3.25E-05,0.003468,0.8672,0.0001055,0.03291,0.9141
0.001787859,0.004096036,0.003575118,0.002041585,0.00021056,3.67E-05,0.003476,0.8476,0.0002448,0.06081,0.8399
0.001578303,0.003203443,0.00417366,0.002311585,0.000239641,3.14E-05,0.003359,0.8752,0.0001955,0.06131,0.8745
0.002159828,0.004622339,0.003482433,0.001929304,0.000225923,3.94E-05,0.0036,0.837,7.99E-05,0.04034,0.9653
0.002207066,0.003501519,0.00312354,0.001899982,0.00022183,4.15E-05,0.00377,0.8319,0.0001189,0.04076,0.9023
