"","Kin","Kout","Ktr","V1","k12N","V2","F"
"28412",0.0856424469860291,0.007235352607259,0.00333749947602719,179191.447571396,83.9989231778371,179165.001493328,0.413990331574277
"12220",0.087783528530358,0.0128871308502529,0.134178319532021,331238.542143442,72.1759202829109,12343.4869691179,0.268173052632195
"90581",0.0218818305711016,0.00819180175017999,0.0242925228213705,176863.682710878,160.787173778902,19845.7395885381,0.180446411203185
"4448",0.00227204323383695,1.57430828449891,0.104401626749006,48968.7718312811,8.47375313380528,105170.987654729,0.177242326905624
"42385",0.00418756265590827,0.00822908397996123,0.0196834627152283,165533.421851094,92.6485029663207,15910.2080194003,0.151583753110657
"47648",0.00410630817331322,4.06030872735862,0.00216911661148187,83081.1642674751,56.6635029734562,18285.4890964377,0.177885830360077
"86779",0.000996540602412352,0.480719282117636,0.00536865298588579,113337.281048235,27.0281780153287,170325.322710065,0.244005231714759
"92002",0.00119771706387279,4.75610525462329,0.00224716117973217,26555.7072669785,74.1141984315528,72341.4948358895,0.228564821046879
"22706",0.00574090896384956,8.31295983834275,0.00226194274026814,55987.6182974394,40.7823856529742,70148.6928839485,0.33312928031334
"85522",0.00762709800324294,9.27520847545357,0.0239217858396009,18755.3179481706,109.556339168947,34603.8984213093,0.173277726920224
"86420",0.000996543065787293,0.480719195234298,0.00536864356277541,113337.281048299,27.0281779176733,170325.322709909,0.244005209589824
"63497",0.000887654091142707,9.20945435416912,0.0102633688965083,80708.4736619395,0.894323140598616,279683.881973196,0.192252008595135
"3896",0.129146110359883,0.0114238286138034,0.00136282404731843,53412.1170336753,69.6588395332386,213223.777952433,0.515774207125122
"45097",0.00926890628017728,1.18645120833826,0.0183565573712216,74521.4802927721,14.9337181314744,224040.292847932,0.363129065013279
"118898",0.000893581232936349,6.77643040992051,0.0562936578729805,85400.8299104516,0.726596259711678,308605.517046296,0.198975847763631
"114146",0.056058478895795,0.00703989255132182,0.00239993186603477,89538.3639349518,112.257364521041,107480.969955202,0.156766764813724
"21370",0.00382586796562979,0.409504309175995,0.00418098362191122,18261.2227511791,58.5544485288068,153724.277654127,0.19887504956747
"21963",0.00382593241332241,0.409504422559378,0.0041808286541182,18261.2227511743,58.5544488247934,153724.27765428,0.198875081154813
"32938",0.00194792804192675,7.58094737669447,0.00205788061544183,42295.3630242893,76.6427358388945,104565.935110174,0.270518438724047
"88774",0.115622994879705,16.6690574453785,0.00176470022578644,337839.740732314,0.894148214620813,254572.786729031,0.691672200883406
"49740",0.00141334391210448,0.00933653465416044,0.00118839593126007,86991.9867184314,61.6126944371958,176300.460409597,0.448042359035933
"31818",0.0135807363208113,1.0284967596594,0.0110225366208674,51492.1272523286,87.2777063959045,36554.897619853,0.172259808004402
"51011",0.00163574975859157,6.40245501127941,0.101162091096387,63900.3123311835,2.28502978475469,109386.761492673,0.208934977864502
"3441",0.129146070022169,0.0114237794162831,0.00136265656729212,53412.117033684,69.6588395665721,213223.777952512,0.515774257311038
"54713",0.083005222198278,0.00997341695050427,0.00370928197610863,342828.962396732,0.964527987322553,11233.2211114125,0.594015522420994
"4636",0.00227201928160452,1.57430846766196,0.104401595890377,48968.7718312777,8.47375313891117,105170.987654693,0.17724223831045
"62770",0.000887585042849928,9.20945422420492,0.0102633130555656,80708.4736617781,0.894322981090813,279683.881973258,0.192252076604876
"12950",0.0877835407578144,0.0128870405664647,0.134178634271326,331238.542143553,72.1759202844032,12343.4869688079,0.268173091173308
"7970",0.00767728971348658,25.6683082176052,0.00622669929687294,207843.797958153,1.15966633087917,443944.797898247,0.636150619045974
"1813",0.00119011711252518,7.79066567189297,0.0556980268071812,141464.146290991,0.622747701310855,267593.094731874,0.288327056366345
"52278",0.00543482328545423,3.96727403428011,0.00530803685392309,19783.1139251674,80.8365305007328,40544.9705158366,0.152331396960877
"117067",0.0128540598768552,0.0103382404130473,0.00100701159632384,152638.558687095,43.2532848377898,322953.194041559,0.509389774467798
"19401",0.0934595783728506,11.7985528634883,0.00229963012076295,277395.098447633,1.06222057781823,222596.907548391,0.620513550296791
"18578",0.0934596280870878,11.798552934657,0.00229971725915035,277395.098447739,1.06222038038559,222596.907548427,0.620513520686079
"20432",0.00382557922861506,0.409504445173574,0.00418079816340154,18261.2227508069,58.5544485698393,153724.277654407,0.198875016413479
"62435",0.000887707796047724,9.20945436523828,0.0102634074597432,80708.4736618116,0.894323036266069,279683.881973206,0.192252090105969
"89108",0.115623130434626,16.6690572857588,0.00176473312734565,337839.740732212,0.894148158086029,254572.786729313,0.691672309861945
"116440",0.0128541302894088,0.0103385706820925,0.00100709437792058,152638.558687304,43.253285052531,322953.194041419,0.509389639981124
"43285",0.00418718897168096,0.00822899440634231,0.0196837624609453,165533.421850846,92.6485028609065,15910.2080193801,0.151583265844424
"1424",0.00119006020284192,7.79066574371672,0.0556979334901243,141464.146291076,0.622747702763655,267593.094731914,0.288327227959041
"19269",0.093459577428959,11.7985528094539,0.00229967670130898,277395.0984477,1.06222045522069,222596.907548391,0.620513570502372
"47719",0.00410633509707625,4.06030865406715,0.00216906558759056,83081.164267472,56.6635030300021,18285.4890964901,0.17788579866005
"107138",0.0856384647166375,2.74247705940395,0.00246275534699508,53818.3221564304,2.00909857883477,129596.51118167,0.16033694657423
"116120",0.0128540771388936,0.0103385286731608,0.00100711633306546,152638.558687309,43.2532850099001,322953.194041412,0.509389647503786
"200",0.00119014652184564,7.79066581444953,0.05569840329994,141464.146290937,0.622748043328115,267593.094731968,0.288327026427043
"18945",0.093459566923696,11.7985528152368,0.0022997800602088,277395.098447878,1.06222048313839,222596.907548515,0.62051357873464
"79162",0.0161156946436563,0.0108053726507633,0.0135021231816388,104365.321674766,109.604110814502,30641.2193742956,0.161384805739871
"10901",0.00886629478229966,0.873634193615305,0.00569306660038974,159254.795536097,47.3038729109981,253900.782886246,0.555973530595228
"104165",0.00106550146780624,0.0774615619738102,0.0815698041931763,81468.8822173206,37.0848459417636,112633.03404849,0.350267195355954
"52908",0.00543484247814756,3.96727401753705,0.00530802049545023,19783.1139253864,80.8365305297068,40544.9705162384,0.152331341657612
"21569",0.00382585368655058,0.409504423177307,0.00418085558976252,18261.2227511619,58.5544486219715,153724.277654227,0.198875055782672
"25699",0.0108039487201011,14.0145432160771,0.00265954934994874,185693.336917112,1.06636213208848,267448.423835025,0.304838305870124
"32264",0.0019480918883525,7.58094720490972,0.00205784269359835,42295.3630244848,76.6427358424569,104565.935110143,0.270518522208722
"23110",0.00574067246928527,8.31295961235992,0.0022615670418692,55987.6182973226,40.782385721909,70148.6928839082,0.333129255114958
"8383",0.147051370344437,6.55479776078561,0.00245633258185578,71514.7364932037,22.8778648459422,23013.4216681802,0.213897576552317
"67556",0.00180542050058823,0.0123032320797909,0.00180521028356434,41653.2718873785,87.8718105120335,330677.631704153,0.333146646630982
"98568",0.00441613769043011,0.00839304831811135,0.111726791146526,284374.327589241,1.32775705923266,216044.357172151,0.336806539053892
"59982",0.00205700611300648,15.6594700484151,0.118902641264155,252662.228978141,0.827130665400796,340384.70369653,0.663083746964185
"85144",0.00762717930794283,9.27520844464587,0.0239217433503928,18755.317948209,109.556339282233,34603.8984211547,0.173277764652862
"109841",0.0109501996916645,0.0129289436406453,0.0681356710619501,318431.521449626,1.34192937105776,9358.77017893902,0.455327885090835
"69063",0.0011686859751973,0.01318403486831,0.00766236252414386,80011.0409272604,109.101854414325,74822.7008825714,0.207755058484696
"82898",0.00960499090019153,50.3472506790198,0.0110606618482525,240379.45545093,1.20353093517856,263434.807689081,0.757934084663344
"79731",0.0161158309247279,0.0108055186523161,0.0135018930877589,104365.321674905,109.604110787779,30641.2193741465,0.161384847636263
"47892",0.00410621438437785,4.06030864898563,0.00216902416887383,83081.1642676234,56.663503047817,18285.4890964583,0.177885677344802
"115157",0.056058571149452,0.007039886640259,0.00240002337087388,89538.3639350548,112.257364749954,107480.969955227,0.156766659443177
"58681",0.00205748246635285,15.659469881751,0.118902634728401,252662.228978214,0.827130735019961,340384.703696862,0.663083646404435
"6802",0.00767713137522367,25.6683082552038,0.00622654130706567,207843.797958007,1.15966674017958,443944.797898072,0.636150875132514
"103885",0.000769815645292036,0.00888260193188981,0.00310630797676925,85609.522012486,112.445848171528,35721.9963004154,0.179734215609921
"24205",0.010803681876041,14.0145430471922,0.00265926685848143,185693.33691681,1.0663624066947,267448.423834927,0.304838336771914
"5556",0.00227202939324933,1.57430837374478,0.104401675049045,48968.77183148,8.47375318676439,105170.987654866,0.177242119560583
"71300",0.00337981138245488,7.55669456895185,0.00327732542877503,34027.705019395,102.072275830356,100904.703029396,0.216581411666867
"93415",0.00119765367441077,4.75610536400206,0.00224725451281041,26555.7072669836,74.1141984583081,72341.4948357286,0.228565047301712
"102950",0.000769655942834473,0.00888255880788776,0.00310608969094832,85609.5220124607,112.445848347414,35721.9963002909,0.179734366299202
"118104",0.000893623240221033,6.77643072808382,0.0562934052960638,85400.829910562,0.726596414390272,308605.517046331,0.198975932813387
"29475",0.0856427247855423,0.00723503718156618,0.00333722075770952,179191.447571513,83.9989229389516,179165.001493185,0.413990015127361
"88140",0.115622703935475,16.6690575516826,0.00176469262866169,337839.740732173,0.894148194418716,254572.786729161,0.691672112085983
"48995",0.00141326797798454,0.00933657781296057,0.00118853606832361,86991.9867185688,61.6126946211735,176300.460409688,0.448042381810074
"66369",0.00180532074830845,0.0123032463563665,0.00180524530943314,41653.2718878432,87.8718107836943,330677.631704178,0.333146653180642
"10598",0.00886636367219743,0.87363407573214,0.00569318793545221,159254.795535892,47.3038729039647,253900.782886202,0.555973543294684
"2669",0.129146109497795,0.0114237946620542,0.00136288237361117,53412.1170335082,69.6588396419684,213223.777952559,0.515773968214684
"53463",0.00543488250584719,3.96727390591913,0.00530793237694426,19783.1139254511,80.836530552503,40544.9705163228,0.152331434807582
"106679",0.0856387127804011,2.7424772836402,0.00246302616016141,53818.3221563017,2.0090986113004,129596.511181709,0.160337056171607
"86157",0.00099654531313112,0.480719197282806,0.00536864430449622,113337.281048314,27.0281778897703,170325.322709843,0.244005142620319
"4671",0.00227200565509231,1.57430836751392,0.104401635415358,48968.7718313138,8.47375319161534,105170.98765472,0.177242278735143
"40494",0.00796147652548825,10.3545849504294,0.00564173067741102,6575.00171190562,69.9510600031144,73248.8756027408,0.192772575985879
"17784",0.0165227083060287,0.00770268040640687,0.137649870126087,309230.80437508,133.379092778846,7002.89892156943,0.470008929041219
"9490",0.147051171611402,6.55479755323757,0.00245617664435767,71514.7364930514,22.8778645457317,23013.4216678025,0.2138973501176
"107827",0.0856385117828046,2.7424771703734,0.00246289812762878,53818.3221564992,2.00909859127268,129596.511181776,0.160336977687912
"39382",0.0142173897253924,16.3763396554441,0.0155745001806316,275671.548118194,1.05562682576594,253573.571234147,0.420551360934865
"97862",0.00420265671288412,8.22993783224959,0.00451415795427264,32338.2561029065,79.4344620259583,76174.6990282325,0.323096275257422
"17581",0.0165227302236812,0.00770268630458042,0.13764991167955,309230.804375,133.379092709727,7002.89892167134,0.470008869542159
"75250",0.00958419629634775,0.00985260582243808,0.0106519265129506,84753.4349793881,127.102258835925,19277.5791258504,0.169722001268931
"106347",0.0856387176270243,2.74247720010882,0.00246301392047838,53818.3221563391,2.009098475772,129596.511181481,0.160337077378568
"29137",0.0856427956766331,0.00723497043602162,0.00333716094636595,179191.44757127,83.9989228238343,179165.001493282,0.413990066263507
"118633",0.000893694054554469,6.77643057178885,0.0562934732921867,85400.8299104448,0.726596280601437,308605.517046377,0.198975768439733
"2222",0.129146077139377,0.0114236978570754,0.00136301208171944,53412.1170334053,69.658839699,213223.777952411,0.515773981990525
"20007",0.00382559184153722,0.409504457392822,0.00418084306039796,18261.2227507717,58.5544486613006,153724.277654516,0.198875107096784
"75446",0.00958405805016663,0.00985249497850215,0.0106520376466816,84753.434979392,127.102258817994,19277.5791259121,0.169721854375027
"21710",0.00382588983249228,0.40950440730942,0.00418085102420948,18261.2227511261,58.5544487069933,153724.277654199,0.19887508843001
"48579",0.00141316409334319,0.00933680134653369,0.0011884056595438,86991.9867182588,61.6126946024433,176300.460409922,0.448042327561292
"78016",0.0161158010765533,0.0108053308737567,0.0135022273116447,104365.321674919,109.604110836842,30641.2193745441,0.161384786862163
"10452",0.00886636069589524,0.873634045982505,0.0056932530311882,159254.795535854,47.3038729175357,253900.782886137,0.555973531601489
"88489",0.115622938590198,16.6690574153643,0.00176465751930634,337839.740732204,0.894148307799799,254572.786729121,0.691672169100322
"113188",0.0306621463420709,0.0146103096831936,0.0187947183390336,51256.6392436517,106.712154700007,79981.363746216,0.166435752680321
"45393",0.00926897727576199,1.18645121900214,0.0183565916940309,74521.4802927319,14.9337180730166,224040.292847928,0.36312910730586
"64762",0.00299313667551734,8.07254532608776,0.102729580570587,249656.056539828,0.895240016826421,397009.418610661,0.380961658600287
"66831",0.00180522210286558,0.012303212280375,0.00180511044058184,41653.271887597,87.8718106093119,330677.631704142,0.333146494881165
"76354",0.000863237462993246,0.0119816582624246,0.0399303219592784,62953.4710996248,100.301545549811,27248.578144609,0.172314663564304
"54694",0.0830052614547315,0.00997341157462329,0.00370928374777423,342828.962396788,0.964527952670904,11233.2211114312,0.594015533383594
"47674",0.00410631246183034,4.06030868240769,0.00216908919175372,83081.1642674445,56.6635029574585,18285.489096475,0.177885817870725
"12523",0.0877836081130108,0.0128870588152414,0.134178416218369,331238.542143477,72.1759201826264,12343.4869690686,0.268173034577687
"56086",0.00156232014894411,9.85038664259519,0.0169759130352441,181879.757388184,1.52156829090229,120742.948269468,0.364279927836448
"101888",0.00105336622076959,0.00871064155884622,0.0132920087613566,34528.9886125981,25.3279471148364,343093.367479472,0.30255907047891
"87473",0.000996669309223821,0.480719384383568,0.00536873482863532,113337.281048329,27.0281782331975,170325.322709828,0.244005044639966
"62734",0.000887574417042229,9.20945423583168,0.0102632914293602,80708.4736618444,0.894323049944241,279683.881973278,0.192252041034471
"109791",0.0109501792067972,0.0129289534363899,0.0681356418339054,318431.521449681,1.34192935048429,9358.77017900304,0.455327851137813
"31686",0.0135807549369947,1.02849667107004,0.0110224606202657,51492.1272523296,87.2777064282259,36554.8976198851,0.172259791988472
"84658",0.00762727178149503,9.27520845816357,0.0239218654492071,18755.3179479296,109.55633920901,34603.898421194,0.173277877027207
"28588",0.0856425158287715,0.00723520292592167,0.00333732377540901,179191.447571361,83.9989230670104,179165.001493255,0.413990307226994
"97593",0.00420249468504728,8.22993769399406,0.00451417271440612,32338.2561028099,79.4344622043063,76174.6990282467,0.323096128485025
"12703",0.0877836321280641,0.0128871051774336,0.134178514206065,331238.5421435,72.1759201868015,12343.4869689666,0.268172982464163
"112665",0.0306623424981246,0.0146103747119851,0.0187948572298481,51256.6392434525,106.712154748358,79981.3637463275,0.166435949917239
"2043",0.129146013905952,0.0114237035403566,0.00136304480012893,53412.1170333938,69.658839718053,213223.777952447,0.515774006634335
"84529",0.0076272806176039,9.27520843910353,0.0239219120813766,18755.3179479267,109.556339195865,34603.8984212741,0.173277811470086
"87401",0.000996638508807781,0.480719412770576,0.0053686811023637,113337.281048398,27.0281782978545,170325.32270978,0.24400502372325
"81453",0.00608498385411075,11.6460546582106,0.00468941482865612,40550.6375342159,55.2058237420167,37976.9073520196,0.30189722486745
"1816",0.00119012282016551,7.79066566578795,0.0556980202203941,141464.146290982,0.622747697537118,267593.094731887,0.288327055805827
"74059",0.0095842644449591,0.00985279934983439,0.0106516919676397,84753.4349796328,127.102258539918,19277.5791263454,0.169721983320848
"98890",0.00441621630375555,0.00839316401747572,0.111726953835542,284374.327589265,1.32775709830548,216044.357172237,0.336806881003521
"7398",0.00767725752823742,25.668308290054,0.00622657647825127,207843.797958057,1.15966638353304,443944.797898271,0.636150611806194
"43271",0.00418720935875093,0.00822901327453011,0.0196837221994213,165533.421850859,92.6485028888347,15910.208019375,0.151583332613321
"51281",0.00163568788065559,6.402454943266,0.101162234271956,63900.31233107,2.28502977207966,109386.761492696,0.208934997494585
"96566",0.00420311098828143,8.22993765666475,0.00451414477509418,32338.2561029241,79.4344620013737,76174.6990283458,0.323096093667806
"56605",0.00156245509725385,9.85038650950664,0.0169760949093595,181879.757388147,1.52156824986535,120742.948269455,0.364279871373913
"100729",0.00105355514980322,0.00871079265689378,0.0132921544843317,34528.9886125104,25.327947040295,343093.367479643,0.302559200061368
"115709",0.0560586703444429,0.00703989408770427,0.00240023119430507,89538.3639350181,112.257364650724,107480.969955317,0.156766634732051
"57995",0.00156248652880802,9.85038632553546,0.016976261189588,181879.757388148,1.52156832609073,120742.948269645,0.364279927833598
"102847",0.000769622161523579,0.00888255860884502,0.00310606414632885,85609.5220125265,112.445848331203,35721.9963003455,0.179734418688247
"22748",0.00574085905444197,8.31295979021577,0.00226189009499215,55987.6182974421,40.7823856760068,70148.6928839222,0.333129251180209
"32399",0.00194806081578615,7.5809471905647,0.00205783237627523,42295.3630244884,76.6427358287274,104565.935110117,0.270518491793737
"74850",0.0095841068410616,0.00985262907913731,0.0106518911121483,84753.4349795471,127.10225888546,19277.579125991,0.169722005708239
"60057",0.0834468627719176,0.00932060155478464,0.064464401593853,116264.201489416,56.2247943423983,15328.7588020658,0.166702293023894
"46659",0.00410655555020614,4.06030879138174,0.00216924111474687,83081.1642672532,56.6635028539725,18285.4890965298,0.177886082353867
"106402",0.0856387660986661,2.74247723847881,0.00246300205378599,53818.3221563208,2.00909851177922,129596.511181497,0.160337076249011
"112761",0.0306622643993077,0.0146104270579091,0.0187947828613513,51256.6392434842,106.712154703146,79981.3637463479,0.166435921493126
"17858",0.016522639217763,0.00770271304850545,0.137649868033781,309230.804375093,133.379092767786,7002.89892159827,0.470008897771269
"105827",0.00106595629006051,0.0774611941685836,0.0815695560766258,81468.8822175975,37.0848457956972,112633.034048461,0.35026734529638
"56509",0.00156238799314794,9.85038654621119,0.0169760711143253,181879.75738816,1.52156823656309,120742.948269465,0.364279888611747
"76171",0.00086313477594045,0.0119816657763131,0.0399303081013885,62953.4710995865,100.30154559519,27248.5781447689,0.17231473485073
"6121",0.00767696692070232,25.6683081497675,0.00622657467684358,207843.797958001,1.15966678680852,443944.79789802,0.636151005664426
"31529",0.0135807812023843,1.02849655790185,0.0110224247004017,51492.12725231,87.2777064879284,36554.8976198138,0.172259805834088
"9470",0.147051121632501,6.55479754790153,0.00245615210301499,71514.7364930921,22.8778645116445,23013.4216677291,0.213897349662814
"3643",0.129146135141333,0.0114238110757345,0.00136273852374594,53412.1170336763,69.6588396972915,213223.777952506,0.515774162794008
"83344",0.00960496888919037,50.347250638191,0.0110608315599815,240379.455450751,1.20353077762733,263434.807689176,0.757934076828417
"50323",0.00163595094937958,6.40245524489058,0.101162134432667,63900.3123311781,2.28502984386176,109386.761492677,0.208935096159671
"102841",0.000769636188427162,0.00888255857736186,0.00310605336834397,85609.5220125304,112.44584832254,35721.9963003611,0.179734429308446
"68353",0.00116856885695638,0.0131838586715523,0.00766241734308092,80011.0409272585,109.101854363327,74822.700883158,0.207755008859313
"52333",0.0054348434194735,3.96727405176301,0.00530802415016689,19783.1139251433,80.8365305231884,40544.9705158514,0.152331322213031
"96900",0.00420283911296945,8.22993773914126,0.00451414603030062,32338.2561030145,79.4344622909088,76174.6990282817,0.323096217595692
"45379",0.00926898119229466,1.18645124630238,0.0183565827764971,74521.4802927255,14.93371807305,224040.292847903,0.363129119841102
"18455",0.0934596020993957,11.7985529030656,0.00229966523517485,277395.098447699,1.0622203344862,222596.907548428,0.620513490812053
"24859",0.010803843756904,14.0145431074134,0.00265927778760963,185693.33691697,1.0663624389217,267448.423835078,0.304838380562656
"19807",0.093459588390295,11.7985529270483,0.00229962456537887,277395.09844771,1.0622204741015,222596.907548349,0.620513516908326
"2653",0.129146091258669,0.0114237529387154,0.00136289350521314,53412.1170334815,69.6588396392663,213223.777952516,0.515773971231669
"9724",0.14705117241859,6.55479749780139,0.00245624765820386,71514.7364929296,22.8778644027375,23013.4216679196,0.213897321309026
"14157",0.00229549109444384,14.1433125749924,0.00342549694849749,21068.6666526639,104.083354862317,98033.4738330665,0.210712424129967
"31606",0.0135807729959181,1.02849659967268,0.0110224022421013,51492.1272523361,87.2777065034946,36554.897619895,0.172259811648704
"69757",0.00116867942326499,0.0131839307386294,0.00766230732829145,80011.0409272558,109.101854449577,74822.700882627,0.207755123674
"57601",0.00156253219835703,9.85038638225647,0.0169761227059222,181879.757388129,1.52156822414168,120742.948269575,0.364279941801444
"119170",0.000893415097426447,6.77643049429973,0.056293745908994,85400.8299105312,0.726596322353604,308605.517046298,0.198975797958138
"69677",0.00116872607006155,0.0131838823145882,0.00766224180434353,80011.0409272539,109.101854530194,74822.7008826778,0.207755056029062
"30604",0.0135807649028801,1.02849648921123,0.0110225283193148,51492.1272523468,87.2777065531726,36554.8976202938,0.172259944961889
"9406",0.147051103615768,6.55479751126172,0.00245618678549685,71514.7364931084,22.8778644255201,23013.4216677203,0.213897350909343
"7709",0.00767719936620213,25.6683082419763,0.00622651032051261,207843.797958063,1.15966648916619,443944.797898213,0.636150711547907
"104706",0.00106560944569221,0.0774615104928573,0.0815696031354291,81468.8822173242,37.0848459243102,112633.034048344,0.350267445251486
