A1,B1,n
0.0001632,0.03823,0.8657
0.0001371,0.03336,0.8699
5.381e-05,0.03267,1.013
0.0001455,0.03934,0.8731
0.000161,0.03742,0.8479
0.000268,0.04421,0.8083
0.0001393,0.03355,0.8669
0.0001013,0.03787,0.9175
0.0001313,0.02761,0.8603
0.000245,0.04111,0.8096
0.000441,0.05912,0.7563
0.000133,0.03253,0.8791
7.131e-05,0.02249,0.9314
0.0001606,0.03146,0.8448
0.0002462,0.06123,0.8444
0.0001054,0.05298,0.9662
5.46e-05,0.03127,0.9818
0.0002576,0.04566,0.8155
0.0002505,0.04824,0.8188
0.0001935,0.04284,0.8373
7.029e-05,0.0263,0.9388
0.0002654,0.05992,0.8338
0.0001534,0.04125,0.8781
0.0002892,0.04983,0.7917
0.0001754,0.03939,0.8555
0.0001288,0.03974,0.8982
0.0001017,0.02341,0.8763
0.0001016,0.04076,0.9241
9.404e-05,0.04051,0.943
0.0001477,0.03241,0.8646
0.0002213,0.06295,0.8627
0.0003313,0.03928,0.7479
0.0002831,0.05193,0.8062
0.0003396,0.05766,0.8022
0.0001994,0.04103,0.8323
0.0003395,0.05722,0.798
0.0002239,0.03975,0.816
0.0001154,0.02611,0.8584
0.000178,0.04096,0.8551
0.0002307,0.04128,0.804
0.0002266,0.03299,0.7966
8.925e-05,0.03293,0.935
0.0001794,0.05252,0.87
0.0002123,0.04027,0.8238
0.0001507,0.03724,0.8607
0.0001013,0.03645,0.9201
0.0001112,0.0235,0.8751
0.0002994,0.05197,0.7876
0.0001081,0.02857,0.8849
0.0001636,0.03992,0.8447
0.0003845,0.05613,0.7723
0.00013,0.03348,0.8725
0.0001333,0.03282,0.8725
0.0002204,0.04044,0.8096
7.29e-05,0.02629,0.9437
0.0003095,0.04111,0.7791
0.0001674,0.03338,0.8516
0.0001696,0.0521,0.8878
8.792e-05,0.0351,0.9391
8.571e-05,0.03653,0.9442
0.0001877,0.03333,0.8375
6.738e-05,0.03338,0.9745
0.0001422,0.0305,0.8653
0.0001551,0.04835,0.8954
0.0001717,0.03892,0.8493
0.0001987,0.04929,0.8631
0.0001838,0.03262,0.8255
9.116e-05,0.0319,0.9276
9.697e-05,0.04259,0.9426
0.0001429,0.02651,0.8525
0.0001714,0.03951,0.8547
0.0002482,0.05336,0.8428
0.0001746,0.0426,0.8684
0.0002476,0.04811,0.8062
0.0001482,0.02993,0.8522
0.0002492,0.0601,0.8463
0.0001177,0.03261,0.8934
0.0001321,0.03293,0.8747
0.0001516,0.03337,0.8489
0.0003426,0.0641,0.8081
0.0001578,0.03804,0.8671
8.915e-05,0.03043,0.9344
0.0003234,0.05715,0.8016
0.0001188,0.02713,0.8635
0.00015,0.04677,0.8832
0.000388,0.06245,0.7882
0.0001474,0.04347,0.8811
0.0001484,0.0406,0.8738
0.0002108,0.04979,0.8557
0.0002794,0.05791,0.8231
0.0001708,0.05145,0.883
9.696e-05,0.02924,0.9082
0.0001569,0.02636,0.8257
0.0001342,0.028,0.8541
0.0001209,0.03275,0.9003
0.000148,0.03194,0.8573
0.0002456,0.05055,0.8199
0.0001796,0.04661,0.8713
0.0001238,0.03338,0.8925
0.0001455,0.03903,0.866
8.671e-05,0.03909,0.9378
0.0001059,0.03196,0.911
0.0001505,0.05024,0.8997
0.0001703,0.04103,0.8493
0.0001226,0.03773,0.8936
0.0001376,0.02309,0.8312
0.0001194,0.03346,0.8811
0.00019,0.03298,0.8277
0.0001552,0.04201,0.8679
9.889e-05,0.04281,0.9468
0.0001949,0.03926,0.8201
9.724e-05,0.03216,0.9122
0.0001263,0.03259,0.8715
0.0002278,0.0473,0.8249
0.000107,0.0321,0.902
0.0001444,0.03237,0.8689
0.0001516,0.03887,0.8788
0.0002041,0.04011,0.8347
0.0002479,0.03684,0.7946
0.0001476,0.03218,0.8594
0.0003045,0.04102,0.7638
0.0002124,0.03815,0.8224
7.379e-05,0.0331,0.9568
0.0003866,0.05907,0.7913
9.52e-05,0.02662,0.9076
4.756e-05,0.02767,1.003
0.0001777,0.03727,0.8339
0.0001773,0.03671,0.8418
5.762e-05,0.03178,0.9822
0.0001912,0.0467,0.8525
0.0001354,0.03406,0.8779
0.0002515,0.0464,0.8178
0.000124,0.04044,0.9023
0.0002202,0.04128,0.8266
0.0001612,0.04828,0.8715
0.0002701,0.04454,0.8079
0.0001358,0.02593,0.8618
0.0001755,0.04544,0.8604
0.0002072,0.04612,0.8512
9.494e-05,0.03427,0.9262
0.0001799,0.03121,0.8244
0.0001477,0.03211,0.8517
0.0001536,0.05345,0.8915
9.73e-05,0.02849,0.8893
6.863e-05,0.03488,0.9808
0.0002346,0.047,0.8242
0.000269,0.06598,0.838
0.0001139,0.03139,0.9074
0.0001449,0.02816,0.8425
0.0001965,0.04494,0.847
0.000153,0.05872,0.9143
0.0003336,0.05587,0.7907
0.0001418,0.03224,0.8699
0.0001216,0.03391,0.8896
0.0001866,0.0485,0.8728
0.0001607,0.0421,0.8666
0.0001752,0.04255,0.847
0.0001861,0.03863,0.8372
0.000147,0.04095,0.8803
9.724e-05,0.03454,0.921
0.0002539,0.03399,0.775
0.0001011,0.03405,0.9093
0.0001542,0.03295,0.8608
0.0001145,0.035,0.914
0.000146,0.03418,0.851
0.0002911,0.06058,0.823
0.0001594,0.03137,0.8443
0.0004009,0.0605,0.7712
0.0001715,0.03331,0.8427
0.0003298,0.04704,0.775
9.643e-05,0.02711,0.8968
0.0001386,0.03357,0.8874
0.0001943,0.062,0.8783
0.0001426,0.03985,0.8776
0.000226,0.04754,0.8305
0.0001262,0.03702,0.8963
0.0001339,0.04038,0.8914
0.0001468,0.0439,0.8952
0.000115,0.03365,0.8795
0.0001225,0.03975,0.909
0.0001583,0.03275,0.8431
0.0001456,0.04116,0.8859
0.0001905,0.05838,0.8753
9.697e-05,0.02877,0.9025
0.0001663,0.03549,0.8519
0.0002052,0.04037,0.8435
0.0002006,0.05872,0.8664
0.0003358,0.0501,0.7721
0.0002056,0.03245,0.8032
0.0001623,0.03416,0.8432
0.000182,0.03986,0.8546
0.0003544,0.05826,0.7816
7.638e-05,0.03303,0.9455
0.000346,0.04708,0.7743
0.0001292,0.0498,0.9225
0.0001065,0.04088,0.9324
0.0001883,0.04087,0.8296
0.0001751,0.03649,0.8327
0.0001406,0.03913,0.8831
0.0001026,0.04212,0.9525
0.0002115,0.04182,0.815
0.0001367,0.04646,0.9071
0.0002913,0.03983,0.7802
0.0001647,0.03151,0.838
0.0001288,0.03942,0.8921
0.0001436,0.033,0.872
0.0001335,0.05259,0.9161
0.000236,0.06655,0.858
7.268e-05,0.03298,0.9626
0.0001742,0.03959,0.862
0.0001646,0.03893,0.8499
0.0001077,0.04914,0.9441
0.0002806,0.04781,0.795
0.0002296,0.04351,0.8199
0.0001223,0.02687,0.8603
0.0001561,0.02603,0.8367
6.987e-05,0.03383,0.9746
8.446e-05,0.03249,0.9294
0.0001287,0.03238,0.8725
0.0002118,0.05549,0.8584
6.557e-05,0.03298,0.9682
0.0001934,0.04067,0.8431
0.0003714,0.03883,0.7439
9.894e-05,0.03165,0.9219
0.0001729,0.03249,0.8159
9.191e-05,0.02348,0.8945
0.0001985,0.04576,0.8501
0.0002721,0.03379,0.7769
0.0001587,0.03753,0.8578
0.0001843,0.03142,0.8183
9.353e-05,0.03414,0.9325
0.0001013,0.03438,0.9141
0.0001157,0.03141,0.8807
0.0001045,0.02855,0.8925
0.0001368,0.04078,0.8708
0.0002445,0.03795,0.8005
0.0001297,0.03688,0.8891
0.0003837,0.07898,0.8134
0.0001198,0.03367,0.9047
0.0002039,0.05196,0.8567
0.0001273,0.03442,0.8763
0.0002465,0.03031,0.7744
9.297e-05,0.02803,0.9016
0.0003059,0.03781,0.7654
0.0001162,0.02601,0.8755
0.0001884,0.03456,0.8257
0.0001759,0.06168,0.8898
0.0001402,0.02807,0.8383
0.0001441,0.0263,0.8385
0.0001266,0.03414,0.8941
0.0001867,0.04011,0.8385
0.000153,0.03882,0.8738
0.000246,0.03872,0.8094
0.0001793,0.04095,0.8604
0.0002955,0.05885,0.8183
0.0001109,0.03187,0.9003
0.0002394,0.04884,0.8279
7.268e-05,0.0231,0.928
0.000139,0.05696,0.933
0.000321,0.05068,0.7923
0.0001502,0.03998,0.8802
0.0001183,0.027,0.8762
0.0001507,0.04804,0.888
0.0001477,0.0433,0.8834
0.0001894,0.0505,0.8594
0.0001812,0.04016,0.8567
0.0001858,0.04561,0.8575
0.0002795,0.03905,0.7779
0.0001635,0.03815,0.8449
0.0001885,0.04053,0.8409
0.0002927,0.04696,0.8003
0.0001212,0.02795,0.8679
0.0001789,0.03874,0.8456
0.0002393,0.04366,0.8215
0.0001126,0.02691,0.88
0.0001126,0.04409,0.9285
0.0001993,0.04385,0.8489
0.0002611,0.04883,0.8157
0.0001311,0.0511,0.9094
0.0001297,0.03418,0.8726
0.0001162,0.03459,0.8994
0.0001301,0.03457,0.8816
0.0001178,0.03298,0.8896
0.0001717,0.03196,0.8265
0.0001035,0.03458,0.9105
0.0002125,0.04089,0.8323
0.0001115,0.02629,0.8782
0.0001604,0.04736,0.8916
0.0001459,0.04644,0.8752
8.732e-05,0.0416,0.9446
0.0001727,0.02677,0.8217
0.0003231,0.05689,0.797
0.0001096,0.03881,0.9036
0.0001477,0.06674,0.9302
0.0002208,0.0489,0.8445
0.0001668,0.04155,0.8418
0.0001656,0.03321,0.8461
0.0002098,0.0403,0.8206
0.0001878,0.05115,0.8632
0.0002684,0.04576,0.7943
0.0001435,0.05143,0.8937
0.0002115,0.04776,0.8406
0.0001129,0.03191,0.9019
0.0002924,0.04499,0.7924
0.0001591,0.04903,0.8821
9.006e-05,0.05779,0.9748
0.0002076,0.06478,0.8841
0.0004318,0.0361,0.7072
0.0002349,0.05723,0.8589
0.0001486,0.03106,0.8566
7.803e-05,0.02813,0.9384
0.0002262,0.04343,0.819
0.0001513,0.03982,0.8822
8.146e-05,0.04381,0.9594
0.0001603,0.03072,0.8508
0.0002005,0.0366,0.8207
0.0001377,0.03112,0.8688
0.0001414,0.03402,0.859
0.0002661,0.0417,0.7931
0.0001651,0.03803,0.8601
0.0005196,0.07761,0.7585
0.00014,0.04748,0.9004
0.0001523,0.03011,0.849
0.0003026,0.05629,0.8115
0.0002551,0.03169,0.7667
0.000259,0.05106,0.8254
0.000129,0.03725,0.9018
9.862e-05,0.04113,0.9377
6.235e-05,0.02801,0.9685
0.0001197,0.03278,0.9122
0.0001331,0.05806,0.9186
0.0002063,0.05186,0.8577
0.0002413,0.06674,0.8594
0.0002575,0.03787,0.8109
0.0002112,0.03834,0.8189
0.000136,0.03804,0.8833
0.0002585,0.04963,0.8134
0.0001011,0.02629,0.8862
0.0002506,0.0519,0.8208
0.0001301,0.04024,0.8942
0.0001555,0.03995,0.8592
0.0003308,0.0361,0.7479
0.0001575,0.03882,0.8668
0.0001294,0.03992,0.8916
0.0001688,0.03931,0.8509
0.0001055,0.03291,0.9141
0.0002448,0.06081,0.8399
0.0001955,0.06131,0.8745
7.987e-05,0.04034,0.9653
0.0001189,0.04076,0.9023
0.0001392,0.03187,0.8712
0.0001854,0.03957,0.8368
0.0001026,0.02313,0.8932
8.525e-05,0.03957,0.9617
6.831e-05,0.02399,0.9395
9.204e-05,0.04069,0.9507
0.0001641,0.03324,0.846
0.0003258,0.06063,0.8095
0.0002137,0.03962,0.8149
0.0001195,0.04926,0.9366
0.0002964,0.05003,0.7933
6.397e-05,0.03941,0.9921
0.0002681,0.06187,0.8301
0.0001199,0.03268,0.8864
0.0002144,0.02758,0.7957
0.0001408,0.03488,0.8706
0.0001444,0.03062,0.8688
0.0002248,0.06176,0.8553
0.0001566,0.04828,0.8748
0.0001755,0.0319,0.8116
0.0003709,0.0461,0.7666
0.0002252,0.05125,0.8386
0.0001988,0.0305,0.8044
0.0001149,0.03387,0.8988
0.0001347,0.03129,0.8694
0.0001419,0.05589,0.8956
8.135e-05,0.02789,0.9243
0.0001092,0.0285,0.8911
0.0001629,0.032,0.843
0.0002336,0.06364,0.8469
0.0002157,0.03644,0.8079
0.0001689,0.04024,0.8523
0.0002239,0.03814,0.811
0.0001958,0.04957,0.8618
3.98e-05,0.02826,1.031
0.0001387,0.04992,0.9106
0.0001719,0.05049,0.8891
0.0002934,0.05496,0.8096
0.0001173,0.0273,0.8658
0.0001047,0.03198,0.8916
0.0001034,0.0356,0.9145
0.0001505,0.04334,0.8797
6.625e-05,0.033,0.9582
8.642e-05,0.02936,0.9228
0.0002769,0.04273,0.7912
9.724e-05,0.02921,0.9106
0.0001209,0.03543,0.889
0.0003078,0.04361,0.7667
0.0001622,0.03209,0.8442
0.0001743,0.03272,0.8399
0.0001417,0.03151,0.8637
0.0001244,0.04216,0.9013
0.0002663,0.04852,0.804
0.0002128,0.04113,0.8313
0.0002944,0.0527,0.8066
5.675e-05,0.02791,0.9809
0.0001327,0.03387,0.8783
0.0001104,0.03231,0.8921
0.0004053,0.06221,0.7825
0.0001063,0.04856,0.9497
0.0001606,0.04095,0.8641
0.0001478,0.03995,0.8701
8.704e-05,0.02762,0.9229
0.0001846,0.03759,0.8324
0.0002302,0.04816,0.8427
0.0001523,0.04517,0.8876
7.632e-05,0.03369,0.9502
0.0001365,0.03013,0.8663
0.0006408,0.07234,0.7156
0.0001408,0.03866,0.874
8.036e-05,0.03224,0.9506
0.0001429,0.03174,0.8475
0.0002271,0.03989,0.8224
0.0001464,0.05198,0.9046
0.0001967,0.03279,0.821
0.0001282,0.05216,0.9106
0.0001576,0.04029,0.8739
0.0001524,0.03914,0.8756
9.949e-05,0.04171,0.9363
0.0001029,0.04283,0.933
9.676e-05,0.03585,0.9234
0.0001818,0.03915,0.8527
0.0002604,0.04823,0.8231
0.0001276,0.03339,0.8813
0.0001155,0.05294,0.945
0.0001219,0.03733,0.9112
6.939e-05,0.03963,0.977
0.0001498,0.04184,0.8696
0.0001753,0.03358,0.8382
0.0002025,0.05886,0.8666
0.0001745,0.04195,0.8678
0.0002372,0.04238,0.8107
0.0002076,0.04749,0.8392
0.0003277,0.05057,0.79
9.451e-05,0.03974,0.936
0.0001607,0.04785,0.884
0.0003015,0.0377,0.7612
0.0001893,0.04296,0.8476
0.0001032,0.02732,0.8995
0.0001818,0.05178,0.8667
0.0002209,0.03636,0.8179
0.0002041,0.05331,0.8641
0.000161,0.04973,0.8885
0.000139,0.04045,0.891
0.0001508,0.03044,0.8722
0.0002008,0.05269,0.8532
0.0001543,0.03449,0.8502
0.0003022,0.06402,0.8264
0.0001351,0.05028,0.909
0.0001824,0.03884,0.8461
0.0002169,0.04546,0.8381
0.0001865,0.0472,0.8553
0.0002087,0.03787,0.8291
0.0001292,0.02683,0.8756
0.0001332,0.03419,0.8854
0.000151,0.0412,0.8603
0.0001774,0.03799,0.8448
0.0001519,0.03729,0.8566
0.0001287,0.03414,0.8638
8.573e-05,0.02738,0.908
0.000243,0.0619,0.8498
0.0001921,0.04687,0.8592
0.0002182,0.04891,0.8404
0.0001772,0.04938,0.8757
9.164e-05,0.02749,0.9126
0.0002052,0.03747,0.8378
0.0001656,0.03744,0.8648
0.0001738,0.02928,0.8329
0.0001074,0.02717,0.9028
0.0001741,0.0363,0.8505
0.0001153,0.03451,0.8994
0.0001205,0.03476,0.8902
0.0002558,0.054,0.8228
0.0001034,0.05743,0.9534
9.828e-05,0.04075,0.9285
0.0001232,0.03064,0.8779
0.0002735,0.0488,0.8027
9.298e-05,0.04255,0.9525
0.0001543,0.05461,0.8989
5.233e-05,0.03589,1.013
0.000126,0.03324,0.8767
0.0002442,0.03937,0.8017
0.000158,0.04433,0.8702
0.0002629,0.03829,0.7838
0.0001465,0.04779,0.8873
9.253e-05,0.03396,0.9327
0.0002613,0.05034,0.8132
0.0002577,0.0463,0.8163
0.0002159,0.05224,0.8496
0.0001168,0.0359,0.9104
0.0001966,0.04511,0.8396
0.0001399,0.03344,0.8724
0.0002008,0.04877,0.845
0.0001622,0.03399,0.8422
0.0001334,0.04924,0.9006
0.0001201,0.0337,0.8961
0.0001573,0.03141,0.8434
0.0001492,0.05024,0.9139
0.000121,0.05158,0.9256
0.000152,0.03398,0.8614
0.0001863,0.05076,0.8643
0.0002741,0.03773,0.7883
0.0002179,0.03781,0.8107
0.000203,0.04928,0.8382
0.0001452,0.03169,0.8577
0.0002944,0.05054,0.7938
0.0002108,0.04259,0.8324
0.0002897,0.04358,0.7969
9.997e-05,0.03266,0.9132
0.0001734,0.03235,0.8352
0.0001803,0.04119,0.8501
0.0003183,0.03939,0.7627
0.0002333,0.03886,0.8041
0.0001046,0.03953,0.9271
0.0001531,0.04848,0.894
0.0001774,0.04017,0.8456
0.0001762,0.03901,0.841
0.0001323,0.03218,0.883
6.593e-05,0.02258,0.9346
0.0001714,0.03657,0.856
0.0001452,0.03465,0.8583
0.0001414,0.0325,0.8675
0.0001038,0.03948,0.9326
0.0001461,0.02848,0.8455
0.0001318,0.04099,0.902
0.0001807,0.03298,0.834
0.0001931,0.03959,0.8437
0.000181,0.03443,0.8194
0.0002187,0.06581,0.8664
0.0002117,0.03183,0.8072
0.0001513,0.03172,0.8559
0.0001825,0.05376,0.8707
0.0002553,0.04656,0.8203
0.0001804,0.04184,0.8395
0.0001659,0.04561,0.88
0.0001442,0.0563,0.9215
8.106e-05,0.03759,0.9585
0.0002558,0.04048,0.8048
0.0001168,0.03625,0.8932
0.0002038,0.03931,0.8292
0.0002345,0.04568,0.8091
0.0002547,0.03792,0.7932
0.0002212,0.03199,0.7987
0.0003242,0.0462,0.7879
9.516e-05,0.03373,0.9125
0.0001655,0.03049,0.843
7.12e-05,0.02273,0.928
0.0001966,0.03746,0.8355
0.0001193,0.03128,0.8845
0.0001477,0.03236,0.8635
0.0001213,0.05185,0.9238
0.0001504,0.04663,0.8811
0.0001691,0.03739,0.8653
0.0001328,0.03384,0.8757
0.0001926,0.02593,0.7962
0.000231,0.04235,0.8076
0.0001578,0.03861,0.8511
9.334e-05,0.02778,0.9128
0.0002674,0.06138,0.8462
0.0002493,0.04669,0.8201
0.0001785,0.04347,0.854
0.0002587,0.05123,0.8292
0.0002614,0.04018,0.8015
0.0001542,0.03485,0.8532
0.0001247,0.03255,0.872
0.0001977,0.03355,0.8129
0.0001437,0.03109,0.8534
8.38e-05,0.05085,0.9729
0.0001556,0.03762,0.8594
0.0002472,0.05067,0.8288
0.0001673,0.03433,0.8443
0.0001048,0.02843,0.8981
0.0002301,0.03762,0.8055
9.267e-05,0.03341,0.9244
0.0001326,0.04062,0.8853
0.0001923,0.04141,0.8374
0.0001938,0.0388,0.8451
0.0001045,0.03719,0.9032
0.0001142,0.04201,0.9124
0.0001426,0.0406,0.8794
0.0001083,0.0279,0.8873
0.0001802,0.05449,0.8732
0.0001931,0.04929,0.8553
0.000119,0.0348,0.8901
0.0002336,0.04515,0.8218
0.0001474,0.0415,0.8862
0.0003326,0.04581,0.7804
0.000145,0.03207,0.8704
0.0001414,0.03232,0.8623
0.0001024,0.03256,0.9083
0.0002444,0.0391,0.7974
0.0001575,0.03192,0.863
0.0002931,0.05798,0.8066
0.0002034,0.03424,0.8126
0.0001986,0.0389,0.8321
4e-04,0.06259,0.789
0.0002832,0.04546,0.789
0.0001779,0.04764,0.8708
0.000144,0.04599,0.8923
0.0001597,0.03767,0.8565
7.88e-05,0.034,0.9525
0.0001798,0.04906,0.8666
0.000261,0.03903,0.7943
0.0001593,0.03124,0.8429
0.0001501,0.02796,0.8441
0.0002069,0.03294,0.8085
0.0001179,0.0409,0.913
0.0001321,0.03229,0.8774
0.0001867,0.03172,0.8238
0.0001901,0.0337,0.8186
0.0001834,0.04099,0.8479
0.0002956,0.05533,0.7911
0.0001107,0.02798,0.8927
0.0001388,0.03626,0.8819
0.0002138,0.04572,0.8326
8.779e-05,0.03519,0.936
0.0002366,0.03911,0.8129
0.0002998,0.06289,0.8216
0.0001447,0.02682,0.8384
9.978e-05,0.03653,0.923
0.0002711,0.03812,0.7761
0.0002206,0.03675,0.8329
0.0001796,0.05075,0.8744
0.0001841,0.04907,0.8659
0.0002879,0.04875,0.8134
0.0001204,0.03359,0.9017
9.021e-05,0.02358,0.9034
0.0001553,0.0325,0.8536
0.0001739,0.03611,0.833
0.0001573,0.04822,0.8725
0.0001373,0.02901,0.8433
0.0001744,0.03856,0.8517
0.0001665,0.04365,0.866
0.0002927,0.03643,0.7583
0.0001512,0.04054,0.8748
0.0001763,0.04137,0.8456
0.0001425,0.04748,0.8957
0.0002877,0.04906,0.8071
0.0001394,0.03946,0.8754
0.0001693,0.04713,0.8623
0.0001964,0.04365,0.8425
0.0002355,0.06104,0.8504
9.008e-05,0.02369,0.9088
0.0001046,0.04899,0.9481
0.000252,0.03131,0.7885
0.0001735,0.04866,0.8539
0.0001276,0.04008,0.8924
8.369e-05,0.04115,0.9545
0.0001883,0.03861,0.8317
0.0001981,0.03124,0.8063
0.0002003,0.06381,0.8832
0.0003132,0.05109,0.7939
0.0002603,0.03635,0.795
0.0002066,0.06046,0.8771
0.0001587,0.0404,0.8618
0.0001231,0.05087,0.9343
0.0001962,0.03875,0.8408
0.0002663,0.03982,0.7891
0.000219,0.0469,0.8416
0.0001602,0.04924,0.8879
0.0001601,0.03865,0.852
0.0001877,0.03338,0.8191
0.0002342,0.02934,0.7845
0.0001351,0.03173,0.865
0.0003496,0.05909,0.8018
0.000167,0.03901,0.859
0.0001152,0.03724,0.8947
0.0001985,0.0383,0.8388
0.0002583,0.0512,0.8187
0.0002179,0.04184,0.8354
0.0002148,0.03351,0.7958
0.0001735,0.03251,0.8348
0.0001537,0.0321,0.8581
0.0002019,0.0412,0.8301
0.0002718,0.04187,0.7864
0.0004427,0.06567,0.7622
0.0001433,0.03228,0.8589
0.0001054,0.04172,0.9312
0.0002692,0.07467,0.8526
0.0001341,0.03954,0.8868
0.0002733,0.05039,0.8219
0.0001532,0.03764,0.8527
0.0002892,0.07477,0.8441
8.738e-05,0.02791,0.9197
0.0002201,0.03947,0.8283
0.0001212,0.04003,0.9147
0.0002141,0.04246,0.8319
0.0001152,0.03001,0.8781
0.0001298,0.0377,0.8786
0.0001429,0.03402,0.8672
0.0002245,0.04879,0.8279
0.0001489,0.02648,0.8375
0.0001328,0.04203,0.8956
0.0002034,0.03225,0.8104
0.0001129,0.03151,0.8899
7.819e-05,0.02832,0.9228
0.0001171,0.03637,0.915
0.0001418,0.04158,0.8941
0.0001814,0.03318,0.841
6.198e-05,0.0232,0.9485
0.0001606,0.04004,0.8712
0.0002361,0.04072,0.8207
0.0003113,0.07977,0.837
0.0001605,0.03226,0.8511
0.0001314,0.04058,0.8846
0.0001367,0.03532,0.8696
0.0001941,0.0487,0.8579
0.0001858,0.03232,0.8105
0.0001458,0.05157,0.8941
0.0003021,0.04163,0.7865
0.0002822,0.03939,0.7837
0.0003141,0.06427,0.8115
8.892e-05,0.04826,0.9579
0.0001012,0.03555,0.9172
7.865e-05,0.02788,0.9359
0.0001206,0.02909,0.8779
7.768e-05,0.0278,0.9317
0.0001832,0.03327,0.8225
0.0001457,0.04115,0.8726
0.00038,0.07985,0.8078
0.0003885,0.0503,0.7745
0.0001942,0.06115,0.8741
0.0001857,0.03602,0.8284
0.0002234,0.04951,0.8501
0.0002369,0.05534,0.8354
0.0001301,0.02568,0.8508
0.0001762,0.04064,0.8558
0.0001371,0.0327,0.8731
0.00012,0.0338,0.8886
0.0001683,0.04156,0.8572
0.0001939,0.05221,0.8629
0.000245,0.05391,0.8356
7.401e-05,0.0236,0.9335
0.0001879,0.03031,0.8107
0.0001952,0.04923,0.8595
0.0001578,0.03723,0.8721
0.0001425,0.03931,0.8823
5.308e-05,0.03403,1.004
7.457e-05,0.02748,0.9341
0.000122,0.03557,0.8965
0.0001551,0.04895,0.8839
0.0001421,0.04336,0.8952
0.00023,0.06673,0.8643
0.000106,0.03342,0.8906
0.000343,0.07823,0.8267
0.0001425,0.03478,0.8612
0.0001708,0.04087,0.8533
0.0002467,0.04876,0.8331
0.0002602,0.04949,0.8238
0.0002333,0.04194,0.8096
0.0002733,0.04307,0.7985
0.0001291,0.04618,0.9106
6.9e-05,0.0292,0.9608
0.0001807,0.03847,0.8564
0.0001224,0.02727,0.8873
0.0002188,0.04736,0.8451
0.0002071,0.03859,0.8229
0.0001898,0.04243,0.8588
0.0001327,0.02682,0.8541
0.0001105,0.02813,0.8856
0.0001902,0.03995,0.8359
0.0002593,0.03924,0.7915
0.0001289,0.03583,0.8971
8.589e-05,0.03382,0.9225
0.0002482,0.05412,0.8234
0.0001342,0.03614,0.8774
0.0001961,0.04118,0.832
0.0001842,0.04853,0.8642
0.000188,0.0468,0.8729
9.941e-05,0.03375,0.9167
0.0001631,0.04969,0.8772
0.000258,0.03888,0.797
0.0003467,0.05954,0.793
0.0002436,0.04594,0.8207
0.0002317,0.03993,0.817
0.0001032,0.02756,0.9057
8.194e-05,0.02811,0.9256
0.0002287,0.03739,0.8121
0.0001288,0.03153,0.8843
0.0001972,0.06582,0.9007
0.0001708,0.04527,0.8483
0.0001616,0.03854,0.8819
0.0001938,0.03802,0.8266
8.355e-05,0.03595,0.939
0.000138,0.02787,0.8594
0.0002235,0.04716,0.8221
0.000173,0.03303,0.8364
0.0001663,0.03767,0.8469
0.0002143,0.03867,0.8279
0.0003258,0.04756,0.7759
0.0001247,0.04063,0.8976
0.0001547,0.03441,0.8623
0.0001477,0.03869,0.8745
0.0001138,0.027,0.8791
0.0001249,0.03197,0.8767
0.0001536,0.0338,0.8631
0.0001688,0.04548,0.8648
0.0001934,0.04581,0.8563
0.0002996,0.06108,0.8122
0.0001016,0.03286,0.9176
9.65e-05,0.03812,0.9395
0.0001887,0.03313,0.8115
0.0001903,0.02735,0.8096
0.0001159,0.0335,0.8883
0.0001988,0.06341,0.8753
6.984e-05,0.02761,0.9496
0.0001578,0.03975,0.8726
0.0001219,0.04857,0.9139
0.0002005,0.04832,0.8436
0.0001161,0.02682,0.8723
4.919e-05,0.02868,0.9973
0.0001573,0.04287,0.8772
0.0002119,0.04087,0.8318
0.0001541,0.05207,0.8848
0.0001314,0.05081,0.9127
0.0001684,0.03056,0.8437
0.0002078,0.04203,0.8211
0.0001257,0.04045,0.9011
0.0001941,0.0466,0.8538
0.0002089,0.04138,0.8367
0.0001407,0.03278,0.8696
0.000124,0.03292,0.8749
0.0001808,0.03925,0.8495
0.0001262,0.02732,0.8701
0.0001907,0.04134,0.8391
8.339e-05,0.03251,0.9355
0.0002309,0.04175,0.7978
0.000161,0.02744,0.8173
0.0001206,0.02641,0.8768
0.0001686,0.03095,0.8246
0.0002247,0.05599,0.84
0.0003155,0.06905,0.8173
0.0001347,0.04827,0.9079
0.0001563,0.03492,0.862
0.0001271,0.04663,0.9225
0.0001249,0.05352,0.9202
0.0001816,0.03917,0.8446
0.0003502,0.05055,0.7837
0.0001717,0.04568,0.8694
0.0001318,0.02313,0.8459
0.00018,0.04595,0.857
0.0001003,0.03698,0.9267
0.0001238,0.05629,0.9416
0.0001794,0.03303,0.829
0.0001234,0.04371,0.9234
0.0001601,0.03387,0.8406
0.00027,0.06188,0.8351
0.0002016,0.04873,0.8439
0.0003165,0.04789,0.7845
0.0002132,0.03187,0.8136
6.484e-05,0.03333,0.9752
0.0002079,0.03377,0.8107
0.0001198,0.03431,0.8919
0.0001475,0.05309,0.9026
0.0001459,0.03436,0.867
2e-04,0.03902,0.8297
0.0001799,0.0322,0.8316
0.0001126,0.02844,0.8681
0.0002766,0.04865,0.8085
0.0001846,0.03,0.839
0.0001507,0.04126,0.8842
0.0001075,0.03207,0.894
0.0001315,0.0339,0.8884
0.0001691,0.03622,0.8476
0.0001969,0.04121,0.8368
0.0001116,0.03199,0.8887
0.0001901,0.03647,0.8377
0.0001096,0.04217,0.9181
