Kon,Koff,n
2.82e-06,0.001823,0.8458
1.607e-05,0.00191,0.5989
1.141e-05,0.001911,0.6441
1.216e-05,0.001662,0.6197
9.206e-06,0.00207,0.689
6.489e-06,0.002195,0.7281
8.276e-06,0.001976,0.7054
3.535e-06,0.002139,0.8382
6.485e-06,0.002241,0.7379
6.162e-06,0.002165,0.7503
2.257e-06,0.001811,0.8682
8.763e-06,0.002186,0.68
3.069e-05,0.00224,0.5205
2.034e-06,0.001927,0.8746
1.263e-05,0.001766,0.6169
1.08e-05,0.001816,0.6438
5.983e-06,0.001846,0.725
2.63e-05,0.002009,0.5351
5.272e-06,0.002402,0.7794
8.395e-06,0.002753,0.7294
2.517e-05,0.001875,0.5319
1.242e-05,0.002154,0.6545
1.28e-05,0.00218,0.6383
5.388e-06,0.002182,0.7625
1.046e-05,0.002756,0.6893
1.477e-05,0.002224,0.6251
1.018e-05,0.002117,0.6746
6.315e-06,0.002057,0.7488
6.761e-06,0.002591,0.7565
8.505e-06,0.002194,0.7042
6.94e-06,0.002467,0.7386
9.035e-06,0.002399,0.7087
1.085e-05,0.002393,0.6621
3.238e-06,0.002153,0.8294
7.672e-06,0.00239,0.7359
5.041e-06,0.00226,0.7834
6.583e-06,0.002234,0.7504
4.319e-06,0.00187,0.7877
7.403e-06,0.001797,0.7112
1.574e-05,0.001979,0.6076
9.987e-06,0.001678,0.6381
1.142e-05,0.002253,0.6563
7.984e-06,0.001922,0.706
4.985e-06,0.001881,0.7728
1.336e-05,0.002431,0.6557
1.264e-05,0.001921,0.6253
7.068e-06,0.002205,0.7304
8.517e-06,0.001794,0.6793
1.117e-05,0.002256,0.6433
5.796e-06,0.001702,0.729
1.25e-05,0.002101,0.645
9.765e-06,0.001679,0.6576
6.985e-06,0.00205,0.7253
1.602e-05,0.001855,0.5997
1.406e-05,0.001987,0.6296
5.631e-06,0.002246,0.7712
1.328e-05,0.002045,0.6181
5.441e-06,0.001973,0.7477
3.448e-06,0.002394,0.846
4.047e-06,0.001654,0.7856
6.143e-06,0.00229,0.7474
3.419e-05,0.002265,0.5
2.311e-05,0.001863,0.5481
8.226e-06,0.002429,0.713
1.206e-05,0.001991,0.6375
1.119e-05,0.002098,0.661
2.653e-05,0.001852,0.5223
7.833e-06,0.001836,0.6924
8.225e-06,0.001875,0.6886
7.117e-06,0.002101,0.7302
5.01e-06,0.002853,0.8002
1.105e-05,0.002088,0.6548
1.254e-05,0.002246,0.6495
1.378e-05,0.001818,0.6238
2.498e-06,0.001919,0.8474
7.787e-06,0.001841,0.695
2.769e-05,0.001744,0.5
1.583e-06,0.00281,0.9585
1.981e-05,0.002316,0.594
3.887e-06,0.002274,0.8154
8.835e-06,0.002401,0.7029
5.469e-06,0.001943,0.7447
3.918e-06,0.001838,0.8048
8.491e-06,0.002151,0.7071
9.132e-06,0.002069,0.6819
6.872e-06,0.002365,0.7396
1.01e-05,0.001656,0.6494
1.124e-05,0.00184,0.6375
1.755e-05,0.001862,0.5636
8.45e-06,0.002224,0.7032
2.379e-06,0.001977,0.8756
1.901e-06,0.001851,0.8884
1.333e-05,0.001985,0.6386
2.381e-05,0.002412,0.561
1.216e-05,0.002251,0.6422
6.699e-06,0.001995,0.7226
9.382e-06,0.002059,0.6983
7.712e-06,0.002055,0.7143
1.901e-05,0.002124,0.584
9.93e-06,0.002194,0.6666
6.746e-06,0.001883,0.7231
8.594e-06,0.001922,0.6708
6.151e-06,0.001987,0.74
1.058e-05,0.00214,0.6627
4.76e-06,0.002317,0.7774
5.39e-06,0.002191,0.7728
1.882e-05,0.002424,0.5964
6.337e-06,0.002665,0.757
8.51e-06,0.002731,0.7207
1.019e-05,0.00189,0.6641
1.608e-05,0.001953,0.5907
2.089e-05,0.001912,0.56
2.163e-05,0.001642,0.5403
5.106e-06,0.002009,0.7703
1.309e-05,0.002517,0.6665
8.152e-06,0.001908,0.6932
5.104e-06,0.002233,0.7776
8.033e-06,0.001704,0.6848
6.25e-06,0.002005,0.7439
7.381e-06,0.001772,0.7072
9.399e-06,0.002173,0.6969
1.829e-05,0.002474,0.6018
1.608e-05,0.002,0.6091
7.309e-06,0.001886,0.7193
1.409e-05,0.00193,0.6105
6.383e-06,0.002215,0.737
2.658e-06,0.001979,0.8641
2.463e-05,0.001995,0.5445
3.776e-06,0.0026,0.8306
9.252e-06,0.001855,0.6687
7.411e-06,0.002245,0.7406
1.19e-05,0.001921,0.6343
1.294e-05,0.001743,0.6237
5.609e-06,0.002425,0.7736
3.823e-06,0.00239,0.8316
2.625e-05,0.001969,0.5261
1.206e-05,0.002263,0.6557
1.472e-05,0.0022,0.6235
2.032e-05,0.001946,0.5593
1.402e-05,0.001985,0.6403
1.61e-05,0.0024,0.6232
1.505e-05,0.002305,0.6334
6.013e-06,0.001773,0.7394
3.078e-05,0.002029,0.5
8.027e-06,0.002167,0.7029
1.1e-05,0.002344,0.6759
1.855e-05,0.002489,0.6057
1.764e-05,0.002105,0.5862
5.432e-06,0.002148,0.7572
5.529e-06,0.002273,0.7648
4.29e-06,0.002082,0.7905
5.069e-06,0.002026,0.7627
3.994e-06,0.002562,0.8129
1.356e-05,0.00233,0.643
2.623e-06,0.001887,0.8528
3.475e-05,0.002441,0.5
5.888e-06,0.002046,0.7506
8.13e-06,0.001922,0.6943
6.259e-06,0.002101,0.7429
1.373e-05,0.001934,0.6094
1.302e-05,0.002099,0.6391
7.801e-06,0.002533,0.7256
9.128e-06,0.002032,0.674
4.603e-06,0.001963,0.7745
4.991e-06,0.002183,0.7689
5.027e-06,0.001902,0.7584
5.164e-06,0.00184,0.757
6.693e-06,0.002341,0.7466
1.735e-05,0.002275,0.5944
4.802e-06,0.002143,0.7642
7.151e-06,0.002395,0.726
2.481e-05,0.00186,0.5275
2.118e-05,0.001968,0.5448
7.505e-06,0.002116,0.7248
1.018e-05,0.002074,0.6782
9.525e-06,0.001886,0.6727
5.266e-06,0.001991,0.7633
1.011e-05,0.001923,0.6603
1.488e-05,0.001916,0.6095
7.367e-06,0.002118,0.7156
4.503e-06,0.002115,0.7904
2.457e-06,0.001972,0.8775
5.941e-06,0.002793,0.7871
1.326e-05,0.001658,0.6144
6.804e-06,0.001904,0.7257
5.814e-06,0.002038,0.753
1.458e-05,0.002139,0.6238
4.373e-06,0.001941,0.7884
1.92e-05,0.002079,0.5797
2.106e-05,0.002036,0.575
5.916e-06,0.001905,0.7471
1.299e-06,0.001884,0.9534
6.268e-06,0.00213,0.7384
1.108e-05,0.001871,0.6372
2.707e-05,0.002128,0.5319
4.646e-06,0.002389,0.7998
8.623e-06,0.001979,0.6884
7.522e-06,0.002319,0.7194
3.111e-06,0.002036,0.8446
1.947e-05,0.002064,0.5759
2.543e-06,0.001768,0.8494
7.691e-06,0.002398,0.7264
1.222e-05,0.001931,0.6296
8.916e-06,0.002114,0.6903
3.533e-06,0.002453,0.8438
2.434e-05,0.00226,0.5596
1.187e-05,0.002091,0.6519
9.919e-06,0.002094,0.6772
2.42e-05,0.002067,0.5482
1.017e-05,0.002047,0.6693
6.915e-06,0.001993,0.7245
1.018e-05,0.002001,0.6636
1.523e-05,0.00175,0.5884
3.602e-06,0.001856,0.816
1.124e-05,0.002105,0.6658
1.08e-05,0.001978,0.6633
1.549e-05,0.002133,0.6042
3.17e-06,0.001666,0.8002
4.837e-06,0.002207,0.7694
4.828e-06,0.002288,0.7804
8.671e-06,0.002263,0.6987
1.002e-05,0.002425,0.7049
7.738e-06,0.002309,0.7309
5.936e-06,0.001832,0.7357
9.58e-06,0.0024,0.6984
8.385e-06,0.00212,0.697
3.778e-06,0.002094,0.819
1.112e-05,0.002528,0.676
4.047e-06,0.002152,0.81
2.866e-06,0.002168,0.8432
1.707e-05,0.002362,0.6178
3.55e-06,0.002264,0.8291
6.238e-06,0.001892,0.7287
6.361e-06,0.00202,0.7333
1.37e-05,0.001993,0.618
6.352e-06,0.002072,0.736
5.413e-06,0.00201,0.7535
4.49e-06,0.001904,0.7738
1.611e-05,0.001999,0.5881
4.224e-06,0.00179,0.766
2.919e-06,0.002067,0.832
2.655e-05,0.002562,0.5532
9.616e-06,0.0021,0.6758
1.025e-05,0.001855,0.6575
1.133e-05,0.002066,0.6459
2.585e-05,0.001926,0.5394
5.829e-06,0.002344,0.7625
1.757e-05,0.002251,0.6038
1.32e-05,0.002087,0.6152
4.518e-06,0.001882,0.777
2.77e-06,0.001968,0.8538
1.069e-05,0.001766,0.646
2.334e-05,0.001882,0.5405
4.31e-06,0.001584,0.7648
6.989e-06,0.002434,0.7348
3.796e-06,0.001901,0.7976
4.313e-06,0.001867,0.7804
1.338e-06,0.00207,0.9665
7.286e-06,0.001886,0.7175
6.247e-06,0.001884,0.7419
6.845e-06,0.002038,0.7303
6.62e-06,0.002118,0.7286
2.72e-06,0.002059,0.8544
9.86e-06,0.001996,0.6563
8.914e-06,0.001931,0.6815
1.051e-06,0.002095,0.9948
4.021e-06,0.002046,0.8036
1.291e-05,0.001972,0.6319
7.806e-06,0.002298,0.7126
4.539e-06,0.002071,0.7689
6.162e-06,0.001949,0.7295
5.056e-06,0.002376,0.7842
3.607e-06,0.001906,0.8041
3.15e-06,0.001894,0.8273
1.091e-05,0.00246,0.6833
9.127e-06,0.002099,0.6792
7.436e-06,0.002197,0.724
5.633e-06,0.002234,0.7572
1.921e-06,0.001858,0.8946
3.302e-06,0.002253,0.844
6.228e-06,0.00257,0.7591
8.941e-06,0.001702,0.661
1.151e-05,0.001901,0.642
3.106e-06,0.001885,0.8298
2.584e-06,0.002384,0.8829
5.775e-06,0.001887,0.7424
1.062e-05,0.002059,0.667
1.292e-05,0.00204,0.642
1.099e-05,0.001868,0.6394
1.267e-05,0.002079,0.6517
1.379e-05,0.002138,0.64
4.585e-06,0.001932,0.7862
2.114e-05,0.002374,0.5792
3.646e-05,0.002643,0.5
1.32e-05,0.002143,0.6325
9.811e-06,0.002129,0.6787
9.701e-06,0.002133,0.6804
4.101e-06,0.001793,0.7747
3.114e-06,0.002374,0.843
1.083e-05,0.002102,0.6562
5.765e-06,0.002201,0.7669
1.419e-05,0.002601,0.6469
1.95e-05,0.00207,0.5747
6.15e-06,0.001833,0.7366
3.191e-06,0.001814,0.8295
1.047e-05,0.002199,0.6736
1.114e-06,0.002196,0.9876
1.63e-05,0.002262,0.6144
4.319e-06,0.001895,0.7785
4.777e-06,0.002052,0.7685
1.164e-05,0.0018,0.6335
1.295e-05,0.002107,0.6493
1.174e-05,0.002579,0.6641
8.709e-06,0.002169,0.7008
2.438e-05,0.00211,0.5547
8.381e-06,0.002511,0.7217
1.781e-05,0.002023,0.593
5.139e-06,0.002344,0.7715
2.311e-05,0.002444,0.559
1.95e-05,0.002201,0.5772
1.344e-05,0.002381,0.6371
2.35e-05,0.002085,0.5393
2.176e-05,0.002144,0.5561
8.692e-06,0.002226,0.6938
1.084e-05,0.002148,0.6627
1.462e-05,0.002426,0.6372
2.907e-05,0.002323,0.5383
3.745e-06,0.002047,0.8144
8.45e-06,0.001999,0.6968
5.813e-06,0.001914,0.737
7.15e-06,0.002271,0.7243
1.521e-05,0.001852,0.603
1.624e-05,0.002009,0.5969
1.422e-05,0.001959,0.6097
7.204e-06,0.001927,0.7129
1.896e-05,0.002244,0.5799
6.647e-06,0.002122,0.7388
8.883e-06,0.001904,0.6798
3.725e-06,0.001738,0.798
5.676e-06,0.001973,0.7417
1.281e-05,0.002044,0.6455
1.089e-05,0.001854,0.6423
3.349e-06,0.00189,0.8188
9.488e-06,0.002076,0.6753
1.292e-05,0.001954,0.6292
6.821e-06,0.001842,0.7075
1.708e-05,0.002053,0.5739
8.301e-06,0.001809,0.6749
5.727e-06,0.001948,0.744
3.414e-06,0.002153,0.8309
1.02e-05,0.002017,0.6564
7.968e-06,0.002222,0.6961
1.777e-05,0.001978,0.5839
7.548e-06,0.002047,0.7002
6.975e-06,0.002385,0.7425
3.696e-06,0.002227,0.826
1.595e-05,0.002512,0.6145
1.467e-05,0.00187,0.6136
5.782e-06,0.002115,0.7503
8.65e-06,0.002391,0.6969
1.358e-05,0.00186,0.6188
1.059e-05,0.002172,0.6742
8.694e-06,0.00207,0.6895
3.863e-06,0.001795,0.8003
1.014e-05,0.001871,0.6545
1.253e-05,0.001644,0.6199
1.143e-05,0.00199,0.6539
4.543e-06,0.002138,0.7954
9.82e-06,0.001708,0.6457
3.187e-06,0.00236,0.8453
1.523e-05,0.002014,0.6172
1.466e-05,0.001908,0.5955
2.25e-05,0.002323,0.5701
9.118e-06,0.002142,0.6914
6.453e-06,0.002297,0.7472
8.251e-06,0.002186,0.6927
9.4e-06,0.001782,0.6663
1.649e-05,0.0019,0.5917
1.945e-05,0.001833,0.5635
6.192e-06,0.001812,0.7413
1.599e-05,0.002225,0.6114
2.672e-06,0.001656,0.8323
8.485e-06,0.002302,0.7037
9.185e-06,0.001897,0.6774
9.683e-06,0.002696,0.7029
6.709e-06,0.002436,0.7476
6.182e-06,0.001776,0.72
8.524e-06,0.001789,0.6785
1.07e-05,0.002285,0.6795
5.293e-06,0.001751,0.7473
1.558e-05,0.001999,0.5951
1.077e-05,0.00183,0.6436
2.271e-05,0.002007,0.5385
4.251e-06,0.001884,0.7752
9.426e-06,0.001742,0.6616
1.324e-05,0.001985,0.6301
4.275e-06,0.00177,0.7895
1.52e-05,0.002323,0.6211
9.462e-06,0.001897,0.6821
7.162e-06,0.002242,0.7288
1.852e-05,0.002011,0.57
1.611e-05,0.00188,0.5788
9.6e-06,0.002181,0.6807
4.013e-06,0.002217,0.8153
5.985e-06,0.001799,0.734
9.986e-06,0.002473,0.6938
1.484e-05,0.002195,0.6257
9.908e-06,0.002632,0.6905
2.077e-05,0.002181,0.5755
1.913e-05,0.001822,0.5593
3.113e-06,0.001587,0.8242
1.187e-05,0.00212,0.6406
1.623e-05,0.002378,0.6221
2.461e-05,0.002049,0.5343
1.401e-05,0.002279,0.6395
1.033e-05,0.001941,0.659
9.732e-06,0.001868,0.6744
5.742e-06,0.001847,0.7351
8.622e-06,0.002456,0.7101
1.201e-05,0.002755,0.678
7.129e-06,0.001756,0.6997
6.422e-06,0.001696,0.7209
1.76e-05,0.002039,0.5827
5.69e-06,0.002239,0.7627
5.511e-06,0.002151,0.7674
1.274e-05,0.002203,0.6472
2.881e-06,0.002209,0.8576
5.287e-06,0.002511,0.7825
2.284e-05,0.002034,0.5477
1.076e-05,0.002239,0.6631
8.217e-06,0.001913,0.6944
3.054e-06,0.001927,0.8362
1.152e-05,0.002279,0.6562
3.234e-06,0.002067,0.8318
7.196e-06,0.002096,0.724
1.296e-05,0.002133,0.634
1.196e-05,0.002005,0.6361
6.722e-06,0.002092,0.7254
5.246e-06,0.002229,0.7704
9.175e-06,0.002226,0.7013
1.002e-05,0.001891,0.648
1.45e-05,0.002312,0.6337
6.886e-06,0.001851,0.7111
8.308e-06,0.002665,0.7141
1.012e-05,0.002057,0.6679
3.043e-06,0.002137,0.8444
1.343e-05,0.002814,0.6643
1.027e-05,0.002379,0.6776
1.174e-05,0.002137,0.641
3.285e-06,0.001727,0.8168
5.8e-06,0.001885,0.7353
3.583e-06,0.002218,0.83
1.287e-05,0.001876,0.6282
1.043e-05,0.001725,0.6293
9.592e-06,0.002473,0.6884
3.427e-06,0.001694,0.7972
1.134e-05,0.001843,0.6353
1.942e-06,0.001778,0.9022
9.543e-06,0.00206,0.6875
5.876e-06,0.002171,0.7565
8.535e-06,0.001751,0.695
1.006e-05,0.001949,0.6664
8.727e-06,0.002067,0.6937
7.449e-06,0.001752,0.6971
8.46e-06,0.001769,0.6705
1.671e-05,0.002251,0.6029
2.177e-05,0.002017,0.5578
4.75e-06,0.00188,0.7775
8.317e-06,0.001657,0.6887
1.564e-05,0.001865,0.5949
1.215e-05,0.002155,0.6541
7.433e-06,0.002136,0.7219
8.151e-06,0.002015,0.6994
3.043e-05,0.002033,0.5124
2.741e-05,0.002027,0.5272
2.516e-05,0.001739,0.5115
1.288e-05,0.002021,0.6364
7.652e-06,0.002375,0.7279
4.579e-06,0.002508,0.8098
3.828e-06,0.002093,0.8081
1.734e-05,0.001938,0.5915
8.029e-06,0.001892,0.6922
2.61e-06,0.00217,0.8742
1.436e-05,0.002193,0.6208
1.158e-05,0.002118,0.6492
7.179e-06,0.001662,0.7107
2.117e-05,0.002486,0.5889
7.1e-06,0.00186,0.7166
7.024e-06,0.002327,0.7249
1.26e-05,0.002517,0.6558
4.815e-06,0.002311,0.7862
1.286e-05,0.001802,0.6254
1.097e-05,0.002244,0.6514
6.815e-06,0.002037,0.7212
1.798e-05,0.001704,0.5598
1.089e-05,0.001896,0.6541
7.655e-06,0.001791,0.6802
3.156e-06,0.001798,0.8112
6.52e-06,0.002422,0.7529
9.365e-06,0.002183,0.697
1.983e-05,0.001937,0.5681
6.202e-06,0.002334,0.7618
1.867e-05,0.00214,0.5896
7.149e-06,0.002115,0.7284
7.327e-06,0.001907,0.7044
5.667e-06,0.002348,0.7575
4.968e-06,0.002227,0.7619
3.9e-06,0.001671,0.7851
1.32e-05,0.002155,0.6263
3.155e-05,0.002081,0.5122
3.181e-06,0.001671,0.8188
1.065e-05,0.001978,0.6706
6.04e-06,0.002014,0.7452
4.361e-06,0.002378,0.8178
4.69e-06,0.001901,0.781
3.46e-06,0.002189,0.831
1.095e-05,0.00199,0.6448
1.224e-05,0.001782,0.6198
1.709e-05,0.001889,0.5951
3.687e-06,0.002197,0.8162
2.346e-05,0.002452,0.565
1.217e-05,0.002053,0.6303
6.435e-06,0.002466,0.756
7.531e-06,0.001824,0.7011
3.373e-06,0.001847,0.8198
2.14e-05,0.001902,0.5499
1.132e-05,0.002283,0.6603
1.333e-05,0.001693,0.6142
4.615e-06,0.001846,0.7805
2.473e-05,0.001804,0.5298
4.558e-06,0.001952,0.7787
1.889e-05,0.002419,0.5894
4.109e-06,0.001976,0.8011
7.599e-06,0.002007,0.7063
6.338e-06,0.002445,0.7482
2.79e-06,0.002237,0.8584
5.924e-06,0.002285,0.7421
5.053e-06,0.002032,0.7754
4.682e-06,0.001794,0.768
1.137e-05,0.001874,0.6365
1.704e-05,0.002455,0.6089
1.629e-06,0.00228,0.9391
6.151e-06,0.001958,0.7424
1.211e-05,0.00185,0.6381
3.113e-06,0.001863,0.8224
1.926e-05,0.002164,0.5906
5.695e-06,0.002047,0.7575
1.323e-05,0.001763,0.6163
2.677e-05,0.002529,0.546
7.479e-06,0.00197,0.7087
7.927e-06,0.001936,0.7078
3.017e-06,0.001988,0.8466
9.987e-06,0.002387,0.6793
2.16e-05,0.001957,0.5529
6.252e-06,0.002247,0.7381
1.104e-05,0.00225,0.6655
1.171e-05,0.002014,0.6488
2.499e-06,0.002188,0.8823
2.794e-05,0.001798,0.5121
5.884e-06,0.001964,0.7353
1.866e-05,0.002303,0.5885
1.172e-05,0.00206,0.6554
9.035e-06,0.002176,0.6956
4.613e-06,0.002038,0.783
5.526e-06,0.001933,0.7492
8.137e-06,0.002207,0.7144
9.131e-06,0.001973,0.6823
1.444e-05,0.001963,0.6124
2.709e-06,0.002527,0.8844
7.54e-06,0.002649,0.7315
6.844e-06,0.002236,0.7235
5.874e-06,0.001945,0.7437
1.132e-05,0.002349,0.659
2.867e-05,0.001862,0.5
2.31e-06,0.002161,0.8741
1.062e-05,0.002223,0.6792
1.031e-05,0.002234,0.6731
9.52e-06,0.002184,0.691
3.533e-06,0.002093,0.8185
5.604e-06,0.001817,0.7472
9.412e-06,0.001739,0.6645
6.267e-06,0.002076,0.7393
2.542e-05,0.001926,0.5358
1.422e-05,0.001837,0.6272
2.911e-06,0.001988,0.8435
1.087e-05,0.002466,0.6775
6.184e-06,0.002146,0.7386
9.237e-06,0.002076,0.6876
4.032e-06,0.002225,0.8136
1.081e-05,0.00195,0.6499
8.408e-06,0.002301,0.6979
4.724e-06,0.002602,0.7982
2.216e-06,0.001777,0.8583
3.672e-06,0.002194,0.8164
3.359e-06,0.001694,0.8085
2.05e-05,0.002082,0.57
1.011e-05,0.001973,0.6771
4.928e-06,0.002209,0.7803
2.566e-05,0.002148,0.5434
2.481e-05,0.00227,0.5424
1.364e-05,0.002502,0.641
1.231e-05,0.001766,0.618
8.563e-06,0.001932,0.6863
7.022e-06,0.002032,0.7204
8.417e-06,0.002291,0.7115
1.394e-05,0.001775,0.5951
8.253e-06,0.001756,0.6793
6.871e-06,0.001915,0.7272
5.981e-06,0.002009,0.736
3.604e-06,0.002385,0.8315
2.176e-06,0.0019,0.8822
1.273e-05,0.001971,0.6314
9.929e-06,0.002574,0.6915
3.211e-06,0.002398,0.8577
3.049e-06,0.002164,0.8459
4.564e-06,0.001849,0.7785
2.174e-05,0.002304,0.5813
1.128e-05,0.001858,0.6423
9.415e-06,0.001826,0.6624
5.628e-06,0.002092,0.7626
9.126e-06,0.002103,0.6907
5.133e-06,0.002454,0.7914
1.85e-06,0.002219,0.92
3.133e-06,0.001676,0.8038
5.805e-06,0.002424,0.762
3.665e-06,0.001938,0.8137
7.498e-06,0.002165,0.719
5.574e-06,0.002052,0.7596
5.165e-06,0.002314,0.7751
2.131e-06,0.002657,0.9148
4.945e-06,0.001992,0.7767
1.048e-05,0.002637,0.6893
1.119e-05,0.00167,0.6246
2.052e-05,0.001631,0.5308
5.02e-06,0.001856,0.7594
2.493e-06,0.002353,0.8793
5.256e-06,0.00245,0.7796
1.193e-05,0.002009,0.6405
3.924e-06,0.002109,0.7987
7.341e-06,0.00212,0.7144
2.281e-06,0.001853,0.8663
1.511e-05,0.001935,0.6069
6.854e-06,0.001829,0.7216
1.145e-05,0.001907,0.6452
5.751e-06,0.001994,0.7587
2.218e-05,0.002001,0.5506
6.553e-06,0.002494,0.7494
8.152e-06,0.002015,0.6975
1.724e-05,0.002341,0.6059
1.912e-05,0.002433,0.5942
4.979e-06,0.001845,0.7684
5.029e-06,0.00213,0.775
1.21e-05,0.001735,0.6214
6.965e-06,0.001836,0.6951
1.581e-05,0.002232,0.6125
2.434e-05,0.002401,0.5535
1.925e-05,0.002126,0.5879
3.424e-06,0.002395,0.8318
5.727e-06,0.00199,0.7455
3.422e-06,0.002228,0.8262
1.08e-05,0.001688,0.6303
6.466e-06,0.002039,0.7317
2.853e-06,0.002349,0.873
9.51e-06,0.001801,0.6631
5.426e-06,0.002267,0.7518
3.368e-06,0.001893,0.8165
4.13e-06,0.001915,0.7911
6.969e-06,0.002288,0.7407
1.076e-05,0.002164,0.6551
1.814e-05,0.00183,0.5803
6.177e-06,0.002835,0.7689
1.391e-05,0.00198,0.6186
1.173e-05,0.00216,0.6463
1.539e-05,0.001967,0.6041
1.041e-05,0.002306,0.6675
4.609e-06,0.002201,0.7841
3.365e-06,0.002595,0.8608
6.437e-06,0.002205,0.7414
2.033e-05,0.001997,0.5681
8.301e-06,0.001773,0.6787
6.616e-06,0.001869,0.727
1.186e-05,0.002258,0.662
5.955e-06,0.002068,0.751
4.18e-06,0.002051,0.798
2.51e-05,0.002251,0.5491
7.153e-06,0.002053,0.7285
1.017e-05,0.002405,0.6879
1.444e-05,0.002165,0.6265
2.092e-06,0.00195,0.8877
3.456e-06,0.002039,0.8221
1.631e-05,0.002197,0.6212
8.281e-06,0.002066,0.6984
5.087e-06,0.001884,0.7668
2.572e-06,0.002055,0.8805
1.833e-06,0.002126,0.9112
9.829e-06,0.002353,0.6879
9.49e-06,0.001868,0.6633
6.05e-06,0.002235,0.7598
4.278e-06,0.002102,0.7843
4.49e-06,0.001811,0.7602
4.856e-06,0.001952,0.7614
4.225e-06,0.001983,0.7836
4.689e-06,0.002085,0.7941
7.935e-06,0.002036,0.7044
8.081e-06,0.002042,0.7144
4.826e-06,0.002256,0.788
1.105e-05,0.00201,0.6468
1.122e-05,0.002519,0.6771
2.113e-05,0.002062,0.5675
4.789e-06,0.001929,0.7787
1.003e-05,0.001885,0.6657
1.032e-05,0.001996,0.665
2.299e-06,0.002728,0.9065
1.405e-06,0.001958,0.9466
1.285e-05,0.001985,0.6368
3.587e-06,0.002311,0.8184
4.952e-06,0.002059,0.7833
2.717e-05,0.002178,0.5363
6.245e-06,0.00207,0.7425
7.667e-06,0.001943,0.7081
1.239e-05,0.001915,0.635
6.756e-06,0.001946,0.7269
7.89e-06,0.001974,0.6929
5.429e-06,0.002399,0.7681
2.342e-05,0.002138,0.5505
5.699e-06,0.001903,0.7375
3.349e-06,0.002057,0.8297
8.555e-06,0.00199,0.6965
1.255e-05,0.002409,0.6596
5.577e-06,0.001836,0.7431
1.686e-05,0.002253,0.6066
6.831e-06,0.002493,0.7281
1.894e-05,0.001861,0.5772
4.895e-06,0.002043,0.7733
9.886e-06,0.002434,0.7005
1.087e-05,0.002048,0.6472
1.134e-05,0.002789,0.6803
3.894e-06,0.002169,0.8031
8.839e-06,0.002232,0.6928
2.835e-06,0.001933,0.8374
1.43e-05,0.002064,0.6244
9.629e-06,0.002261,0.6928
9.595e-06,0.002355,0.6907
1.04e-05,0.001542,0.6321
1.093e-05,0.00201,0.6618
8.399e-06,0.002418,0.7129
4.922e-06,0.002969,0.816
1.304e-05,0.002491,0.66
6.962e-06,0.001921,0.7076
3.733e-06,0.001869,0.8082
3.471e-06,0.002476,0.8522
9.967e-06,0.001897,0.6491
5.613e-06,0.002278,0.7652
1.361e-05,0.001879,0.6202
4.274e-06,0.002626,0.8272
2.234e-05,0.001992,0.5436
1.177e-05,0.001948,0.6356
7.342e-06,0.001989,0.7095
4.719e-06,0.001939,0.7773
1.236e-05,0.00204,0.6555
4.851e-06,0.001764,0.7617
3.255e-06,0.002521,0.8618
3.967e-06,0.001834,0.7934
9.002e-06,0.002223,0.6897
1.14e-05,0.00183,0.646
6.38e-06,0.001874,0.7142
6.715e-06,0.001921,0.7234
1.432e-05,0.001802,0.6094
5.141e-06,0.001985,0.7547
4.777e-06,0.002085,0.7922
8.461e-06,0.002023,0.698
4.969e-06,0.001921,0.7573
1.444e-05,0.002648,0.636
4.861e-06,0.002021,0.7704
9.935e-06,0.00248,0.6956
1.822e-05,0.002078,0.5885
6.204e-06,0.001998,0.7345
7.386e-06,0.002065,0.7118
2.119e-05,0.002277,0.571
1.73e-05,0.002022,0.5872
4.25e-06,0.002175,0.7907
6.945e-06,0.001993,0.7308
8.385e-06,0.002096,0.6848
2.689e-06,0.001678,0.8393
7.661e-06,0.001644,0.6867
1.002e-05,0.002091,0.6696
7.373e-06,0.001679,0.6927
8.804e-06,0.002124,0.683
8.504e-06,0.002095,0.6884
6.117e-06,0.002082,0.7502
7.302e-06,0.002189,0.7214
8.273e-06,0.001639,0.6791
1.255e-05,0.001844,0.6276
8.039e-06,0.002761,0.7266
8.475e-06,0.001917,0.6902
3.772e-06,0.002296,0.8259
1.077e-05,0.001938,0.6635
7.947e-06,0.001731,0.6908
6.202e-06,0.002257,0.7499
1.232e-05,0.002038,0.6454
3.775e-06,0.001898,0.8138
3.851e-06,0.001813,0.7769
2.259e-06,0.002318,0.899
2.019e-05,0.001797,0.5555
4.479e-06,0.002128,0.773
1.596e-05,0.001992,0.5877
1.176e-05,0.00196,0.6393
6.128e-06,0.001833,0.7259
6.826e-06,0.002112,0.7293
8.366e-06,0.002124,0.7051
4.683e-06,0.002455,0.7924
9.725e-06,0.002142,0.6742
1.088e-05,0.002232,0.6815
1.073e-05,0.002119,0.6789
5.389e-06,0.002052,0.7589
9.531e-06,0.002177,0.6845
3.654e-06,0.002669,0.8397
5.228e-06,0.001723,0.7478
4.907e-06,0.002046,0.7762
2.749e-06,0.002006,0.8478
1.047e-05,0.002069,0.6735
8.459e-06,0.002203,0.697
9.357e-06,0.002337,0.6902
1.645e-05,0.001999,0.6023
4.758e-06,0.002124,0.7575
6.818e-06,0.002097,0.7249
3.722e-06,0.001978,0.8202
3.704e-06,0.0024,0.833
5.189e-06,0.001604,0.7401
