"","","patientventiN","patientventi","patientventi","patientventi","patientventi"
"1",0,1,1,1,1,1
"2",0.0166666666666667,0.999999975485983,0.999999975485983,0.999999975485983,0.999999975485983,0.999999975485983
"3",0.0333333333333333,0.999999501131945,0.999999501131945,0.999999501131945,0.999999501131945,0.999999501131945
"4",0.05,0.999997112839227,0.999997112839227,0.999997112839227,0.999997112839227,0.999997112839227
"5",0.0666666666666667,0.999990017982352,0.999990017982352,0.999990017982352,0.999990017982352,0.999990017982352
"6",0.0833333333333333,0.999973981924582,0.999973981924582,0.999973981924582,0.999973981924582,0.999973981924582
"7",0.1,0.999943296002462,0.999943296002462,0.999943296002462,0.999943296002462,0.999943296002462
"8",0.116666666666667,0.999890788250443,0.999890788250443,0.999890788250443,0.999890788250443,0.999890788250443
"9",0.133333333333333,0.999807934571935,0.999807934571935,0.999807934571935,0.999807934571935,0.999807934571935
"10",0.15,0.999684917922384,0.999684917922384,0.999684917922384,0.999684917922384,0.999684917922384
"11",0.166666666666667,0.999510766464077,0.999510766464077,0.999510766464077,0.999510766464077,0.999510766464077
"12",0.183333333333333,0.999273511832879,0.999273511832879,0.999273511832879,0.999273511832879,0.999273511832879
"13",0.2,0.998960326573444,0.998960326573444,0.998960326573444,0.998960326573444,0.998960326573444
"14",0.216666666666667,0.998557737772897,0.998557737772897,0.998557737772897,0.998557737772897,0.998557737772897
"15",0.233333333333333,0.998051750091135,0.998051750091135,0.998051750091135,0.998051750091135,0.998051750091135
"16",0.25,0.997428049658393,0.997428049658393,0.997428049658393,0.997428049658393,0.997428049658393
"17",0.266666666666667,0.996672051994418,0.996672051994418,0.996672051994418,0.996672051994418,0.996672051994418
"18",0.283333333333333,0.995769389088513,0.995769389088513,0.995769389088513,0.995769389088513,0.995769389088513
"19",0.3,0.994706029344974,0.994706029344974,0.994706029344974,0.994706029344974,0.994706029344974
"20",0.316666666666667,0.993468491683296,0.993468491683296,0.993468491683296,0.993468491683296,0.993468491683296
"21",0.333333333333333,0.992043636296074,0.992043636296074,0.992043636296074,0.992043636296074,0.992043636296074
"22",0.35,0.990418361529482,0.990418361529482,0.990418361529482,0.990418361529482,0.990418361529482
"23",0.366666666666667,0.988580967263407,0.988580967263407,0.988580967263407,0.988580967263407,0.988580967263407
"24",0.383333333333333,0.986520873073118,0.986520873073118,0.986520873073118,0.986520873073118,0.986520873073118
"25",0.4,0.984228767387319,0.984228767387319,0.984228767387319,0.984228767387319,0.984228767387319
"26",0.416666666666667,0.981696038948395,0.981696038948395,0.981696038948395,0.981696038948395,0.981696038948395
"27",0.433333333333333,0.978914158293396,0.978914158293396,0.978914158293396,0.978914158293396,0.978914158293396
"28",0.45,0.975876858046731,0.975876858046731,0.975876858046731,0.975876858046731,0.975876858046731
"29",0.466666666666667,0.972579405321697,0.972579405321697,0.972579405321697,0.972579405321697,0.972579405321697
"30",0.483333333333333,0.969018662722551,0.969018662722551,0.969018662722551,0.969018662722551,0.969018662722551
"31",0.5,0.965188921842603,0.965188921842603,0.965188921842603,0.965188921842603,0.965188921842603
"32",0.516666666666667,0.961095442759441,0.961095442759441,0.961095442759441,0.961095442759441,0.961095442759441
"33",0.533333333333333,0.956731746123048,0.956731746123048,0.956731746123048,0.956731746123048,0.956731746123048
"34",0.55,0.952099703301831,0.952099703301831,0.952099703301831,0.952099703301831,0.952099703301831
"35",0.566666666666667,0.947202542208202,0.947202542208202,0.947202542208202,0.947202542208202,0.947202542208202
"36",0.583333333333333,0.942043877750729,0.942043877750729,0.942043877750729,0.942043877750729,0.942043877750729
"37",0.6,0.936626492387227,0.936626492387227,0.936626492387227,0.936626492387227,0.936626492387227
"38",0.616666666666667,0.930954641285699,0.930954641285699,0.930954641285699,0.930954641285699,0.930954641285699
"39",0.633333333333333,0.925032910959935,0.925032910959935,0.925032910959935,0.925032910959935,0.925032910959935
"40",0.65,0.918865993070848,0.918865993070848,0.918865993070848,0.918865993070848,0.918865993070848
"41",0.666666666666667,0.912459477391651,0.912459477391651,0.912459477391651,0.912459477391651,0.912459477391651
