"","","patientventiN","patientventi","patientventi","patientventi","patientventi"
"1",0,1,1,1,1,1
"2",0.0166666666666667,0.999992720208578,0.999992720208578,0.999992720208578,0.999992720208578,0.999992720208578
"3",0.0333333333333333,0.999855337000422,0.999855337000422,0.999855337000422,0.999855337000422,0.999855337000422
"4",0.05,0.999190448931132,0.999190448931132,0.999190448931132,0.999190448931132,0.999190448931132
"5",0.0666666666666667,0.997320677779008,0.997320677779008,0.997320677779008,0.997320677779008,0.997320677779008
"6",0.0833333333333333,0.993377905583559,0.993377905583559,0.993377905583559,0.993377905583559,0.993377905583559
"7",0.1,0.986435931316408,0.986435931316408,0.986435931316408,0.986435931316408,0.986435931316408
"8",0.116666666666667,0.975643254764491,0.975643254764491,0.975643254764491,0.975643254764491,0.975643254764491
"9",0.133333333333333,0.960345166095665,0.960345166095665,0.960345166095665,0.960345166095665,0.960345166095665
"10",0.15,0.940169946242012,0.940169946242012,0.940169946242012,0.940169946242012,0.940169946242012
"11",0.166666666666667,0.914996469077649,0.914996469077649,0.914996469077649,0.914996469077649,0.914996469077649
"12",0.183333333333333,0.884890072928915,0.884890072928915,0.884890072928915,0.884890072928915,0.884890072928915
"13",0.2,0.850055257737903,0.850055257737903,0.850055257737903,0.850055257737903,0.850055257737903
"14",0.216666666666667,0.810702902067162,0.810702902067162,0.810702902067162,0.810702902067162,0.810702902067162
"15",0.233333333333333,0.767034052650086,0.767034052650086,0.767034052650086,0.767034052650086,0.767034052650086
"16",0.25,0.719333656257694,0.719333656257694,0.719333656257694,0.719333656257694,0.719333656257694
"17",0.266666666666667,0.668103487576881,0.668103487576881,0.668103487576881,0.668103487576881,0.668103487576881
"18",0.283333333333333,0.61413034543206,0.61413034543206,0.61413034543206,0.61413034543206,0.61413034543206
"19",0.3,0.558430992955227,0.558430992955227,0.558430992955227,0.558430992955227,0.558430992955227
"20",0.316666666666667,0.502355800005389,0.502355800005389,0.502355800005389,0.502355800005389,0.502355800005389
"21",0.333333333333333,0.447362324484366,0.447362324484366,0.447362324484366,0.447362324484366,0.447362324484366
"22",0.35,0.394671108494554,0.394671108494554,0.394671108494554,0.394671108494554,0.394671108494554
"23",0.366666666666667,0.345430050293607,0.345430050293607,0.345430050293607,0.345430050293607,0.345430050293607
"24",0.383333333333333,0.300491525559479,0.300491525559479,0.300491525559479,0.300491525559479,0.300491525559479
"25",0.4,0.260204908579537,0.260204908579537,0.260204908579537,0.260204908579537,0.260204908579537
"26",0.416666666666667,0.224753418620706,0.224753418620706,0.224753418620706,0.224753418620706,0.224753418620706
"27",0.433333333333333,0.194073868063696,0.194073868063696,0.194073868063696,0.194073868063696,0.194073868063696
"28",0.45,0.167730983551524,0.167730983551524,0.167730983551524,0.167730983551524,0.167730983551524
"29",0.466666666666667,0.145556616067437,0.145556616067437,0.145556616067437,0.145556616067437,0.145556616067437
"30",0.483333333333333,0.126939110972028,0.126939110972028,0.126939110972028,0.126939110972028,0.126939110972028
"31",0.5,0.111418803348734,0.111418803348734,0.111418803348734,0.111418803348734,0.111418803348734
"32",0.516666666666667,0.0985921430511344,0.0985921430511344,0.0985921430511344,0.0985921430511344,0.0985921430511344
