Kon,Koff,n
4.082e-05,0.004769,0.7851
6.654e-05,0.00446,0.7084
4.776e-05,0.004063,0.7517
3.181e-05,0.004307,0.8427
4.836e-05,0.004101,0.777
1.957e-05,0.004544,0.901
2.498e-05,0.004314,0.8747
3.107e-05,0.003667,0.8471
4.111e-05,0.004249,0.7942
2.991e-05,0.004654,0.8643
1.587e-05,0.004344,0.9465
1.383e-05,0.004392,0.9865
2.859e-05,0.004543,0.8767
9.625e-06,0.004107,1.049
7.634e-05,0.004741,0.6974
3.043e-05,0.004158,0.8232
2.661e-05,0.004198,0.8673
1.95e-05,0.004268,0.9156
1.01e-05,0.003659,1.036
3.136e-05,0.004428,0.8448
2.618e-05,0.00429,0.8583
2.267e-05,0.0043,0.9023
3.934e-05,0.004261,0.811
3.803e-05,0.004421,0.8049
3.048e-05,0.004311,0.8422
3.356e-05,0.004284,0.8375
3.363e-05,0.004164,0.8236
4.701e-05,0.004279,0.7617
4.144e-05,0.004859,0.7968
9.193e-06,0.004121,1.044
6.087e-05,0.004062,0.7092
2.048e-05,0.0041,0.933
1.701e-05,0.004162,0.9543
7.894e-05,0.004354,0.6838
3.848e-05,0.004234,0.797
8.8e-05,0.004614,0.6638
6.62e-05,0.00453,0.7016
1.296e-05,0.004641,0.9766
1.754e-05,0.004368,0.9372
8.727e-05,0.005026,0.6673
1.566e-05,0.003753,0.9541
9.316e-05,0.004718,0.6492
0.0001057,0.004459,0.6225
1.51e-05,0.004366,0.9546
8.534e-05,0.004898,0.6617
2.92e-05,0.004448,0.8341
3.994e-05,0.00407,0.8052
2.635e-05,0.004839,0.8611
3.597e-05,0.004481,0.816
8.638e-05,0.004818,0.6661
2.986e-05,0.004167,0.86
6.758e-05,0.00444,0.7175
4.505e-05,0.004361,0.775
3.735e-05,0.004748,0.8102
2.363e-05,0.004077,0.8843
3.391e-05,0.003863,0.8147
4.28e-05,0.004157,0.7912
3.477e-05,0.004543,0.8097
2.668e-05,0.004985,0.8809
3.757e-05,0.005054,0.8364
2.261e-05,0.004014,0.9092
3.166e-05,0.004671,0.8312
3.189e-05,0.004397,0.8187
2.806e-05,0.00428,0.8931
0.0001186,0.004416,0.6207
2.064e-05,0.00414,0.9018
2.623e-05,0.004341,0.8716
5.786e-05,0.004496,0.7341
2.129e-05,0.004377,0.921
1.952e-05,0.004554,0.9194
4.442e-05,0.004589,0.7923
1.471e-05,0.00405,0.9683
2.103e-05,0.004028,0.9181
1.978e-05,0.004419,0.9424
5.303e-05,0.003782,0.7468
2.525e-05,0.004042,0.9018
2.168e-05,0.003825,0.8975
3.8e-05,0.004475,0.8119
2.376e-05,0.004119,0.8729
6.009e-05,0.0048,0.7339
1.679e-05,0.003977,0.9549
2.184e-05,0.004655,0.9059
9.409e-05,0.004575,0.6246
1.655e-05,0.004334,0.9585
2.653e-05,0.004707,0.8422
6.623e-05,0.004555,0.7091
3.106e-05,0.004344,0.8413
3.584e-05,0.004035,0.8072
1.752e-05,0.003983,0.9317
2.249e-05,0.004588,0.9103
2.229e-05,0.004579,0.9102
4.416e-05,0.004563,0.7681
8.275e-05,0.004669,0.6804
8.177e-05,0.004861,0.6765
4.598e-05,0.004575,0.7727
3.795e-05,0.004732,0.8163
4.575e-05,0.004316,0.777
4.626e-05,0.004682,0.7563
1.458e-05,0.00402,0.9621
5.472e-05,0.004777,0.749
6.16e-05,0.004674,0.7234
3.47e-05,0.004,0.8195
4.102e-05,0.004646,0.7975
3.592e-05,0.005154,0.8315
1.118e-05,0.003865,1.014
1.498e-05,0.004223,0.9787
5.031e-05,0.004428,0.7529
3.276e-05,0.004377,0.8485
4.768e-05,0.004763,0.7748
5.511e-05,0.004533,0.7584
3.001e-05,0.003913,0.8542
1.778e-05,0.004007,0.9423
2.986e-05,0.004301,0.8488
2.434e-05,0.004229,0.862
1.735e-05,0.004568,0.9403
4.202e-05,0.004187,0.7902
3.552e-05,0.004133,0.8382
5.624e-05,0.004589,0.7449
2.363e-05,0.004464,0.895
1.292e-05,0.003918,1.005
1.605e-05,0.004061,0.9595
6.241e-05,0.004918,0.722
4.239e-05,0.004457,0.7775
1.497e-05,0.003727,0.9739
3.726e-05,0.004447,0.8322
1.288e-05,0.003756,0.9897
7.95e-05,0.004367,0.6665
3.637e-05,0.004541,0.8082
1.26e-05,0.004184,0.9913
8.827e-05,0.004841,0.6705
1.841e-05,0.003949,0.9249
3.444e-05,0.004155,0.8241
2.475e-05,0.005106,0.8969
1.221e-05,0.004344,1.009
7.901e-05,0.004412,0.692
6.537e-05,0.004443,0.7228
1.78e-05,0.004168,0.9423
1.676e-05,0.004509,0.9413
2.952e-05,0.004363,0.8576
5.661e-05,0.004196,0.7435
3.473e-05,0.005303,0.8467
8.514e-05,0.004491,0.6636
7.462e-05,0.004321,0.7004
2.011e-05,0.004102,0.9265
4.754e-05,0.005012,0.7728
1.014e-05,0.004161,1.037
1.452e-05,0.004096,0.9682
2.442e-05,0.004484,0.8594
3.062e-05,0.00381,0.8374
6.053e-06,0.003672,1.121
1.426e-05,0.003941,0.9995
5.555e-05,0.004448,0.7397
2.404e-05,0.00453,0.9139
5.849e-05,0.00445,0.7418
6.936e-05,0.004737,0.717
3.985e-05,0.004071,0.8036
3.839e-05,0.004439,0.7961
6.172e-05,0.004364,0.7435
6.535e-05,0.004653,0.7087
1.1e-05,0.003845,1.025
2.273e-05,0.004002,0.913
1.313e-05,0.004329,0.9895
3.54e-05,0.004298,0.808
2.835e-05,0.004398,0.8599
2.683e-05,0.003855,0.8664
4.516e-05,0.004738,0.78
2.098e-05,0.004496,0.8882
2.443e-05,0.004016,0.8744
7.235e-05,0.005187,0.7019
1.127e-05,0.004134,1.021
3.132e-05,0.004287,0.8463
2.193e-05,0.004454,0.896
6.556e-05,0.004151,0.7283
5.009e-05,0.00409,0.7841
0.0001194,0.004495,0.5999
4.052e-05,0.004094,0.8055
4.486e-05,0.00384,0.7659
2.7e-05,0.004376,0.8517
4.548e-05,0.00415,0.7732
3.444e-05,0.004187,0.8202
1.654e-05,0.004187,0.9652
2.302e-05,0.004176,0.9018
4.395e-05,0.004118,0.7665
1.437e-05,0.004242,0.9528
5.236e-05,0.004171,0.7326
2.792e-05,0.004158,0.8708
1.389e-05,0.004637,1.004
4.697e-05,0.004512,0.7917
2.988e-05,0.004418,0.8345
3.549e-05,0.004183,0.8267
1.371e-05,0.004507,0.9945
0.000104,0.004666,0.6444
1.533e-05,0.004032,0.9678
1.225e-05,0.003856,1.002
2.744e-05,0.004267,0.8631
2.039e-05,0.003798,0.918
9.35e-05,0.004694,0.653
1.838e-05,0.003768,0.9201
3.033e-05,0.004131,0.841
1.541e-05,0.00439,0.9522
4.154e-05,0.004641,0.7913
2.691e-05,0.003949,0.8552
3.735e-05,0.004487,0.8355
6.206e-05,0.004695,0.7117
8.418e-05,0.004512,0.662
3.371e-05,0.004792,0.8428
2.481e-05,0.005042,0.8897
4.814e-05,0.003996,0.774
1.002e-05,0.004411,1.047
4.788e-05,0.004688,0.7906
3.25e-05,0.004141,0.8296
3.682e-05,0.004238,0.8302
7.703e-05,0.004889,0.7036
2.769e-05,0.004529,0.8699
3.857e-05,0.004343,0.7916
1.251e-05,0.00434,0.9948
2.895e-05,0.004191,0.8325
2.464e-05,0.004418,0.8639
9.856e-05,0.004928,0.6458
1.508e-05,0.003948,0.9682
1.223e-05,0.003599,1.007
6.681e-05,0.004273,0.7142
3.369e-05,0.004025,0.8283
1.919e-05,0.004097,0.917
5.925e-05,0.004624,0.7342
1.667e-05,0.004145,0.9326
4.238e-05,0.004069,0.7934
3.547e-05,0.004417,0.8373
3.151e-05,0.004143,0.8624
1.243e-05,0.004294,0.9846
8.816e-06,0.00393,1.058
3.253e-05,0.004706,0.8322
3.458e-05,0.004622,0.8148
1.921e-05,0.004134,0.9198
2.052e-05,0.004528,0.9109
1.375e-05,0.004296,0.9767
5.157e-05,0.004601,0.7517
2.306e-05,0.004098,0.8722
2.883e-05,0.004492,0.8604
2.537e-05,0.004877,0.881
5.402e-05,0.004693,0.7399
1.575e-05,0.004741,0.9564
7.155e-05,0.00427,0.7371
3.971e-05,0.004063,0.7961
5.029e-05,0.004988,0.7568
4.948e-05,0.004827,0.7597
2.654e-05,0.00412,0.8565
4.626e-05,0.003938,0.7534
0.0001284,0.004751,0.5966
1.435e-05,0.004009,0.9893
6.878e-06,0.004125,1.081
1.737e-05,0.004095,0.9442
2e-05,0.003785,0.8932
0.0001069,0.004174,0.6141
1.707e-05,0.003572,0.9375
2.073e-05,0.004143,0.9271
8.686e-05,0.004273,0.6593
1.212e-05,0.003955,0.9994
4.636e-05,0.004292,0.7675
1.754e-05,0.003682,0.9423
4.51e-05,0.004251,0.7742
3.667e-05,0.004474,0.8238
4.232e-05,0.00387,0.7582
2.577e-05,0.003996,0.8691
3.418e-05,0.004159,0.8338
8.634e-05,0.004209,0.6784
2.349e-05,0.003753,0.8827
1.011e-05,0.003575,1.038
2.098e-05,0.003786,0.9167
2.673e-05,0.004065,0.8419
1.381e-05,0.004235,0.9547
2.737e-05,0.004263,0.8768
1.705e-05,0.004705,0.9405
9.656e-05,0.004324,0.6502
3.045e-05,0.00416,0.8408
2.158e-05,0.004457,0.8918
4.11e-05,0.003967,0.771
0.0001073,0.004292,0.6005
3.522e-05,0.004331,0.8343
5.618e-05,0.004548,0.7328
2.163e-05,0.004154,0.8816
2.858e-05,0.004342,0.8565
2.143e-05,0.004538,0.9182
5.178e-05,0.004803,0.755
4.626e-05,0.00454,0.7827
9.963e-06,0.004136,1.018
7.495e-05,0.004742,0.7101
3.991e-05,0.004586,0.8025
7.099e-05,0.004581,0.6811
5.47e-05,0.00512,0.7438
0.0001908,0.004844,0.5349
3.799e-05,0.004856,0.8107
7.202e-05,0.004576,0.6808
2.313e-05,0.004519,0.913
1.789e-05,0.003856,0.9286
4.092e-05,0.004228,0.7849
7.649e-05,0.004745,0.6673
9.76e-06,0.003925,1.037
2.701e-05,0.004247,0.8876
0.0001445,0.004451,0.5806
1.401e-05,0.004132,0.978
2.298e-05,0.004098,0.8911
1.375e-05,0.004373,0.9651
2.958e-05,0.003628,0.8293
2.587e-05,0.004437,0.8958
6.64e-05,0.004301,0.7166
1.525e-05,0.003702,0.9597
2.755e-05,0.004852,0.8544
3.707e-05,0.004564,0.8149
4.378e-05,0.004094,0.7891
5.676e-05,0.004805,0.7371
0.0001067,0.005003,0.6566
4.876e-05,0.004473,0.7542
5.485e-05,0.004689,0.7426
1.291e-05,0.003949,0.9865
4.406e-05,0.004663,0.7894
0.0001179,0.004527,0.606
2.887e-05,0.004272,0.8593
1.965e-05,0.00436,0.9255
0.0001156,0.005137,0.6187
1.668e-05,0.003871,0.9424
2.619e-05,0.004251,0.861
7.605e-05,0.004663,0.6835
3.999e-05,0.004308,0.8223
1.229e-05,0.004055,0.9705
3.577e-05,0.00451,0.8244
2.706e-05,0.004401,0.8704
4.444e-05,0.004363,0.7942
1.796e-05,0.00422,0.9686
7.516e-05,0.00452,0.696
3.248e-05,0.004262,0.8377
6.369e-05,0.004537,0.7132
3.264e-05,0.004529,0.8473
4.56e-05,0.004152,0.761
3.105e-05,0.004205,0.8608
1.63e-05,0.004064,0.9414
2.689e-05,0.004026,0.8645
5.731e-05,0.004715,0.7597
2.948e-05,0.004284,0.8439
3.777e-05,0.004119,0.8122
2.056e-05,0.00416,0.9085
2.135e-05,0.00422,0.9094
2.258e-05,0.004382,0.9004
0.0001221,0.004835,0.6138
2.368e-05,0.004458,0.8778
7.709e-05,0.004578,0.6888
2.357e-05,0.004058,0.8879
1.728e-05,0.00405,0.9325
1.599e-05,0.004259,0.959
1.708e-05,0.004075,0.9571
4.391e-05,0.003871,0.7705
2.756e-05,0.00443,0.8421
2.261e-05,0.004163,0.8865
2.089e-05,0.003928,0.9149
5.26e-05,0.004459,0.7624
3.101e-05,0.004709,0.8356
1.781e-05,0.004237,0.9332
6.51e-05,0.004936,0.7243
4.62e-05,0.004092,0.7844
1.41e-05,0.004456,0.9642
1.777e-05,0.003894,0.9408
2.704e-05,0.004023,0.8845
6.996e-05,0.004653,0.6891
4.065e-05,0.004119,0.7861
3.194e-05,0.004108,0.8256
6.821e-05,0.004535,0.7276
3.83e-05,0.004208,0.791
3.532e-05,0.004589,0.8364
3.228e-05,0.005217,0.8387
3.58e-05,0.004675,0.8485
0.0001054,0.004181,0.6248
1.726e-05,0.004163,0.9446
3.434e-05,0.004537,0.836
1.463e-05,0.004416,0.9718
3.418e-05,0.004459,0.8134
3.436e-05,0.004487,0.8533
9.833e-05,0.004487,0.6566
4.686e-05,0.004339,0.772
1.206e-05,0.00396,0.9998
9.81e-06,0.003981,1.047
9.793e-06,0.004292,1.042
4.703e-05,0.004271,0.7601
1.74e-05,0.003997,0.9505
1.712e-05,0.00415,0.9363
1.458e-05,0.00453,0.9596
2.221e-05,0.004176,0.8901
2.135e-05,0.004376,0.9336
3.404e-05,0.004473,0.8404
0.0001092,0.004349,0.648
1.139e-05,0.004412,1.003
1.787e-05,0.003859,0.9411
2.417e-05,0.00416,0.894
2.989e-05,0.004624,0.8481
1.248e-05,0.003998,1.005
2.356e-05,0.004418,0.8938
4.619e-05,0.004349,0.7785
2.991e-05,0.004006,0.8499
4.271e-05,0.004807,0.806
3.34e-05,0.004328,0.8497
5.313e-05,0.00465,0.7534
3.734e-05,0.004068,0.8188
2.467e-05,0.004023,0.869
3.51e-05,0.004477,0.8226
3.125e-05,0.003901,0.8495
4.57e-05,0.004646,0.7835
1.074e-05,0.004393,1.028
6.52e-05,0.004716,0.7148
2.07e-05,0.004239,0.9182
5.784e-05,0.004417,0.7359
4.62e-05,0.003991,0.7867
5.012e-05,0.004869,0.7597
4.478e-05,0.004667,0.7927
3.302e-05,0.004426,0.857
3.074e-05,0.004568,0.8512
3.355e-05,0.004138,0.8176
1.473e-05,0.004085,0.98
7.341e-05,0.0046,0.7052
4.048e-05,0.004848,0.7937
5.467e-05,0.004624,0.7502
2.314e-05,0.004247,0.9015
3.67e-05,0.004116,0.8047
9.394e-05,0.004328,0.6515
5.619e-05,0.004155,0.7499
3.101e-05,0.004219,0.8421
0.0001033,0.00421,0.6004
6.242e-05,0.004437,0.729
8.158e-05,0.004678,0.6669
2.46e-05,0.004432,0.8937
3.403e-05,0.004347,0.8341
1.157e-05,0.00459,1.012
3.436e-05,0.004357,0.8257
8.204e-06,0.004015,1.081
0.0001101,0.004523,0.6188
1.565e-05,0.004051,0.9799
1.109e-05,0.003854,1.02
3.2e-05,0.004068,0.8148
5.251e-05,0.004367,0.7542
4.238e-05,0.004546,0.7666
5.635e-05,0.005241,0.7594
2.379e-05,0.004267,0.9
3.721e-05,0.004252,0.8022
3.261e-05,0.004386,0.8392
1.553e-05,0.003785,0.9618
0.000118,0.004499,0.6153
5.479e-05,0.004085,0.7441
2.054e-05,0.004559,0.9034
4.248e-05,0.004045,0.776
8.367e-05,0.004354,0.6601
7.764e-05,0.004133,0.6793
5.779e-05,0.00487,0.7411
2.49e-05,0.004875,0.8819
3.561e-05,0.004437,0.8141
3.34e-05,0.004302,0.8298
3.919e-05,0.004813,0.8223
4.022e-05,0.004202,0.8107
5.166e-05,0.00475,0.7606
1.579e-05,0.004299,0.9526
3.395e-05,0.004038,0.8355
4.989e-05,0.005107,0.7693
0.0001192,0.004623,0.6056
3.907e-05,0.004612,0.7975
1.48e-05,0.004328,0.9621
8.27e-06,0.004002,1.071
2.417e-05,0.004387,0.8993
4.736e-05,0.004697,0.7771
4.162e-05,0.004522,0.7837
2.739e-05,0.004902,0.8782
3.254e-05,0.004407,0.8347
2.202e-05,0.004062,0.9024
4.785e-05,0.004795,0.7575
1.888e-05,0.004667,0.9312
1.631e-05,0.004563,0.968
2.302e-05,0.004578,0.902
6.845e-05,0.004517,0.7267
3.689e-05,0.004248,0.8148
6.887e-05,0.004002,0.7105
3.078e-05,0.004393,0.8534
2.266e-05,0.004216,0.9281
1.702e-05,0.004404,0.9558
4.861e-05,0.004018,0.7662
7.347e-06,0.004158,1.091
3.367e-05,0.004326,0.8349
3.338e-05,0.004138,0.8346
3.865e-05,0.004173,0.8233
6.055e-05,0.004652,0.7416
2.267e-05,0.004063,0.9143
8.658e-05,0.004481,0.6788
3.323e-05,0.004432,0.8175
4.233e-05,0.004419,0.7877
7.148e-05,0.004387,0.6871
4.242e-05,0.00432,0.7963
2.618e-05,0.004814,0.8651
1.389e-05,0.003816,0.9836
1.319e-05,0.003978,0.9791
5.25e-05,0.004296,0.7289
2.581e-05,0.003917,0.8746
7.439e-05,0.004501,0.6913
3.665e-05,0.004368,0.8219
2.935e-05,0.004567,0.8606
1.061e-05,0.003552,1.044
3.129e-05,0.003901,0.8478
1.964e-05,0.004024,0.9184
3.687e-05,0.004081,0.8139
8.567e-06,0.003955,1.07
2.081e-05,0.004374,0.9232
1.525e-05,0.004213,0.9681
1.831e-05,0.004078,0.958
3.209e-05,0.00442,0.8397
4.044e-05,0.004696,0.7986
1.476e-05,0.004259,0.9726
5.281e-05,0.004225,0.7234
4.274e-05,0.004222,0.7812
3.678e-05,0.003943,0.8162
5.09e-05,0.00501,0.7525
1.455e-05,0.004323,0.9655
3.668e-05,0.00459,0.83
9.036e-05,0.0046,0.6565
6.228e-05,0.005046,0.7284
1.296e-05,0.004171,0.9934
2.532e-05,0.004137,0.8754
3.442e-05,0.004118,0.8217
9.306e-06,0.003632,1.041
5.979e-05,0.004522,0.733
2.339e-05,0.004219,0.8865
2.487e-05,0.004525,0.8768
4.078e-05,0.004094,0.778
2.862e-05,0.004975,0.8741
2.927e-05,0.00413,0.8528
3.417e-05,0.00415,0.8422
2.912e-05,0.004082,0.859
1.825e-05,0.004214,0.9215
2.884e-05,0.004165,0.8487
2.205e-05,0.003813,0.9033
2.631e-05,0.003861,0.8634
3.017e-05,0.004305,0.8646
1.632e-05,0.003808,0.9602
1.455e-05,0.00402,0.9744
6.692e-05,0.004174,0.7166
3.866e-05,0.003938,0.791
5.602e-05,0.004418,0.739
0.0001048,0.005082,0.6458
3.013e-05,0.004029,0.8397
3.058e-05,0.00494,0.8637
8.602e-05,0.004434,0.6589
6.047e-05,0.004813,0.7312
2.175e-05,0.00446,0.9265
4.013e-05,0.004076,0.8026
1.03e-05,0.003809,1.023
3.707e-05,0.00419,0.8035
9.043e-05,0.004377,0.638
7.928e-05,0.004856,0.7073
2.812e-05,0.004536,0.8542
3.807e-05,0.00485,0.8321
3.87e-05,0.003932,0.824
2.889e-05,0.00421,0.8448
1.397e-05,0.004366,0.9969
2.403e-05,0.004548,0.8857
2.688e-05,0.004476,0.8763
2.226e-05,0.004632,0.9119
1.581e-05,0.004395,0.9623
6.456e-05,0.004607,0.7116
3.756e-05,0.00466,0.7918
2.064e-05,0.004255,0.9167
2.365e-05,0.004576,0.903
2.694e-05,0.004281,0.8687
1.532e-05,0.004054,0.9451
7.214e-05,0.004262,0.7018
3.271e-05,0.003872,0.839
2.397e-05,0.00425,0.8755
3.804e-05,0.004608,0.804
2.881e-05,0.004367,0.8616
9.229e-06,0.003733,1.043
2.98e-05,0.004131,0.8471
3.183e-05,0.004343,0.8274
2.978e-05,0.004591,0.8597
1.474e-05,0.003953,0.9652
6.97e-05,0.004619,0.6836
1.639e-05,0.004476,0.9492
2.961e-05,0.004524,0.8566
3.291e-05,0.004619,0.841
5.875e-05,0.004545,0.7392
8.017e-05,0.004383,0.6786
2.78e-05,0.004483,0.8625
6.952e-05,0.004477,0.697
7.568e-05,0.004914,0.6896
6.337e-05,0.004538,0.6988
5.264e-05,0.004531,0.7347
3.311e-05,0.004151,0.8032
1.992e-05,0.003961,0.9133
7.23e-06,0.003686,1.089
1.893e-05,0.003862,0.9129
3.169e-05,0.004484,0.8439
3.952e-05,0.004582,0.8023
3.054e-05,0.004007,0.8577
9.833e-06,0.00386,1.043
5.594e-05,0.004898,0.7419
4.984e-05,0.005566,0.777
5.317e-05,0.004943,0.7792
3.276e-05,0.004911,0.8252
7.527e-05,0.004561,0.6791
6.825e-05,0.00487,0.7096
1.203e-05,0.004396,1.022
2.719e-05,0.004235,0.867
1.543e-05,0.00427,0.9666
0.0001548,0.004903,0.5681
1.645e-05,0.003931,0.9531
9.169e-05,0.004606,0.646
1.347e-05,0.004132,0.9799
3.277e-05,0.004268,0.8396
2.378e-05,0.003964,0.8946
9.588e-06,0.003814,1.024
4.993e-05,0.004068,0.7516
3.667e-05,0.004328,0.8085
6.518e-05,0.005316,0.7259
3.741e-05,0.004479,0.815
2.699e-05,0.004279,0.8805
1.065e-05,0.004034,1.035
1.53e-05,0.004078,0.9672
4.398e-05,0.004452,0.7762
1.722e-05,0.003855,0.9245
1.09e-05,0.004039,1.015
6.601e-05,0.004181,0.7105
4.128e-05,0.004153,0.8011
5.158e-05,0.00501,0.7507
0.0001028,0.004281,0.6329
1.186e-05,0.003935,1.005
4.25e-05,0.004108,0.7575
1.525e-05,0.00413,0.9572
1.86e-05,0.004422,0.9417
3.314e-05,0.004548,0.838
1.511e-05,0.004825,0.9729
5.145e-05,0.004038,0.7596
2.134e-05,0.004001,0.9114
1.049e-05,0.003884,1.02
1.992e-05,0.004424,0.9105
4.358e-05,0.004548,0.7801
3.991e-05,0.004602,0.8032
2.442e-05,0.003899,0.8587
6.707e-05,0.004539,0.7372
2.899e-05,0.003911,0.8493
6.271e-05,0.004396,0.7076
1.775e-05,0.003978,0.9351
3.811e-05,0.004504,0.8055
1.783e-05,0.004914,0.9436
4.367e-05,0.004842,0.7846
3.523e-05,0.004653,0.8386
5.342e-05,0.004562,0.7475
2.502e-05,0.004127,0.8584
2.608e-05,0.00484,0.8781
1.785e-05,0.004606,0.9474
1.618e-05,0.004294,0.9432
5.303e-05,0.00528,0.7547
3.12e-05,0.004736,0.8419
8.692e-06,0.004107,1.044
1.27e-05,0.004167,0.9581
2.467e-05,0.00414,0.8777
4.354e-05,0.004119,0.7614
1.77e-05,0.004183,0.9379
5.098e-05,0.004406,0.7531
1.355e-05,0.003818,0.9733
7.145e-05,0.004596,0.6971
0.0001184,0.004032,0.5979
3.709e-05,0.004564,0.7911
3.319e-05,0.004458,0.7914
5.162e-05,0.00425,0.7446
3.741e-05,0.004335,0.7958
0.0001217,0.004608,0.6002
2.269e-05,0.004245,0.9067
4.832e-05,0.004831,0.7747
4.174e-05,0.004616,0.8081
3.109e-05,0.004372,0.8482
1.929e-05,0.004082,0.9151
1.835e-05,0.003884,0.9162
3.12e-05,0.003953,0.8503
1.537e-05,0.004243,0.9484
2.907e-05,0.004832,0.8811
6.046e-05,0.004464,0.7307
7.546e-05,0.004019,0.6908
4.541e-05,0.00485,0.754
2.661e-05,0.004274,0.8587
2.065e-05,0.004193,0.9116
2.394e-05,0.004948,0.8999
1.7e-05,0.004439,0.9517
4.464e-05,0.004344,0.7734
0.0001293,0.004616,0.618
1.152e-05,0.003616,1.003
1.548e-05,0.004229,0.9544
4.665e-05,0.004601,0.7841
0.0001086,0.005027,0.6086
3.401e-05,0.004097,0.827
8.359e-06,0.003662,1.067
4.489e-05,0.004092,0.7656
2.421e-05,0.004108,0.8825
8.927e-05,0.005118,0.6604
3.129e-05,0.003847,0.8492
7.983e-06,0.003649,1.061
1.797e-05,0.003729,0.9375
2.883e-05,0.003968,0.8562
2.964e-05,0.004177,0.8433
1.819e-05,0.004244,0.9287
0.0001102,0.00441,0.6071
1.779e-05,0.003851,0.9457
1.133e-05,0.004183,0.995
3.489e-05,0.004425,0.8423
6.134e-05,0.004734,0.7239
8.547e-05,0.004486,0.6882
1.134e-05,0.003954,1.023
6.026e-05,0.004492,0.7286
1.929e-05,0.004252,0.9231
2.154e-05,0.003618,0.9038
1.015e-05,0.003614,1.007
1.323e-05,0.00398,0.9879
4.783e-05,0.003999,0.7576
1.951e-05,0.003954,0.9188
2.323e-05,0.004826,0.8908
2.169e-05,0.004463,0.8885
2.293e-05,0.004566,0.8825
4.247e-05,0.004242,0.7983
2.509e-05,0.004137,0.8809
2.758e-05,0.004423,0.8607
1.774e-05,0.003872,0.9286
3.212e-05,0.004768,0.8429
1.848e-05,0.004093,0.9148
2.408e-05,0.004302,0.8741
2.362e-05,0.003923,0.9042
1.067e-05,0.004205,1.007
2.536e-05,0.004561,0.8763
1.806e-05,0.004106,0.9487
4.622e-05,0.004236,0.7625
4.103e-05,0.004685,0.8141
2.042e-05,0.004,0.9161
2.989e-05,0.004025,0.8627
2.72e-05,0.004383,0.8488
3.11e-05,0.004832,0.8422
3.451e-05,0.004236,0.8119
4.776e-05,0.004152,0.7713
8.201e-06,0.003629,1.051
1.742e-05,0.004242,0.9507
3.126e-05,0.004592,0.8427
6.303e-05,0.004713,0.7446
6.404e-06,0.003847,1.105
2.556e-05,0.004181,0.8893
1.999e-05,0.00408,0.9112
6.465e-05,0.003926,0.7178
2.076e-05,0.0045,0.9409
3.368e-05,0.004076,0.8249
1.72e-05,0.003791,0.9454
2.476e-05,0.004228,0.8687
2.139e-05,0.004038,0.9014
6.296e-05,0.004678,0.7252
0.0001183,0.004585,0.6224
4.31e-05,0.0046,0.7807
5.761e-05,0.004529,0.742
8.35e-05,0.004558,0.6667
2.205e-05,0.003959,0.8894
1.511e-05,0.003934,0.9744
4.587e-05,0.004371,0.7909
3.801e-05,0.00439,0.8087
2.733e-05,0.003852,0.8663
3.058e-05,0.004375,0.8589
9.983e-06,0.004116,1.027
1.698e-05,0.004476,0.956
1.65e-05,0.004082,0.9508
5.33e-05,0.004548,0.7456
5.416e-05,0.004307,0.7705
3.555e-05,0.004408,0.8178
2.541e-05,0.004237,0.8763
3.157e-05,0.004327,0.8389
1.342e-05,0.004066,0.9864
3.138e-05,0.004633,0.8286
3.343e-05,0.004239,0.8301
6.202e-05,0.004443,0.7238
3.166e-05,0.004551,0.8582
3.123e-05,0.004668,0.8481
8.702e-05,0.004424,0.6591
7.301e-05,0.005356,0.6942
4.017e-05,0.004368,0.807
1.36e-05,0.004299,0.9794
1.943e-05,0.004584,0.9074
1.716e-05,0.004371,0.9286
2.178e-05,0.003914,0.9098
2.342e-05,0.00428,0.8886
2.535e-05,0.004241,0.8873
9.299e-05,0.004673,0.6579
2.77e-05,0.004648,0.8835
1.847e-05,0.004395,0.9109
0.0001367,0.004256,0.5817
4.261e-05,0.00477,0.7858
6.124e-05,0.004243,0.7277
1.89e-05,0.004224,0.9267
3.843e-05,0.004119,0.8125
4.892e-05,0.004568,0.7923
1.592e-05,0.003819,0.9463
2.216e-05,0.004262,0.8903
3.374e-05,0.00438,0.8432
5.018e-05,0.004123,0.7622
2.108e-05,0.004042,0.9132
7.963e-05,0.004595,0.6702
2.209e-05,0.003861,0.9015
2.984e-05,0.003874,0.8226
1.623e-05,0.004294,0.9745
5.552e-05,0.004758,0.7533
1.163e-05,0.004015,1.013
4.814e-05,0.004428,0.7805
4.803e-05,0.004669,0.7904
2.447e-05,0.004405,0.8827
3.913e-05,0.004325,0.8081
2.391e-05,0.004481,0.8895
1.808e-05,0.004272,0.93
2.251e-05,0.004256,0.897
4.948e-05,0.004411,0.7787
2.784e-05,0.004027,0.8557
5.531e-05,0.004568,0.7521
5.36e-06,0.003565,1.128
3.963e-05,0.00424,0.8015
7.599e-06,0.003693,1.058
3.001e-05,0.004087,0.8243
7.664e-05,0.004754,0.6915
5.746e-05,0.004337,0.7543
4.48e-05,0.004622,0.772
2.143e-05,0.004002,0.918
3.197e-05,0.003826,0.8192
2.701e-05,0.004574,0.8739
5.898e-05,0.004515,0.7229
5.204e-05,0.004568,0.7547
3.977e-05,0.004198,0.8023
1.794e-05,0.004358,0.9421
2.89e-05,0.004298,0.8496
4.342e-05,0.003959,0.7792
5.34e-05,0.004484,0.7391
3.71e-05,0.004177,0.8032
2.266e-05,0.004492,0.893
2.225e-05,0.004008,0.884
