Kon,Koff,n
5.953e-05,0.004397,0.7041
4.572e-05,0.0044,0.7872
5.264e-05,0.00469,0.7582
3.322e-05,0.004178,0.827
3.924e-05,0.004701,0.8137
1.963e-05,0.004576,0.9049
7.2e-06,0.003962,1.099
4.907e-05,0.004686,0.7682
3.231e-05,0.004078,0.8502
2.412e-05,0.00409,0.8722
2.822e-05,0.004516,0.8439
3.93e-05,0.004334,0.8023
1.942e-05,0.004294,0.9105
2.523e-05,0.004278,0.8685
2.357e-05,0.004995,0.8869
3.251e-05,0.004439,0.8468
6.934e-05,0.00464,0.7137
2.621e-05,0.004065,0.8688
6.294e-05,0.004734,0.7394
1.934e-05,0.003994,0.9339
3.295e-05,0.004184,0.833
1.25e-05,0.004057,1.009
8.678e-06,0.004201,1.071
1.183e-05,0.004048,0.9899
3.495e-05,0.004626,0.8364
2.029e-05,0.004144,0.9285
5.447e-05,0.004835,0.7181
2.113e-05,0.004356,0.9087
1.944e-05,0.004034,0.9037
2.641e-05,0.004364,0.8718
6.238e-05,0.004788,0.723
1.996e-05,0.004157,0.9108
3.651e-05,0.004235,0.8316
1.408e-05,0.004373,0.9832
7.041e-05,0.004362,0.7007
8.007e-05,0.004218,0.6746
4.577e-05,0.00461,0.8103
1.074e-05,0.003985,1.021
5.322e-05,0.004502,0.7656
2.79e-05,0.004255,0.8762
1.87e-05,0.004155,0.9166
5.907e-05,0.004364,0.7153
4.513e-05,0.004434,0.7794
2.194e-05,0.003998,0.9108
1.126e-05,0.00376,1.006
1.157e-05,0.004013,1.015
4.976e-05,0.004396,0.769
2.405e-05,0.004561,0.9055
1.896e-05,0.004446,0.9372
4.669e-05,0.004789,0.7711
3.874e-05,0.004294,0.7887
2.592e-05,0.00501,0.8753
1.849e-05,0.004204,0.9407
2.713e-05,0.004155,0.8529
5.467e-05,0.004565,0.7444
1.617e-05,0.00444,0.9614
1.757e-05,0.004743,0.9503
3.351e-05,0.004235,0.8285
1.622e-05,0.004046,0.9636
1.424e-05,0.003928,0.9867
1.577e-05,0.004495,0.9619
1.663e-05,0.003999,0.9484
1.489e-05,0.004357,0.9825
7.262e-06,0.003817,1.094
4.656e-05,0.00442,0.7678
2.833e-05,0.00413,0.8733
3.542e-05,0.00401,0.8134
2.698e-05,0.003951,0.8681
3.916e-05,0.00444,0.7847
1.611e-05,0.003749,0.9581
3.344e-05,0.004296,0.8273
3.403e-05,0.004498,0.8401
1.49e-05,0.003946,0.9502
2.713e-05,0.004364,0.8625
4.038e-05,0.005119,0.7771
2.482e-05,0.003843,0.889
3.005e-05,0.004097,0.8341
2.259e-05,0.00411,0.8876
3.836e-05,0.004514,0.8207
4.437e-05,0.004396,0.7795
2.481e-05,0.003947,0.8755
2.913e-05,0.005216,0.8746
0.0001462,0.004667,0.5889
1.248e-05,0.003938,0.9935
3.023e-05,0.004323,0.8222
5.061e-05,0.004314,0.7509
9.926e-05,0.004397,0.6364
5.478e-05,0.004643,0.7641
1.429e-05,0.004093,0.9592
1.511e-05,0.004379,0.9817
4.294e-05,0.004108,0.7806
1.48e-05,0.004265,0.949
5.223e-05,0.004401,0.7734
2.111e-05,0.003898,0.9179
3.236e-05,0.004232,0.8143
3.609e-05,0.005116,0.8104
3.17e-05,0.004378,0.82
3.613e-05,0.004643,0.8187
1.606e-05,0.003933,0.9568
2.889e-05,0.003948,0.8463
3.068e-05,0.004838,0.841
2.767e-05,0.004189,0.8613
3.094e-05,0.004655,0.8547
4.412e-05,0.003982,0.7791
3.656e-05,0.004514,0.8193
3.086e-05,0.004179,0.8637
3.758e-05,0.004747,0.8182
3.669e-05,0.004306,0.817
3.187e-05,0.004074,0.8299
1.418e-05,0.004297,0.9781
1.261e-05,0.003969,0.9984
3.028e-05,0.004638,0.8583
2.812e-05,0.004472,0.8677
4.79e-05,0.004279,0.7427
3.136e-05,0.004387,0.8438
4.493e-05,0.004342,0.7801
2.163e-05,0.004286,0.9011
4.336e-05,0.00423,0.762
2.93e-05,0.004064,0.8473
3.117e-05,0.004823,0.8565
4.163e-05,0.003704,0.7829
2.116e-05,0.004202,0.8888
2.389e-05,0.004125,0.87
1.905e-05,0.004325,0.923
2.896e-05,0.004628,0.8911
2.148e-05,0.004046,0.8987
1.377e-05,0.004244,0.9602
2.939e-05,0.003997,0.8599
7.453e-05,0.004591,0.7027
2.537e-05,0.004732,0.8728
3.131e-05,0.005131,0.8202
5.974e-05,0.004467,0.7347
4.305e-05,0.004323,0.7823
5.745e-05,0.00474,0.7392
2.71e-05,0.004129,0.8542
3.331e-05,0.004492,0.8451
2.67e-05,0.004096,0.8729
1.985e-05,0.004338,0.9346
2.778e-05,0.004392,0.8794
2.851e-05,0.004573,0.858
4.649e-05,0.004731,0.8211
1.179e-05,0.004042,0.9992
1.326e-05,0.00393,0.9946
1.939e-05,0.004335,0.9089
3.862e-05,0.004659,0.8043
2.247e-05,0.004446,0.8993
2.494e-05,0.004326,0.8798
7.8e-06,0.003912,1.065
1.29e-05,0.004518,0.9994
2.627e-05,0.003884,0.8756
0.0001261,0.004131,0.6069
5.946e-05,0.00441,0.7302
7.28e-05,0.004366,0.6942
1.949e-05,0.004033,0.9107
4.878e-05,0.004915,0.7664
6.96e-05,0.004557,0.6884
1.963e-05,0.004103,0.91
2.348e-05,0.004481,0.8743
2.438e-05,0.004413,0.8959
2.148e-05,0.004181,0.9041
2.06e-05,0.004305,0.9302
1.06e-05,0.004047,1.009
6.478e-05,0.004706,0.7228
2.476e-05,0.004036,0.8677
1.626e-05,0.003979,0.9586
4.24e-05,0.003825,0.8028
0.0001009,0.004389,0.641
7.245e-05,0.004264,0.6748
2.067e-05,0.003875,0.9136
2.467e-05,0.004003,0.8966
3.401e-05,0.004403,0.8356
3.057e-05,0.004646,0.8635
2.446e-05,0.003898,0.892
6.846e-05,0.004797,0.7032
1.604e-05,0.004621,0.9509
1.539e-05,0.003958,0.9651
1.651e-05,0.004134,0.9679
4.67e-05,0.004939,0.7762
2.175e-05,0.004772,0.9258
3.345e-05,0.004528,0.8309
6.616e-05,0.004225,0.7095
3.277e-05,0.004214,0.8337
8.078e-05,0.005156,0.6984
5.751e-05,0.00448,0.7278
1.146e-05,0.004198,1.004
5.656e-05,0.004478,0.7531
2.626e-05,0.004118,0.8707
4.344e-05,0.004389,0.8043
5.36e-05,0.004241,0.7344
2.4e-05,0.003963,0.8813
5.547e-05,0.004832,0.7157
3.482e-05,0.004158,0.8311
2.95e-05,0.004769,0.8308
2.033e-05,0.004207,0.9106
1.658e-05,0.004448,0.9336
5.267e-05,0.004274,0.7454
8.97e-05,0.004563,0.6598
1.139e-05,0.003907,1.01
5.823e-05,0.004738,0.7468
3.962e-05,0.004266,0.7893
3.025e-05,0.004108,0.8321
3.545e-05,0.004559,0.8136
4.044e-05,0.004338,0.8203
1.09e-05,0.004004,1.015
6.397e-05,0.004181,0.7195
3.052e-05,0.00443,0.8596
5.973e-05,0.004671,0.7423
3.633e-05,0.004076,0.8328
2.805e-05,0.004431,0.8684
2.456e-05,0.004262,0.8782
4.02e-05,0.004023,0.7809
1.088e-05,0.004112,1.022
8.211e-05,0.004724,0.6803
2.74e-05,0.003761,0.8603
2.407e-05,0.004991,0.8966
2.202e-05,0.003937,0.9032
2.536e-05,0.004432,0.8631
2.512e-05,0.00395,0.8619
1.991e-05,0.004463,0.9176
5.958e-05,0.004398,0.7093
1.785e-05,0.004121,0.9472
3.219e-05,0.00432,0.8264
2.088e-05,0.004101,0.9125
3.685e-05,0.004518,0.8387
5.91e-05,0.004559,0.732
1.844e-05,0.004107,0.9139
2.068e-05,0.004167,0.9274
2.067e-05,0.004081,0.8987
6.045e-05,0.004547,0.7295
2.628e-05,0.00413,0.8592
3.895e-05,0.004725,0.7965
1.244e-05,0.003871,0.9973
2.883e-05,0.004785,0.8581
2.928e-05,0.004666,0.862
5.574e-05,0.004631,0.742
3.563e-05,0.004388,0.8052
9.076e-06,0.00385,1.054
4.367e-05,0.004205,0.7982
7.183e-06,0.004012,1.084
7.145e-06,0.003745,1.066
7.769e-05,0.004328,0.6774
4.175e-05,0.004325,0.7866
1.19e-05,0.003733,0.9944
9.974e-05,0.004289,0.6154
0.0001163,0.004746,0.6286
9.349e-05,0.004666,0.6629
3.865e-05,0.004653,0.8027
3.082e-05,0.004149,0.8534
1.58e-05,0.004154,0.9654
2.401e-05,0.004674,0.8851
1.672e-05,0.004247,0.9628
1.252e-05,0.004046,0.9703
7.447e-05,0.004418,0.676
4.864e-05,0.004191,0.7522
4.917e-05,0.004834,0.7841
7.286e-06,0.00407,1.071
2.072e-05,0.0039,0.914
6.751e-05,0.004345,0.7066
3.88e-05,0.004648,0.8075
2.647e-05,0.004154,0.8781
7.876e-05,0.004229,0.6737
2.272e-05,0.004662,0.899
4.199e-05,0.004722,0.8072
1.387e-05,0.004557,0.9735
3.016e-05,0.004219,0.8602
2.228e-05,0.004249,0.8883
1.294e-05,0.003781,0.9876
1.758e-05,0.004038,0.9348
3.471e-05,0.004067,0.7986
2.548e-05,0.004026,0.8769
4.624e-05,0.004931,0.7753
4.934e-05,0.004674,0.7525
0.000114,0.004753,0.6338
5.829e-05,0.004997,0.7543
2.023e-05,0.004696,0.9203
3.535e-05,0.003996,0.8461
4.851e-05,0.00517,0.7743
2.923e-05,0.004434,0.8582
3.874e-05,0.004332,0.8122
1.812e-05,0.003853,0.9413
2.805e-05,0.00426,0.8561
6.124e-05,0.004642,0.7374
4.004e-05,0.00482,0.807
7.844e-05,0.004223,0.6858
2.825e-05,0.004187,0.8726
2.177e-05,0.004158,0.8946
2.778e-05,0.004176,0.8618
5.429e-05,0.004231,0.767
6.213e-05,0.004578,0.73
2.835e-05,0.004027,0.8553
1.916e-05,0.004542,0.9189
3.341e-05,0.004547,0.8205
9.558e-06,0.004766,1.046
1.447e-05,0.003945,0.9692
4.047e-05,0.005055,0.82
2.63e-05,0.004266,0.8493
5.175e-05,0.004107,0.7614
2.816e-05,0.004285,0.8604
5.482e-05,0.004769,0.7512
2.836e-05,0.004773,0.8545
1.606e-05,0.004418,0.9494
5.144e-05,0.004253,0.7592
9.76e-06,0.00386,1.058
5.605e-05,0.004781,0.7607
2.867e-05,0.004431,0.8632
1.449e-05,0.004229,0.9722
2.682e-05,0.004495,0.8723
4.12e-05,0.004356,0.7866
2.226e-05,0.00451,0.9028
6.812e-05,0.004841,0.7253
4.599e-05,0.004282,0.7701
2.448e-05,0.004109,0.8779
3.959e-05,0.004289,0.8053
3.465e-05,0.003958,0.814
3.703e-05,0.00434,0.8108
1.368e-05,0.004599,0.9694
3.491e-05,0.004382,0.8362
5.785e-05,0.004487,0.7393
5.474e-05,0.004639,0.73
3.478e-05,0.004353,0.8131
1.394e-05,0.003541,0.9653
1.691e-05,0.004442,0.9481
2.246e-05,0.003917,0.8975
9.37e-06,0.003604,1.044
1.851e-05,0.0037,0.9491
6.704e-05,0.004939,0.7189
5.218e-05,0.004806,0.7496
2.748e-05,0.004816,0.8652
1.16e-05,0.00381,0.9997
2.422e-05,0.004459,0.8748
1.282e-05,0.003723,0.9901
7.036e-05,0.00471,0.6901
3.216e-05,0.004473,0.8326
4.87e-05,0.00463,0.7654
4.209e-05,0.004438,0.7859
3.331e-05,0.003959,0.8161
3.598e-05,0.003786,0.8203
5.441e-05,0.004183,0.7377
